,1,12,13,14,15,17,18,22,23,4,5
11.0,381,531,447,443,443,485,443,443,443,489,489
20.0,381,531,447,443,443,485,443,443,443,489,489
28.0,381,531,447,443,443,485,443,443,443,489,489
