,13,14,15,16,19,20,25
7.0,3693467,3665547,3589465,3693467,3741700,3758740,3724877
12.0,3777925,3750354,3679158,3777925,3827255,3845005,3808986
19.0,3900424,3872504,3801657,3900424,3951505,3968900,3932532
