,1,2,3,4,5,6,7,8
4.0,13354,12271,12290,13345,13341,12181,12290,13471
10.0,13784,12657,12608,13858,13888,12563,12608,13742
17.0,14280,13056,13074,14377,14302,12957,13074,14293
