,A,B,C,D,E,F,G,H,I,J
4.0,6425352,6425352,4020692,4881936,4328208,6269919,6492135,6315456,5027652,4020692
10.0,5098557,5098557,4139683,5009560,4517112,6433626,6577239,6482400,5021262,4139683
15.0,5220894,5220894,4238765,5124040,4195684,6569556,6808911,6623888,3946890,4238765
