,1,2,3,4,5,6,7,8
6.0,6222,6251,6317,6288,6201,6251,6317,6288
16.0,6550,6580,6652,6620,6504,6580,6652,6620
26.0,6849,6880,6956,6922,6814,6880,6956,6922
