,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層A,7.0,低層,A,8421114,13117,642,337,4,NTP
12.0/F中層A,12.0,中層,A,8610504,13412,642,345,4,NTP
18.0/F高層A,18.0,高層,A,8844192,13776,642,323,4,NTP
7.0/F低層B,7.0,低層,B,8404422,13091,642,378,4,NTP
12.0/F中層B,12.0,中層,B,8593812,13386,642,387,4,NTP
18.0/F高層B,18.0,高層,B,8828142,13751,642,362,4,NTP
7.0/F低層C,7.0,低層,C,6859793,13477,509,273,4,NTP
12.0/F中層C,12.0,中層,C,7012493,13777,509,281,4,NTP
18.0/F高層C,18.0,高層,C,7201332,14148,509,259,4,NTP
7.0/F低層D,7.0,低層,D,6859793,13477,509,273,4,NTP
12.0/F中層D,12.0,中層,D,7012493,13777,509,281,4,NTP
18.0/F高層D,18.0,高層,D,7201332,14148,509,259,4,NTP
7.0/F低層E,7.0,低層,E,8678224,13229,656,345,3,NTP
12.0/F中層E,12.0,中層,E,8871744,13524,656,350,3,NTP
18.0/F高層E,18.0,高層,E,9110528,13888,656,328,3,NTP
7.0/F低層F,7.0,低層,F,8549648,13033,656,382,4,NTP
12.0/F中層F,12.0,中層,F,8741856,13326,656,393,4,NTP
18.0/F高層F,18.0,高層,F,8979328,13688,656,369,4,NTP
7.0/F低層G,7.0,低層,G,6859793,13477,509,273,4,NTP
12.0/F中層G,12.0,中層,G,7012493,13777,509,281,4,NTP
18.0/F高層G,18.0,高層,G,7201332,14148,509,259,4,NTP
7.0/F低層H,7.0,低層,H,6859793,13477,509,273,4,NTP
12.0/F中層H,12.0,中層,H,7012493,13777,509,281,4,NTP
18.0/F高層H,18.0,高層,H,7201332,14148,509,259,4,NTP
