,16,17,18,19,20,21,22,7,8
7.0,6168,6208,6285,6285,6239,6158,6285,6051,6208
18.0,6479,6518,6597,6597,6550,6512,6597,6327,6518
28.0,6761,6798,6878,6878,6830,6792,6878,6578,6798
