,subjFloor,floorLv,unitNo,price,npsf,nfa
4.0/F低層1,4.0,低層,1,4634568,13092,354
10.0/F中層1,10.0,中層,1,4777584,13496,354
17.0/F高層1,17.0,高層,1,4942548,13962,354
4.0/F低層2,4.0,低層,2,6298366,12374,509
10.0/F中層2,10.0,中層,2,6494331,12759,509
17.0/F高層2,17.0,高層,2,6728980,13220,509
4.0/F低層3,4.0,低層,3,6298366,12374,509
10.0/F中層3,10.0,中層,3,6494331,12759,509
17.0/F高層3,17.0,高層,3,6728980,13220,509
4.0/F低層4,4.0,低層,4,4651914,13141,354
10.0/F中層4,10.0,中層,4,4809090,13585,354
17.0/F高層4,17.0,高層,4,4983612,14078,354
4.0/F低層5,4.0,低層,5,4656162,13153,354
10.0/F中層5,10.0,中層,5,4802718,13567,354
17.0/F高層5,17.0,高層,5,4982550,14075,354
4.0/F低層6,4.0,低層,6,6883238,12226,563
10.0/F中層6,10.0,中層,6,7097741,12607,563
17.0/F高層6,17.0,高層,6,7355032,13064,563
4.0/F低層7,4.0,低層,7,6883238,12226,563
10.0/F中層7,10.0,中層,7,7097741,12607,563
17.0/F高層7,17.0,高層,7,7355032,13064,563
4.0/F低層8,4.0,低層,8,4600584,12996,354
10.0/F中層8,10.0,中層,8,4740414,13391,354
17.0/F高層8,17.0,高層,8,4905378,13857,354
