,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
2.0/F低層A,2.0,低層,A,9142272,12288,744,411,3,NTP
6.0/F中層A,6.0,中層,A,9802200,13175,744,413,3,NTP
9.0/F高層A,9.0,高層,A,10095336,13569,744,411,3,NTP
2.0/F低層B,2.0,低層,B,9823776,13204,744,431,3,NTP
6.0/F中層B,6.0,中層,B,9877344,13276,744,424,3,NTP
9.0/F高層B,9.0,高層,B,9788808,13157,744,418,3,NTP
2.0/F低層C,2.0,低層,C,7963424,13636,584,407,3,NTP
6.0/F中層C,6.0,中層,C,7812752,13378,584,408,3,NTP
9.0/F高層C,9.0,高層,C,8021824,13736,584,408,3,NTP
2.0/F低層D,2.0,低層,D,7686315,13139,585,405,3,NTP
6.0/F中層D,6.0,中層,D,7850115,13419,585,409,3,NTP
9.0/F高層D,9.0,高層,D,8188830,13998,585,406,3,NTP
2.0/F低層E,2.0,低層,E,9665656,12922,748,378,3,NTP
6.0/F中層E,6.0,中層,E,9878088,13206,748,406,3,NTP
9.0/F高層E,9.0,高層,E,10121188,13531,748,375,3,NTP
2.0/F低層F,2.0,低層,F,9755416,13042,748,417,3,NTP
6.0/F中層F,6.0,中層,F,10350076,13837,748,420,3,NTP
9.0/F高層F,9.0,高層,F,10524360,14070,748,416,3,NTP
2.0/F低層G,2.0,低層,G,7563600,14325,528,399,3,NTP
6.0/F中層G,6.0,中層,G,7889904,14943,528,399,3,NTP
9.0/F高層G,9.0,高層,G,8089488,15321,528,398,3,NTP
2.0/F低層H,2.0,低層,H,8173360,14092,580,404,3,NTP
6.0/F中層H,6.0,中層,H,8242960,14212,580,402,3,NTP
9.0/F高層H,9.0,高層,H,8375780,14441,580,402,3,NTP
2.0/F低層J,2.0,低層,J,10080425,13007,775,409,3,NTP
6.0/F中層J,6.0,中層,J,10553175,13617,775,409,3,NTP
9.0/F高層J,9.0,高層,J,10814350,13954,775,401,3,NTP
