,2,3,4,5,6,7,8
6.0,4230086,3947529,4073958,5390763,4230086,3947529,4426641
16.0,4439769,4143203,4276002,5644338,4439769,4143203,4666680
26.0,4649452,4338877,4478046,5897913,4649452,4338877,4931751
