,A,B,C,D,E,F,G,H,J
3.0,12202,11184,12060,12016,11393,11896,13153,13258,13110
8.0,11755,11518,11583,11632,11675,11622,13470,13574,13436
13.0,12287,11781,11844,11893,11956,11884,13779,14022,14484
