,16,17,18,19,20,21,22,7,8
7.0,2991480,3010880,2784255,2784255,3050871,3011262,2784255,2680593,3010880
18.0,3142315,3161230,2922471,2922471,3202950,3184368,2922471,2802861,3161230
28.0,3279085,3297030,3046954,3046954,3339870,3321288,3046954,2914054,3297030
