,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
5.0/F低層A,5.0,低層,A,6220163,14041,443,325,4,NTP
12.0/F中層A,12.0,中層,A,6479761,14627,443,303,4,NTP
21.0/F高層A,21.0,高層,A,6345792,15328,414,359,5,NTP
5.0/F低層B,5.0,低層,B,5160266,14374,359,343,3,NTP
12.0/F中層B,12.0,中層,B,5414438,15082,359,342,4,NTP
21.0/F高層B,21.0,高層,B,5657840,15760,359,331,4,NTP
5.0/F低層C,5.0,低層,C,5217706,14534,359,360,4,NTP
12.0/F中層C,12.0,中層,C,5405104,15056,359,340,4,NTP
21.0/F高層C,21.0,高層,C,5649224,15736,359,321,4,NTP
5.0/F低層D,5.0,低層,D,6184723,13961,443,385,4,NTP
12.0/F中層D,12.0,中層,D,6440334,14538,443,373,4,NTP
21.0/F高層D,21.0,高層,D,6599814,14898,443,359,4,NTP
5.0/F低層E,5.0,低層,E,5796188,14347,404,379,4,NTP
12.0/F中層E,12.0,中層,E,6030508,14927,404,354,4,NTP
21.0/F高層E,21.0,高層,E,6310076,15619,404,334,4,NTP
5.0/F低層F,5.0,低層,F,5236374,14586,359,318,4,NTP
12.0/F中層F,12.0,中層,F,5426644,15116,359,302,4,NTP
21.0/F高層F,21.0,高層,F,5659276,15764,359,349,5,NTP
5.0/F低層G,5.0,低層,G,5186473,14447,359,344,4,NTP
12.0/F中層G,12.0,中層,G,5249298,14622,359,353,4,NTP
21.0/F高層G,21.0,高層,G,5475109,15251,359,339,4,NTP
5.0/F低層H,5.0,低層,H,5763706,14302,403,404,4,NTP
12.0/F中層H,12.0,中層,H,5954728,14776,403,390,4,NTP
21.0/F高層H,21.0,高層,H,6206200,15400,403,364,4,NTP
