,10A,10B,10C,10D,11A,11B,11C,12A,12B,12D,13A,13B,13C,13D,15A,15B,15C,16A,16B,16C,16D,17A,17B,17D,18A,18B,18C,18D,19A,19B,19C,19D,1C,1D,20A,20B,20D,21A,21B,21C,21D,22A,22B,22C,22D,23A,23B,23C,25A,25B,25C,26A,26B,26C,26D,27A,27B,27C,27D,29A,29B,2A,2D,30A,30B,30C,31A,31B,31C,31D,32A,32B,32C,32D,33A,33B,33C,35A,35B,35C,36A,36B,36D,37B,37C,5A,5B,5C,5D,6D,7A,7B,7C,9A,9B,9C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
