,A,B,C,D,E,F,G,H,J
3.0,5381082,4887408,5463180,5443248,4978741,5246136,4432561,4467946,4732710
8.0,5183955,5033366,5247099,5269296,5101975,5125302,4539390,4574438,4850396
13.0,5418567,5148297,5365332,5387529,5224772,5240844,4643523,4725414,5228724
