,A,B,C,D,E,F,G,H,I,J
6.0,12628,12303,12305,12670,12371,12631,12862,12475,12631,12416
16.0,13278,12905,12719,13208,12969,13204,13507,13075,13239,12917
27.0,13805,13537,13376,13491,13403,13666,14057,13532,13707,13477
