,A,B,C,D,E,F,G,H
8.0,5511720,6900000,7021200,5511720,5512640,7021200,6787800,5490560
15.0,5709060,7239600,7270200,5709060,5704920,7270200,7121400,5686980
22.0,5750000,7482600,7385400,5897200,5851200,7385400,7235400,5875120
