,A,B,C,D,E,F,G,H
8.0,11982,11500,11702,11982,11984,11702,11313,11936
15.0,12411,12066,12117,12411,12402,12117,11869,12363
22.0,12500,12471,12309,12820,12720,12309,12059,12772
