,A,B,C,D,E,F,G,H
5.0,7941732,8343985,6447324,7220603,5974741,5770226,8297405,7360496
12.0,8159244,9708505,6646939,7268677,6188267,6165124,8576200,7410260
21.0,8491236,8942675,6772961,7466004,6443435,6218591,8859105,7617324
