,A,B,C,D,E,F,G,H,J
3.0,11477,11495,11358,10913,11439,11477,13460,12521,12893
8.0,12258,12277,12162,11181,12246,12258,13515,13413,13398
13.0,12551,12570,12451,11421,12538,12551,13845,13667,13717
