,A,B,C,D,E,F,G,H,J
3.0,5061357,5023315,5145174,4943589,4998843,5061357,4536020,4219577,4654373
8.0,5405778,5365049,5509386,5064993,5351502,5405778,4554555,4520181,4836678
13.0,5534991,5493090,5640303,5173713,5479106,5534991,4665765,4605779,4951837
