,A,B,C,D,E,F,G,H
8.0,6113410,5757750,5765250,6682120,6251805,5749500,5553375,6360385
14.0,6270495,5933625,5842125,6889490,6443600,5754750,5693625,6598460
21.0,6507235,6139125,5967750,7124450,6606915,5883000,5791125,6646075
