,subjFloor,floorLv,unitNo,price,npsf,nfa
2.0/F低層A,2.0,低層,A,7803105,9915,787
4.0/F中層A,4.0,中層,A,8018743,10189,787
5.0/F高層A,5.0,高層,A,8353218,10614,787
2.0/F低層B,2.0,低層,B,7898332,10036,787
4.0/F中層B,4.0,中層,B,7966801,10123,787
5.0/F高層B,5.0,高層,B,8203688,10424,787
2.0/F低層C,2.0,低層,C,8159277,10501,777
4.0/F中層C,4.0,中層,C,7707063,9919,777
5.0/F高層C,5.0,高層,C,7918407,10191,777
2.0/F低層D,2.0,低層,D,8006247,9921,807
4.0/F中層D,4.0,中層,D,8299995,10285,807
5.0/F高層D,5.0,高層,D,8655882,10726,807
