,subjFloor,floorLv,unitNo,price,npsf,nfa
6.0/F低層A,6.0,低層,A,8464113,10161,833
14.0/F中層A,14.0,中層,A,8818138,10586,833
21.0/F高層A,21.0,高層,A,9124682,10954,833
6.0/F低層B,6.0,低層,B,10269708,11019,932
14.0/F中層B,14.0,中層,B,9795320,10510,932
21.0/F高層B,21.0,高層,B,10847548,11639,932
6.0/F低層C,6.0,低層,C,9040655,10699,845
14.0/F中層C,14.0,中層,C,8962070,10606,845
21.0/F高層C,21.0,高層,C,9491885,11233,845
6.0/F低層D,6.0,低層,D,8043000,10724,750
14.0/F中層D,14.0,中層,D,8222250,10963,750
21.0/F高層D,21.0,高層,D,8466750,11289,750
6.0/F低層E,6.0,低層,E,7461000,9948,750
14.0/F中層E,14.0,中層,E,7974750,10633,750
21.0/F高層E,21.0,高層,E,8259000,11012,750
6.0/F低層F,6.0,低層,F,8883000,10575,840
14.0/F中層F,14.0,中層,F,8932560,10634,840
21.0/F高層F,21.0,高層,F,9250080,11012,840
6.0/F低層G,6.0,低層,G,9409305,10085,933
14.0/F中層G,14.0,中層,G,9804897,10509,933
21.0/F高層G,21.0,高層,G,12415515,11155,1113
6.0/F低層GH,6.0,低層,GH,10971954,9858,1113
14.0/F中層GH,14.0,中層,GH,11431623,10271,1113
21.0/F高層GH,21.0,高層,GH,11837868,10636,1113
6.0/F低層H,6.0,低層,H,,,
14.0/F中層H,14.0,中層,H,,,
21.0/F高層H,21.0,高層,H,,,
