,subjFloor,floorLv,unitNo,price,npsf,nfa
3.0/F低層A,3.0,低層,A,3825434,8003,478
4.0/F中層A,4.0,中層,A,3842642,8039,478
6.0/F高層A,6.0,高層,A,3212638,6721,478
3.0/F低層B,3.0,低層,B,3801425,8003,475
4.0/F中層B,4.0,中層,B,3819000,8040,475
6.0/F高層B,6.0,高層,B,3854625,8115,475
3.0/F低層C,3.0,低層,C,3674250,8625,426
4.0/F中層C,4.0,中層,C,3688734,8659,426
6.0/F高層C,6.0,高層,C,3722388,8738,426
3.0/F低層D,3.0,低層,D,3226960,8360,386
4.0/F中層D,4.0,中層,D,3242014,8399,386
6.0/F高層D,6.0,高層,D,3272122,8477,386
3.0/F低層E,3.0,低層,E,3226960,8360,386
4.0/F中層E,4.0,中層,E,3242014,8399,386
6.0/F高層E,6.0,高層,E,3272122,8477,386
