,1,10,11,12,13,14,15,16,17,18,2,3,4,5,6,7,8,9
7.0,5184872,4445364,4469850,6033504,6131968,4589585,4422550,6271280,4433416,5056402,4488330,4013020,6252036,4400704,5151647,5184872,4375136,6271280
18.0,4978877,4561304,4410945,5926880,6031872,4517975,4536620,6159212,4256320,4585936,4348190,4189922,6218642,4164200,5044441,4974004,4248424,6159212
28.0,5086969,4634982,4515280,6067232,6135232,4848305,4566540,6306372,4505984,4827814,4437895,4391508,6306372,4366112,5137471,5128611,4357840,6306372
