,1,2,3,4,5,6,7,8
4.0,4750326,7299295,7577980,4927326,4805904,6671972,6242885,4909980
10.0,5042022,7699588,7782349,5020428,4953876,6890333,6364536,5136894
17.0,5223978,7786290,8065538,5209818,5130876,6624635,6563046,5191056
