,10,13,17,21,22,29,3,30,31,8,9
6.0,5459,5459,5459,5433,5402,5457,5491,5325,5617,,5459
18.0,5848,5848,5063,5809,5704,5836,5869,5879,5938,,5848
29.0,6127,6127,5289,6108,6002,6134,6168,6185,6298,,6127
