,1,13,14,17,18,19,20,23,25,27,28,30,31,33,5
7.0,9787,10036,10093,9810,10093,10093,9802,9976,9121,9802,9781,9706,9802,9802,9121
18.0,10239,10546,10561,10325,10561,10471,10252,10561,9588,10252,10231,10151,10260,10252,9588
29.0,10752,11087,11098,10837,11098,10929,10666,11098,10055,10773,10754,10666,10772,10773,10055
