,A,B,C,D,E,F,G,H
6.0,4830848,5364879,5412897,4824456,4805656,5013380,5214881,4834608
14.0,4751512,5517540,5580960,4742112,4855288,5217076,5402334,4786856
23.0,4904544,5720031,5775297,4915824,4997416,5464672,5551155,4872584
