,A,B,C,D,E,F,G,H,J
3.0,5295528,5170584,5638491,5491719,5349754,5245254,4388751,4457836,4682531
8.0,5667732,5298625,5781186,5628978,5417926,5361678,4501646,4566350,4993713
13.0,5800032,5442835,5916180,5768049,5575683,5427387,4586233,4682615,4913210
