,1,10,11,12,13,14,15,16,17,18,2,3,4,5,6,7,8,9
7.0,9800,9475,10289,10341,10118,10491,9722,10706,10546,10332,11493,9472,10500,10438,9584,9592,10184,10581
18.0,10512,10189,11658,10945,10720,11061,10274,11206,11164,10842,12077,10186,10935,11272,10373,10339,10785,10972
28.0,10794,10722,11448,11346,11310,11576,10546,11448,11397,11310,12754,10719,11346,11833,10661,10653,11513,11448
