,A,B,C,D,E,F,G,H,J,K
5.0,3857881,4273236,5142112,6780176,4287756,3794524,5074624,5084688,5084688,5084688
14.0,4032867,4465384,5377728,7082688,4475548,3980285,5297216,5310240,5310240,5310240
22.0,4191044,4638172,5586112,7373360,4647368,5587484,5497904,7366848,7366848,7366848
