,18A,18C,1A,1B,1C,1D,1H,28A,28B,28C,28D,2A,2B,2C,2D,2E,2F,36A,36B,36C,36D,36E,36F,36G,36H,37A,37B,37C,37D,37E,3A,3B,3C,3D,3E,3G,3H,5A,5C,5D,6A,6B,6C,6D,7A,7B,7C,8A,8B,8C,8F,9B,9C,9E,9F
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
