,subjFloor,floorLv,unitNo,price,npsf,nfa
2.0/F低層A,2.0,低層,A,31151792,29278,1064
4.0/F中層A,4.0,中層,A,31966816,30044,1064
6.0/F高層A,6.0,高層,A,32780776,30809,1064
2.0/F低層B,2.0,低層,B,33865328,29144,1162
4.0/F中層B,4.0,中層,B,34749610,29905,1162
6.0/F高層B,6.0,高層,B,35633892,30666,1162
2.0/F低層C,2.0,低層,C,33364760,29165,1144
4.0/F中層C,4.0,中層,C,34236488,29927,1144
6.0/F高層C,6.0,高層,C,35107072,30688,1144
2.0/F低層D,2.0,低層,D,33007104,29184,1131
4.0/F中層D,4.0,中層,D,33868926,29946,1131
6.0/F高層D,6.0,高層,D,34730748,30708,1131
2.0/F低層E,2.0,低層,E,33396834,29066,1149
4.0/F中層E,4.0,中層,E,34126664,29831,1144
6.0/F高層E,6.0,高層,E,34993816,30589,1144
2.0/F低層F,2.0,低層,F,29978190,28017,1070
4.0/F中層F,4.0,中層,F,30490720,28496,1070
6.0/F高層F,6.0,高層,F,31248280,29204,1070
