,subjFloor,floorLv,unitNo,price,npsf,nfa
2.0/F低層B,2.0,低層,B,20601330,16790,1227
3.0/F中層B,3.0,中層,B,20741208,16904,1227
4.0/F高層B,4.0,高層,B,20881086,17018,1227
2.0/F低層D,2.0,低層,D,17234796,16556,1041
3.0/F中層D,3.0,中層,D,17352429,16669,1041
4.0/F高層D,4.0,高層,D,17469021,16781,1041
2.0/F低層E,2.0,低層,E,14060880,15888,885
3.0/F中層E,3.0,中層,E,13982253,15907,879
4.0/F高層E,4.0,高層,E,13984011,15909,879
2.0/F低層F,2.0,低層,F,16245460,16577,980
3.0/F中層F,3.0,中層,F,17111346,16743,1022
4.0/F高層F,4.0,高層,F,17246250,16875,1022
2.0/F低層G,2.0,低層,G,15180050,15979,950
3.0/F中層G,3.0,中層,G,15872290,16114,985
4.0/F高層G,4.0,高層,G,15978670,16222,985
2.0/F低層H,2.0,低層,H,14478600,16360,885
3.0/F中層H,3.0,中層,H,15194720,16516,920
4.0/F高層H,4.0,高層,H,15296840,16627,920
