,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
9.0/F低層A,9.0,低層,A,8164689,21657,377,374,4,HHV
18.0/F中層A,18.0,中層,A,8162050,21650,377,356,4,HHV
27.0/F高層A,27.0,高層,A,26124348,35689,732,119,3,HHV
9.0/F低層B,9.0,低層,B,7768465,21883,355,338,4,HHV
18.0/F中層B,18.0,中層,B,8114590,22858,355,387,4,HHV
27.0/F高層B,27.0,高層,B,26793396,36603,732,74,2,HHV
9.0/F低層C,9.0,低層,C,7427665,20923,355,368,3,HHV
18.0/F中層C,18.0,中層,C,7861120,22144,355,333,3,HHV
27.0/F高層C,27.0,高層,C,8599520,24224,355,372,4,HHV
9.0/F低層D,9.0,低層,D,8248383,21879,377,372,4,HHV
18.0/F中層D,18.0,中層,D,8638578,22914,377,370,4,HHV
27.0/F高層D,27.0,高層,D,9143758,24254,377,334,4,HHV
