,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
2.0/F低層1,2.0,低層,1,32877711,23301,1411,380,3,HHV
4.0/F中層1,4.0,中層,1,33411069,23679,1411,403,3,HHV
7.0/F高層1,7.0,高層,1,33751120,23920,1411,414,3,HHV
2.0/F低層2,2.0,低層,2,19317136,23024,839,210,2,HHV
4.0/F中層2,4.0,中層,2,19273356,23277,828,213,2,HHV
7.0/F高層2,7.0,高層,2,19464624,23508,828,250,2,HHV
2.0/F低層2 & 3,2.0,低層,2 & 3,49256961,24063,2047,197,3,HHV
4.0/F中層2 & 3,4.0,中層,2 & 3,49926330,24390,2047,203,3,HHV
7.0/F高層2 & 3,7.0,高層,2 & 3,50812681,24823,2047,204,3,HHV
2.0/F低層3,2.0,低層,3,19317136,23024,839,140,2,HHV
4.0/F中層3,4.0,中層,3,19547861,23299,839,140,2,HHV
7.0/F高層3,7.0,高層,3,20526135,24465,839,290,3,HHV
2.0/F低層4,2.0,低層,4,25885651,22847,1133,263,4,HHV
4.0/F中層4,4.0,中層,4,26238014,23158,1133,271,4,HHV
7.0/F高層4,7.0,高層,4,26716140,23580,1133,275,4,HHV
