,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,redev_chance,flLv,orient,layout,finishes,remark
16220,19052401230185,ASP,2019-05-06,RES,blank,1966/12,3.75,0,503,0,7455,PORTION OF F/R ABOVE LG/F                                                                                ,blank,5551431,19052401230185,B,,blank,blank,blank,blank,blank,blank,VILLAGE RD,山村道,58,blank,HHV,IL2551sB,||Phase |Block ,山村道|Phase|Block,山村道|Phase|Block|G|B,跑馬地/黃泥涌,1966,54,blankblank,58 VILLAGE RD|山村道,58 VILLAGE RD,58 山村道,58 山村道,58 VILLAGE RD,58 VILLAGE RD|山村道,VILLAGE RDblankblankblank|Phaseblank|Blockblank|G|Bconsid3.75,G,近乎零,高層,東,沒資料,基本,業主減價 上車筍盤 歡迎約睇
16595,20062900210018,ASP,2020-06-04,RES,blank,1992/06,5.8,487,341,11910,17009,blank,GDN:145 SF / ,5730236,20062900210018,C,,blank,blank,RICHVIEW VILLA,豐盛苑,blank,blank,FUNG FAI TERR,鳳輝臺,20,blank,HHV,IL3279sA,|RICHVIEW VILLA豐盛苑|Phase |Block ,鳳輝臺RICHVIEW VILLA豐盛苑|Phase|Block,鳳輝臺RICHVIEW VILLA豐盛苑|Phase|Block|G|C,跑馬地/黃泥涌,1992,28,RICHVIEW VILLA豐盛苑,20 FUNG FAI TERR|鳳輝臺,20 FUNG FAI TERR,20 鳳輝臺,"豐盛苑,鳳輝臺","RICHVIEW VILLA,FUNG FAI TERR","RICHVIEW VILLA,FUNG FAI TERR|豐盛苑,鳳輝臺",FUNG FAI TERRblankRICHVIEW VILLA豐盛苑|Phaseblank|Blockblank|G|Cconsid5.8,G,低,低層,東,四正,良好,業主減價 上車筍盤 歡迎約睇
16461,20021000680016,ASP,2020-02-04,RES,blank,1990/01,5.8,419,308,13842,18831,blank,BW:11 SF (GI/NE) / ,5671983,20021000680016,B,21.0,blank,blank,CLAYMORE LODGE,嘉樂居,blank,blank,VILLAGE RD,山村道,33,blank,HHV,IL2914RP / IL3348RP /,|CLAYMORE LODGE嘉樂居|Phase |Block ,山村道CLAYMORE LODGE嘉樂居|Phase|Block,山村道CLAYMORE LODGE嘉樂居|Phase|Block|21|B,跑馬地/黃泥涌,1990,30,CLAYMORE LODGE嘉樂居,33 VILLAGE RD|山村道,33 VILLAGE RD,33 山村道,"嘉樂居,山村道","CLAYMORE LODGE,VILLAGE RD","CLAYMORE LODGE,VILLAGE RD|嘉樂居,山村道",VILLAGE RDblankCLAYMORE LODGE嘉樂居|Phaseblank|Blockblank|21|Bconsid5.8,21,低,高層,北,四正,基本,單位實用四正 交通方便 配套完善
16405,19112200830029,ASP,2019-11-11,RES,blank,1991/11,5.9,0,318,0,18553,blank,BW:9 SF (NE) / ,5643499,19112200830029,A,8.0,blank,blank,MING'S COURT,名仕閣,blank,blank,YUK SAU ST,毓秀街,33,blank,HHV,IL2962sDRP / IL2962sDss1,|MING'S COURT名仕閣|Phase |Block ,毓秀街MING'S COURT名仕閣|Phase|Block,毓秀街MING'S COURT名仕閣|Phase|Block|8|A,跑馬地/黃泥涌,1991,29,MING'S COURT名仕閣,33 YUK SAU ST|毓秀街,33 YUK SAU ST,33 毓秀街,"名仕閣,毓秀街","MING'S COURT,YUK SAU ST","MING'S COURT,YUK SAU ST|名仕閣,毓秀街",YUK SAU STblankMING'S COURT名仕閣|Phaseblank|Blockblank|8|Aconsid5.9,8,低,高層,東南,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16372,19102100220047,ASP,2019-09-23,RES,blank,1980/07,5.9,0,356,0,16573,blank,blank,5629076,19102100220047,D,2.0,blank,blank,MAYFAIR COURT,怡輝苑,blank,blank,FUNG FAI TERR,鳳輝臺,5,blank,HHV,IL2590,|MAYFAIR COURT怡輝苑|Phase |Block ,鳳輝臺MAYFAIR COURT怡輝苑|Phase|Block,鳳輝臺MAYFAIR COURT怡輝苑|Phase|Block|2|D,跑馬地/黃泥涌,1980,40,MAYFAIR COURT怡輝苑,5 FUNG FAI TERR|鳳輝臺,5 FUNG FAI TERR,5 鳳輝臺,"怡輝苑,鳳輝臺","MAYFAIR COURT,FUNG FAI TERR","MAYFAIR COURT,FUNG FAI TERR|怡輝苑,鳳輝臺",FUNG FAI TERRblankMAYFAIR COURT怡輝苑|Phaseblank|Blockblank|2|Dconsid5.9,2,低,中層,西北,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16505,20040701370052,ASP,2020-03-30,RES,blank,1972/03,5.9,0,355,0,16620,blank,blank,5693728,20040701370052,C,10.0,blank,blank,KING'S COURT,金翠樓,blank,blank,VILLAGE RD,山村道,14,16,HHV,IL8184 / IL2270sBRP,|KING'S COURT金翠樓|Phase |Block ,山村道KING'S COURT金翠樓|Phase|Block,山村道KING'S COURT金翠樓|Phase|Block|10|C,跑馬地/黃泥涌,1972,48,KING'S COURT金翠樓,14-16 VILLAGE RD|山村道,14-16 VILLAGE RD,14-16 山村道,"金翠樓,山村道","KING'S COURT,VILLAGE RD","KING'S COURT,VILLAGE RD|金翠樓,山村道",VILLAGE RDblankKING'S COURT金翠樓|Phaseblank|Blockblank|10|Cconsid5.9,10,中,低層,北,沒資料,基本,業主減價 上車筍盤 歡迎約睇
16311,19081200810018,ASP,2019-08-06,RES,blank,1984/10,5.95,375,265,15867,22453,blank,RF:153 SF / ,5596080,19081200810018,B,23.0,blank,blank,CHEERFUL COURT,愉昇閣,blank,blank,SHING PING ST,昇平街,1,5,HHV,IL3101RP / IL3402RP /,|CHEERFUL COURT愉昇閣|Phase |Block ,昇平街CHEERFUL COURT愉昇閣|Phase|Block,昇平街CHEERFUL COURT愉昇閣|Phase|Block|23|B,跑馬地/黃泥涌,1984,36,CHEERFUL COURT愉昇閣,1-5 SHING PING ST|昇平街,1-5 SHING PING ST,1-5 昇平街,"愉昇閣,昇平街","CHEERFUL COURT,SHING PING ST","CHEERFUL COURT,SHING PING ST|愉昇閣,昇平街",SHING PING STblankCHEERFUL COURT愉昇閣|Phaseblank|Blockblank|23|Bconsid5.95,23,低,高層,東,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16600,20070301010011,ASP,2020-06-09,RES,blank,1970/07,5.95,0,380,0,15658,blank,blank,5732740,20070301010011,D,4.0,blank,blank,NAM WING BLDG,南榮大廈,blank,blank,SING WOO RD,成和道,49,51A,HHV,IL3290RP / IL3303RP,|NAM WING BLDG南榮大廈|Phase |Block ,成和道NAM WING BLDG南榮大廈|Phase|Block,成和道NAM WING BLDG南榮大廈|Phase|Block|4|D,跑馬地/黃泥涌,1970,50,NAM WING BLDG南榮大廈,49-51A SING WOO RD|成和道,49-51A SING WOO RD,49-51A 成和道,"南榮大廈,成和道","NAM WING BLDG,SING WOO RD","NAM WING BLDG,SING WOO RD|南榮大廈,成和道",SING WOO RDblankNAM WING BLDG南榮大廈|Phaseblank|Blockblank|4|Dconsid5.95,4,中,中層,西,呂字型,良好,業主減價 上車筍盤 歡迎約睇
16488,20031700440035,ASP,2020-02-28,RES,blank,1982/08,5.9672,426,310,14008,19249,blank,blank,5684984,20031700440035,C,20.0,blank,blank,UNIQUE TOWER,旭逸閣,blank,blank,WONG NAI CHUNG RD,黃泥涌道,7,9,HHV,IL8520RP / IL8521RP,|UNIQUE TOWER旭逸閣|Phase |Block ,黃泥涌道UNIQUE TOWER旭逸閣|Phase|Block,黃泥涌道UNIQUE TOWER旭逸閣|Phase|Block|20|C,跑馬地/黃泥涌,1982,38,UNIQUE TOWER旭逸閣,7-9 WONG NAI CHUNG RD|黃泥涌道,7-9 WONG NAI CHUNG RD,7-9 黃泥涌道,"旭逸閣,黃泥涌道","UNIQUE TOWER,WONG NAI CHUNG RD","UNIQUE TOWER,WONG NAI CHUNG RD|旭逸閣,黃泥涌道",WONG NAI CHUNG RDblankUNIQUE TOWER旭逸閣|Phaseblank|Blockblank|20|Cconsid5.9672,20,低,中層,東,呂字型,基本,單位實用四正 交通方便 配套完善
16201,19051700420080,ASP,2019-05-10,RES,blank,1970/07,6.0,0,360,0,16667,blank,blank,5545368,19051700420080,G,2.0,blank,blank,NAM WING BLDG,南榮大廈,blank,blank,SING WOO RD,成和道,49,51A,HHV,IL3290RP / IL3303RP,|NAM WING BLDG南榮大廈|Phase |Block ,成和道NAM WING BLDG南榮大廈|Phase|Block,成和道NAM WING BLDG南榮大廈|Phase|Block|2|G,跑馬地/黃泥涌,1970,50,NAM WING BLDG南榮大廈,49-51A SING WOO RD|成和道,49-51A SING WOO RD,49-51A 成和道,"南榮大廈,成和道","NAM WING BLDG,SING WOO RD","NAM WING BLDG,SING WOO RD|南榮大廈,成和道",SING WOO RDblankNAM WING BLDG南榮大廈|Phaseblank|Blockblank|2|Gconsid6.0,2,中,低層,西,四正,基本,單位實用四正 交通方便 配套完善
16432,19122700630079,ASP,2019-12-04,RES,blank,1970/07,6.0,0,371,0,16173,blank,blank,5656827,19122700630079,C,4.0,blank,blank,NAM WING BLDG,南榮大廈,blank,blank,SING WOO RD,成和道,49,51A,HHV,IL3290RP / IL3303RP,|NAM WING BLDG南榮大廈|Phase |Block ,成和道NAM WING BLDG南榮大廈|Phase|Block,成和道NAM WING BLDG南榮大廈|Phase|Block|4|C,跑馬地/黃泥涌,1970,50,NAM WING BLDG南榮大廈,49-51A SING WOO RD|成和道,49-51A SING WOO RD,49-51A 成和道,"南榮大廈,成和道","NAM WING BLDG,SING WOO RD","NAM WING BLDG,SING WOO RD|南榮大廈,成和道",SING WOO RDblankNAM WING BLDG南榮大廈|Phaseblank|Blockblank|4|Cconsid6.0,4,中,高層,東,四正,有,單位實用四正 交通方便 配套完善
16215,19052300300012,ASP,2019-05-02,RES,blank,1982/08,6.1,426,310,14319,19677,blank,blank,5549792,19052300300012,D,14.0,blank,blank,UNIQUE TOWER,旭逸閣,blank,blank,WONG NAI CHUNG RD,黃泥涌道,7,9,HHV,IL8520RP / IL8521RP,|UNIQUE TOWER旭逸閣|Phase |Block ,黃泥涌道UNIQUE TOWER旭逸閣|Phase|Block,黃泥涌道UNIQUE TOWER旭逸閣|Phase|Block|14|D,跑馬地/黃泥涌,1982,38,UNIQUE TOWER旭逸閣,7-9 WONG NAI CHUNG RD|黃泥涌道,7-9 WONG NAI CHUNG RD,7-9 黃泥涌道,"旭逸閣,黃泥涌道","UNIQUE TOWER,WONG NAI CHUNG RD","UNIQUE TOWER,WONG NAI CHUNG RD|旭逸閣,黃泥涌道",WONG NAI CHUNG RDblankUNIQUE TOWER旭逸閣|Phaseblank|Blockblank|14|Dconsid6.1,14,低,中層,西,呂字型,良好,業主減價 上車筍盤 歡迎約睇
16567,20061001630075,ASP,2020-05-22,RES,blank,1982/08,6.1,426,310,14319,19677,blank,blank,5720916,20061001630075,C,15.0,blank,blank,UNIQUE TOWER,旭逸閣,blank,blank,WONG NAI CHUNG RD,黃泥涌道,7,9,HHV,IL8520RP / IL8521RP,|UNIQUE TOWER旭逸閣|Phase |Block ,黃泥涌道UNIQUE TOWER旭逸閣|Phase|Block,黃泥涌道UNIQUE TOWER旭逸閣|Phase|Block|15|C,跑馬地/黃泥涌,1982,38,UNIQUE TOWER旭逸閣,7-9 WONG NAI CHUNG RD|黃泥涌道,7-9 WONG NAI CHUNG RD,7-9 黃泥涌道,"旭逸閣,黃泥涌道","UNIQUE TOWER,WONG NAI CHUNG RD","UNIQUE TOWER,WONG NAI CHUNG RD|旭逸閣,黃泥涌道",WONG NAI CHUNG RDblankUNIQUE TOWER旭逸閣|Phaseblank|Blockblank|15|Cconsid6.1,15,低,中層,西北,沒資料,良好,業主減價 上車筍盤 歡迎約睇
16500,20033100940011,ASP,2020-03-20,RES,blank,1990/01,6.2,426,313,14554,19808,blank,BW:11 SF (GI/NE) / ,5690500,20033100940011,A,29.0,blank,blank,CLAYMORE LODGE,嘉樂居,blank,blank,VILLAGE RD,山村道,33,blank,HHV,IL2914RP / IL3348RP /,|CLAYMORE LODGE嘉樂居|Phase |Block ,山村道CLAYMORE LODGE嘉樂居|Phase|Block,山村道CLAYMORE LODGE嘉樂居|Phase|Block|29|A,跑馬地/黃泥涌,1990,30,CLAYMORE LODGE嘉樂居,33 VILLAGE RD|山村道,33 VILLAGE RD,33 山村道,"嘉樂居,山村道","CLAYMORE LODGE,VILLAGE RD","CLAYMORE LODGE,VILLAGE RD|嘉樂居,山村道",VILLAGE RDblankCLAYMORE LODGE嘉樂居|Phaseblank|Blockblank|29|Aconsid6.2,29,低,高層,南,沒資料,有,業主減價 上車筍盤 歡迎約睇
16228,19052801920028,ASP,2019-05-15,RES,blank,1970/07,6.21,0,357,0,17395,blank,blank,5554231,19052801920028,B,7.0,blank,blank,NAM WING BLDG,南榮大廈,blank,blank,SING WOO RD,成和道,49,51A,HHV,IL3290RP / IL3303RP,|NAM WING BLDG南榮大廈|Phase |Block ,成和道NAM WING BLDG南榮大廈|Phase|Block,成和道NAM WING BLDG南榮大廈|Phase|Block|7|B,跑馬地/黃泥涌,1970,50,NAM WING BLDG南榮大廈,49-51A SING WOO RD|成和道,49-51A SING WOO RD,49-51A 成和道,"南榮大廈,成和道","NAM WING BLDG,SING WOO RD","NAM WING BLDG,SING WOO RD|南榮大廈,成和道",SING WOO RDblankNAM WING BLDG南榮大廈|Phaseblank|Blockblank|7|Bconsid6.21,7,中,低層,東南,呂字型,基本,業主減價 上車筍盤 歡迎約睇
16259,19061402000248,ASP,2019-05-21,RES,blank,1972/09,6.28,0,351,0,17892,blank,blank,5565417,19061402000248,E,2.0,blank,blank,YEE FUNG BLDG,怡豐大廈,blank,blank,VILLAGE RD,山村道,1,blank,HHV,IL8767,|YEE FUNG BLDG怡豐大廈|Phase |Block ,山村道YEE FUNG BLDG怡豐大廈|Phase|Block,山村道YEE FUNG BLDG怡豐大廈|Phase|Block|2|E,跑馬地/黃泥涌,1972,48,YEE FUNG BLDG怡豐大廈,1 VILLAGE RD|山村道,1 VILLAGE RD,1 山村道,"怡豐大廈,山村道","YEE FUNG BLDG,VILLAGE RD","YEE FUNG BLDG,VILLAGE RD|怡豐大廈,山村道",VILLAGE RDblankYEE FUNG BLDG怡豐大廈|Phaseblank|Blockblank|2|Econsid6.28,2,中,中層,西北,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16087,19032201980013,ASP,2019-03-12,RES,blank,1993/06,6.3,530,352,11887,17898,blank,BW:15 SF (GU/NU) / ,5514387,19032201980013,B,5.0,blank,blank,HAPPY COURT,海怡閣,blank,blank,SING WOO RD,成和道,39E,blank,HHV,IL3326RP / IL2852RP /,|HAPPY COURT海怡閣|Phase |Block ,成和道HAPPY COURT海怡閣|Phase|Block,成和道HAPPY COURT海怡閣|Phase|Block|5|B,跑馬地/黃泥涌,1993,27,HAPPY COURT海怡閣,39E SING WOO RD|成和道,39E SING WOO RD,39E 成和道,"海怡閣,成和道","HAPPY COURT,SING WOO RD","HAPPY COURT,SING WOO RD|海怡閣,成和道",SING WOO RDblankHAPPY COURT海怡閣|Phaseblank|Blockblank|5|Bconsid6.3,5,低,低層,東,沒資料,有,單位實用四正 交通方便 配套完善
16443,20010901620304,ASP,2019-12-20,RES,blank,1993/06,6.45,530,352,12170,18324,blank,BW:15 SF (GU/NU) / ,5660934,20010901620304,A,17.0,blank,blank,HAPPY COURT,海怡閣,blank,blank,SING WOO RD,成和道,39E,blank,HHV,IL3326RP / IL2852RP /,|HAPPY COURT海怡閣|Phase |Block ,成和道HAPPY COURT海怡閣|Phase|Block,成和道HAPPY COURT海怡閣|Phase|Block|17|A,跑馬地/黃泥涌,1993,27,HAPPY COURT海怡閣,39E SING WOO RD|成和道,39E SING WOO RD,39E 成和道,"海怡閣,成和道","HAPPY COURT,SING WOO RD","HAPPY COURT,SING WOO RD|海怡閣,成和道",SING WOO RDblankHAPPY COURT海怡閣|Phaseblank|Blockblank|17|Aconsid6.45,17,低,低層,北,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16318,19081901290058,ASP,2019-08-09,RES,blank,1991/11,6.46,0,318,0,20314,blank,BW:9 SF (NE) / ,5600249,19081901290058,B,21.0,blank,blank,MING'S COURT,名仕閣,blank,blank,YUK SAU ST,毓秀街,33,blank,HHV,IL2962sDRP / IL2962sDss1,|MING'S COURT名仕閣|Phase |Block ,毓秀街MING'S COURT名仕閣|Phase|Block,毓秀街MING'S COURT名仕閣|Phase|Block|21|B,跑馬地/黃泥涌,1991,29,MING'S COURT名仕閣,33 YUK SAU ST|毓秀街,33 YUK SAU ST,33 毓秀街,"名仕閣,毓秀街","MING'S COURT,YUK SAU ST","MING'S COURT,YUK SAU ST|名仕閣,毓秀街",YUK SAU STblankMING'S COURT名仕閣|Phaseblank|Blockblank|21|Bconsid6.46,21,低,低層,東,沒資料,基本,業主減價 上車筍盤 歡迎約睇
16588,20062301750039,ASP,2020-06-10,RES,blank,1980/07,6.5,0,362,0,17956,blank,GDN:169 SF / ,5728224,20062301750039,E,,blank,blank,MAYFAIR COURT,怡輝苑,blank,blank,FUNG FAI TERR,鳳輝臺,5,blank,HHV,IL2590,|MAYFAIR COURT怡輝苑|Phase |Block ,鳳輝臺MAYFAIR COURT怡輝苑|Phase|Block,鳳輝臺MAYFAIR COURT怡輝苑|Phase|Block|G|E,跑馬地/黃泥涌,1980,40,MAYFAIR COURT怡輝苑,5 FUNG FAI TERR|鳳輝臺,5 FUNG FAI TERR,5 鳳輝臺,"怡輝苑,鳳輝臺","MAYFAIR COURT,FUNG FAI TERR","MAYFAIR COURT,FUNG FAI TERR|怡輝苑,鳳輝臺",FUNG FAI TERRblankMAYFAIR COURT怡輝苑|Phaseblank|Blockblank|G|Econsid6.5,G,低,中層,西,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16296,19071700820163,ASP,2019-07-12,RES,blank,1972/09,6.7,0,426,0,15728,blank,blank,5582524,19071700820163,B,1.0,blank,blank,YEE FUNG BLDG,怡豐大廈,blank,blank,VILLAGE RD,山村道,1,blank,HHV,IL8767,|YEE FUNG BLDG怡豐大廈|Phase |Block ,山村道YEE FUNG BLDG怡豐大廈|Phase|Block,山村道YEE FUNG BLDG怡豐大廈|Phase|Block|1|B,跑馬地/黃泥涌,1972,48,YEE FUNG BLDG怡豐大廈,1 VILLAGE RD|山村道,1 VILLAGE RD,1 山村道,"怡豐大廈,山村道","YEE FUNG BLDG,VILLAGE RD","YEE FUNG BLDG,VILLAGE RD|怡豐大廈,山村道",VILLAGE RDblankYEE FUNG BLDG怡豐大廈|Phaseblank|Blockblank|1|Bconsid6.7,1,中,中層,南,四正,良好,單位實用四正 交通方便 配套完善
16572,20061101330036,ASP,2020-06-03,RES,blank,1993/06,6.7,530,352,12642,19034,blank,BW:15 SF (GU/NU) / ,5721472,20061101330036,B,16.0,blank,blank,HAPPY COURT,海怡閣,blank,blank,SING WOO RD,成和道,39E,blank,HHV,IL3326RP / IL2852RP /,|HAPPY COURT海怡閣|Phase |Block ,成和道HAPPY COURT海怡閣|Phase|Block,成和道HAPPY COURT海怡閣|Phase|Block|16|B,跑馬地/黃泥涌,1993,27,HAPPY COURT海怡閣,39E SING WOO RD|成和道,39E SING WOO RD,39E 成和道,"海怡閣,成和道","HAPPY COURT,SING WOO RD","HAPPY COURT,SING WOO RD|海怡閣,成和道",SING WOO RDblankHAPPY COURT海怡閣|Phaseblank|Blockblank|16|Bconsid6.7,16,低,高層,東北,呂字型,有,業主減價 上車筍盤 歡迎約睇
16390,19110801890021,ASP,2019-11-01,RES,blank,1980/08,6.8,0,509,0,13360,blank,blank,5637597,19110801890021,B,4.0,blank,blank,blank,blank,blank,blank,SHAN KWONG RD,山光道,8,blank,HHV,IL2343sAss3,||Phase |Block ,山光道|Phase|Block,山光道|Phase|Block|4|B,跑馬地/黃泥涌,1980,40,blankblank,8 SHAN KWONG RD|山光道,8 SHAN KWONG RD,8 山光道,8 山光道,8 SHAN KWONG RD,8 SHAN KWONG RD|山光道,SHAN KWONG RDblankblankblank|Phaseblank|Blockblank|4|Bconsid6.8,4,低,高層,西,四正,良好,單位實用四正 交通方便 配套完善
16307,19080600540049,ASP,2019-07-19,RES,blank,1992/05,6.8,643,373,10575,18231,blank,blank,5592679,19080600540049,A,27.0,blank,blank,ELEGANCE TOWER,豪軒,blank,blank,VILLAGE RD,山村道,64,blank,HHV,IL2982,|ELEGANCE TOWER豪軒|Phase |Block ,山村道ELEGANCE TOWER豪軒|Phase|Block,山村道ELEGANCE TOWER豪軒|Phase|Block|27|A,跑馬地/黃泥涌,1992,28,ELEGANCE TOWER豪軒,64 VILLAGE RD|山村道,64 VILLAGE RD,64 山村道,"豪軒,山村道","ELEGANCE TOWER,VILLAGE RD","ELEGANCE TOWER,VILLAGE RD|豪軒,山村道",VILLAGE RDblankELEGANCE TOWER豪軒|Phaseblank|Blockblank|27|Aconsid6.8,27,低,高層,西北,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16216,19052300540047,ASP,2019-05-16,RES,blank,1992/05,6.98,0,374,0,18663,blank,BW:16 SF (NE) / ,5549915,19052300540047,B,17.0,blank,blank,ELEGANCE TOWER,豪軒,blank,blank,VILLAGE RD,山村道,64,blank,HHV,IL2982,|ELEGANCE TOWER豪軒|Phase |Block ,山村道ELEGANCE TOWER豪軒|Phase|Block,山村道ELEGANCE TOWER豪軒|Phase|Block|17|B,跑馬地/黃泥涌,1992,28,ELEGANCE TOWER豪軒,64 VILLAGE RD|山村道,64 VILLAGE RD,64 山村道,"豪軒,山村道","ELEGANCE TOWER,VILLAGE RD","ELEGANCE TOWER,VILLAGE RD|豪軒,山村道",VILLAGE RDblankELEGANCE TOWER豪軒|Phaseblank|Blockblank|17|Bconsid6.98,17,低,低層,南,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16159,19042601750092,ASP,2019-04-15,RES,blank,1972/03,7.0,0,355,0,19718,blank,blank,5532867,19042601750092,C,8.0,blank,blank,KING'S COURT,金翠樓,blank,blank,VILLAGE RD,山村道,14,16,HHV,IL8184 / IL2270sBRP,|KING'S COURT金翠樓|Phase |Block ,山村道KING'S COURT金翠樓|Phase|Block,山村道KING'S COURT金翠樓|Phase|Block|8|C,跑馬地/黃泥涌,1972,48,KING'S COURT金翠樓,14-16 VILLAGE RD|山村道,14-16 VILLAGE RD,14-16 山村道,"金翠樓,山村道","KING'S COURT,VILLAGE RD","KING'S COURT,VILLAGE RD|金翠樓,山村道",VILLAGE RDblankKING'S COURT金翠樓|Phaseblank|Blockblank|8|Cconsid7.0,8,中,高層,東北,呂字型,基本,業主減價 上車筍盤 歡迎約睇
16264,19062000070086,ASP,2019-06-06,RES,blank,1980/07,7.0,0,401,0,17456,blank,RF:400 SF / ,5568189,19062000070086,B,4.0,blank,blank,MAYFAIR COURT,怡輝苑,blank,blank,FUNG FAI TERR,鳳輝臺,5,blank,HHV,IL2590,|MAYFAIR COURT怡輝苑|Phase |Block ,鳳輝臺MAYFAIR COURT怡輝苑|Phase|Block,鳳輝臺MAYFAIR COURT怡輝苑|Phase|Block|4|B,跑馬地/黃泥涌,1980,40,MAYFAIR COURT怡輝苑,5 FUNG FAI TERR|鳳輝臺,5 FUNG FAI TERR,5 鳳輝臺,"怡輝苑,鳳輝臺","MAYFAIR COURT,FUNG FAI TERR","MAYFAIR COURT,FUNG FAI TERR|怡輝苑,鳳輝臺",FUNG FAI TERRblankMAYFAIR COURT怡輝苑|Phaseblank|Blockblank|4|Bconsid7.0,4,低,中層,西,沒資料,基本,業主減價 上車筍盤 歡迎約睇
16063,19030600350091,ASP,2019-02-26,RES,blank,1965/08,7.0,0,455,0,15385,blank,blank,5506810,19030600350091,blank,4.0,blank,blank,HIAP TECK BLDG,協德大廈,blank,blank,SING WOO RD,成和道,6,blank,HHV,IL8702,|HIAP TECK BLDG協德大廈|Phase |Block ,成和道HIAP TECK BLDG協德大廈|Phase|Block,成和道HIAP TECK BLDG協德大廈|Phase|Block|4|,跑馬地/黃泥涌,1965,55,HIAP TECK BLDG協德大廈,6 SING WOO RD|成和道,6 SING WOO RD,6 成和道,"協德大廈,成和道","HIAP TECK BLDG,SING WOO RD","HIAP TECK BLDG,SING WOO RD|協德大廈,成和道",SING WOO RDblankHIAP TECK BLDG協德大廈|Phaseblank|Blockblank|4|blankconsid7.0,4,近乎零,低層,西,呂字型,良好,單位實用四正 交通方便 配套完善
16263,19062000070079,ASP,2019-06-06,RES,blank,1980/07,7.0,0,374,0,18717,blank,RF:360 SF / ,5568188,19062000070079,A,4.0,blank,blank,MAYFAIR COURT,怡輝苑,blank,blank,FUNG FAI TERR,鳳輝臺,5,blank,HHV,IL2590,|MAYFAIR COURT怡輝苑|Phase |Block ,鳳輝臺MAYFAIR COURT怡輝苑|Phase|Block,鳳輝臺MAYFAIR COURT怡輝苑|Phase|Block|4|A,跑馬地/黃泥涌,1980,40,MAYFAIR COURT怡輝苑,5 FUNG FAI TERR|鳳輝臺,5 FUNG FAI TERR,5 鳳輝臺,"怡輝苑,鳳輝臺","MAYFAIR COURT,FUNG FAI TERR","MAYFAIR COURT,FUNG FAI TERR|怡輝苑,鳳輝臺",FUNG FAI TERRblankMAYFAIR COURT怡輝苑|Phaseblank|Blockblank|4|Aconsid7.0,4,低,低層,北,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16417,19121100910132,ASP,2019-11-25,RES,blank,1992/05,7.2,643,373,11198,19303,blank,blank,5651685,19121100910132,A,24.0,blank,blank,ELEGANCE TOWER,豪軒,blank,blank,VILLAGE RD,山村道,64,blank,HHV,IL2982,|ELEGANCE TOWER豪軒|Phase |Block ,山村道ELEGANCE TOWER豪軒|Phase|Block,山村道ELEGANCE TOWER豪軒|Phase|Block|24|A,跑馬地/黃泥涌,1992,28,ELEGANCE TOWER豪軒,64 VILLAGE RD|山村道,64 VILLAGE RD,64 山村道,"豪軒,山村道","ELEGANCE TOWER,VILLAGE RD","ELEGANCE TOWER,VILLAGE RD|豪軒,山村道",VILLAGE RDblankELEGANCE TOWER豪軒|Phaseblank|Blockblank|24|Aconsid7.2,24,低,高層,西南,四正,有,單位實用四正 交通方便 配套完善
16499,20033001620053,ASP,2020-03-18,RES,blank,1982/08,7.2,426,310,16901,23226,blank,blank,5690138,20033001620053,A,10.0,blank,blank,UNIQUE TOWER,旭逸閣,blank,blank,WONG NAI CHUNG RD,黃泥涌道,7,9,HHV,IL8520RP / IL8521RP,|UNIQUE TOWER旭逸閣|Phase |Block ,黃泥涌道UNIQUE TOWER旭逸閣|Phase|Block,黃泥涌道UNIQUE TOWER旭逸閣|Phase|Block|10|A,跑馬地/黃泥涌,1982,38,UNIQUE TOWER旭逸閣,7-9 WONG NAI CHUNG RD|黃泥涌道,7-9 WONG NAI CHUNG RD,7-9 黃泥涌道,"旭逸閣,黃泥涌道","UNIQUE TOWER,WONG NAI CHUNG RD","UNIQUE TOWER,WONG NAI CHUNG RD|旭逸閣,黃泥涌道",WONG NAI CHUNG RDblankUNIQUE TOWER旭逸閣|Phaseblank|Blockblank|10|Aconsid7.2,10,低,高層,西南,呂字型,良好,單位實用四正 交通方便 配套完善
