,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address_en,st_address_ch,st_address,ch_address,en_address,final_address,subject_pty_consid,floor_copy,redev_chance,flLv,orient,layout,finishes,remark
37765,19041100720063,ASP,2019-03-12,RES,blank,1987/01,3.8,305,258,12459,14729,blank,blank,5524272,19041100720063,B,4.0,blank,blank,BONITO CASA,太子臺,blank,blank,PRINCE'S TERR,太子臺,4,blank,HMW,IL151sB,|BONITO CASA太子臺|Phase |Block ,太子臺BONITO CASA太子臺|Phase|Block,太子臺BONITO CASA太子臺|Phase|Block|4|B,西半山,1987,33,BONITO CASA太子臺,4 PRINCE'S TERR,4 太子臺,4 PRINCE'S TERR|4 太子臺,"太子臺,太子臺","BONITO CASA,PRINCE'S TERR","BONITO CASA,PRINCE'S TERR|太子臺,太子臺",PRINCE'S TERRblankBONITO CASA太子臺|Phaseblank|Blockblank|4|Bconsid3.8,4,低,高層,西北,呂字型,基本,單位實用四正 交通方便 配套完善
38151,19090201680017,ASP,2019-08-23,RES,blank,1990/04,8.58,668,494,12844,17368,blank,BW:36 SF (GU/NU) / ,5606981,19090201680017,A,19.0,blank,blank,SUSSEX COURT,海雅閣,blank,blank,CAINE RD,堅道,120,blank,HMW,IL424sAss5RP /,|SUSSEX COURT海雅閣|Phase |Block ,堅道SUSSEX COURT海雅閣|Phase|Block,堅道SUSSEX COURT海雅閣|Phase|Block|19|A,西半山,1990,30,SUSSEX COURT海雅閣,120 CAINE RD,120 堅道,120 CAINE RD|120 堅道,"海雅閣,堅道","SUSSEX COURT,CAINE RD","SUSSEX COURT,CAINE RD|海雅閣,堅道",CAINE RDblankSUSSEX COURT海雅閣|Phaseblank|Blockblank|19|Aconsid8.58,19,低,低層,東,呂字型,基本,業主減價 上車筍盤 歡迎約睇
38378,20020700050055,ASP,2020-01-24,RES,blank,1996/03,8.58,569,416,15079,20625,blank,BW:21 SF (GI/NE) / ,5671004,20020700050055,C,27.0,blank,blank,YING PIU MANS,應彪大廈,blank,blank,BREEZY PATH,卑利士道,1,blank,HMW,IL605sFss1RP /,|YING PIU MANS應彪大廈|Phase |Block ,卑利士道YING PIU MANS應彪大廈|Phase|Block,卑利士道YING PIU MANS應彪大廈|Phase|Block|27|C,西半山,1996,24,YING PIU MANS應彪大廈,1 BREEZY PATH,1 卑利士道,1 BREEZY PATH|1 卑利士道,"應彪大廈,卑利士道","YING PIU MANS,BREEZY PATH","YING PIU MANS,BREEZY PATH|應彪大廈,卑利士道",BREEZY PATHblankYING PIU MANS應彪大廈|Phaseblank|Blockblank|27|Cconsid8.58,27,近乎零,中層,南,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38904,20081001570109,ASP,2020-07-29,RES,blank,1981/01,8.6,520,430,16538,20000,blank,blank,5753357,20081001570109,B,18.0,blank,blank,GOLDEN PHOENIX COURT,金鳳閣,blank,blank,ST. STEPHEN'S LANE,聖士提反里,1,2,HMW,IL609BsDRP / IL609BsE,|GOLDEN PHOENIX COURT金鳳閣|Phase |Block ,聖士提反里GOLDEN PHOENIX COURT金鳳閣|Phase|Block,聖士提反里GOLDEN PHOENIX COURT金鳳閣|Phase|Block|18|B,西半山,1981,39,GOLDEN PHOENIX COURT金鳳閣,1-2 ST. STEPHEN'S LANE,1-2 聖士提反里,1-2 ST. STEPHEN'S LANE|1-2 聖士提反里,"金鳳閣,聖士提反里","GOLDEN PHOENIX COURT,ST. STEPHEN'S LANE","GOLDEN PHOENIX COURT,ST. STEPHEN'S LANE|金鳳閣,聖士提反里",ST. STEPHEN'S LANEblankGOLDEN PHOENIX COURT金鳳閣|Phaseblank|Blockblank|18|Bconsid8.6,18,低,高層,南,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38394,20021001110052,ASP,2020-01-24,RES,blank,2021/11,8.6066,0,283,0,30412,blank,BAL:22 SF (NI) / ,5672099,20021001110052,D,12.0,blank,blank,THE RICHMOND,blank,blank,blank,ROBINSON RD,羅便臣道,62C,blank,HMW,IL588sBss1RP /,|THE RICHMOND|Phase |Block ,羅便臣道THE RICHMOND|Phase|Block,羅便臣道THE RICHMOND|Phase|Block|12|D,西半山,2021,-1,THE RICHMONDblank,62C ROBINSON RD,62C 羅便臣道,62C ROBINSON RD|62C 羅便臣道,"blank,羅便臣道","THE RICHMOND,ROBINSON RD","THE RICHMOND,ROBINSON RD|blank,羅便臣道",ROBINSON RDblankTHE RICHMONDblank|Phaseblank|Blockblank|12|Dconsid8.6066,12,近乎零,低層,北,呂字型,良好,業主減價 上車筍盤 歡迎約睇
38600,20051200140179,ASP,2020-04-23,RES,blank,1981/01,8.63,520,430,16596,20070,blank,blank,5704828,20051200140179,B,24.0,blank,blank,GOLDEN PHOENIX COURT,金鳳閣,blank,blank,ST. STEPHEN'S LANE,聖士提反里,1,2,HMW,IL609BsDRP / IL609BsE,|GOLDEN PHOENIX COURT金鳳閣|Phase |Block ,聖士提反里GOLDEN PHOENIX COURT金鳳閣|Phase|Block,聖士提反里GOLDEN PHOENIX COURT金鳳閣|Phase|Block|24|B,西半山,1981,39,GOLDEN PHOENIX COURT金鳳閣,1-2 ST. STEPHEN'S LANE,1-2 聖士提反里,1-2 ST. STEPHEN'S LANE|1-2 聖士提反里,"金鳳閣,聖士提反里","GOLDEN PHOENIX COURT,ST. STEPHEN'S LANE","GOLDEN PHOENIX COURT,ST. STEPHEN'S LANE|金鳳閣,聖士提反里",ST. STEPHEN'S LANEblankGOLDEN PHOENIX COURT金鳳閣|Phaseblank|Blockblank|24|Bconsid8.63,24,低,高層,西南,沒資料,基本,業主減價 上車筍盤 歡迎約睇
38387,20021000140013,ASP,2020-01-30,RES,blank,2021/11,8.6713,0,283,0,30641,blank,BAL:22 SF (NI) / ,5671866,20021000140013,D,17.0,blank,blank,THE RICHMOND,blank,blank,blank,ROBINSON RD,羅便臣道,62C,blank,HMW,IL588sBss1RP /,|THE RICHMOND|Phase |Block ,羅便臣道THE RICHMOND|Phase|Block,羅便臣道THE RICHMOND|Phase|Block|17|D,西半山,2021,-1,THE RICHMONDblank,62C ROBINSON RD,62C 羅便臣道,62C ROBINSON RD|62C 羅便臣道,"blank,羅便臣道","THE RICHMOND,ROBINSON RD","THE RICHMOND,ROBINSON RD|blank,羅便臣道",ROBINSON RDblankTHE RICHMONDblank|Phaseblank|Blockblank|17|Dconsid8.6713,17,近乎零,高層,南,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38832,20070900660151,ASP,2020-06-19,RES,blank,2021/03,8.6755,0,310,0,27985,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5735819,20070900660151,C,8.0,blank,blank,CENTRAL 8,半山捌號,blank,blank,MOSQUE ST,摩羅廟街,8,blank,HMW,IL58sAss3sARP /,|CENTRAL 8半山捌號|Phase |Block ,摩羅廟街CENTRAL 8半山捌號|Phase|Block,摩羅廟街CENTRAL 8半山捌號|Phase|Block|8|C,西半山,2021,-1,CENTRAL 8半山捌號,8 MOSQUE ST,8 摩羅廟街,8 MOSQUE ST|8 摩羅廟街,"半山捌號,摩羅廟街","CENTRAL 8,MOSQUE ST","CENTRAL 8,MOSQUE ST|半山捌號,摩羅廟街",MOSQUE STblankCENTRAL 8半山捌號|Phaseblank|Blockblank|8|Cconsid8.6755,8,近乎零,高層,北,沒資料,基本,業主減價 上車筍盤 歡迎約睇
38436,20021901850450,ASP,2020-01-30,RES,blank,2021/11,8.6774,0,283,0,30662,blank,BAL:22 SF (NI) / ,5676620,20021901850450,D,6.0,blank,blank,THE RICHMOND,blank,blank,blank,ROBINSON RD,羅便臣道,62C,blank,HMW,IL588sBss1RP /,|THE RICHMOND|Phase |Block ,羅便臣道THE RICHMOND|Phase|Block,羅便臣道THE RICHMOND|Phase|Block|6|D,西半山,2021,-1,THE RICHMONDblank,62C ROBINSON RD,62C 羅便臣道,62C ROBINSON RD|62C 羅便臣道,"blank,羅便臣道","THE RICHMOND,ROBINSON RD","THE RICHMOND,ROBINSON RD|blank,羅便臣道",ROBINSON RDblankTHE RICHMONDblank|Phaseblank|Blockblank|6|Dconsid8.6774,6,近乎零,中層,北,沒資料,良好,業主減價 上車筍盤 歡迎約睇
38958,20090301200065,ASP,2020-08-25,RES,blank,1973/08,8.68,0,535,0,16224,blank,blank,5766816,20090301200065,A,2.0,blank,blank,NAMNING MANS,南寧大廈,blank,blank,BONHAM RD,般咸道,58,60,HMW,IL2034RP / IL2033RP,|NAMNING MANS南寧大廈|Phase |Block ,般咸道NAMNING MANS南寧大廈|Phase|Block,般咸道NAMNING MANS南寧大廈|Phase|Block|2|A,西半山,1973,47,NAMNING MANS南寧大廈,58-60 BONHAM RD,58-60 般咸道,58-60 BONHAM RD|58-60 般咸道,"南寧大廈,般咸道","NAMNING MANS,BONHAM RD","NAMNING MANS,BONHAM RD|南寧大廈,般咸道",BONHAM RDblankNAMNING MANS南寧大廈|Phaseblank|Blockblank|2|Aconsid8.68,2,中,低層,東,四正,有,業主減價 上車筍盤 歡迎約睇
38406,20021101580748,ASP,2020-01-30,RES,blank,2021/11,8.681000000000001,0,283,0,30675,blank,BAL:22 SF (NI) / ,5672918,20021101580748,D,5.0,blank,blank,THE RICHMOND,blank,blank,blank,ROBINSON RD,羅便臣道,62C,blank,HMW,IL588sBss1RP /,|THE RICHMOND|Phase |Block ,羅便臣道THE RICHMOND|Phase|Block,羅便臣道THE RICHMOND|Phase|Block|5|D,西半山,2021,-1,THE RICHMONDblank,62C ROBINSON RD,62C 羅便臣道,62C ROBINSON RD|62C 羅便臣道,"blank,羅便臣道","THE RICHMOND,ROBINSON RD","THE RICHMOND,ROBINSON RD|blank,羅便臣道",ROBINSON RDblankTHE RICHMONDblank|Phaseblank|Blockblank|5|Dconsid8.681000000000001,5,近乎零,中層,東,呂字型,良好,業主減價 上車筍盤 歡迎約睇
38514,20032301230085,ASP,2020-03-16,RES,blank,1977/07,8.7,524,460,16603,18913,blank,FR:40 SF / ,5687223,20032301230085,B,22.0,blank,blank,ON FUNG BLDG,安峰大廈,blank,blank,CAINE RD,堅道,110,118,HMW,IL424sAss1RP /,|ON FUNG BLDG安峰大廈|Phase |Block ,堅道ON FUNG BLDG安峰大廈|Phase|Block,堅道ON FUNG BLDG安峰大廈|Phase|Block|22|B,西半山,1977,43,ON FUNG BLDG安峰大廈,110-118 CAINE RD,110-118 堅道,110-118 CAINE RD|110-118 堅道,"安峰大廈,堅道","ON FUNG BLDG,CAINE RD","ON FUNG BLDG,CAINE RD|安峰大廈,堅道",CAINE RDblankON FUNG BLDG安峰大廈|Phaseblank|Blockblank|22|Bconsid8.7,22,低,低層,西北,四正,良好,單位實用四正 交通方便 配套完善
38869,20072401750037,ASP,2020-07-14,RES,blank,1986/07,8.7,602,470,14452,18511,blank,blank,5745195,20072401750037,A,3.0,blank,blank,YING FAI COURT,英輝閣,blank,blank,YING FAI TERR,英輝臺,1,blank,HMW,IL4620sARP /,|YING FAI COURT英輝閣|Phase |Block ,英輝臺YING FAI COURT英輝閣|Phase|Block,英輝臺YING FAI COURT英輝閣|Phase|Block|3|A,西半山,1986,34,YING FAI COURT英輝閣,1 YING FAI TERR,1 英輝臺,1 YING FAI TERR|1 英輝臺,"英輝閣,英輝臺","YING FAI COURT,YING FAI TERR","YING FAI COURT,YING FAI TERR|英輝閣,英輝臺",YING FAI TERRblankYING FAI COURT英輝閣|Phaseblank|Blockblank|3|Aconsid8.7,3,低,高層,東南,呂字型,良好,業主減價 上車筍盤 歡迎約睇
38374,20020501260010,ASP,2020-01-30,RES,blank,2021/11,8.7119,0,283,0,30784,blank,BAL:22 SF (NI) / ,5670344,20020501260010,D,16.0,blank,blank,THE RICHMOND,blank,blank,blank,ROBINSON RD,羅便臣道,62C,blank,HMW,IL588sBss1RP /,|THE RICHMOND|Phase |Block ,羅便臣道THE RICHMOND|Phase|Block,羅便臣道THE RICHMOND|Phase|Block|16|D,西半山,2021,-1,THE RICHMONDblank,62C ROBINSON RD,62C 羅便臣道,62C ROBINSON RD|62C 羅便臣道,"blank,羅便臣道","THE RICHMOND,ROBINSON RD","THE RICHMOND,ROBINSON RD|blank,羅便臣道",ROBINSON RDblankTHE RICHMONDblank|Phaseblank|Blockblank|16|Dconsid8.7119,16,近乎零,中層,西南,呂字型,基本,單位實用四正 交通方便 配套完善
38375,20020600490206,ASP,2020-01-24,RES,blank,2021/11,8.7374,0,304,0,28741,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5670516,20020600490206,A,6.0,blank,blank,THE RICHMOND,blank,blank,blank,ROBINSON RD,羅便臣道,62C,blank,HMW,IL588sBss1RP /,|THE RICHMOND|Phase |Block ,羅便臣道THE RICHMOND|Phase|Block,羅便臣道THE RICHMOND|Phase|Block|6|A,西半山,2021,-1,THE RICHMONDblank,62C ROBINSON RD,62C 羅便臣道,62C ROBINSON RD|62C 羅便臣道,"blank,羅便臣道","THE RICHMOND,ROBINSON RD","THE RICHMOND,ROBINSON RD|blank,羅便臣道",ROBINSON RDblankTHE RICHMONDblank|Phaseblank|Blockblank|6|Aconsid8.7374,6,近乎零,中層,西北,沒資料,有,單位實用四正 交通方便 配套完善
38275,19112900070059,ASP,2019-11-22,RES,blank,1995/01,8.75,590,390,14831,22436,blank,BW:6 SF (GI/NE) / ,5647174,19112900070059,A,13.0,blank,blank,PARK HTS,柏苑,blank,blank,BONHAM RD,般咸道,66,blank,HMW,IL760sARP / IL760sBRP,|PARK HTS柏苑|Phase |Block ,般咸道PARK HTS柏苑|Phase|Block,般咸道PARK HTS柏苑|Phase|Block|13|A,西半山,1995,25,PARK HTS柏苑,66 BONHAM RD,66 般咸道,66 BONHAM RD|66 般咸道,"柏苑,般咸道","PARK HTS,BONHAM RD","PARK HTS,BONHAM RD|柏苑,般咸道",BONHAM RDblankPARK HTS柏苑|Phaseblank|Blockblank|13|Aconsid8.75,13,低,中層,東,四正,基本,業主減價 上車筍盤 歡迎約睇
38782,20062300800070,ASP,2020-06-04,RES,blank,2021/03,8.7696,0,310,0,28289,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5727945,20062300800070,C,10.0,blank,blank,CENTRAL 8,半山捌號,blank,blank,MOSQUE ST,摩羅廟街,8,blank,HMW,IL58sAss3sARP /,|CENTRAL 8半山捌號|Phase |Block ,摩羅廟街CENTRAL 8半山捌號|Phase|Block,摩羅廟街CENTRAL 8半山捌號|Phase|Block|10|C,西半山,2021,-1,CENTRAL 8半山捌號,8 MOSQUE ST,8 摩羅廟街,8 MOSQUE ST|8 摩羅廟街,"半山捌號,摩羅廟街","CENTRAL 8,MOSQUE ST","CENTRAL 8,MOSQUE ST|半山捌號,摩羅廟街",MOSQUE STblankCENTRAL 8半山捌號|Phaseblank|Blockblank|10|Cconsid8.7696,10,近乎零,低層,東南,四正,良好,業主減價 上車筍盤 歡迎約睇
37681,19032101280074,ASP,2019-03-07,RES,blank,1991/08,8.78,638,484,13762,18140,blank,blank,5513400,19032101280074,A,11.0,blank,blank,HOI MING COURT,海明苑,blank,blank,BABINGTON PATH,巴丙頓道,2,4,HMW,IL609BsCRP / IL609BsBRP,|HOI MING COURT海明苑|Phase |Block ,巴丙頓道HOI MING COURT海明苑|Phase|Block,巴丙頓道HOI MING COURT海明苑|Phase|Block|11|A,西半山,1991,29,HOI MING COURT海明苑,2-4 BABINGTON PATH,2-4 巴丙頓道,2-4 BABINGTON PATH|2-4 巴丙頓道,"海明苑,巴丙頓道","HOI MING COURT,BABINGTON PATH","HOI MING COURT,BABINGTON PATH|海明苑,巴丙頓道",BABINGTON PATHblankHOI MING COURT海明苑|Phaseblank|Blockblank|11|Aconsid8.78,11,低,中層,南,呂字型,基本,業主減價 上車筍盤 歡迎約睇
38477,20030500470104,ASP,2020-02-27,RES,blank,1993/01,8.8,540,436,16296,20183,blank,blank,5681330,20030500470104,A,2.0,2,blank,blank,blank,PEAKSVILLE,蔚巒閣,ROBINSON RD,羅便臣道,74,blank,HMW,IL8193,PEAKSVILLE||Phase |Block 2,羅便臣道PEAKSVILLE|Phase|Block2,羅便臣道PEAKSVILLE|Phase|Block2|2|A,西半山,1993,27,blankblank,74 ROBINSON RD,74 羅便臣道,74 ROBINSON RD|74 羅便臣道,"蔚巒閣2座,羅便臣道","PEAKSVILLE(BLOCK 2),ROBINSON RD","PEAKSVILLE(Block 2),ROBINSON RD|蔚巒閣2座,羅便臣道",ROBINSON RDPEAKSVILLEblankblank|Phaseblank|Block2|2|Aconsid8.8,2,低,中層,北,沒資料,良好,單位實用四正 交通方便 配套完善
38563,20042200430023,ASP,2020-04-02,RES,blank,1991/09,8.8,636,470,13836,18723,blank,BW:7 SF (GI/NE) / ,5698756,20042200430023,B,14.0,blank,blank,LOSION VILLA,禮順苑,blank,blank,MOSQUE JUNCTION,摩羅廟交加街,8,blank,HMW,IL716RP / IL716sE/IL716sD,|LOSION VILLA禮順苑|Phase |Block ,摩羅廟交加街LOSION VILLA禮順苑|Phase|Block,摩羅廟交加街LOSION VILLA禮順苑|Phase|Block|14|B,西半山,1991,29,LOSION VILLA禮順苑,8 MOSQUE JUNCTION,8 摩羅廟交加街,8 MOSQUE JUNCTION|8 摩羅廟交加街,"禮順苑,摩羅廟交加街","LOSION VILLA,MOSQUE JUNCTION","LOSION VILLA,MOSQUE JUNCTION|禮順苑,摩羅廟交加街",MOSQUE JUNCTIONblankLOSION VILLA禮順苑|Phaseblank|Blockblank|14|Bconsid8.8,14,低,高層,西南,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38952,20090200740019,ASP,2020-08-10,RES,blank,1969/09,8.8,0,610,0,14426,blank,blank,5765907,20090200740019,B,8.0,blank,blank,CAINEWAY MANS,堅威大廈,blank,blank,CAINE RD,堅道,130,blank,HMW,IL522RP / IL522sE /,|CAINEWAY MANS堅威大廈|Phase |Block ,堅道CAINEWAY MANS堅威大廈|Phase|Block,堅道CAINEWAY MANS堅威大廈|Phase|Block|8|B,西半山,1969,51,CAINEWAY MANS堅威大廈,130 CAINE RD,130 堅道,130 CAINE RD|130 堅道,"堅威大廈,堅道","CAINEWAY MANS,CAINE RD","CAINEWAY MANS,CAINE RD|堅威大廈,堅道",CAINE RDblankCAINEWAY MANS堅威大廈|Phaseblank|Blockblank|8|Bconsid8.8,8,中,中層,南,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38438,20022100430014,ASP,2020-01-30,RES,blank,2021/11,8.8276,0,283,0,31193,blank,BAL:22 SF (NI) / ,5677296,20022100430014,D,20.0,blank,blank,THE RICHMOND,blank,blank,blank,ROBINSON RD,羅便臣道,62C,blank,HMW,IL588sBss1RP /,|THE RICHMOND|Phase |Block ,羅便臣道THE RICHMOND|Phase|Block,羅便臣道THE RICHMOND|Phase|Block|20|D,西半山,2021,-1,THE RICHMONDblank,62C ROBINSON RD,62C 羅便臣道,62C ROBINSON RD|62C 羅便臣道,"blank,羅便臣道","THE RICHMOND,ROBINSON RD","THE RICHMOND,ROBINSON RD|blank,羅便臣道",ROBINSON RDblankTHE RICHMONDblank|Phaseblank|Blockblank|20|Dconsid8.8276,20,近乎零,高層,東,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38747,20061800050042,ASP,2020-06-05,RES,blank,2021/03,8.83,0,310,0,28484,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5725256,20061800050042,C,11.0,blank,blank,CENTRAL 8,半山捌號,blank,blank,MOSQUE ST,摩羅廟街,8,blank,HMW,IL58sAss3sARP /,|CENTRAL 8半山捌號|Phase |Block ,摩羅廟街CENTRAL 8半山捌號|Phase|Block,摩羅廟街CENTRAL 8半山捌號|Phase|Block|11|C,西半山,2021,-1,CENTRAL 8半山捌號,8 MOSQUE ST,8 摩羅廟街,8 MOSQUE ST|8 摩羅廟街,"半山捌號,摩羅廟街","CENTRAL 8,MOSQUE ST","CENTRAL 8,MOSQUE ST|半山捌號,摩羅廟街",MOSQUE STblankCENTRAL 8半山捌號|Phaseblank|Blockblank|11|Cconsid8.83,11,近乎零,中層,東,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38480,20030500930041,ASP,2020-02-13,RES,blank,2021/11,8.8351,0,304,0,29063,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5681402,20030500930041,A,3.0,blank,blank,THE RICHMOND,blank,blank,blank,ROBINSON RD,羅便臣道,62C,blank,HMW,IL588sBss1RP /,|THE RICHMOND|Phase |Block ,羅便臣道THE RICHMOND|Phase|Block,羅便臣道THE RICHMOND|Phase|Block|3|A,西半山,2021,-1,THE RICHMONDblank,62C ROBINSON RD,62C 羅便臣道,62C ROBINSON RD|62C 羅便臣道,"blank,羅便臣道","THE RICHMOND,ROBINSON RD","THE RICHMOND,ROBINSON RD|blank,羅便臣道",ROBINSON RDblankTHE RICHMONDblank|Phaseblank|Blockblank|3|Aconsid8.8351,3,近乎零,低層,西南,呂字型,基本,業主減價 上車筍盤 歡迎約睇
38150,19090201550332,ASP,2019-08-09,RES,blank,1987/09,8.838,652,463,13555,19089,blank,BW:8 SF (GU/NU) / ,5606947,19090201550332,C,23.0,blank,blank,CAINE BLDG,廣堅大廈,blank,blank,CAINE RD,堅道,22,blank,HMW,IL1487RP,|CAINE BLDG廣堅大廈|Phase |Block ,堅道CAINE BLDG廣堅大廈|Phase|Block,堅道CAINE BLDG廣堅大廈|Phase|Block|23|C,西半山,1987,33,CAINE BLDG廣堅大廈,22 CAINE RD,22 堅道,22 CAINE RD|22 堅道,"廣堅大廈,堅道","CAINE BLDG,CAINE RD","CAINE BLDG,CAINE RD|廣堅大廈,堅道",CAINE RDblankCAINE BLDG廣堅大廈|Phaseblank|Blockblank|23|Cconsid8.838,23,低,中層,北,呂字型,有,業主減價 上車筍盤 歡迎約睇
37910,19051401660018,ASP,2019-04-24,RES,blank,1995/01,8.85,590,390,15000,22692,blank,BW:6 SF (GI/NE) / ,5542751,19051401660018,A,7.0,blank,blank,PARK HTS,柏苑,blank,blank,BONHAM RD,般咸道,66,blank,HMW,IL760sARP / IL760sBRP,|PARK HTS柏苑|Phase |Block ,般咸道PARK HTS柏苑|Phase|Block,般咸道PARK HTS柏苑|Phase|Block|7|A,西半山,1995,25,PARK HTS柏苑,66 BONHAM RD,66 般咸道,66 BONHAM RD|66 般咸道,"柏苑,般咸道","PARK HTS,BONHAM RD","PARK HTS,BONHAM RD|柏苑,般咸道",BONHAM RDblankPARK HTS柏苑|Phaseblank|Blockblank|7|Aconsid8.85,7,低,低層,東,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38401,20021101350363,ASP,2020-01-30,RES,blank,2021/11,8.8698,0,283,0,31342,blank,BAL:22 SF (NI) / ,5672791,20021101350363,D,19.0,blank,blank,THE RICHMOND,blank,blank,blank,ROBINSON RD,羅便臣道,62C,blank,HMW,IL588sBss1RP /,|THE RICHMOND|Phase |Block ,羅便臣道THE RICHMOND|Phase|Block,羅便臣道THE RICHMOND|Phase|Block|19|D,西半山,2021,-1,THE RICHMONDblank,62C ROBINSON RD,62C 羅便臣道,62C ROBINSON RD|62C 羅便臣道,"blank,羅便臣道","THE RICHMOND,ROBINSON RD","THE RICHMOND,ROBINSON RD|blank,羅便臣道",ROBINSON RDblankTHE RICHMONDblank|Phaseblank|Blockblank|19|Dconsid8.8698,19,近乎零,中層,東南,呂字型,基本,單位實用四正 交通方便 配套完善
38941,20082600650126,ASP,2020-08-13,RES,blank,2021/03,8.8915,0,310,0,28682,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5761887,20082600650126,C,12.0,blank,blank,CENTRAL 8,半山捌號,blank,blank,MOSQUE ST,摩羅廟街,8,blank,HMW,IL58sAss3sARP /,|CENTRAL 8半山捌號|Phase |Block ,摩羅廟街CENTRAL 8半山捌號|Phase|Block,摩羅廟街CENTRAL 8半山捌號|Phase|Block|12|C,西半山,2021,-1,CENTRAL 8半山捌號,8 MOSQUE ST,8 摩羅廟街,8 MOSQUE ST|8 摩羅廟街,"半山捌號,摩羅廟街","CENTRAL 8,MOSQUE ST","CENTRAL 8,MOSQUE ST|半山捌號,摩羅廟街",MOSQUE STblankCENTRAL 8半山捌號|Phaseblank|Blockblank|12|Cconsid8.8915,12,近乎零,低層,東南,沒資料,有,單位實用四正 交通方便 配套完善
38382,20020701450059,ASP,2020-01-30,RES,blank,2021/11,8.8991,0,283,0,31446,blank,BAL:22 SF (NI) / ,5671398,20020701450059,D,9.0,blank,blank,THE RICHMOND,blank,blank,blank,ROBINSON RD,羅便臣道,62C,blank,HMW,IL588sBss1RP /,|THE RICHMOND|Phase |Block ,羅便臣道THE RICHMOND|Phase|Block,羅便臣道THE RICHMOND|Phase|Block|9|D,西半山,2021,-1,THE RICHMONDblank,62C ROBINSON RD,62C 羅便臣道,62C ROBINSON RD|62C 羅便臣道,"blank,羅便臣道","THE RICHMOND,ROBINSON RD","THE RICHMOND,ROBINSON RD|blank,羅便臣道",ROBINSON RDblankTHE RICHMONDblank|Phaseblank|Blockblank|9|Dconsid8.8991,9,近乎零,中層,北,沒資料,基本,業主減價 上車筍盤 歡迎約睇
38409,20021200920019,ASP,2020-01-30,RES,blank,2021/11,8.9336,0,304,0,29387,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5673326,20021200920019,A,9.0,blank,blank,THE RICHMOND,blank,blank,blank,ROBINSON RD,羅便臣道,62C,blank,HMW,IL588sBss1RP /,|THE RICHMOND|Phase |Block ,羅便臣道THE RICHMOND|Phase|Block,羅便臣道THE RICHMOND|Phase|Block|9|A,西半山,2021,-1,THE RICHMONDblank,62C ROBINSON RD,62C 羅便臣道,62C ROBINSON RD|62C 羅便臣道,"blank,羅便臣道","THE RICHMOND,ROBINSON RD","THE RICHMOND,ROBINSON RD|blank,羅便臣道",ROBINSON RDblankTHE RICHMONDblank|Phaseblank|Blockblank|9|Aconsid8.9336,9,近乎零,低層,西南,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38393,20021001110046,ASP,2020-01-24,RES,blank,2021/11,8.9546,0,283,0,31642,blank,BAL:22 SF (NI) / ,5672098,20021001110046,D,10.0,blank,blank,THE RICHMOND,blank,blank,blank,ROBINSON RD,羅便臣道,62C,blank,HMW,IL588sBss1RP /,|THE RICHMOND|Phase |Block ,羅便臣道THE RICHMOND|Phase|Block,羅便臣道THE RICHMOND|Phase|Block|10|D,西半山,2021,-1,THE RICHMONDblank,62C ROBINSON RD,62C 羅便臣道,62C ROBINSON RD|62C 羅便臣道,"blank,羅便臣道","THE RICHMOND,ROBINSON RD","THE RICHMOND,ROBINSON RD|blank,羅便臣道",ROBINSON RDblankTHE RICHMONDblank|Phaseblank|Blockblank|10|Dconsid8.9546,10,近乎零,中層,西,呂字型,良好,業主減價 上車筍盤 歡迎約睇
