,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address_en,st_address_ch,st_address,ch_address,en_address,final_address,subject_pty_consid,floor_copy,redev_chance,flLv,orient,layout,finishes,remark
73654,20042800030263,ASP,2019-05-03,RES,blank,2020/10,1.4012,0,279,0,5022,blank,blank,5700599,20042800030263,2,8.0,A,blank,blank,blank,YU TAI COURT,裕泰苑,TUNG CHUNG RD,東涌道,399,blank,ISL,TCTL43,YU TAI COURT||Phase |Block A,東涌道YU TAI COURT|Phase|BlockA,東涌道YU TAI COURT|Phase|BlockA|8|2,離島,2020,0,blankblank,399 TUNG CHUNG RD,399 東涌道,399 TUNG CHUNG RD|399 東涌道,"裕泰苑A座,東涌道","YU TAI COURT(BLOCK A),TUNG CHUNG RD","YU TAI COURT(Block A),TUNG CHUNG RD|裕泰苑A座,東涌道",TUNG CHUNG RDYU TAI COURTblankblank|Phaseblank|BlockA|8|2consid1.4012,8,近乎零,中層,東,呂字型,有,業主減價 上車筍盤 歡迎約睇
72196,19050901490417,ASP,2019-04-23,RES,blank,2019/04,10.3965,0,717,0,14500,blank,BAL:31 SF (NI) / ,5540493,19050901490417,E,3.0,6,16,POGGIBONSI,意堤,DISCOVERY BAY,愉景灣,BAYSIDE DR,堤畔徑,3,blank,ISL,DD352LOT385RP,DISCOVERY BAY|POGGIBONSI意堤|Phase 16|Block 6,堤畔徑DISCOVERY BAYPOGGIBONSI意堤|Phase16|Block6,堤畔徑DISCOVERY BAYPOGGIBONSI意堤|Phase16|Block6|3|E,離島,2019,1,POGGIBONSI意堤,3 BAYSIDE DR,3 堤畔徑,3 BAYSIDE DR|3 堤畔徑,"意堤(愉景灣),堤畔徑","POGGIBONSI,DISCOVERY BAY,BAYSIDE DR","POGGIBONSI,DISCOVERY BAY,BAYSIDE DR|意堤(愉景灣),堤畔徑",BAYSIDE DRDISCOVERY BAYPOGGIBONSI意堤|Phase16|Block6|3|Econsid10.3965,3,近乎零,低層,東,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
74017,20060902080912,ASP,2020-05-28,RES,blank,2015/09,10.4,0,990,0,10505,blank,BW:35 SF (NE) / BAL:30 SF (NI) / UP:16 SF (NI) / ,5720241,20060902080912,E,16.0,5,blank,blank,blank,THE VISIONARY,昇薈,YING HONG ST,迎康街,1,blank,ISL,TCTL37,THE VISIONARY||Phase |Block 5,迎康街THE VISIONARY|Phase|Block5,迎康街THE VISIONARY|Phase|Block5|16|E,離島,2015,5,blankblank,1 YING HONG ST,1 迎康街,1 YING HONG ST|1 迎康街,"昇薈5座,迎康街","THE VISIONARY(BLOCK 5),YING HONG ST","THE VISIONARY(Block 5),YING HONG ST|昇薈5座,迎康街",YING HONG STTHE VISIONARYblankblank|Phaseblank|Block5|16|Econsid10.4,16,近乎零,中層,西北,呂字型,有,單位實用四正 交通方便 配套完善
74357,20072101760013,ASP,2020-06-24,RES,blank,2019/04,10.412,0,715,0,14562,blank,BAL:39 SF (NI) / UP:21 SF (NI) / ,5742845,20072101760013,C,8.0,6,16,POGGIBONSI,意堤,DISCOVERY BAY,愉景灣,BAYSIDE DR,堤畔徑,3,blank,ISL,DD352LOT385RP&EXT,DISCOVERY BAY|POGGIBONSI意堤|Phase 16|Block 6,堤畔徑DISCOVERY BAYPOGGIBONSI意堤|Phase16|Block6,堤畔徑DISCOVERY BAYPOGGIBONSI意堤|Phase16|Block6|8|C,離島,2019,1,POGGIBONSI意堤,3 BAYSIDE DR,3 堤畔徑,3 BAYSIDE DR|3 堤畔徑,"意堤(愉景灣),堤畔徑","POGGIBONSI,DISCOVERY BAY,BAYSIDE DR","POGGIBONSI,DISCOVERY BAY,BAYSIDE DR|意堤(愉景灣),堤畔徑",BAYSIDE DRDISCOVERY BAYPOGGIBONSI意堤|Phase16|Block6|8|Cconsid10.412,8,近乎零,中層,東,呂字型,良好,單位實用四正 交通方便 配套完善
73103,19121101970041,ASP,2019-11-20,RES,blank,2002/09,10.5,1053,815,9972,12883,blank,BW:27 SF (GI/NE) / ,5651916,19121101970041,A,56.0,2,1,blank,blank,COASTAL SKYLINE,藍天海岸,TUNG CHUNG WATERFRONT RD,東涌海濱路,12,blank,ISL,TCTL4,COASTAL SKYLINE||Phase 1|Block 2,東涌海濱路COASTAL SKYLINE|Phase1|Block2,東涌海濱路COASTAL SKYLINE|Phase1|Block2|56|A,離島,2002,18,blankblank,12 TUNG CHUNG WATERFRONT RD,12 東涌海濱路,12 TUNG CHUNG WATERFRONT RD|12 東涌海濱路,"藍天海岸2座,東涌海濱路","COASTAL SKYLINE(BLOCK 2),TUNG CHUNG WATERFRONT RD","COASTAL SKYLINE(Block 2),TUNG CHUNG WATERFRONT RD|藍天海岸2座,東涌海濱路",TUNG CHUNG WATERFRONT RDCOASTAL SKYLINEblankblank|Phase1|Block2|56|Aconsid10.5,56,很低,低層,西北,沒資料,有,業主減價 上車筍盤 歡迎約睇
72864,19101800490023,ASP,2019-09-25,RES,blank,2002/09,10.5,1189,904,8831,11615,blank,BW:47 SF (GI/NE) / ,5628346,19101800490023,C,42.0,6,1,blank,blank,COASTAL SKYLINE,藍天海岸,TUNG CHUNG WATERFRONT RD,東涌海濱路,12,blank,ISL,TCTL4,COASTAL SKYLINE||Phase 1|Block 6,東涌海濱路COASTAL SKYLINE|Phase1|Block6,東涌海濱路COASTAL SKYLINE|Phase1|Block6|42|C,離島,2002,18,blankblank,12 TUNG CHUNG WATERFRONT RD,12 東涌海濱路,12 TUNG CHUNG WATERFRONT RD|12 東涌海濱路,"藍天海岸6座,東涌海濱路","COASTAL SKYLINE(BLOCK 6),TUNG CHUNG WATERFRONT RD","COASTAL SKYLINE(Block 6),TUNG CHUNG WATERFRONT RD|藍天海岸6座,東涌海濱路",TUNG CHUNG WATERFRONT RDCOASTAL SKYLINEblankblank|Phase1|Block6|42|Cconsid10.5,42,很低,高層,南,四正,基本,業主減價 上車筍盤 歡迎約睇
71944,19040400500027,ASP,2019-03-29,RES,blank,1985/09,10.5,1369,968,7670,10847,DUPLEX UNIT                                                                     ,BW:33 SF (GI/NE) / FR:502 SF / ,5520776,19040400500027,C,17.0,blank,blank,PINE VIEW,觀柏樓,DISCOVERY BAY,愉景灣,MIDDLE LANE,畔山徑,23,blank,ISL,DD352LOT385RP&EXT,DISCOVERY BAY|PINE VIEW觀柏樓|Phase |Block ,畔山徑DISCOVERY BAYPINE VIEW觀柏樓|Phase|Block,畔山徑DISCOVERY BAYPINE VIEW觀柏樓|Phase|Block|17|C,離島,1985,35,PINE VIEW觀柏樓,23 MIDDLE LANE,23 畔山徑,23 MIDDLE LANE|23 畔山徑,"觀柏樓(愉景灣),畔山徑","PINE VIEW,DISCOVERY BAY,MIDDLE LANE","PINE VIEW,DISCOVERY BAY,MIDDLE LANE|觀柏樓(愉景灣),畔山徑",MIDDLE LANEDISCOVERY BAYPINE VIEW觀柏樓|Phaseblank|Blockblank|17|Cconsid10.5,17,低,高層,西,呂字型,良好,單位實用四正 交通方便 配套完善
72095,19042500150019,ASP,2019-04-15,RES,blank,2002/06,10.5,1124,865,9342,12139,blank,BW:32 SF (GI/NE) / ,5531445,19042500150019,G,20.0,5,blank,blank,blank,SEAVIEW CRESCENT,海堤灣畔,TUNG CHUNG WATERFRONT RD,東涌海濱路,8,blank,ISL,TCTL3,SEAVIEW CRESCENT||Phase |Block 5,東涌海濱路SEAVIEW CRESCENT|Phase|Block5,東涌海濱路SEAVIEW CRESCENT|Phase|Block5|20|G,離島,2002,18,blankblank,8 TUNG CHUNG WATERFRONT RD,8 東涌海濱路,8 TUNG CHUNG WATERFRONT RD|8 東涌海濱路,"海堤灣畔5座,東涌海濱路","SEAVIEW CRESCENT(BLOCK 5),TUNG CHUNG WATERFRONT RD","SEAVIEW CRESCENT(Block 5),TUNG CHUNG WATERFRONT RD|海堤灣畔5座,東涌海濱路",TUNG CHUNG WATERFRONT RDSEAVIEW CRESCENTblankblank|Phaseblank|Block5|20|Gconsid10.5,20,很低,中層,西北,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
73558,20040700230019,ASP,2020-03-30,RES,blank,2002/09,10.5,1222,949,8592,11064,blank,BW:28 SF (GI/NE) / ,5693383,20040700230019,C,53.0,2,1,blank,blank,COASTAL SKYLINE,藍天海岸,TUNG CHUNG WATERFRONT RD,東涌海濱路,12,blank,ISL,TCTL4,COASTAL SKYLINE||Phase 1|Block 2,東涌海濱路COASTAL SKYLINE|Phase1|Block2,東涌海濱路COASTAL SKYLINE|Phase1|Block2|53|C,離島,2002,18,blankblank,12 TUNG CHUNG WATERFRONT RD,12 東涌海濱路,12 TUNG CHUNG WATERFRONT RD|12 東涌海濱路,"藍天海岸2座,東涌海濱路","COASTAL SKYLINE(BLOCK 2),TUNG CHUNG WATERFRONT RD","COASTAL SKYLINE(Block 2),TUNG CHUNG WATERFRONT RD|藍天海岸2座,東涌海濱路",TUNG CHUNG WATERFRONT RDCOASTAL SKYLINEblankblank|Phase1|Block2|53|Cconsid10.5,53,很低,高層,東,四正,基本,業主減價 上車筍盤 歡迎約睇
74440,20072900770061,ASP,2020-07-08,RES,blank,2019/04,10.541,0,715,0,14743,blank,BAL:39 SF (NI) / UP:21 SF (NI) / ,5747067,20072900770061,C,9.0,6,16,POGGIBONSI,意堤,DISCOVERY BAY,愉景灣,BAYSIDE DR,堤畔徑,3,blank,ISL,DD352LOT385RP&EXT,DISCOVERY BAY|POGGIBONSI意堤|Phase 16|Block 6,堤畔徑DISCOVERY BAYPOGGIBONSI意堤|Phase16|Block6,堤畔徑DISCOVERY BAYPOGGIBONSI意堤|Phase16|Block6|9|C,離島,2019,1,POGGIBONSI意堤,3 BAYSIDE DR,3 堤畔徑,3 BAYSIDE DR|3 堤畔徑,"意堤(愉景灣),堤畔徑","POGGIBONSI,DISCOVERY BAY,BAYSIDE DR","POGGIBONSI,DISCOVERY BAY,BAYSIDE DR|意堤(愉景灣),堤畔徑",BAYSIDE DRDISCOVERY BAYPOGGIBONSI意堤|Phase16|Block6|9|Cconsid10.541,9,近乎零,高層,東,四正,有,業主減價 上車筍盤 歡迎約睇
72199,19050901490444,ASP,2019-04-24,RES,blank,2019/04,10.556,0,717,0,14722,blank,BAL:31 SF (NI) / ,5540496,19050901490444,E,5.0,6,16,POGGIBONSI,意堤,DISCOVERY BAY,愉景灣,BAYSIDE DR,堤畔徑,3,blank,ISL,DD352LOT385RP,DISCOVERY BAY|POGGIBONSI意堤|Phase 16|Block 6,堤畔徑DISCOVERY BAYPOGGIBONSI意堤|Phase16|Block6,堤畔徑DISCOVERY BAYPOGGIBONSI意堤|Phase16|Block6|5|E,離島,2019,1,POGGIBONSI意堤,3 BAYSIDE DR,3 堤畔徑,3 BAYSIDE DR|3 堤畔徑,"意堤(愉景灣),堤畔徑","POGGIBONSI,DISCOVERY BAY,BAYSIDE DR","POGGIBONSI,DISCOVERY BAY,BAYSIDE DR|意堤(愉景灣),堤畔徑",BAYSIDE DRDISCOVERY BAYPOGGIBONSI意堤|Phase16|Block6|5|Econsid10.556,5,近乎零,低層,東北,呂字型,有,單位實用四正 交通方便 配套完善
74658,20090701280074,ASP,2020-08-28,RES,blank,2002/09,10.6,1222,949,8674,11170,blank,BW:28 SF (GI/NE) / ,5768552,20090701280074,B,36.0,2,1,blank,blank,COASTAL SKYLINE,藍天海岸,TUNG CHUNG WATERFRONT RD,東涌海濱路,12,blank,ISL,TCTL4,COASTAL SKYLINE||Phase 1|Block 2,東涌海濱路COASTAL SKYLINE|Phase1|Block2,東涌海濱路COASTAL SKYLINE|Phase1|Block2|36|B,離島,2002,18,blankblank,12 TUNG CHUNG WATERFRONT RD,12 東涌海濱路,12 TUNG CHUNG WATERFRONT RD|12 東涌海濱路,"藍天海岸2座,東涌海濱路","COASTAL SKYLINE(BLOCK 2),TUNG CHUNG WATERFRONT RD","COASTAL SKYLINE(Block 2),TUNG CHUNG WATERFRONT RD|藍天海岸2座,東涌海濱路",TUNG CHUNG WATERFRONT RDCOASTAL SKYLINEblankblank|Phase1|Block2|36|Bconsid10.6,36,很低,中層,北,呂字型,良好,單位實用四正 交通方便 配套完善
72860,19101700960087,ASP,2019-10-09,RES,blank,2015/09,10.6,0,1034,0,10251,blank,BW:32 SF (NE) / BAL:32 SF (NI) / UP:16 SF (NI) / ,5627636,19101700960087,B,3.0,8,blank,blank,blank,THE VISIONARY,昇薈,YING HONG ST,迎康街,1,blank,ISL,TCTL37,THE VISIONARY||Phase |Block 8,迎康街THE VISIONARY|Phase|Block8,迎康街THE VISIONARY|Phase|Block8|3|B,離島,2015,5,blankblank,1 YING HONG ST,1 迎康街,1 YING HONG ST|1 迎康街,"昇薈8座,迎康街","THE VISIONARY(BLOCK 8),YING HONG ST","THE VISIONARY(Block 8),YING HONG ST|昇薈8座,迎康街",YING HONG STTHE VISIONARYblankblank|Phaseblank|Block8|3|Bconsid10.6,3,近乎零,高層,東南,呂字型,有,業主減價 上車筍盤 歡迎約睇
74179,20063000340094,ASP,2020-06-17,RES,blank,2002/08,10.6,1074,834,9870,12710,blank,BW:31 SF (GI/NE) / ,5730996,20063000340094,F,19.0,5,2,blank,blank,PARK ISLAND,珀麗灣,PAK LAI RD,珀麗路,8,blank,ISL,MW392(9100),PARK ISLAND||Phase 2|Block 5,珀麗路PARK ISLAND|Phase2|Block5,珀麗路PARK ISLAND|Phase2|Block5|19|F,離島,2002,18,blankblank,8 PAK LAI RD,8 珀麗路,8 PAK LAI RD|8 珀麗路,"珀麗灣5座,珀麗路","PARK ISLAND(BLOCK 5),PAK LAI RD","PARK ISLAND(Block 5),PAK LAI RD|珀麗灣5座,珀麗路",PAK LAI RDPARK ISLANDblankblank|Phase2|Block5|19|Fconsid10.6,19,很低,低層,東北,呂字型,基本,單位實用四正 交通方便 配套完善
72531,19071002140022,ASP,2019-07-02,RES,blank,2011/02,10.638,0,931,0,11426,blank,BW:16 SF (NE) / BAL:50 SF (NI) / UP:16 SF (NI) / ,5579120,19071002140022,C,2.0,2,blank,AMALFI,津堤,DISCOVERY BAY,愉景灣,AMALFI DR,津堤徑,8,blank,ISL,DD352LOT385RP&EXT,DISCOVERY BAY|AMALFI津堤|Phase |Block 2,津堤徑DISCOVERY BAYAMALFI津堤|Phase|Block2,津堤徑DISCOVERY BAYAMALFI津堤|Phase|Block2|2|C,離島,2011,9,AMALFI津堤,8 AMALFI DR,8 津堤徑,8 AMALFI DR|8 津堤徑,"津堤(愉景灣),津堤徑","AMALFI,DISCOVERY BAY,AMALFI DR","AMALFI,DISCOVERY BAY,AMALFI DR|津堤(愉景灣),津堤徑",AMALFI DRDISCOVERY BAYAMALFI津堤|Phaseblank|Block2|2|Cconsid10.638,2,近乎零,高層,東,四正,基本,單位實用四正 交通方便 配套完善
72184,19050801190057,ASP,2019-04-26,RES,blank,2004/11,10.68,1080,838,9889,12745,blank,BW:26 SF (GI/NE) / BAL:21 SF (GI/NI) / UP:16 SF (GI/NI) / ,5539394,19050801190057,C,28.0,21,3,blank,blank,PARK ISLAND,珀麗灣,PAK LAI RD,珀麗路,8,blank,ISL,MW392(9100),PARK ISLAND||Phase 3|Block 21,珀麗路PARK ISLAND|Phase3|Block21,珀麗路PARK ISLAND|Phase3|Block21|28|C,離島,2004,16,blankblank,8 PAK LAI RD,8 珀麗路,8 PAK LAI RD|8 珀麗路,"珀麗灣21座,珀麗路","PARK ISLAND(BLOCK 21),PAK LAI RD","PARK ISLAND(Block 21),PAK LAI RD|珀麗灣21座,珀麗路",PAK LAI RDPARK ISLANDblankblank|Phase3|Block21|28|Cconsid10.68,28,很低,低層,西,呂字型,基本,單位實用四正 交通方便 配套完善
72455,19062001700020,ASP,2019-06-03,RES,blank,2005/09,10.7,1220,940,8770,11383,blank,BW:30 SF (GI/NE) / BAL:26 SF (GI/NI) / UP:16 SF (GI/NI) / ,5568606,19062001700020,A,29.0,11,3,CARMEL COVE,悅濤軒,CARIBBEAN COAST,映灣園,KIN TUNG RD,健東路,1,blank,ISL,TCTL5,CARIBBEAN COAST|CARMEL COVE悅濤軒|Phase 3|Block 11,健東路CARIBBEAN COASTCARMEL COVE悅濤軒|Phase3|Block11,健東路CARIBBEAN COASTCARMEL COVE悅濤軒|Phase3|Block11|29|A,離島,2005,15,CARMEL COVE悅濤軒,1 KIN TUNG RD,1 健東路,1 KIN TUNG RD|1 健東路,"悅濤軒(映灣園),健東路","CARMEL COVE,CARIBBEAN COAST,KIN TUNG RD","CARMEL COVE,CARIBBEAN COAST,KIN TUNG RD|悅濤軒(映灣園),健東路",KIN TUNG RDCARIBBEAN COASTCARMEL COVE悅濤軒|Phase3|Block11|29|Aconsid10.7,29,很低,低層,西北,四正,有,業主減價 上車筍盤 歡迎約睇
72631,19080500460012,ASP,2019-07-19,RES,blank,2011/02,10.7,0,690,0,15507,blank,BW:10 SF (NE) / BAL:47 SF (NI) / UP:16 SF (NI) / ,5592132,19080500460012,E,12.0,2,blank,AMALFI,津堤,DISCOVERY BAY,愉景灣,AMALFI DR,津堤徑,8,blank,ISL,DD352LOT385RP&EXT,DISCOVERY BAY|AMALFI津堤|Phase |Block 2,津堤徑DISCOVERY BAYAMALFI津堤|Phase|Block2,津堤徑DISCOVERY BAYAMALFI津堤|Phase|Block2|12|E,離島,2011,9,AMALFI津堤,8 AMALFI DR,8 津堤徑,8 AMALFI DR|8 津堤徑,"津堤(愉景灣),津堤徑","AMALFI,DISCOVERY BAY,AMALFI DR","AMALFI,DISCOVERY BAY,AMALFI DR|津堤(愉景灣),津堤徑",AMALFI DRDISCOVERY BAYAMALFI津堤|Phaseblank|Block2|12|Econsid10.7,12,近乎零,高層,東,沒資料,良好,業主減價 上車筍盤 歡迎約睇
73345,20022401140151,ASP,2020-02-06,RES,blank,2019/04,10.765999999999998,0,717,0,15015,blank,BAL:31 SF (NI) / ,5677952,20022401140151,E,2.0,6,16,POGGIBONSI,意堤,DISCOVERY BAY,愉景灣,BAYSIDE DR,堤畔徑,3,blank,ISL,DD352LOT385RP&EXT,DISCOVERY BAY|POGGIBONSI意堤|Phase 16|Block 6,堤畔徑DISCOVERY BAYPOGGIBONSI意堤|Phase16|Block6,堤畔徑DISCOVERY BAYPOGGIBONSI意堤|Phase16|Block6|2|E,離島,2019,1,POGGIBONSI意堤,3 BAYSIDE DR,3 堤畔徑,3 BAYSIDE DR|3 堤畔徑,"意堤(愉景灣),堤畔徑","POGGIBONSI,DISCOVERY BAY,BAYSIDE DR","POGGIBONSI,DISCOVERY BAY,BAYSIDE DR|意堤(愉景灣),堤畔徑",BAYSIDE DRDISCOVERY BAYPOGGIBONSI意堤|Phase16|Block6|2|Econsid10.765999999999998,2,近乎零,中層,東,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
72391,19061001440178,ASP,2019-05-28,RES,blank,2019/04,10.793,0,715,0,15095,blank,BAL:39 SF (NI) / UP:21 SF (NI) / ,5562171,19061001440178,C,7.0,6,16,POGGIBONSI,意堤,DISCOVERY BAY,愉景灣,BAYSIDE DR,堤畔徑,3,blank,ISL,DD352LOT385RP&EXT,DISCOVERY BAY|POGGIBONSI意堤|Phase 16|Block 6,堤畔徑DISCOVERY BAYPOGGIBONSI意堤|Phase16|Block6,堤畔徑DISCOVERY BAYPOGGIBONSI意堤|Phase16|Block6|7|C,離島,2019,1,POGGIBONSI意堤,3 BAYSIDE DR,3 堤畔徑,3 BAYSIDE DR|3 堤畔徑,"意堤(愉景灣),堤畔徑","POGGIBONSI,DISCOVERY BAY,BAYSIDE DR","POGGIBONSI,DISCOVERY BAY,BAYSIDE DR|意堤(愉景灣),堤畔徑",BAYSIDE DRDISCOVERY BAYPOGGIBONSI意堤|Phase16|Block6|7|Cconsid10.793,7,近乎零,中層,西,呂字型,良好,業主減價 上車筍盤 歡迎約睇
74094,20061700360018,ASP,2020-06-08,RES,blank,1988/04,10.8,1134,983,9524,10987,blank,blank,5724494,20061700360018,C,16.0,blank,blank,WOODGREEN COURT,寶翠閣,DISCOVERY BAY,愉景灣,PARKVALE DR,寶峰徑,8,blank,ISL,DD352LOT385RP&EXT,DISCOVERY BAY|WOODGREEN COURT寶翠閣|Phase |Block ,寶峰徑DISCOVERY BAYWOODGREEN COURT寶翠閣|Phase|Block,寶峰徑DISCOVERY BAYWOODGREEN COURT寶翠閣|Phase|Block|16|C,離島,1988,32,WOODGREEN COURT寶翠閣,8 PARKVALE DR,8 寶峰徑,8 PARKVALE DR|8 寶峰徑,"寶翠閣(愉景灣),寶峰徑","WOODGREEN COURT,DISCOVERY BAY,PARKVALE DR","WOODGREEN COURT,DISCOVERY BAY,PARKVALE DR|寶翠閣(愉景灣),寶峰徑",PARKVALE DRDISCOVERY BAYWOODGREEN COURT寶翠閣|Phaseblank|Blockblank|16|Cconsid10.8,16,低,低層,北,沒資料,基本,業主減價 上車筍盤 歡迎約睇
74511,20081001210049,ASP,2020-07-31,RES,blank,1988/04,10.8,1134,983,9524,10987,blank,blank,5753218,20081001210049,C,1.0,blank,blank,WOODLAND COURT,寶琳閣,DISCOVERY BAY,愉景灣,PARKVALE DR,寶峰徑,6,blank,ISL,DD352LOT385RP&EXT,DISCOVERY BAY|WOODLAND COURT寶琳閣|Phase |Block ,寶峰徑DISCOVERY BAYWOODLAND COURT寶琳閣|Phase|Block,寶峰徑DISCOVERY BAYWOODLAND COURT寶琳閣|Phase|Block|1|C,離島,1988,32,WOODLAND COURT寶琳閣,6 PARKVALE DR,6 寶峰徑,6 PARKVALE DR|6 寶峰徑,"寶琳閣(愉景灣),寶峰徑","WOODLAND COURT,DISCOVERY BAY,PARKVALE DR","WOODLAND COURT,DISCOVERY BAY,PARKVALE DR|寶琳閣(愉景灣),寶峰徑",PARKVALE DRDISCOVERY BAYWOODLAND COURT寶琳閣|Phaseblank|Blockblank|1|Cconsid10.8,1,低,高層,東南,沒資料,良好,單位實用四正 交通方便 配套完善
73562,20040701290084,ASP,2020-04-01,RES,blank,1988/04,10.8,1134,983,9524,10987,blank,blank,5693643,20040701290084,B,18.0,blank,blank,WOODGREEN COURT,寶翠閣,DISCOVERY BAY,愉景灣,PARKVALE DR,寶峰徑,8,blank,ISL,DD352LOT385RP&EXT,DISCOVERY BAY|WOODGREEN COURT寶翠閣|Phase |Block ,寶峰徑DISCOVERY BAYWOODGREEN COURT寶翠閣|Phase|Block,寶峰徑DISCOVERY BAYWOODGREEN COURT寶翠閣|Phase|Block|18|B,離島,1988,32,WOODGREEN COURT寶翠閣,8 PARKVALE DR,8 寶峰徑,8 PARKVALE DR|8 寶峰徑,"寶翠閣(愉景灣),寶峰徑","WOODGREEN COURT,DISCOVERY BAY,PARKVALE DR","WOODGREEN COURT,DISCOVERY BAY,PARKVALE DR|寶翠閣(愉景灣),寶峰徑",PARKVALE DRDISCOVERY BAYWOODGREEN COURT寶翠閣|Phaseblank|Blockblank|18|Bconsid10.8,18,低,中層,東南,呂字型,基本,業主減價 上車筍盤 歡迎約睇
72237,19051602530038,ASP,2019-04-17,RES,blank,2002/09,10.8,1053,815,10256,13252,blank,BW:27 SF (GI/NE) / ,5545192,19051602530038,D,48.0,2,1,blank,blank,COASTAL SKYLINE,藍天海岸,TUNG CHUNG WATERFRONT RD,東涌海濱路,12,blank,ISL,TCTL4,COASTAL SKYLINE||Phase 1|Block 2,東涌海濱路COASTAL SKYLINE|Phase1|Block2,東涌海濱路COASTAL SKYLINE|Phase1|Block2|48|D,離島,2002,18,blankblank,12 TUNG CHUNG WATERFRONT RD,12 東涌海濱路,12 TUNG CHUNG WATERFRONT RD|12 東涌海濱路,"藍天海岸2座,東涌海濱路","COASTAL SKYLINE(BLOCK 2),TUNG CHUNG WATERFRONT RD","COASTAL SKYLINE(Block 2),TUNG CHUNG WATERFRONT RD|藍天海岸2座,東涌海濱路",TUNG CHUNG WATERFRONT RDCOASTAL SKYLINEblankblank|Phase1|Block2|48|Dconsid10.8,48,很低,高層,東北,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
74204,20070201340014,ASP,2020-06-19,RES,blank,1994/12,10.8,1055,923,10237,11701,blank,BW:29 SF (GI/NE) / BAL:13 SF (GI/NI) / ,5732120,20070201340014,A,3.0,8,7,LA VISTA,海寧居,DISCOVERY BAY,愉景灣,VISTA AVE,海寧徑,blank,blank,ISL,DD352LOT385RP&EXT,DISCOVERY BAY|LA VISTA海寧居|Phase 7|Block 8,海寧徑DISCOVERY BAYLA VISTA海寧居|Phase7|Block8,海寧徑DISCOVERY BAYLA VISTA海寧居|Phase7|Block8|3|A,離島,1994,26,LA VISTA海寧居,blank VISTA AVE,blank 海寧徑,blank VISTA AVE|blank 海寧徑,"海寧居(愉景灣),海寧徑","LA VISTA,DISCOVERY BAY,VISTA AVE","LA VISTA,DISCOVERY BAY,VISTA AVE|海寧居(愉景灣),海寧徑",VISTA AVEDISCOVERY BAYLA VISTA海寧居|Phase7|Block8|3|Aconsid10.8,3,低,高層,西南,沒資料,有,單位實用四正 交通方便 配套完善
71833,19031402160018,ASP,2019-02-15,RES,blank,2005/09,10.8,1220,940,8852,11489,blank,BW:30 SF (GI/NE) / BAL:26 SF (GI/NI) / UP:16 SF (GI/NI) / ,5510371,19031402160018,A,62.0,9,3,CARMEL COVE,悅濤軒,CARIBBEAN COAST,映灣園,KIN TUNG RD,健東路,1,blank,ISL,TCTL5,CARIBBEAN COAST|CARMEL COVE悅濤軒|Phase 3|Block 9,健東路CARIBBEAN COASTCARMEL COVE悅濤軒|Phase3|Block9,健東路CARIBBEAN COASTCARMEL COVE悅濤軒|Phase3|Block9|62|A,離島,2005,15,CARMEL COVE悅濤軒,1 KIN TUNG RD,1 健東路,1 KIN TUNG RD|1 健東路,"悅濤軒(映灣園),健東路","CARMEL COVE,CARIBBEAN COAST,KIN TUNG RD","CARMEL COVE,CARIBBEAN COAST,KIN TUNG RD|悅濤軒(映灣園),健東路",KIN TUNG RDCARIBBEAN COASTCARMEL COVE悅濤軒|Phase3|Block9|62|Aconsid10.8,62,很低,中層,北,沒資料,基本,單位實用四正 交通方便 配套完善
72925,19110401900170,ASP,2019-10-28,RES,blank,2015/09,10.83,0,1034,0,10474,blank,BW:32 SF (NE) / BAL:32 SF (NI) / UP:16 SF (NI) / ,5635355,19110401900170,B,15.0,7,blank,blank,blank,THE VISIONARY,昇薈,YING HONG ST,迎康街,1,blank,ISL,TCTL37,THE VISIONARY||Phase |Block 7,迎康街THE VISIONARY|Phase|Block7,迎康街THE VISIONARY|Phase|Block7|15|B,離島,2015,5,blankblank,1 YING HONG ST,1 迎康街,1 YING HONG ST|1 迎康街,"昇薈7座,迎康街","THE VISIONARY(BLOCK 7),YING HONG ST","THE VISIONARY(Block 7),YING HONG ST|昇薈7座,迎康街",YING HONG STTHE VISIONARYblankblank|Phaseblank|Block7|15|Bconsid10.83,15,近乎零,中層,東北,四正,有,單位實用四正 交通方便 配套完善
