,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,flLv,orient,layout,finishes,remark
4737,19012401460250,ASP,2019-01-18,RES,CP,1987/05,66.0,2200,1865,30000,35389,blank,BW:50 SF (GI/NE) / ,5489735,19012401460250,A,20.0,1,blank,blank,blank,RUBY COURT,嘉麟閣,SOUTH BAY RD,南灣道,55,blank,HRB,RBL1060,RUBY COURT||Phase |Block 1,南灣道RUBY COURT|Phase|Block1,南灣道RUBY COURT|Phase|Block1|20|A,淺水灣/壽臣山,1987,33,blankblank,55 SOUTH BAY RD|南灣道,55 SOUTH BAY RD,55 南灣道,"嘉麟閣1座,南灣道","RUBY COURT(BLOCK 1),SOUTH BAY RD","RUBY COURT(Block 1),SOUTH BAY RD|嘉麟閣1座,南灣道",SOUTH BAY RDRUBY COURTblankblank|Phaseblank|Block1|20|Aconsid66.0,20,中層,東南,呂字型,有,單位實用四正 交通方便 配套完善
4738,19012500090015,ASP,2019-01-18,RES,CP,1994/02,45.3,1740,1289,26034,35144,GFA INCL PLANTER:6 SF                                                           ,BW:44 SF (GI/NE) / BAL:37 SF (GI/NI) / ,5489776,19012500090015,B,16.0,3,blank,blank,blank,37 REPULSE BAY RD,淺水灣道 37號,REPULSE BAY RD,淺水灣道,37,blank,HRB,RBL410,37 REPULSE BAY RD||Phase |Block 3,淺水灣道37 REPULSE BAY RD|Phase|Block3,淺水灣道37 REPULSE BAY RD|Phase|Block3|16|B,淺水灣/壽臣山,1994,26,blankblank,37 REPULSE BAY RD|淺水灣道,37 REPULSE BAY RD,37 淺水灣道,"淺水灣道 37號3座,淺水灣道","37 REPULSE BAY RD(BLOCK 3),REPULSE BAY RD","37 REPULSE BAY RD(Block 3),REPULSE BAY RD|淺水灣道 37號3座,淺水灣道",REPULSE BAY RD37 REPULSE BAY RDblankblank|Phaseblank|Block3|16|Bconsid45.3,16,低層,西南,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
4739,19012900080018,ASP,2019-01-11,RES,CP,1994/02,28.5,1220,882,23361,32313,GFA INCL PLANTER:6 SF                                                           ,BW:56 SF (GI/NE) / ,5491801,19012900080018,A,16.0,3,blank,blank,blank,37 REPULSE BAY RD,淺水灣道 37號,REPULSE BAY RD,淺水灣道,37,blank,HRB,RBL410,37 REPULSE BAY RD||Phase |Block 3,淺水灣道37 REPULSE BAY RD|Phase|Block3,淺水灣道37 REPULSE BAY RD|Phase|Block3|16|A,淺水灣/壽臣山,1994,26,blankblank,37 REPULSE BAY RD|淺水灣道,37 REPULSE BAY RD,37 淺水灣道,"淺水灣道 37號3座,淺水灣道","37 REPULSE BAY RD(BLOCK 3),REPULSE BAY RD","37 REPULSE BAY RD(Block 3),REPULSE BAY RD|淺水灣道 37號3座,淺水灣道",REPULSE BAY RD37 REPULSE BAY RDblankblank|Phaseblank|Block3|16|Aconsid28.5,16,中層,北,沒資料,有,單位實用四正 交通方便 配套完善
4740,19022700490087,ASP,2019-02-14,RES,blank,2018/01,292.0302,0,4214,0,69300,blank,BAL:220 SF (NI) / RM:73 SF (NE) / ,5504258,19022700490087,C,7.0,2,blank,blank,blank,8 DEEP WATER BAY DR,深水灣徑8號,DEEP WATER BAY DR,深水灣徑,8,blank,HRB,RBL1190,8 DEEP WATER BAY DR||Phase |Block 2,深水灣徑8 DEEP WATER BAY DR|Phase|Block2,深水灣徑8 DEEP WATER BAY DR|Phase|Block2|7|C,淺水灣/壽臣山,2018,2,blankblank,8 DEEP WATER BAY DR|深水灣徑,8 DEEP WATER BAY DR,8 深水灣徑,"深水灣徑8號2座,深水灣徑","8 DEEP WATER BAY DR(BLOCK 2),DEEP WATER BAY DR","8 DEEP WATER BAY DR(Block 2),DEEP WATER BAY DR|深水灣徑8號2座,深水灣徑",DEEP WATER BAY DR8 DEEP WATER BAY DRblankblank|Phaseblank|Block2|7|Cconsid292.0302,7,高層,西北,四正,有,單位實用四正 交通方便 配套完善
4741,19022700490098,ASP,2019-02-14,RES,blank,2018/01,228.6548,0,3641,0,62800,blank,BAL:220 SF (NI) / RM:74 SF (NE) / ,5504259,19022700490098,B,7.0,1,blank,blank,blank,8 DEEP WATER BAY DR,深水灣徑8號,DEEP WATER BAY DR,深水灣徑,8,blank,HRB,RBL1190,8 DEEP WATER BAY DR||Phase |Block 1,深水灣徑8 DEEP WATER BAY DR|Phase|Block1,深水灣徑8 DEEP WATER BAY DR|Phase|Block1|7|B,淺水灣/壽臣山,2018,2,blankblank,8 DEEP WATER BAY DR|深水灣徑,8 DEEP WATER BAY DR,8 深水灣徑,"深水灣徑8號1座,深水灣徑","8 DEEP WATER BAY DR(BLOCK 1),DEEP WATER BAY DR","8 DEEP WATER BAY DR(Block 1),DEEP WATER BAY DR|深水灣徑8號1座,深水灣徑",DEEP WATER BAY DR8 DEEP WATER BAY DRblankblank|Phaseblank|Block1|7|Bconsid228.6548,7,低層,東,呂字型,有,業主減價 上車筍盤 歡迎約睇
4743,19031201430056,ASP,2019-02-15,RES,CP,1984/11,24.6,1433,1145,17167,21485,blank,blank,5509021,19031201430056,D,16.0,blank,blank,SOUTH BAY TOWERS,南灣大廈,blank,blank,SOUTH BAY RD,南灣道,59,blank,HRB,RBL1049,|SOUTH BAY TOWERS南灣大廈|Phase |Block ,南灣道SOUTH BAY TOWERS南灣大廈|Phase|Block,南灣道SOUTH BAY TOWERS南灣大廈|Phase|Block|16|D,淺水灣/壽臣山,1984,36,SOUTH BAY TOWERS南灣大廈,59 SOUTH BAY RD|南灣道,59 SOUTH BAY RD,59 南灣道,"南灣大廈,南灣道","SOUTH BAY TOWERS,SOUTH BAY RD","SOUTH BAY TOWERS,SOUTH BAY RD|南灣大廈,南灣道",SOUTH BAY RDblankSOUTH BAY TOWERS南灣大廈|Phaseblank|Blockblank|16|Dconsid24.6,16,中層,東,四正,良好,業主減價 上車筍盤 歡迎約睇
4746,19040100800010,ASP,2019-03-26,RES,CP,2000/07,24.5,1698,1274,14429,19231,blank,blank,5518982,19040100800010,B,5.0,2,blank,blank,blank,SOUTH BAY PALACE,南灣御苑,SOUTH BAY CLOSE,南灣坊,25,blank,HRB,RBL884,SOUTH BAY PALACE||Phase |Block 2,南灣坊SOUTH BAY PALACE|Phase|Block2,南灣坊SOUTH BAY PALACE|Phase|Block2|5|B,淺水灣/壽臣山,2000,20,blankblank,25 SOUTH BAY CLOSE|南灣坊,25 SOUTH BAY CLOSE,25 南灣坊,"南灣御苑2座,南灣坊","SOUTH BAY PALACE(BLOCK 2),SOUTH BAY CLOSE","SOUTH BAY PALACE(Block 2),SOUTH BAY CLOSE|南灣御苑2座,南灣坊",SOUTH BAY CLOSESOUTH BAY PALACEblankblank|Phaseblank|Block2|5|Bconsid24.5,5,中層,南,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
4747,19040201040035,ASP,2019-03-25,RES,blank,2018/01,221.3728,0,3641,0,60800,blank,BAL:220 SF (NI) / RM:74 SF (NE) / ,5519340,19040201040035,B,5.0,1,blank,blank,blank,8 DEEP WATER BAY DR,深水灣徑8號,DEEP WATER BAY DR,深水灣徑,8,blank,HRB,RBL1190,8 DEEP WATER BAY DR||Phase |Block 1,深水灣徑8 DEEP WATER BAY DR|Phase|Block1,深水灣徑8 DEEP WATER BAY DR|Phase|Block1|5|B,淺水灣/壽臣山,2018,2,blankblank,8 DEEP WATER BAY DR|深水灣徑,8 DEEP WATER BAY DR,8 深水灣徑,"深水灣徑8號1座,深水灣徑","8 DEEP WATER BAY DR(BLOCK 1),DEEP WATER BAY DR","8 DEEP WATER BAY DR(Block 1),DEEP WATER BAY DR|深水灣徑8號1座,深水灣徑",DEEP WATER BAY DR8 DEEP WATER BAY DRblankblank|Phaseblank|Block1|5|Bconsid221.3728,5,高層,北,沒資料,有,業主減價 上車筍盤 歡迎約睇
4748,19040201650204,ASP,2019-03-22,RES,CP,1989/05,29.6,1275,994,23216,29779,blank,blank,5519532,19040201650204,27,19.0,3,blank,PARKVIEW SUITE,陽明居,HONG KONG PARKVIEW,陽明山莊,TAI TAM RESERVOIR RD,大潭水塘道,88,blank,HRB,RBL1051&EXT,HONG KONG PARKVIEW|PARKVIEW SUITE陽明居|Phase |Block 3,大潭水塘道HONG KONG PARKVIEWPARKVIEW SUITE陽明居|Phase|Block3,大潭水塘道HONG KONG PARKVIEWPARKVIEW SUITE陽明居|Phase|Block3|19|27,淺水灣/壽臣山,1989,31,PARKVIEW SUITE陽明居,88 TAI TAM RESERVOIR RD|大潭水塘道,88 TAI TAM RESERVOIR RD,88 大潭水塘道,"陽明居,陽明山莊,大潭水塘道","PARKVIEW SUITE,HONG KONG PARKVIEW,TAI TAM RESERVOIR RD","PARKVIEW SUITE,HONG KONG PARKVIEW,TAI TAM RESERVOIR RD|陽明居,陽明山莊,大潭水塘道",TAI TAM RESERVOIR RDHONG KONG PARKVIEWPARKVIEW SUITE陽明居|Phaseblank|Block3|19|27consid29.6,19,高層,東,呂字型,基本,單位實用四正 交通方便 配套完善
4751,19041200420089,ASP,2019-03-26,RES,CP,1986/12,91.5,3061,2663,29892,34360,blank,BW:85 SF (GU/NU) / ,5524893,19041200420089,B,26.0,1,blank,blank,blank,GRAND GDN,華景園,SOUTH BAY RD,南灣道,61,blank,HRB,RBL1059,GRAND GDN||Phase |Block 1,南灣道GRAND GDN|Phase|Block1,南灣道GRAND GDN|Phase|Block1|26|B,淺水灣/壽臣山,1986,34,blankblank,61 SOUTH BAY RD|南灣道,61 SOUTH BAY RD,61 南灣道,"華景園1座,南灣道","GRAND GDN(BLOCK 1),SOUTH BAY RD","GRAND GDN(Block 1),SOUTH BAY RD|華景園1座,南灣道",SOUTH BAY RDGRAND GDNblankblank|Phaseblank|Block1|26|Bconsid91.5,26,低層,北,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
