,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy
8705,19032501330102,ASP,2019-03-04,RES,blank,2019/03,3.5201,0,470,0,7490,blank,blank,5514946,19032501330102,2,19.0,B,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block B,沐安街KAI LONG COURT|Phase|BlockB,沐安街KAI LONG COURT|Phase|BlockB|19|2,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑B座,沐安街","KAI LONG COURT(BLOCK B),MUK ON ST","KAI LONG COURT(Block B),MUK ON ST|啟朗苑B座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockB|19|2consid3.5201,19
8706,19032501420067,ASP,2019-03-06,RES,blank,2018/12,53.188,0,1466,0,36281,blank,BAL:50 SF (NI) / GDN:360 SF / YARD:78 SF / ,5514963,19032501420067,C,,C,blank,blank,blank,OASIS KAI TAK,blank,MUK NING ST,沐寧街,10,blank,KKAI,NKIL6541,OASIS KAI TAK||Phase |Block C,沐寧街OASIS KAI TAK|Phase|BlockC,沐寧街OASIS KAI TAK|Phase|BlockC|G|C,啟德,2018,2,blankblank,10 MUK NING ST|沐寧街,10 MUK NING ST,10 沐寧街,"blankC座,沐寧街","OASIS KAI TAK(BLOCK C),MUK NING ST","OASIS KAI TAK(Block C),MUK NING ST|blankC座,沐寧街",MUK NING STOASIS KAI TAKblankblank|Phaseblank|BlockC|G|Cconsid53.188,G
8707,19032600040017,ASP,2019-03-11,RES,blank,2019/03,2.9187,0,384,0,7601,blank,blank,5515304,19032600040017,3,31.0,A,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block A,沐安街KAI LONG COURT|Phase|BlockA,沐安街KAI LONG COURT|Phase|BlockA|31|3,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑A座,沐安街","KAI LONG COURT(BLOCK A),MUK ON ST","KAI LONG COURT(Block A),MUK ON ST|啟朗苑A座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockA|31|3consid2.9187,31
8708,19032600210123,ASP,2019-03-05,RES,blank,2019/03,3.4979,0,470,0,7442,blank,blank,5515318,19032600210123,2,17.0,B,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block B,沐安街KAI LONG COURT|Phase|BlockB,沐安街KAI LONG COURT|Phase|BlockB|17|2,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑B座,沐安街","KAI LONG COURT(BLOCK B),MUK ON ST","KAI LONG COURT(Block B),MUK ON ST|啟朗苑B座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockB|17|2consid3.4979,17
8709,19032600210145,ASP,2019-03-06,RES,blank,2019/03,3.0003,0,456,0,6580,blank,blank,5515320,19032600210145,7,2.0,A,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block A,沐安街KAI LONG COURT|Phase|BlockA,沐安街KAI LONG COURT|Phase|BlockA|2|7,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑A座,沐安街","KAI LONG COURT(BLOCK A),MUK ON ST","KAI LONG COURT(Block A),MUK ON ST|啟朗苑A座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockA|2|7consid3.0003,2
8710,19032600210158,ASP,2019-03-06,RES,blank,2019/03,3.3896,0,470,0,7212,blank,blank,5515321,19032600210158,2,8.0,B,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block B,沐安街KAI LONG COURT|Phase|BlockB,沐安街KAI LONG COURT|Phase|BlockB|8|2,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑B座,沐安街","KAI LONG COURT(BLOCK B),MUK ON ST","KAI LONG COURT(Block B),MUK ON ST|啟朗苑B座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockB|8|2consid3.3896,8
8711,19032600210171,ASP,2019-03-07,RES,blank,2019/03,3.2727,0,456,0,7177,blank,blank,5515323,19032600210171,7,17.0,A,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block A,沐安街KAI LONG COURT|Phase|BlockA,沐安街KAI LONG COURT|Phase|BlockA|17|7,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑A座,沐安街","KAI LONG COURT(BLOCK A),MUK ON ST","KAI LONG COURT(Block A),MUK ON ST|啟朗苑A座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockA|17|7consid3.2727,17
8712,19032600210209,ASP,2019-03-12,RES,blank,2019/03,2.9179,0,385,0,7579,blank,blank,5515326,19032600210209,5,19.0,B,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block B,沐安街KAI LONG COURT|Phase|BlockB,沐安街KAI LONG COURT|Phase|BlockB|19|5,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑B座,沐安街","KAI LONG COURT(BLOCK B),MUK ON ST","KAI LONG COURT(Block B),MUK ON ST|啟朗苑B座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockB|19|5consid2.9179,19
8713,19032600210223,ASP,2019-03-18,RES,blank,2019/03,2.674,0,384,0,6964,blank,blank,5515328,19032600210223,3,2.0,C,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block C,沐安街KAI LONG COURT|Phase|BlockC,沐安街KAI LONG COURT|Phase|BlockC|2|3,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑C座,沐安街","KAI LONG COURT(BLOCK C),MUK ON ST","KAI LONG COURT(Block C),MUK ON ST|啟朗苑C座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockC|2|3consid2.674,2
8714,19032600210230,ASP,2019-03-08,RES,blank,2019/03,3.1271,0,456,0,6858,blank,blank,5515329,19032600210230,7,7.0,C,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block C,沐安街KAI LONG COURT|Phase|BlockC,沐安街KAI LONG COURT|Phase|BlockC|7|7,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑C座,沐安街","KAI LONG COURT(BLOCK C),MUK ON ST","KAI LONG COURT(Block C),MUK ON ST|啟朗苑C座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockC|7|7consid3.1271,7
8715,19032600210267,ASP,2019-03-01,RES,blank,2019/03,2.8711,0,384,0,7477,blank,blank,5515332,19032600210267,3,16.0,C,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block C,沐安街KAI LONG COURT|Phase|BlockC,沐安街KAI LONG COURT|Phase|BlockC|16|3,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑C座,沐安街","KAI LONG COURT(BLOCK C),MUK ON ST","KAI LONG COURT(Block C),MUK ON ST|啟朗苑C座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockC|16|3consid2.8711,16
8716,19032600210285,ASP,2019-03-04,RES,blank,2019/03,3.5535,0,469,0,7577,blank,blank,5515334,19032600210285,3,22.0,B,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block B,沐安街KAI LONG COURT|Phase|BlockB,沐安街KAI LONG COURT|Phase|BlockB|22|3,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑B座,沐安街","KAI LONG COURT(BLOCK B),MUK ON ST","KAI LONG COURT(Block B),MUK ON ST|啟朗苑B座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockB|22|3consid3.5535,22
8717,19032600210294,ASP,2019-03-04,RES,blank,2019/03,3.4106,0,445,0,7664,blank,blank,5515335,19032600210294,6,21.0,B,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block B,沐安街KAI LONG COURT|Phase|BlockB,沐安街KAI LONG COURT|Phase|BlockB|21|6,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑B座,沐安街","KAI LONG COURT(BLOCK B),MUK ON ST","KAI LONG COURT(Block B),MUK ON ST|啟朗苑B座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockB|21|6consid3.4106,21
8718,19032600210313,ASP,2019-02-28,RES,blank,2019/03,3.5613,0,471,0,7561,blank,blank,5515336,19032600210313,5,21.0,C,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block C,沐安街KAI LONG COURT|Phase|BlockC,沐安街KAI LONG COURT|Phase|BlockC|21|5,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑C座,沐安街","KAI LONG COURT(BLOCK C),MUK ON ST","KAI LONG COURT(Block C),MUK ON ST|啟朗苑C座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockC|21|5consid3.5613,21
8719,19032600210322,ASP,2019-03-01,RES,blank,2019/03,3.4115,0,471,0,7243,blank,blank,5515337,19032600210322,5,8.0,A,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block A,沐安街KAI LONG COURT|Phase|BlockA,沐安街KAI LONG COURT|Phase|BlockA|8|5,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑A座,沐安街","KAI LONG COURT(BLOCK A),MUK ON ST","KAI LONG COURT(Block A),MUK ON ST|啟朗苑A座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockA|8|5consid3.4115,8
8720,19032600980068,ASP,2019-03-22,RES,blank,2019/03,2.7556,0,384,0,7176,blank,blank,5515597,19032600980068,2,17.0,C,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block C,沐安街KAI LONG COURT|Phase|BlockC,沐安街KAI LONG COURT|Phase|BlockC|17|2,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑C座,沐安街","KAI LONG COURT(BLOCK C),MUK ON ST","KAI LONG COURT(Block C),MUK ON ST|啟朗苑C座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockC|17|2consid2.7556,17
8721,19032602120017,ASP,2019-03-04,RES,blank,2019/03,3.5452,0,469,0,7559,blank,blank,5515885,19032602120017,3,21.0,B,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block B,沐安街KAI LONG COURT|Phase|BlockB,沐安街KAI LONG COURT|Phase|BlockB|21|3,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑B座,沐安街","KAI LONG COURT(BLOCK B),MUK ON ST","KAI LONG COURT(Block B),MUK ON ST|啟朗苑B座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockB|21|3consid3.5452,21
8722,19032602340256,ASP,2019-03-05,RES,blank,2019/03,3.3257,0,460,0,7230,blank,blank,5515971,19032602340256,6,9.0,C,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block C,沐安街KAI LONG COURT|Phase|BlockC,沐安街KAI LONG COURT|Phase|BlockC|9|6,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑C座,沐安街","KAI LONG COURT(BLOCK C),MUK ON ST","KAI LONG COURT(Block C),MUK ON ST|啟朗苑C座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockC|9|6consid3.3257,9
8723,19032700700062,ASP,2019-02-28,RES,blank,2019/03,3.5947,0,471,0,7632,blank,blank,5516292,19032700700062,5,20.0,C,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block C,沐安街KAI LONG COURT|Phase|BlockC,沐安街KAI LONG COURT|Phase|BlockC|20|5,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑C座,沐安街","KAI LONG COURT(BLOCK C),MUK ON ST","KAI LONG COURT(Block C),MUK ON ST|啟朗苑C座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockC|20|5consid3.5947,20
8724,19032702100047,ASP,2019-03-05,RES,blank,2019/03,3.45,0,460,0,7500,blank,blank,5516611,19032702100047,6,31.0,A,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block A,沐安街KAI LONG COURT|Phase|BlockA,沐安街KAI LONG COURT|Phase|BlockA|31|6,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑A座,沐安街","KAI LONG COURT(BLOCK A),MUK ON ST","KAI LONG COURT(Block A),MUK ON ST|啟朗苑A座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockA|31|6consid3.45,31
8725,19032800120061,ASP,2019-03-12,RES,blank,2019/03,2.9474,0,385,0,7656,blank,blank,5516749,19032800120061,5,23.0,B,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block B,沐安街KAI LONG COURT|Phase|BlockB,沐安街KAI LONG COURT|Phase|BlockB|23|5,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑B座,沐安街","KAI LONG COURT(BLOCK B),MUK ON ST","KAI LONG COURT(Block B),MUK ON ST|啟朗苑B座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockB|23|5consid2.9474,23
8726,19032800170051,ASP,2019-03-14,RES,blank,2019/03,2.1035,0,286,0,7355,blank,blank,5516760,19032800170051,10,12.0,B,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block B,沐安街KAI LONG COURT|Phase|BlockB,沐安街KAI LONG COURT|Phase|BlockB|12|10,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑B座,沐安街","KAI LONG COURT(BLOCK B),MUK ON ST","KAI LONG COURT(Block B),MUK ON ST|啟朗苑B座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockB|12|10consid2.1035,12
8727,19032800840046,ASP,2019-03-14,RES,blank,2019/03,2.8304,0,384,0,7371,blank,blank,5516974,19032800840046,2,22.0,A,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block A,沐安街KAI LONG COURT|Phase|BlockA,沐安街KAI LONG COURT|Phase|BlockA|22|2,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑A座,沐安街","KAI LONG COURT(BLOCK A),MUK ON ST","KAI LONG COURT(Block A),MUK ON ST|啟朗苑A座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockA|22|2consid2.8304,22
8728,19032801110116,ASP,2019-03-06,RES,blank,2019/03,2.9346,0,384,0,7642,blank,blank,5517046,19032801110116,3,3.0,A,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block A,沐安街KAI LONG COURT|Phase|BlockA,沐安街KAI LONG COURT|Phase|BlockA|3|3,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑A座,沐安街","KAI LONG COURT(BLOCK A),MUK ON ST","KAI LONG COURT(Block A),MUK ON ST|啟朗苑A座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockA|3|3consid2.9346,3
8729,19032801430015,ASP,2019-03-08,RES,blank,2019/03,3.2351,0,456,0,7095,blank,blank,5517085,19032801430015,7,16.0,C,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block C,沐安街KAI LONG COURT|Phase|BlockC,沐安街KAI LONG COURT|Phase|BlockC|16|7,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑C座,沐安街","KAI LONG COURT(BLOCK C),MUK ON ST","KAI LONG COURT(Block C),MUK ON ST|啟朗苑C座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockC|16|7consid3.2351,16
8730,19032801920115,ASP,2019-03-14,RES,blank,2019/03,2.7829,0,384,0,7247,blank,blank,5517229,19032801920115,2,20.0,C,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block C,沐安街KAI LONG COURT|Phase|BlockC,沐安街KAI LONG COURT|Phase|BlockC|20|2,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑C座,沐安街","KAI LONG COURT(BLOCK C),MUK ON ST","KAI LONG COURT(Block C),MUK ON ST|啟朗苑C座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockC|20|2consid2.7829,20
8731,19032801920120,ASP,2019-03-15,RES,blank,2019/03,2.7804,0,384,0,7241,blank,blank,5517230,19032801920120,2,16.0,A,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block A,沐安街KAI LONG COURT|Phase|BlockA,沐安街KAI LONG COURT|Phase|BlockA|16|2,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑A座,沐安街","KAI LONG COURT(BLOCK A),MUK ON ST","KAI LONG COURT(Block A),MUK ON ST|啟朗苑A座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockA|16|2consid2.7804,16
8732,19032802180109,ASP,2019-03-15,RES,blank,2019/03,2.7531,0,384,0,7170,blank,blank,5517306,19032802180109,2,13.0,A,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block A,沐安街KAI LONG COURT|Phase|BlockA,沐安街KAI LONG COURT|Phase|BlockA|13|2,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑A座,沐安街","KAI LONG COURT(BLOCK A),MUK ON ST","KAI LONG COURT(Block A),MUK ON ST|啟朗苑A座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockA|13|2consid2.7531,13
8733,19032802250088,ASP,2019-03-15,RES,CP,2018/12,25.09800000000001,0,698,0,35957,blank,BAL:27 SF (NI) / ,5517327,19032802250088,B,33.0,1,blank,blank,blank,OASIS KAI TAK,blank,MUK NING ST,沐寧街,10,blank,KKAI,NKIL6541,OASIS KAI TAK||Phase |Block 1,沐寧街OASIS KAI TAK|Phase|Block1,沐寧街OASIS KAI TAK|Phase|Block1|33|B,啟德,2018,2,blankblank,10 MUK NING ST|沐寧街,10 MUK NING ST,10 沐寧街,"blank1座,沐寧街","OASIS KAI TAK(BLOCK 1),MUK NING ST","OASIS KAI TAK(Block 1),MUK NING ST|blank1座,沐寧街",MUK NING STOASIS KAI TAKblankblank|Phaseblank|Block1|33|Bconsid25.098000000000006,33
8734,19032900170070,ASP,2019-03-21,RES,blank,2019/03,2.6784,0,384,0,6975,blank,blank,5517432,19032900170070,2,6.0,A,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block A,沐安街KAI LONG COURT|Phase|BlockA,沐安街KAI LONG COURT|Phase|BlockA|6|2,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑A座,沐安街","KAI LONG COURT(BLOCK A),MUK ON ST","KAI LONG COURT(Block A),MUK ON ST|啟朗苑A座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockA|6|2consid2.6784,6
8735,19032900170080,ASP,2019-03-12,RES,blank,2019/03,2.1525,0,287,0,7500,blank,blank,5517433,19032900170080,8,18.0,B,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block B,沐安街KAI LONG COURT|Phase|BlockB,沐安街KAI LONG COURT|Phase|BlockB|18|8,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑B座,沐安街","KAI LONG COURT(BLOCK B),MUK ON ST","KAI LONG COURT(Block B),MUK ON ST|啟朗苑B座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockB|18|8consid2.1525,18
8736,19032900170094,ASP,2019-03-13,RES,blank,2019/03,2.7804,0,384,0,7241,blank,blank,5517434,19032900170094,3,7.0,C,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block C,沐安街KAI LONG COURT|Phase|BlockC,沐安街KAI LONG COURT|Phase|BlockC|7|3,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑C座,沐安街","KAI LONG COURT(BLOCK C),MUK ON ST","KAI LONG COURT(Block C),MUK ON ST|啟朗苑C座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockC|7|3consid2.7804,7
8737,19032900620019,ASP,2019-03-14,RES,blank,2019/03,2.7995,0,385,0,7271,blank,blank,5517646,19032900620019,5,7.0,B,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block B,沐安街KAI LONG COURT|Phase|BlockB,沐安街KAI LONG COURT|Phase|BlockB|7|5,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑B座,沐安街","KAI LONG COURT(BLOCK B),MUK ON ST","KAI LONG COURT(Block B),MUK ON ST|啟朗苑B座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockB|7|5consid2.7995,7
8738,19032900620040,ASP,2019-03-18,RES,blank,2017/06,39.8,0,1638,0,24298,blank,BAL:54 SF (NI) / ,5517648,19032900620040,blank,3.0,L7,blank,blank,blank,ONE KAI TAK (I),啟德1號 (I),MUK NING ST,沐寧街,2,blank,KKAI,NKIL6516,ONE KAI TAK (I)||Phase |Block L7,沐寧街ONE KAI TAK (I)|Phase|BlockL7,沐寧街ONE KAI TAK (I)|Phase|BlockL7|3|,啟德,2017,3,blankblank,2 MUK NING ST|沐寧街,2 MUK NING ST,2 沐寧街,"啟德1號 (I)L7座,沐寧街","ONE KAI TAK (I)(BLOCK L7),MUK NING ST","ONE KAI TAK (I)(Block L7),MUK NING ST|啟德1號 (I)L7座,沐寧街",MUK NING STONE KAI TAK (I)blankblank|Phaseblank|BlockL7|3|blankconsid39.8,3
8739,19040100370032,ASP,2019-03-12,RES,blank,2006/11,5.9979999999999976,523,388,11468,15459,blank,BW:22 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5518459,19040100370032,H,53.0,6,blank,blank,blank,GRAND WATERFRONT,翔龍灣,SAN MA TAU ST,新碼頭街,38,blank,KKAI,KML102RP,GRAND WATERFRONT||Phase |Block 6,新碼頭街GRAND WATERFRONT|Phase|Block6,新碼頭街GRAND WATERFRONT|Phase|Block6|53|H,啟德,2006,14,blankblank,38 SAN MA TAU ST|新碼頭街,38 SAN MA TAU ST,38 新碼頭街,"翔龍灣6座,新碼頭街","GRAND WATERFRONT(BLOCK 6),SAN MA TAU ST","GRAND WATERFRONT(Block 6),SAN MA TAU ST|翔龍灣6座,新碼頭街",SAN MA TAU STGRAND WATERFRONTblankblank|Phaseblank|Block6|53|Hconsid5.997999999999998,53
8740,19040101930034,ASP,2019-03-07,RES,blank,2019/03,3.2459,0,456,0,7118,blank,blank,5518919,19040101930034,7,17.0,C,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block C,沐安街KAI LONG COURT|Phase|BlockC,沐安街KAI LONG COURT|Phase|BlockC|17|7,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑C座,沐安街","KAI LONG COURT(BLOCK C),MUK ON ST","KAI LONG COURT(Block C),MUK ON ST|啟朗苑C座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockC|17|7consid3.2459,17
8741,19040101930049,ASP,2019-03-07,RES,blank,2019/03,3.2175,0,470,0,6846,blank,blank,5518920,19040101930049,2,2.0,B,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block B,沐安街KAI LONG COURT|Phase|BlockB,沐安街KAI LONG COURT|Phase|BlockB|2|2,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑B座,沐安街","KAI LONG COURT(BLOCK B),MUK ON ST","KAI LONG COURT(Block B),MUK ON ST|啟朗苑B座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockB|2|2consid3.2175,2
