,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,flLv,orient,layout,finishes,remark
52072,19010900380072,ASP,2019-01-07,RES,blank,1984/12,1.66,0,277,0,5993,blank,blank,5481958,19010900380072,6,21.0,2,blank,SHUN YEE HSE,信義樓,LEI CHENG UK EST,李鄭屋邨,FAT TSEUNG ST,發祥街,10,blank,KCSW,NKIL6416,LEI CHENG UK EST|SHUN YEE HSE信義樓|Phase |Block 2,發祥街LEI CHENG UK ESTSHUN YEE HSE信義樓|Phase|Block2,發祥街LEI CHENG UK ESTSHUN YEE HSE信義樓|Phase|Block2|21|6,長沙灣/深水埗,1984,36,SHUN YEE HSE信義樓,10 FAT TSEUNG ST|發祥街,10 FAT TSEUNG ST,10 發祥街,"信義樓,李鄭屋邨,發祥街","SHUN YEE HSE,LEI CHENG UK EST,FAT TSEUNG ST","SHUN YEE HSE,LEI CHENG UK EST,FAT TSEUNG ST|信義樓,李鄭屋邨,發祥街",FAT TSEUNG STLEI CHENG UK ESTSHUN YEE HSE信義樓|Phaseblank|Block2|21|6consid1.66,21,高層,西南,四正,良好,業主減價 上車筍盤 歡迎約睇
52090,19011101080167,ASP,2019-01-04,RES,blank,1998/08,3.57,337,229,10593,15590,blank,BW:19 SF (GI/NE) / ,5483474,19011101080167,A,4.0,blank,blank,FULL ART COURT,富雅閣,blank,blank,UN CHAU ST,元州街,71,73,KCSW,NKIL2007RP / NKIL2008RP,|FULL ART COURT富雅閣|Phase |Block ,元州街FULL ART COURT富雅閣|Phase|Block,元州街FULL ART COURT富雅閣|Phase|Block|4|A,長沙灣/深水埗,1998,22,FULL ART COURT富雅閣,71-73 UN CHAU ST|元州街,71-73 UN CHAU ST,71-73 元州街,"富雅閣,元州街","FULL ART COURT,UN CHAU ST","FULL ART COURT,UN CHAU ST|富雅閣,元州街",UN CHAU STblankFULL ART COURT富雅閣|Phaseblank|Blockblank|4|Aconsid3.57,4,中層,東,沒資料,有,業主減價 上車筍盤 歡迎約睇
52091,19011101500080,ASP,2019-01-04,RES,blank,2016/03,3.92,0,193,0,20311,blank,BAL:22 SF (NI) / ,5483547,19011101500080,C,3.0,blank,blank,HIGH ONE,曉悅,blank,blank,FUK WA ST,福華街,571,blank,KCSW,NKIL2189 / NKIL2190 /,|HIGH ONE曉悅|Phase |Block ,福華街HIGH ONE曉悅|Phase|Block,福華街HIGH ONE曉悅|Phase|Block|3|C,長沙灣/深水埗,2016,4,HIGH ONE曉悅,571 FUK WA ST|福華街,571 FUK WA ST,571 福華街,"曉悅,福華街","HIGH ONE,FUK WA ST","HIGH ONE,FUK WA ST|曉悅,福華街",FUK WA STblankHIGH ONE曉悅|Phaseblank|Blockblank|3|Cconsid3.92,3,低層,南,呂字型,良好,單位實用四正 交通方便 配套完善
52097,19011400430120,ASP,2019-01-03,RES,blank,1981/06,3.25,264,194,12311,16753,blank,blank,5484026,19011400430120,D,6.0,blank,blank,MAN WOO BLDG,萬和大廈,blank,blank,POPLAR ST,白楊街,62,blank,KCSW,NKIL4191 / NKIL4190,|MAN WOO BLDG萬和大廈|Phase |Block ,白楊街MAN WOO BLDG萬和大廈|Phase|Block,白楊街MAN WOO BLDG萬和大廈|Phase|Block|6|D,長沙灣/深水埗,1981,39,MAN WOO BLDG萬和大廈,62 POPLAR ST|白楊街,62 POPLAR ST,62 白楊街,"萬和大廈,白楊街","MAN WOO BLDG,POPLAR ST","MAN WOO BLDG,POPLAR ST|萬和大廈,白楊街",POPLAR STblankMAN WOO BLDG萬和大廈|Phaseblank|Blockblank|6|Dconsid3.25,6,高層,南,呂字型,良好,單位實用四正 交通方便 配套完善
52105,19011401500190,ASP,2019-01-03,RES,blank,1964/04,3.6,0,455,0,7912,blank,blank,5484570,19011401500190,blank,1.0,blank,blank,blank,blank,blank,blank,FUK WING ST,福榮街,30,blank,KCSW,NKIL1464RP,||Phase |Block ,福榮街|Phase|Block,福榮街|Phase|Block|1|,長沙灣/深水埗,1964,56,blankblank,30 FUK WING ST|福榮街,30 FUK WING ST,30 福榮街,30 福榮街,30 FUK WING ST,30 FUK WING ST|福榮街,FUK WING STblankblankblank|Phaseblank|Blockblank|1|blankconsid3.6,1,中層,東南,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
52109,19011500930168,ASP,2019-01-03,RES,blank,1993/02,5.35,741,592,7220,9037,blank,blank,5484857,19011500930168,5,7.0,B,blank,WING HEI HSE,榮熙閣,PO HEI COURT,寶熙苑,PO ON RD,保安道,255,blank,KCSW,NKIL6117,PO HEI COURT|WING HEI HSE榮熙閣|Phase |Block B,保安道PO HEI COURTWING HEI HSE榮熙閣|Phase|BlockB,保安道PO HEI COURTWING HEI HSE榮熙閣|Phase|BlockB|7|5,長沙灣/深水埗,1993,27,WING HEI HSE榮熙閣,255 PO ON RD|保安道,255 PO ON RD,255 保安道,"榮熙閣,寶熙苑,保安道","WING HEI HSE,PO HEI COURT,PO ON RD","WING HEI HSE,PO HEI COURT,PO ON RD|榮熙閣,寶熙苑,保安道",PO ON RDPO HEI COURTWING HEI HSE榮熙閣|Phaseblank|BlockB|7|5consid5.35,7,中層,東,沒資料,基本,單位實用四正 交通方便 配套完善
52112,19011600230057,ASP,2019-01-10,RES,blank,2016/04,5.8,0,339,0,17109,blank,BW:12 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5485296,19011600230057,A,21.0,blank,blank,GIOVANE,青薈,blank,blank,CASTLE PEAK RD,青山道,201,blank,KCSW,NKIL2798sBRP / NKIL2798sC,|GIOVANE青薈|Phase |Block ,青山道GIOVANE青薈|Phase|Block,青山道GIOVANE青薈|Phase|Block|21|A,長沙灣/深水埗,2016,4,GIOVANE青薈,201 CASTLE PEAK RD|青山道,201 CASTLE PEAK RD,201 青山道,"青薈,青山道","GIOVANE,CASTLE PEAK RD","GIOVANE,CASTLE PEAK RD|青薈,青山道",CASTLE PEAK RDblankGIOVANE青薈|Phaseblank|Blockblank|21|Aconsid5.8,21,低層,西,沒資料,有,業主減價 上車筍盤 歡迎約睇
52115,19011600670021,ASP,2019-01-08,RES,blank,1991/06,5.5,554,385,9928,14286,blank,BW:21 SF (GI/NE) / ,5485435,19011600670021,H,22.0,1,blank,blank,blank,LAI BO GDN,麗寶花園,CHEUNG WAH ST,昌華街,38,blank,KCSW,NKIL6037,LAI BO GDN||Phase |Block 1,昌華街LAI BO GDN|Phase|Block1,昌華街LAI BO GDN|Phase|Block1|22|H,長沙灣/深水埗,1991,29,blankblank,38 CHEUNG WAH ST|昌華街,38 CHEUNG WAH ST,38 昌華街,"麗寶花園1座,昌華街","LAI BO GDN(BLOCK 1),CHEUNG WAH ST","LAI BO GDN(Block 1),CHEUNG WAH ST|麗寶花園1座,昌華街",CHEUNG WAH STLAI BO GDNblankblank|Phaseblank|Block1|22|Hconsid5.5,22,高層,西,四正,有,單位實用四正 交通方便 配套完善
52117,19011602110070,ASP,2019-01-08,RES,blank,1990/03,3.7,0,494,0,7490,blank,blank,5485765,19011602110070,5,19.0,4,blank,TAO TAK HSE,道德樓,LEI CHENG UK EST,李鄭屋邨,FAT TSEUNG ST,發祥街,10,blank,KCSW,NKIL6416,LEI CHENG UK EST|TAO TAK HSE道德樓|Phase |Block 4,發祥街LEI CHENG UK ESTTAO TAK HSE道德樓|Phase|Block4,發祥街LEI CHENG UK ESTTAO TAK HSE道德樓|Phase|Block4|19|5,長沙灣/深水埗,1990,30,TAO TAK HSE道德樓,10 FAT TSEUNG ST|發祥街,10 FAT TSEUNG ST,10 發祥街,"道德樓,李鄭屋邨,發祥街","TAO TAK HSE,LEI CHENG UK EST,FAT TSEUNG ST","TAO TAK HSE,LEI CHENG UK EST,FAT TSEUNG ST|道德樓,李鄭屋邨,發祥街",FAT TSEUNG STLEI CHENG UK ESTTAO TAK HSE道德樓|Phaseblank|Block4|19|5consid3.7,19,高層,東,沒資料,有,業主減價 上車筍盤 歡迎約睇
52118,19011602300029,ASP,2019-01-08,RES,blank,1999/12,6.18,665,475,9293,13011,blank,BW:29 SF (GI/NE) / ,5485802,19011602300029,A,11.0,blank,blank,CHARMING GDN,長盛豪苑,blank,blank,CHEUNG SHA WAN RD,長沙灣道,638,blank,KCSW,NKIL971sFRP /,|CHARMING GDN長盛豪苑|Phase |Block ,長沙灣道CHARMING GDN長盛豪苑|Phase|Block,長沙灣道CHARMING GDN長盛豪苑|Phase|Block|11|A,長沙灣/深水埗,1999,21,CHARMING GDN長盛豪苑,638 CHEUNG SHA WAN RD|長沙灣道,638 CHEUNG SHA WAN RD,638 長沙灣道,"長盛豪苑,長沙灣道","CHARMING GDN,CHEUNG SHA WAN RD","CHARMING GDN,CHEUNG SHA WAN RD|長盛豪苑,長沙灣道",CHEUNG SHA WAN RDblankCHARMING GDN長盛豪苑|Phaseblank|Blockblank|11|Aconsid6.18,11,中層,東北,呂字型,良好,單位實用四正 交通方便 配套完善
