,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,flLv,orient,layout,finishes,remark
15951,19011800700034,ASP,2019-01-15,RES,blank,1991/11,2.68,0,443,0,6050,blank,blank,5487021,19011800700034,21,22.0,5,blank,WAH YIN HSE,華賢樓,WAH KWAI EST,華貴村,WAH KWAI RD,華貴道,3,blank,HPFL,AIL443RP / AIL443sA&EXT,WAH KWAI EST|WAH YIN HSE華賢樓|Phase |Block 5,華貴道WAH KWAI ESTWAH YIN HSE華賢樓|Phase|Block5,華貴道WAH KWAI ESTWAH YIN HSE華賢樓|Phase|Block5|22|21,薄扶林,1991,29,WAH YIN HSE華賢樓,3 WAH KWAI RD|華貴道,3 WAH KWAI RD,3 華貴道,"華賢樓,華貴村,華貴道","WAH YIN HSE,WAH KWAI EST,WAH KWAI RD","WAH YIN HSE,WAH KWAI EST,WAH KWAI RD|華賢樓,華貴村,華貴道",WAH KWAI RDWAH KWAI ESTWAH YIN HSE華賢樓|Phaseblank|Block5|22|21consid2.68,22,高層,西北,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
15954,19013002260030,ASP,2019-01-14,RES,blank,1979/12,12.38,833,732,14862,16913,blank,blank,5492484,19013002260030,D,12.0,2,blank,blank,blank,POKFULAM GDN,薄扶林花園,POK FU LAM RD,薄扶林道,180,blank,HPFL,IL9005,POKFULAM GDN||Phase |Block 2,薄扶林道POKFULAM GDN|Phase|Block2,薄扶林道POKFULAM GDN|Phase|Block2|12|D,薄扶林,1979,41,blankblank,180 POK FU LAM RD|薄扶林道,180 POK FU LAM RD,180 薄扶林道,"薄扶林花園2座,薄扶林道","POKFULAM GDN(BLOCK 2),POK FU LAM RD","POKFULAM GDN(Block 2),POK FU LAM RD|薄扶林花園2座,薄扶林道",POK FU LAM RDPOKFULAM GDNblankblank|Phaseblank|Block2|12|Dconsid12.38,12,高層,西,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
15955,19020100390106,ASP,2019-01-16,RES,blank,1981/06,6.0,518,435,11583,13793,blank,blank,5493375,19020100390106,H,18.0,19,blank,FU WING YUEN,富榮苑,CHI FU FA YUEN,置富花園,CHI FU RD,置富道,19,blank,HPFL,IL8442sH,CHI FU FA YUEN|FU WING YUEN富榮苑|Phase |Block 19,置富道CHI FU FA YUENFU WING YUEN富榮苑|Phase|Block19,置富道CHI FU FA YUENFU WING YUEN富榮苑|Phase|Block19|18|H,薄扶林,1981,39,FU WING YUEN富榮苑,19 CHI FU RD|置富道,19 CHI FU RD,19 置富道,"富榮苑,置富花園,置富道","FU WING YUEN,CHI FU FA YUEN,CHI FU RD","FU WING YUEN,CHI FU FA YUEN,CHI FU RD|富榮苑,置富花園,置富道",CHI FU RDCHI FU FA YUENFU WING YUEN富榮苑|Phaseblank|Block19|18|Hconsid6.0,18,低層,西南,呂字型,良好,單位實用四正 交通方便 配套完善
15956,19020101910168,ASP,2019-01-25,RES,blank,1980/04,8.899,694,582,12823,15290,blank,blank,5493852,19020101910168,B,22.0,11,blank,FU HENG YUEN,富恒苑,CHI FU FA YUEN,置富花園,CHI FU RD,置富道,11,blank,HPFL,IL8442sE,CHI FU FA YUEN|FU HENG YUEN富恒苑|Phase |Block 11,置富道CHI FU FA YUENFU HENG YUEN富恒苑|Phase|Block11,置富道CHI FU FA YUENFU HENG YUEN富恒苑|Phase|Block11|22|B,薄扶林,1980,40,FU HENG YUEN富恒苑,11 CHI FU RD|置富道,11 CHI FU RD,11 置富道,"富恒苑,置富花園,置富道","FU HENG YUEN,CHI FU FA YUEN,CHI FU RD","FU HENG YUEN,CHI FU FA YUEN,CHI FU RD|富恒苑,置富花園,置富道",CHI FU RDCHI FU FA YUENFU HENG YUEN富恒苑|Phaseblank|Block11|22|Bconsid8.899,22,中層,南,四正,良好,單位實用四正 交通方便 配套完善
15957,19020401090042,ASP,2019-01-21,RES,blank,1978/09,7.25,694,582,10447,12457,blank,blank,5494607,19020401090042,B,11.0,6,blank,FU YAT YUEN,富逸苑,CHI FU FA YUEN,置富花園,CHI FU RD,置富道,6,blank,HPFL,IL8442sC,CHI FU FA YUEN|FU YAT YUEN富逸苑|Phase |Block 6,置富道CHI FU FA YUENFU YAT YUEN富逸苑|Phase|Block6,置富道CHI FU FA YUENFU YAT YUEN富逸苑|Phase|Block6|11|B,薄扶林,1978,42,FU YAT YUEN富逸苑,6 CHI FU RD|置富道,6 CHI FU RD,6 置富道,"富逸苑,置富花園,置富道","FU YAT YUEN,CHI FU FA YUEN,CHI FU RD","FU YAT YUEN,CHI FU FA YUEN,CHI FU RD|富逸苑,置富花園,置富道",CHI FU RDCHI FU FA YUENFU YAT YUEN富逸苑|Phaseblank|Block6|11|Bconsid7.25,11,高層,東北,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
15958,19020801520021,ASP,2019-01-25,RES,blank,2008/09,16.68,939,751,17764,22210,blank,BW:9 SF (GU/NU) / BAL:37 SF (GU/NU) / UP:16 SF (GU/NU) / ,5495391,19020801520021,B,41.0,6,6,BEL-AIR NO.8,blank,BEL-AIR ON THE PEAK,貝沙灣,BEL-AIR PEAK AVE,貝沙山道,8,blank,HPFL,IL8969sB,BEL-AIR ON THE PEAK|BEL-AIR NO.8|Phase 6|Block 6,貝沙山道BEL-AIR ON THE PEAKBEL-AIR NO.8|Phase6|Block6,貝沙山道BEL-AIR ON THE PEAKBEL-AIR NO.8|Phase6|Block6|41|B,薄扶林,2008,12,BEL-AIR NO.8blank,8 BEL-AIR PEAK AVE|貝沙山道,8 BEL-AIR PEAK AVE,8 貝沙山道,"blank,貝沙灣,貝沙山道","BEL-AIR NO.8,BEL-AIR ON THE PEAK,BEL-AIR PEAK AVE","BEL-AIR NO.8,BEL-AIR ON THE PEAK,BEL-AIR PEAK AVE|blank,貝沙灣,貝沙山道",BEL-AIR PEAK AVEBEL-AIR ON THE PEAKBEL-AIR NO.8blank|Phase6|Block6|41|Bconsid16.68,41,高層,西北,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
15959,19021100120017,ASP,2019-01-30,RES,blank,1978/09,5.8,518,435,11197,13333,blank,blank,5495549,19021100120017,H,13.0,1,blank,FU LAI YUEN,富麗苑,CHI FU FA YUEN,置富花園,CHI FU RD,置富道,1,blank,HPFL,IL8442sC,CHI FU FA YUEN|FU LAI YUEN富麗苑|Phase |Block 1,置富道CHI FU FA YUENFU LAI YUEN富麗苑|Phase|Block1,置富道CHI FU FA YUENFU LAI YUEN富麗苑|Phase|Block1|13|H,薄扶林,1978,42,FU LAI YUEN富麗苑,1 CHI FU RD|置富道,1 CHI FU RD,1 置富道,"富麗苑,置富花園,置富道","FU LAI YUEN,CHI FU FA YUEN,CHI FU RD","FU LAI YUEN,CHI FU FA YUEN,CHI FU RD|富麗苑,置富花園,置富道",CHI FU RDCHI FU FA YUENFU LAI YUEN富麗苑|Phaseblank|Block1|13|Hconsid5.8,13,低層,東北,呂字型,有,單位實用四正 交通方便 配套完善
15960,19021200230034,ASP,2019-01-30,RES,blank,1981/03,7.65,694,582,11023,13144,blank,blank,5496090,19021200230034,B,5.0,14,blank,FU CHUN YUEN,富俊苑,CHI FU FA YUEN,置富花園,CHI FU RD,置富道,14,blank,HPFL,IL8442sE,CHI FU FA YUEN|FU CHUN YUEN富俊苑|Phase |Block 14,置富道CHI FU FA YUENFU CHUN YUEN富俊苑|Phase|Block14,置富道CHI FU FA YUENFU CHUN YUEN富俊苑|Phase|Block14|5|B,薄扶林,1981,39,FU CHUN YUEN富俊苑,14 CHI FU RD|置富道,14 CHI FU RD,14 置富道,"富俊苑,置富花園,置富道","FU CHUN YUEN,CHI FU FA YUEN,CHI FU RD","FU CHUN YUEN,CHI FU FA YUEN,CHI FU RD|富俊苑,置富花園,置富道",CHI FU RDCHI FU FA YUENFU CHUN YUEN富俊苑|Phaseblank|Block14|5|Bconsid7.65,5,中層,西,四正,基本,業主減價 上車筍盤 歡迎約睇
15961,19021201390068,ASP,2019-01-17,RES,blank,1980/04,5.75,518,435,11100,13218,blank,blank,5496551,19021201390068,D,26.0,10,blank,FU WAH YUEN,富華苑,CHI FU FA YUEN,置富花園,CHI FU RD,置富道,10,blank,HPFL,IL8442sE,CHI FU FA YUEN|FU WAH YUEN富華苑|Phase |Block 10,置富道CHI FU FA YUENFU WAH YUEN富華苑|Phase|Block10,置富道CHI FU FA YUENFU WAH YUEN富華苑|Phase|Block10|26|D,薄扶林,1980,40,FU WAH YUEN富華苑,10 CHI FU RD|置富道,10 CHI FU RD,10 置富道,"富華苑,置富花園,置富道","FU WAH YUEN,CHI FU FA YUEN,CHI FU RD","FU WAH YUEN,CHI FU FA YUEN,CHI FU RD|富華苑,置富花園,置富道",CHI FU RDCHI FU FA YUENFU WAH YUEN富華苑|Phaseblank|Block10|26|Dconsid5.75,26,高層,東北,呂字型,有,單位實用四正 交通方便 配套完善
15962,19021201920029,ASP,2019-02-04,RES,blank,1990/11,4.398,0,598,0,7355,blank,blank,5496658,19021201920029,15,5.0,2,blank,WAH HAU HSE,華孝樓,WAH KWAI EST,華貴村,WAH KWAI RD,華貴道,3,blank,HPFL,AIL443RP / AIL443sA&EXT,WAH KWAI EST|WAH HAU HSE華孝樓|Phase |Block 2,華貴道WAH KWAI ESTWAH HAU HSE華孝樓|Phase|Block2,華貴道WAH KWAI ESTWAH HAU HSE華孝樓|Phase|Block2|5|15,薄扶林,1990,30,WAH HAU HSE華孝樓,3 WAH KWAI RD|華貴道,3 WAH KWAI RD,3 華貴道,"華孝樓,華貴村,華貴道","WAH HAU HSE,WAH KWAI EST,WAH KWAI RD","WAH HAU HSE,WAH KWAI EST,WAH KWAI RD|華孝樓,華貴村,華貴道",WAH KWAI RDWAH KWAI ESTWAH HAU HSE華孝樓|Phaseblank|Block2|5|15consid4.398,5,高層,東南,四正,基本,業主減價 上車筍盤 歡迎約睇
