,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,flLv,orient,layout,finishes,remark
24540,19010900690155,ASP,2019-01-02,RES,blank,1983/03,4.78,356,299,13427,15987,blank,RF:187 SF / ,5482129,19010900690155,6,23.0,A,blank,blank,blank,SUN SING CTR,新成中心,SUN SING ST,新成街,8,blank,HSKW,SIL789,SUN SING CTR||Phase |Block A,新成街SUN SING CTR|Phase|BlockA,新成街SUN SING CTR|Phase|BlockA|23|6,筲箕灣/西灣河,1983,37,blankblank,8 SUN SING ST|新成街,8 SUN SING ST,8 新成街,"新成中心A座,新成街","SUN SING CTR(BLOCK A),SUN SING ST","SUN SING CTR(Block A),SUN SING ST|新成中心A座,新成街",SUN SING STSUN SING CTRblankblank|Phaseblank|BlockA|23|6consid4.78,23,低層,西,四正,有,單位實用四正 交通方便 配套完善
24546,19011001730082,ASP,2019-01-04,RES,blank,2001/05,7.1,829,650,8565,10923,blank,blank,5482936,19011001730082,1,33.0,D,1,blank,blank,TUNG YUK COURT,東旭苑,OI YIN ST,愛賢街,8,blank,HSKW,SIL847,TUNG YUK COURT||Phase 1|Block D,愛賢街TUNG YUK COURT|Phase1|BlockD,愛賢街TUNG YUK COURT|Phase1|BlockD|33|1,筲箕灣/西灣河,2001,19,blankblank,8 OI YIN ST|愛賢街,8 OI YIN ST,8 愛賢街,"東旭苑D座,愛賢街","TUNG YUK COURT(BLOCK D),OI YIN ST","TUNG YUK COURT(Block D),OI YIN ST|東旭苑D座,愛賢街",OI YIN STTUNG YUK COURTblankblank|Phase1|BlockD|33|1consid7.1,33,低層,東,沒資料,基本,單位實用四正 交通方便 配套完善
24563,19011501070121,ASP,2019-01-07,RES,blank,1983/03,4.37,339,286,12891,15280,blank,blank,5484918,19011501070121,7,10.0,B,blank,blank,blank,SUN SING CTR,新成中心,SUN SING ST,新成街,8,blank,HSKW,SIL789,SUN SING CTR||Phase |Block B,新成街SUN SING CTR|Phase|BlockB,新成街SUN SING CTR|Phase|BlockB|10|7,筲箕灣/西灣河,1983,37,blankblank,8 SUN SING ST|新成街,8 SUN SING ST,8 新成街,"新成中心B座,新成街","SUN SING CTR(BLOCK B),SUN SING ST","SUN SING CTR(Block B),SUN SING ST|新成中心B座,新成街",SUN SING STSUN SING CTRblankblank|Phaseblank|BlockB|10|7consid4.37,10,高層,西南,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
24565,19011501910072,ASP,2019-01-10,RES,blank,1984/01,3.85,340,220,11324,17500,blank,BW:19 SF (GI/NE) / ,5485105,19011501910072,C,8.0,blank,blank,TUNG HO BLDG,東豪大廈,blank,blank,SHAU KEI WAN MAIN ST E,筲箕灣東大街,177,183,HSKW,SIL555sFRP / SIL555sIRP /,|TUNG HO BLDG東豪大廈|Phase |Block ,筲箕灣東大街TUNG HO BLDG東豪大廈|Phase|Block,筲箕灣東大街TUNG HO BLDG東豪大廈|Phase|Block|8|C,筲箕灣/西灣河,1984,36,TUNG HO BLDG東豪大廈,177-183 SHAU KEI WAN MAIN ST E|筲箕灣東大街,177-183 SHAU KEI WAN MAIN ST E,177-183 筲箕灣東大街,"東豪大廈,筲箕灣東大街","TUNG HO BLDG,SHAU KEI WAN MAIN ST E","TUNG HO BLDG,SHAU KEI WAN MAIN ST E|東豪大廈,筲箕灣東大街",SHAU KEI WAN MAIN ST EblankTUNG HO BLDG東豪大廈|Phaseblank|Blockblank|8|Cconsid3.85,8,低層,東北,沒資料,良好,單位實用四正 交通方便 配套完善
24568,19011602230014,ASP,2019-01-09,RES,blank,2018/08,13.248,0,539,0,24579,blank,BAL:23 SF (NI) / UP:16 SF (NI) / ,5485774,19011602230014,A,15.0,2,blank,blank,blank,LIME GALA,形薈,SHAU KEI WAN RD,筲箕灣道,393,blank,HSKW,SL104sB / SL104sC,LIME GALA||Phase |Block 2,筲箕灣道LIME GALA|Phase|Block2,筲箕灣道LIME GALA|Phase|Block2|15|A,筲箕灣/西灣河,2018,2,blankblank,393 SHAU KEI WAN RD|筲箕灣道,393 SHAU KEI WAN RD,393 筲箕灣道,"形薈2座,筲箕灣道","LIME GALA(BLOCK 2),SHAU KEI WAN RD","LIME GALA(Block 2),SHAU KEI WAN RD|形薈2座,筲箕灣道",SHAU KEI WAN RDLIME GALAblankblank|Phaseblank|Block2|15|Aconsid13.248,15,低層,南,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
24569,19011700300144,ASP,2019-01-11,RES,blank,2001/05,7.15,829,650,8625,11000,blank,blank,5486050,19011700300144,1,40.0,D,1,blank,blank,TUNG YUK COURT,東旭苑,OI YIN ST,愛賢街,8,blank,HSKW,SIL847,TUNG YUK COURT||Phase 1|Block D,愛賢街TUNG YUK COURT|Phase1|BlockD,愛賢街TUNG YUK COURT|Phase1|BlockD|40|1,筲箕灣/西灣河,2001,19,blankblank,8 OI YIN ST|愛賢街,8 OI YIN ST,8 愛賢街,"東旭苑D座,愛賢街","TUNG YUK COURT(BLOCK D),OI YIN ST","TUNG YUK COURT(Block D),OI YIN ST|東旭苑D座,愛賢街",OI YIN STTUNG YUK COURTblankblank|Phase1|BlockD|40|1consid7.15,40,中層,西南,四正,有,業主減價 上車筍盤 歡迎約睇
24570,19011702090049,ASP,2019-01-09,RES,blank,1973/02,3.68,0,278,0,13237,blank,blank,5486560,19011702090049,E,4.0,blank,blank,SUN LEE BLDG,新利大廈,blank,blank,NGOI MAN ST,愛民街,6,28,HSKW,SIL708,|SUN LEE BLDG新利大廈|Phase |Block ,愛民街SUN LEE BLDG新利大廈|Phase|Block,愛民街SUN LEE BLDG新利大廈|Phase|Block|4|E,筲箕灣/西灣河,1973,47,SUN LEE BLDG新利大廈,6-28 NGOI MAN ST|愛民街,6-28 NGOI MAN ST,6-28 愛民街,"新利大廈,愛民街","SUN LEE BLDG,NGOI MAN ST","SUN LEE BLDG,NGOI MAN ST|新利大廈,愛民街",NGOI MAN STblankSUN LEE BLDG新利大廈|Phaseblank|Blockblank|4|Econsid3.68,4,低層,東南,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
24572,19011702330077,ASP,2019-01-11,RES,blank,1995/03,3.9,316,209,12342,18660,blank,BW:16 SF (GI/NE) / ,5486604,19011702330077,C,12.0,blank,blank,METRO HERMITAGE,雁亭,blank,blank,HOI AN ST,海晏街,38,blank,HSKW,SIL491sAss2RP /,|METRO HERMITAGE雁亭|Phase |Block ,海晏街METRO HERMITAGE雁亭|Phase|Block,海晏街METRO HERMITAGE雁亭|Phase|Block|12|C,筲箕灣/西灣河,1995,25,METRO HERMITAGE雁亭,38 HOI AN ST|海晏街,38 HOI AN ST,38 海晏街,"雁亭,海晏街","METRO HERMITAGE,HOI AN ST","METRO HERMITAGE,HOI AN ST|雁亭,海晏街",HOI AN STblankMETRO HERMITAGE雁亭|Phaseblank|Blockblank|12|Cconsid3.9,12,高層,東南,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
24573,19011800220027,ASP,2019-01-15,RES,blank,1997/04,1.9,284,214,6690,8878,blank,blank,5486820,19011800220027,20,27.0,blank,blank,TUNG LAM COURT,東霖苑,blank,blank,YIU HING RD,耀興道,63,blank,HSKW,SIL840,|TUNG LAM COURT東霖苑|Phase |Block ,耀興道TUNG LAM COURT東霖苑|Phase|Block,耀興道TUNG LAM COURT東霖苑|Phase|Block|27|20,筲箕灣/西灣河,1997,23,TUNG LAM COURT東霖苑,63 YIU HING RD|耀興道,63 YIU HING RD,63 耀興道,"東霖苑,耀興道","TUNG LAM COURT,YIU HING RD","TUNG LAM COURT,YIU HING RD|東霖苑,耀興道",YIU HING RDblankTUNG LAM COURT東霖苑|Phaseblank|Blockblank|27|20consid1.9,27,中層,東,呂字型,良好,業主減價 上車筍盤 歡迎約睇
24574,19011800220079,ASP,2019-01-10,RES,blank,2000/10,6.18,624,484,9904,12769,blank,blank,5486823,19011800220079,A,16.0,2,blank,blank,blank,ALDRICH GDN,愛蝶灣,OI LAI ST,愛禮街,2,blank,HSKW,SIL839,ALDRICH GDN||Phase |Block 2,愛禮街ALDRICH GDN|Phase|Block2,愛禮街ALDRICH GDN|Phase|Block2|16|A,筲箕灣/西灣河,2000,20,blankblank,2 OI LAI ST|愛禮街,2 OI LAI ST,2 愛禮街,"愛蝶灣2座,愛禮街","ALDRICH GDN(BLOCK 2),OI LAI ST","ALDRICH GDN(Block 2),OI LAI ST|愛蝶灣2座,愛禮街",OI LAI STALDRICH GDNblankblank|Phaseblank|Block2|16|Aconsid6.18,16,低層,西北,四正,有,業主減價 上車筍盤 歡迎約睇
