,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy
1023,6892578,ASP,1997-01-06,RES,blank,1992/10,6.0,705,568,8511,10563,blank,blank,4960953,6892578,D,4.0,1,blank,blank,blank,PARC OASIS,又一居,TAT CHEE AVE,達之路,43,blank,KSKM,NKIL5983,PARC OASIS||Phase |Block 1,達之路PARC OASIS|Phase|Block1,達之路PARC OASIS|Phase|Block1|4|D,1992,28,blankblank,43 TAT CHEE AVE|達之路,43 TAT CHEE AVE,43 達之路,"又一居1座,達之路","PARC OASIS(BLOCK 1),TAT CHEE AVE","PARC OASIS(Block 1),TAT CHEE AVE|又一居1座,達之路",TAT CHEE AVEPARC OASISblankblank|Phaseblank|Block1|4|Dconsid6.0,4
1026,6893327,ASP,1997-01-02,RES,blank,1986/04,6.8,1051,926,6470,7343,CPS 4 ON B2/F ,blank,4960971,6893327,A,5.0,15,blank,blank,blank,BEACON HTS,畢架山花園,LUNG PING RD,龍坪道,01,24,KSKM,blank,BEACON HTS||Phase |Block 15,龍坪道BEACON HTS|Phase|Block15,龍坪道BEACON HTS|Phase|Block15|5|A,1986,34,blankblank,01-24 LUNG PING RD|龍坪道,01-24 LUNG PING RD,01-24 龍坪道,"畢架山花園15座,龍坪道","BEACON HTS(BLOCK 15),LUNG PING RD","BEACON HTS(Block 15),LUNG PING RD|畢架山花園15座,龍坪道",LUNG PING RDBEACON HTSblankblank|Phaseblank|Block15|5|Aconsid6.8,5
1044,6898711,ASP,1997-01-10,RES,blank,1987/05,9.9,1330,1178,7444,8404,CPS 9 ON G/F ,blank,4959709,6898711,B,7.0,14,blank,blank,blank,BEACON HTS,畢架山花園,LUNG PING RD,龍坪道,14,blank,KSKM,blank,BEACON HTS||Phase |Block 14,龍坪道BEACON HTS|Phase|Block14,龍坪道BEACON HTS|Phase|Block14|7|B,1987,33,blankblank,14 LUNG PING RD|龍坪道,14 LUNG PING RD,14 龍坪道,"畢架山花園14座,龍坪道","BEACON HTS(BLOCK 14),LUNG PING RD","BEACON HTS(Block 14),LUNG PING RD|畢架山花園14座,龍坪道",LUNG PING RDBEACON HTSblankblank|Phaseblank|Block14|7|Bconsid9.9,7
1051,6900895,ASP,1997-01-13,RES,blank,1992/10,14.68,1542,1241,9520,11829,+F/R:199 SF ,blank,4959933,6900895,A,10.0,12,blank,blank,blank,PARC OASIS,又一居,PARC OASIS RD,又一居道,13,blank,KSKM,NKIL5983,PARC OASIS||Phase |Block 12,又一居道PARC OASIS|Phase|Block12,又一居道PARC OASIS|Phase|Block12|10|A,1992,28,blankblank,13 PARC OASIS RD|又一居道,13 PARC OASIS RD,13 又一居道,"又一居12座,又一居道","PARC OASIS(BLOCK 12),PARC OASIS RD","PARC OASIS(Block 12),PARC OASIS RD|又一居12座,又一居道",PARC OASIS RDPARC OASISblankblank|Phaseblank|Block12|10|Aconsid14.68,10
1054,6901949,ASP,1997-01-03,RES,blank,1992/10,5.297999999999999,650,522,8151,10149,blank,blank,4960132,6901949,F,8.0,11,blank,blank,blank,PARC OASIS,又一居,PARC OASIS RD,又一居道,11,blank,KSKM,NKIL5983,PARC OASIS||Phase |Block 11,又一居道PARC OASIS|Phase|Block11,又一居道PARC OASIS|Phase|Block11|8|F,1992,28,blankblank,11 PARC OASIS RD|又一居道,11 PARC OASIS RD,11 又一居道,"又一居11座,又一居道","PARC OASIS(BLOCK 11),PARC OASIS RD","PARC OASIS(Block 11),PARC OASIS RD|又一居11座,又一居道",PARC OASIS RDPARC OASISblankblank|Phaseblank|Block11|8|Fconsid5.297999999999999,8
1058,6902896,ASP,1997-01-13,RES,blank,1989/00,7.62,0,796,0,9573,+RFCPS 3 ON G/F ,blank,4960228,6902896,A,3.0,blank,blank,blank,blank,blank,blank,PEONY RD,牡丹路,11,blank,KSKM,NKIL4582,||Phase |Block ,牡丹路|Phase|Block,牡丹路|Phase|Block|3|A,1989,31,blankblank,11 PEONY RD|牡丹路,11 PEONY RD,11 牡丹路,11 牡丹路,11 PEONY RD,11 PEONY RD|牡丹路,PEONY RDblankblankblank|Phaseblank|Blockblank|3|Aconsid7.62,3
1065,6904728,ASP,1997-01-08,RES,blank,1992/06,6.68,0,672,0,9940,blank,blank,4960542,6904728,E,1.0,3,blank,blank,blank,PARC OASIS,又一居,TAT CHEE AVE,達之路,39,blank,KSKM,NKIL5893,PARC OASIS||Phase |Block 3,達之路PARC OASIS|Phase|Block3,達之路PARC OASIS|Phase|Block3|1|E,1992,28,blankblank,39 TAT CHEE AVE|達之路,39 TAT CHEE AVE,39 達之路,"又一居3座,達之路","PARC OASIS(BLOCK 3),TAT CHEE AVE","PARC OASIS(Block 3),TAT CHEE AVE|又一居3座,達之路",TAT CHEE AVEPARC OASISblankblank|Phaseblank|Block3|1|Econsid6.68,1
1068,6905626,ASP,1997-01-10,RES,blank,1994/03,5.78,703,562,8222,10285,blank,blank,4960717,6905626,A,5.0,22,blank,blank,blank,PARC OASIS,又一居,GRANDEUR RD,瑰麗路,28,blank,KSKM,NKIL6165,PARC OASIS||Phase |Block 22,瑰麗路PARC OASIS|Phase|Block22,瑰麗路PARC OASIS|Phase|Block22|5|A,1994,26,blankblank,28 GRANDEUR RD|瑰麗路,28 GRANDEUR RD,28 瑰麗路,"又一居22座,瑰麗路","PARC OASIS(BLOCK 22),GRANDEUR RD","PARC OASIS(Block 22),GRANDEUR RD|又一居22座,瑰麗路",GRANDEUR RDPARC OASISblankblank|Phaseblank|Block22|5|Aconsid5.78,5
1069,6906374,ASP,1997-01-06,RES,blank,1992/06,13.0,1255,1010,10359,12871,DUPLEX UNIT ,blank,5004073,6906374,E,7.0,3,blank,blank,blank,PARC OASIS,又一居,TAT CHEE AVE,達之路,39,blank,KSKM,NKIL5893,PARC OASIS||Phase |Block 3,達之路PARC OASIS|Phase|Block3,達之路PARC OASIS|Phase|Block3|7|E,1992,28,blankblank,39 TAT CHEE AVE|達之路,39 TAT CHEE AVE,39 達之路,"又一居3座,達之路","PARC OASIS(BLOCK 3),TAT CHEE AVE","PARC OASIS(Block 3),TAT CHEE AVE|又一居3座,達之路",TAT CHEE AVEPARC OASISblankblank|Phaseblank|Block3|7|Econsid13.0,7
1071,6907121,ASP,1997-01-07,RES,blank,1992/10,4.45,547,440,8135,10114,blank,blank,4961349,6907121,G,1.0,10,blank,blank,blank,PARC OASIS,又一居,PARC OASIS RD,又一居道,9,blank,KSKM,NKIL5983,PARC OASIS||Phase |Block 10,又一居道PARC OASIS|Phase|Block10,又一居道PARC OASIS|Phase|Block10|1|G,1992,28,blankblank,9 PARC OASIS RD|又一居道,9 PARC OASIS RD,9 又一居道,"又一居10座,又一居道","PARC OASIS(BLOCK 10),PARC OASIS RD","PARC OASIS(Block 10),PARC OASIS RD|又一居10座,又一居道",PARC OASIS RDPARC OASISblankblank|Phaseblank|Block10|1|Gconsid4.45,1
1084,6912281,ASP,1997-01-15,RES,blank,1987/06,6.0,980,824,6122,7282,GFA INCL BW:22 SF ,blank,4963668,6912281,E,8.0,2,blank,blank,blank,BEACON HTS,畢架山花園,LUNG PING RD,龍坪道,2,blank,KSKM,blank,BEACON HTS||Phase |Block 2,龍坪道BEACON HTS|Phase|Block2,龍坪道BEACON HTS|Phase|Block2|8|E,1987,33,blankblank,2 LUNG PING RD|龍坪道,2 LUNG PING RD,2 龍坪道,"畢架山花園2座,龍坪道","BEACON HTS(BLOCK 2),LUNG PING RD","BEACON HTS(Block 2),LUNG PING RD|畢架山花園2座,龍坪道",LUNG PING RDBEACON HTSblankblank|Phaseblank|Block2|8|Econsid6.0,8
1086,6912845,ASP,1997-01-03,RES,blank,1992/10,7.6,750,603,10133,12604,+GDN & F/R:425 SFCPS 177 ON CPL1/F ,blank,4961711,6912845,C,,20,blank,blank,blank,PARC OASIS,又一居,TAT CHEE AVE,達之路,45,blank,KSKM,NKIL5983,PARC OASIS||Phase |Block 20,達之路PARC OASIS|Phase|Block20,達之路PARC OASIS|Phase|Block20|G|C,1992,28,blankblank,45 TAT CHEE AVE|達之路,45 TAT CHEE AVE,45 達之路,"又一居20座,達之路","PARC OASIS(BLOCK 20),TAT CHEE AVE","PARC OASIS(Block 20),TAT CHEE AVE|又一居20座,達之路",TAT CHEE AVEPARC OASISblankblank|Phaseblank|Block20|G|Cconsid7.6,G
1088,6912939,ASP,1997-01-09,RES,blank,1992/10,8.1,990,796,8182,10176,blank,blank,4961723,6912939,C,3.0,12,blank,blank,blank,PARC OASIS,又一居,PARC OASIS RD,又一居道,13,blank,KSKM,NKIL5983,PARC OASIS||Phase |Block 12,又一居道PARC OASIS|Phase|Block12,又一居道PARC OASIS|Phase|Block12|3|C,1992,28,blankblank,13 PARC OASIS RD|又一居道,13 PARC OASIS RD,13 又一居道,"又一居12座,又一居道","PARC OASIS(BLOCK 12),PARC OASIS RD","PARC OASIS(Block 12),PARC OASIS RD|又一居12座,又一居道",PARC OASIS RDPARC OASISblankblank|Phaseblank|Block12|3|Cconsid8.1,3
1095,6916633,ASP,1997-01-17,RES,blank,1992/10,6.05,705,568,8582,10651,blank,blank,4962744,6916633,D,5.0,4,blank,blank,blank,PARC OASIS,又一居,TAT CHEE AVE,達之路,37,blank,KSKM,NKIL5983,PARC OASIS||Phase |Block 4,達之路PARC OASIS|Phase|Block4,達之路PARC OASIS|Phase|Block4|5|D,1992,28,blankblank,37 TAT CHEE AVE|達之路,37 TAT CHEE AVE,37 達之路,"又一居4座,達之路","PARC OASIS(BLOCK 4),TAT CHEE AVE","PARC OASIS(Block 4),TAT CHEE AVE|又一居4座,達之路",TAT CHEE AVEPARC OASISblankblank|Phaseblank|Block4|5|Dconsid6.05,5
