,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,flLv,orient,layout,finishes,remark
50610,19011101080144,ASP,2019-01-04,RES,blank,1989/12,7.5,551,470,13612,15957,blank,BW:7 SF (GI/NE) / ,5483472,19011101080144,E,9.0,9,11,BAUHINIA MANS,紫荊苑,WHAMPOA GDN,黃埔花園,TAK HONG ST,德康街,6,blank,KHH,KIL10750sK,WHAMPOA GDN|BAUHINIA MANS紫荊苑|Phase 11|Block 9,德康街WHAMPOA GDNBAUHINIA MANS紫荊苑|Phase11|Block9,德康街WHAMPOA GDNBAUHINIA MANS紫荊苑|Phase11|Block9|9|E,紅磡/土瓜灣,1989,31,BAUHINIA MANS紫荊苑,6 TAK HONG ST|德康街,6 TAK HONG ST,6 德康街,"紫荊苑,黃埔花園,德康街","BAUHINIA MANS,WHAMPOA GDN,TAK HONG ST","BAUHINIA MANS,WHAMPOA GDN,TAK HONG ST|紫荊苑,黃埔花園,德康街",TAK HONG STWHAMPOA GDNBAUHINIA MANS紫荊苑|Phase11|Block9|9|Econsid7.5,9,中層,東北,四正,良好,單位實用四正 交通方便 配套完善
50616,19011401090014,ASP,2019-01-07,RES,blank,1977/08,6.2,0,397,0,15617,blank,blank,5484194,19011401090014,1,5.0,J,blank,WING WING BLDG,永榮樓,WHAMPOA EST,黃埔新村,MAN TAI ST,民泰街,31,blank,KHH,HHIL256sAss3,WHAMPOA EST|WING WING BLDG永榮樓|Phase |Block J,民泰街WHAMPOA ESTWING WING BLDG永榮樓|Phase|BlockJ,民泰街WHAMPOA ESTWING WING BLDG永榮樓|Phase|BlockJ|5|1,紅磡/土瓜灣,1977,43,WING WING BLDG永榮樓,31 MAN TAI ST|民泰街,31 MAN TAI ST,31 民泰街,"永榮樓,黃埔新村,民泰街","WING WING BLDG,WHAMPOA EST,MAN TAI ST","WING WING BLDG,WHAMPOA EST,MAN TAI ST|永榮樓,黃埔新村,民泰街",MAN TAI STWHAMPOA ESTWING WING BLDG永榮樓|Phaseblank|BlockJ|5|1consid6.2,5,中層,東,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
50622,19011600860021,ASP,2019-01-08,RES,blank,1972/10,4.2,0,310,0,13548,blank,blank,5485470,19011600860021,1,8.0,blank,blank,HUNG WAN COURT,鴻運閣,UNITED BLDG,聯盛大廈,WU KWONG ST,湖光街,7,blank,KHH,HHML1sCRP,UNITED BLDG|HUNG WAN COURT鴻運閣|Phase |Block ,湖光街UNITED BLDGHUNG WAN COURT鴻運閣|Phase|Block,湖光街UNITED BLDGHUNG WAN COURT鴻運閣|Phase|Block|8|1,紅磡/土瓜灣,1972,48,HUNG WAN COURT鴻運閣,7 WU KWONG ST|湖光街,7 WU KWONG ST,7 湖光街,"鴻運閣,聯盛大廈,湖光街","HUNG WAN COURT,UNITED BLDG,WU KWONG ST","HUNG WAN COURT,UNITED BLDG,WU KWONG ST|鴻運閣,聯盛大廈,湖光街",WU KWONG STUNITED BLDGHUNG WAN COURT鴻運閣|Phaseblank|Blockblank|8|1consid4.2,8,低層,北,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
50624,19011601940072,ASP,2019-01-02,RES,blank,2016/06,38.416,0,1376,0,27919,blank,BAL:36 SF (NI) / ,5485701,19011601940072,A,30.0,1,blank,blank,blank,HOMANTIN HILLSIDE,何文田山畔,WAI YIN PATH,薈然徑,8,blank,KHH,KIL11184,HOMANTIN HILLSIDE||Phase |Block 1,薈然徑HOMANTIN HILLSIDE|Phase|Block1,薈然徑HOMANTIN HILLSIDE|Phase|Block1|30|A,紅磡/土瓜灣,2016,4,blankblank,8 WAI YIN PATH|薈然徑,8 WAI YIN PATH,8 薈然徑,"何文田山畔1座,薈然徑","HOMANTIN HILLSIDE(BLOCK 1),WAI YIN PATH","HOMANTIN HILLSIDE(Block 1),WAI YIN PATH|何文田山畔1座,薈然徑",WAI YIN PATHHOMANTIN HILLSIDEblankblank|Phaseblank|Block1|30|Aconsid38.416,30,高層,西南,沒資料,有,單位實用四正 交通方便 配套完善
50625,19011602000065,ASP,2019-01-07,RES,blank,1988/06,10.7,788,688,13579,15552,blank,blank,5485735,19011602000065,G,13.0,8,5,OAK MANS,青樺苑,WHAMPOA GDN,黃埔花園,TAK FUNG ST,德豐街,7,blank,KHH,KIL10750sE,WHAMPOA GDN|OAK MANS青樺苑|Phase 5|Block 8,德豐街WHAMPOA GDNOAK MANS青樺苑|Phase5|Block8,德豐街WHAMPOA GDNOAK MANS青樺苑|Phase5|Block8|13|G,紅磡/土瓜灣,1988,32,OAK MANS青樺苑,7 TAK FUNG ST|德豐街,7 TAK FUNG ST,7 德豐街,"青樺苑,黃埔花園,德豐街","OAK MANS,WHAMPOA GDN,TAK FUNG ST","OAK MANS,WHAMPOA GDN,TAK FUNG ST|青樺苑,黃埔花園,德豐街",TAK FUNG STWHAMPOA GDNOAK MANS青樺苑|Phase5|Block8|13|Gconsid10.7,13,中層,北,呂字型,有,單位實用四正 交通方便 配套完善
50632,19011802050062,ASP,2019-01-11,RES,blank,2012/10,6.0,483,367,12422,16349,blank,BW:10 SF (GI/NE) / BAL:22 SF (GI/NI) / ,5487298,19011802050062,E,7.0,1,blank,blank,blank,CHATHAM GATE,昇御門,CHATHAM RD N,漆咸道北,388,blank,KHH,KIL6545,CHATHAM GATE||Phase |Block 1,漆咸道北CHATHAM GATE|Phase|Block1,漆咸道北CHATHAM GATE|Phase|Block1|7|E,紅磡/土瓜灣,2012,8,blankblank,388 CHATHAM RD N|漆咸道北,388 CHATHAM RD N,388 漆咸道北,"昇御門1座,漆咸道北","CHATHAM GATE(BLOCK 1),CHATHAM RD N","CHATHAM GATE(Block 1),CHATHAM RD N|昇御門1座,漆咸道北",CHATHAM RD NCHATHAM GATEblankblank|Phaseblank|Block1|7|Econsid6.0,7,中層,南,沒資料,良好,業主減價 上車筍盤 歡迎約睇
50638,19012301860014,ASP,2019-01-11,RES,blank,2000/12,10.3,738,568,13957,18134,blank,BW:24 SF (GI/NE) / ,5488961,19012301860014,F,27.0,4,blank,blank,blank,ROYAL PENINSULA,半島豪庭,HUNG LAI RD,紅荔道,8,blank,KHH,KIL11084 (PORTION),ROYAL PENINSULA||Phase |Block 4,紅荔道ROYAL PENINSULA|Phase|Block4,紅荔道ROYAL PENINSULA|Phase|Block4|27|F,紅磡/土瓜灣,2000,20,blankblank,8 HUNG LAI RD|紅荔道,8 HUNG LAI RD,8 紅荔道,"半島豪庭4座,紅荔道","ROYAL PENINSULA(BLOCK 4),HUNG LAI RD","ROYAL PENINSULA(Block 4),HUNG LAI RD|半島豪庭4座,紅荔道",HUNG LAI RDROYAL PENINSULAblankblank|Phaseblank|Block4|27|Fconsid10.3,27,低層,東南,呂字型,良好,單位實用四正 交通方便 配套完善
50640,19012400160076,ASP,2019-01-14,RES,blank,2000/12,20.8888,1225,953,17052,21919,blank,BW:30 SF (GI/NE) / ,5489191,19012400160076,C,36.0,4,blank,blank,blank,ROYAL PENINSULA,半島豪庭,HUNG LAI RD,紅荔道,8,blank,KHH,KIL11084 (PORTION),ROYAL PENINSULA||Phase |Block 4,紅荔道ROYAL PENINSULA|Phase|Block4,紅荔道ROYAL PENINSULA|Phase|Block4|36|C,紅磡/土瓜灣,2000,20,blankblank,8 HUNG LAI RD|紅荔道,8 HUNG LAI RD,8 紅荔道,"半島豪庭4座,紅荔道","ROYAL PENINSULA(BLOCK 4),HUNG LAI RD","ROYAL PENINSULA(Block 4),HUNG LAI RD|半島豪庭4座,紅荔道",HUNG LAI RDROYAL PENINSULAblankblank|Phaseblank|Block4|36|Cconsid20.8888,36,高層,東,四正,良好,業主減價 上車筍盤 歡迎約睇
50641,19012400210063,ASP,2019-01-10,RES,blank,9999,3.837,0,475,0,8078,blank,blank,5489684,19012400210063,blank,3.0,blank,blank,blank,blank,blank,blank,WAN TAT ST,環達街,1,blank,KHH,KML52sCss1sI,||Phase |Block ,環達街|Phase|Block,環達街|Phase|Block|3|,紅磡/土瓜灣,9999,-7979,blankblank,1 WAN TAT ST|環達街,1 WAN TAT ST,1 環達街,1 環達街,1 WAN TAT ST,1 WAN TAT ST|環達街,WAN TAT STblankblankblank|Phaseblank|Blockblank|3|blankconsid3.837,3,高層,西南,沒資料,有,業主減價 上車筍盤 歡迎約睇
50645,19012400650045,ASP,2019-01-09,RES,blank,1961/10,1.644,0,192,0,8562,blank,blank,5489341,19012400650045,A,4.0,blank,blank,blank,blank,blank,blank,WING KWONG ST,榮光街,6,blank,KHH,KML52sBss28,||Phase |Block ,榮光街|Phase|Block,榮光街|Phase|Block|4|A,紅磡/土瓜灣,1961,59,blankblank,6 WING KWONG ST|榮光街,6 WING KWONG ST,6 榮光街,6 榮光街,6 WING KWONG ST,6 WING KWONG ST|榮光街,WING KWONG STblankblankblank|Phaseblank|Blockblank|4|Aconsid1.644,4,低層,東南,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
