,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy
42259,19011100460058,ASP,2019-01-04,RES,blank,2000/12,4.38,854,650,5129,6738,blank,blank,5483295,19011100460058,1,39.0,O,2,blank,blank,TIN FU COURT,天富苑,TIN SAU RD,天秀路,15,blank,NTSW,TSWTL22,TIN FU COURT||Phase 2|Block O,天秀路TIN FU COURT|Phase2|BlockO,天秀路TIN FU COURT|Phase2|BlockO|39|1,天水圍,2000,20,blankblank,15 TIN SAU RD|天秀路,15 TIN SAU RD,15 天秀路,"天富苑O座,天秀路","TIN FU COURT(BLOCK O),TIN SAU RD","TIN FU COURT(Block O),TIN SAU RD|天富苑O座,天秀路",TIN SAU RDTIN FU COURTblankblank|Phase2|BlockO|39|1consid4.38,39
44771,20061700870013,ASP,2020-06-05,RES,blank,2021/07,4.3946,0,318,0,13820,blank,BW:2 SF (NE) / BAL:22 SF (NI) / ,5724684,20061700870013,B2,6.0,2,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 2,濕地公園路WETLAND SEASONS PARK|Phase2|Block2,濕地公園路WETLAND SEASONS PARK|Phase2|Block2|6|B2,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank2座,濕地公園路","WETLAND SEASONS PARK(BLOCK 2),WETLAND PARK RD","WETLAND SEASONS PARK(Block 2),WETLAND PARK RD|blank2座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block2|6|B2consid4.3946,6
44772,20061700870057,ASP,2020-06-05,RES,blank,2021/07,5.1812,0,367,0,14118,blank,BW:3 SF (NE) / BAL:22 SF (NI) / FR:153 SF / ,5724687,20061700870057,B5,1.0,3,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 3,濕地公園路WETLAND SEASONS PARK|Phase2|Block3,濕地公園路WETLAND SEASONS PARK|Phase2|Block3|1|B5,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank3座,濕地公園路","WETLAND SEASONS PARK(BLOCK 3),WETLAND PARK RD","WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|blank3座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block3|1|B5consid5.1812,1
44773,20061700870079,ASP,2020-06-05,RES,blank,2021/07,8.323,0,726,0,11464,blank,BW:5 SF (NE) / ,5724689,20061700870079,A5,1.0,2,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 2,濕地公園路WETLAND SEASONS PARK|Phase2|Block2,濕地公園路WETLAND SEASONS PARK|Phase2|Block2|1|A5,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank2座,濕地公園路","WETLAND SEASONS PARK(BLOCK 2),WETLAND PARK RD","WETLAND SEASONS PARK(Block 2),WETLAND PARK RD|blank2座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block2|1|A5consid8.323,1
44774,20061700890025,ASP,2020-05-29,RES,blank,2021/07,5.7926,0,443,0,13076,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / RF:415 SF / ,5724694,20061700890025,B3,10.0,11,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 11,濕地公園路WETLAND SEASONS PARK|Phase2|Block11,濕地公園路WETLAND SEASONS PARK|Phase2|Block11|10|B3,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank11座,濕地公園路","WETLAND SEASONS PARK(BLOCK 11),WETLAND PARK RD","WETLAND SEASONS PARK(Block 11),WETLAND PARK RD|blank11座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block11|10|B3consid5.7926,10
44775,20061701040095,ASP,2020-06-05,RES,blank,2021/07,5.8264,0,446,0,13064,blank,BW:2 SF (NE) / FR:68 SF / ,5724725,20061701040095,B3,1.0,15,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 15,濕地公園路WETLAND SEASONS PARK|Phase2|Block15,濕地公園路WETLAND SEASONS PARK|Phase2|Block15|1|B3,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank15座,濕地公園路","WETLAND SEASONS PARK(BLOCK 15),WETLAND PARK RD","WETLAND SEASONS PARK(Block 15),WETLAND PARK RD|blank15座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block15|1|B3consid5.8264,1
44776,20061701040102,ASP,2020-06-05,RES,blank,2021/07,7.1453,0,579,0,12341,blank,BW:3 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5724726,20061701040102,B2,8.0,18,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 18,濕地公園路WETLAND SEASONS PARK|Phase2|Block18,濕地公園路WETLAND SEASONS PARK|Phase2|Block18|8|B2,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank18座,濕地公園路","WETLAND SEASONS PARK(BLOCK 18),WETLAND PARK RD","WETLAND SEASONS PARK(Block 18),WETLAND PARK RD|blank18座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block18|8|B2consid7.1453,8
44777,20061701040217,ASP,2020-06-05,RES,blank,2021/07,5.3971,0,379,0,14240,blank,BW:3 SF (NE) / BAL:22 SF (NI) / FR:86 SF / ,5724731,20061701040217,B2,1.0,5,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 5,濕地公園路WETLAND SEASONS PARK|Phase2|Block5,濕地公園路WETLAND SEASONS PARK|Phase2|Block5|1|B2,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank5座,濕地公園路","WETLAND SEASONS PARK(BLOCK 5),WETLAND PARK RD","WETLAND SEASONS PARK(Block 5),WETLAND PARK RD|blank5座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block5|1|B2consid5.3971,1
44778,20061701040227,ASP,2020-05-29,RES,blank,2021/07,7.399,0,670,0,11043,blank,BW:3 SF (NE) / BAL:22 SF (NI) / UP:17 SF (NI) / ,5724732,20061701040227,A6,3.0,12,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 12,濕地公園路WETLAND SEASONS PARK|Phase2|Block12,濕地公園路WETLAND SEASONS PARK|Phase2|Block12|3|A6,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank12座,濕地公園路","WETLAND SEASONS PARK(BLOCK 12),WETLAND PARK RD","WETLAND SEASONS PARK(Block 12),WETLAND PARK RD|blank12座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block12|3|A6consid7.399,3
44779,20061701040231,ASP,2020-06-05,RES,blank,2021/07,9.6784,0,768,0,12602,blank,BAL:21 SF (NI) / ,5724733,20061701040231,A,1.0,V2,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block V2,濕地公園路WETLAND SEASONS PARK|Phase2|BlockV2,濕地公園路WETLAND SEASONS PARK|Phase2|BlockV2|1|A,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blankV2座,濕地公園路","WETLAND SEASONS PARK(BLOCK V2),WETLAND PARK RD","WETLAND SEASONS PARK(Block V2),WETLAND PARK RD|blankV2座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|BlockV2|1|Aconsid9.6784,1
44780,20061701130041,ASP,2020-05-29,RES,blank,2021/07,5.7186,0,427,0,13393,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5724743,20061701130041,B1,5.0,12,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 12,濕地公園路WETLAND SEASONS PARK|Phase2|Block12,濕地公園路WETLAND SEASONS PARK|Phase2|Block12|5|B1,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank12座,濕地公園路","WETLAND SEASONS PARK(BLOCK 12),WETLAND PARK RD","WETLAND SEASONS PARK(Block 12),WETLAND PARK RD|blank12座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block12|5|B1consid5.7186,5
44781,20061701200162,ASP,2020-06-05,RES,blank,2021/07,5.7646,0,379,0,15210,blank,BW:3 SF (NE) / BAL:22 SF (NI) / RF:321 SF / ,5724758,20061701200162,B2,10.0,5,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 5,濕地公園路WETLAND SEASONS PARK|Phase2|Block5,濕地公園路WETLAND SEASONS PARK|Phase2|Block5|10|B2,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank5座,濕地公園路","WETLAND SEASONS PARK(BLOCK 5),WETLAND PARK RD","WETLAND SEASONS PARK(Block 5),WETLAND PARK RD|blank5座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block5|10|B2consid5.7646,10
44782,20061701250027,ASP,2020-06-05,RES,blank,2021/07,4.4044,0,346,0,12729,blank,BW:2 SF (NE) / GDN:44 SF / ,5724779,20061701250027,A2,,18,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 18,濕地公園路WETLAND SEASONS PARK|Phase2|Block18,濕地公園路WETLAND SEASONS PARK|Phase2|Block18|G|A2,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank18座,濕地公園路","WETLAND SEASONS PARK(BLOCK 18),WETLAND PARK RD","WETLAND SEASONS PARK(Block 18),WETLAND PARK RD|blank18座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block18|G|A2consid4.4044,G
44783,20061701350036,ASP,2020-05-29,RES,blank,2021/07,6.1077,0,465,0,13135,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:17 SF (NI) / ,5724793,20061701350036,A8,8.0,5,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 5,濕地公園路WETLAND SEASONS PARK|Phase2|Block5,濕地公園路WETLAND SEASONS PARK|Phase2|Block5|8|A8,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank5座,濕地公園路","WETLAND SEASONS PARK(BLOCK 5),WETLAND PARK RD","WETLAND SEASONS PARK(Block 5),WETLAND PARK RD|blank5座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block5|8|A8consid6.1077,8
44784,20061701360023,ASP,2020-05-29,RES,blank,2021/07,5.6234,0,464,0,12119,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5724796,20061701360023,B2,9.0,2,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 2,濕地公園路WETLAND SEASONS PARK|Phase2|Block2,濕地公園路WETLAND SEASONS PARK|Phase2|Block2|9|B2,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank2座,濕地公園路","WETLAND SEASONS PARK(BLOCK 2),WETLAND PARK RD","WETLAND SEASONS PARK(Block 2),WETLAND PARK RD|blank2座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block2|9|B2consid5.6234,9
44785,20061701420014,ASP,2020-06-05,RES,blank,2021/07,5.2286,0,304,0,17199,blank,BW:2 SF (NE) / BAL:22 SF (NI) / RF:226 SF / ,5724815,20061701420014,A2,10.0,12,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 12,濕地公園路WETLAND SEASONS PARK|Phase2|Block12,濕地公園路WETLAND SEASONS PARK|Phase2|Block12|10|A2,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank12座,濕地公園路","WETLAND SEASONS PARK(BLOCK 12),WETLAND PARK RD","WETLAND SEASONS PARK(Block 12),WETLAND PARK RD|blank12座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block12|10|A2consid5.2286,10
44786,20061701420024,ASP,2020-06-05,RES,blank,2021/07,5.9272,0,373,0,15891,blank,BW:2 SF (NE) / GDN:84 SF / ,5724816,20061701420024,A2,,15,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 15,濕地公園路WETLAND SEASONS PARK|Phase2|Block15,濕地公園路WETLAND SEASONS PARK|Phase2|Block15|G|A2,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank15座,濕地公園路","WETLAND SEASONS PARK(BLOCK 15),WETLAND PARK RD","WETLAND SEASONS PARK(Block 15),WETLAND PARK RD|blank15座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block15|G|A2consid5.9272,G
44787,20061701520307,ASP,2020-06-05,RES,blank,2021/07,5.9752,0,398,0,15013,blank,BW:3 SF (NE) / BAL:22 SF (NI) / FR:147 SF / ,5724854,20061701520307,B6,1.0,5,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 5,濕地公園路WETLAND SEASONS PARK|Phase2|Block5,濕地公園路WETLAND SEASONS PARK|Phase2|Block5|1|B6,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank5座,濕地公園路","WETLAND SEASONS PARK(BLOCK 5),WETLAND PARK RD","WETLAND SEASONS PARK(Block 5),WETLAND PARK RD|blank5座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block5|1|B6consid5.9752,1
44788,20061701520317,ASP,2020-06-05,RES,blank,2021/07,5.3892,0,423,0,12740,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5724855,20061701520317,B2,7.0,15,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 15,濕地公園路WETLAND SEASONS PARK|Phase2|Block15,濕地公園路WETLAND SEASONS PARK|Phase2|Block15|7|B2,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank15座,濕地公園路","WETLAND SEASONS PARK(BLOCK 15),WETLAND PARK RD","WETLAND SEASONS PARK(Block 15),WETLAND PARK RD|blank15座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block15|7|B2consid5.3892,7
44789,20061701520425,ASP,2020-05-29,RES,blank,2004/01,7.0,902,689,7761,10160,blank,BW:29 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:11 SF (GI/NI) / ,5724866,20061701520425,F,46.0,3,blank,blank,blank,VIANNI COVE,慧景軒,TIN KWAI RD,天葵路,33,blank,NTSW,TSWTL27,VIANNI COVE||Phase |Block 3,天葵路VIANNI COVE|Phase|Block3,天葵路VIANNI COVE|Phase|Block3|46|F,天水圍,2004,16,blankblank,33 TIN KWAI RD|天葵路,33 TIN KWAI RD,33 天葵路,"慧景軒3座,天葵路","VIANNI COVE(BLOCK 3),TIN KWAI RD","VIANNI COVE(Block 3),TIN KWAI RD|慧景軒3座,天葵路",TIN KWAI RDVIANNI COVEblankblank|Phaseblank|Block3|46|Fconsid7.0,46
44790,20061701520481,ASP,2020-05-29,RES,blank,2021/07,6.0711,0,444,0,13674,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5724872,20061701520481,A5,9.0,11,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 11,濕地公園路WETLAND SEASONS PARK|Phase2|Block11,濕地公園路WETLAND SEASONS PARK|Phase2|Block11|9|A5,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank11座,濕地公園路","WETLAND SEASONS PARK(BLOCK 11),WETLAND PARK RD","WETLAND SEASONS PARK(Block 11),WETLAND PARK RD|blank11座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block11|9|A5consid6.0711,9
44791,20061701520497,ASP,2020-05-29,RES,blank,2021/07,6.8113,0,516,0,13200,blank,BW:3 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5724873,20061701520497,B1,9.0,19,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 19,濕地公園路WETLAND SEASONS PARK|Phase2|Block19,濕地公園路WETLAND SEASONS PARK|Phase2|Block19|9|B1,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank19座,濕地公園路","WETLAND SEASONS PARK(BLOCK 19),WETLAND PARK RD","WETLAND SEASONS PARK(Block 19),WETLAND PARK RD|blank19座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block19|9|B1consid6.8113,9
44792,20061701520506,ASP,2020-05-29,RES,blank,2021/07,8.6084,0,677,0,12716,blank,BAL:22 SF (NI) / ,5724874,20061701520506,C,1.0,V6,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block V6,濕地公園路WETLAND SEASONS PARK|Phase2|BlockV6,濕地公園路WETLAND SEASONS PARK|Phase2|BlockV6|1|C,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blankV6座,濕地公園路","WETLAND SEASONS PARK(BLOCK V6),WETLAND PARK RD","WETLAND SEASONS PARK(Block V6),WETLAND PARK RD|blankV6座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|BlockV6|1|Cconsid8.6084,1
44793,20061701550026,ASP,2020-06-05,RES,blank,2021/07,5.7048,0,423,0,13487,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5724880,20061701550026,B2,3.0,15,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 15,濕地公園路WETLAND SEASONS PARK|Phase2|Block15,濕地公園路WETLAND SEASONS PARK|Phase2|Block15|3|B2,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank15座,濕地公園路","WETLAND SEASONS PARK(BLOCK 15),WETLAND PARK RD","WETLAND SEASONS PARK(Block 15),WETLAND PARK RD|blank15座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block15|3|B2consid5.7048,3
44794,20061701630053,ASP,2020-05-29,RES,blank,2021/07,5.2737,0,427,0,12351,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5724895,20061701630053,B1,2.0,12,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 12,濕地公園路WETLAND SEASONS PARK|Phase2|Block12,濕地公園路WETLAND SEASONS PARK|Phase2|Block12|2|B1,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank12座,濕地公園路","WETLAND SEASONS PARK(BLOCK 12),WETLAND PARK RD","WETLAND SEASONS PARK(Block 12),WETLAND PARK RD|blank12座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block12|2|B1consid5.2737,2
44795,20061701630065,ASP,2020-06-05,RES,blank,2021/07,5.7393,0,412,0,13930,blank,BAL:22 SF (NI) / ,5724896,20061701630065,B8,7.0,5,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 5,濕地公園路WETLAND SEASONS PARK|Phase2|Block5,濕地公園路WETLAND SEASONS PARK|Phase2|Block5|7|B8,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank5座,濕地公園路","WETLAND SEASONS PARK(BLOCK 5),WETLAND PARK RD","WETLAND SEASONS PARK(Block 5),WETLAND PARK RD|blank5座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block5|7|B8consid5.7393,7
44796,20061701630071,ASP,2020-06-05,RES,blank,2021/07,9.3871,0,778,0,12066,blank,BAL:21 SF (NI) / ,5724897,20061701630071,B,2.0,V7,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block V7,濕地公園路WETLAND SEASONS PARK|Phase2|BlockV7,濕地公園路WETLAND SEASONS PARK|Phase2|BlockV7|2|B,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blankV7座,濕地公園路","WETLAND SEASONS PARK(BLOCK V7),WETLAND PARK RD","WETLAND SEASONS PARK(Block V7),WETLAND PARK RD|blankV7座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|BlockV7|2|Bconsid9.3871,2
44797,20061701630086,ASP,2020-06-05,RES,blank,2021/07,5.9371,0,418,0,14204,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / RF:235 SF / ,5724898,20061701630086,A3,10.0,12,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 12,濕地公園路WETLAND SEASONS PARK|Phase2|Block12,濕地公園路WETLAND SEASONS PARK|Phase2|Block12|10|A3,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank12座,濕地公園路","WETLAND SEASONS PARK(BLOCK 12),WETLAND PARK RD","WETLAND SEASONS PARK(Block 12),WETLAND PARK RD|blank12座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block12|10|A3consid5.9371,10
44798,20061701650075,ASP,2020-06-05,RES,blank,2021/07,6.4906,0,511,0,12702,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5724902,20061701650075,B3,5.0,19,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 19,濕地公園路WETLAND SEASONS PARK|Phase2|Block19,濕地公園路WETLAND SEASONS PARK|Phase2|Block19|5|B3,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank19座,濕地公園路","WETLAND SEASONS PARK(BLOCK 19),WETLAND PARK RD","WETLAND SEASONS PARK(Block 19),WETLAND PARK RD|blank19座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block19|5|B3consid6.4906,5
44799,20061701730221,ASP,2020-06-05,RES,blank,2021/07,5.6838,0,413,0,13762,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5724925,20061701730221,A5,5.0,12,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 12,濕地公園路WETLAND SEASONS PARK|Phase2|Block12,濕地公園路WETLAND SEASONS PARK|Phase2|Block12|5|A5,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank12座,濕地公園路","WETLAND SEASONS PARK(BLOCK 12),WETLAND PARK RD","WETLAND SEASONS PARK(Block 12),WETLAND PARK RD|blank12座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block12|5|A5consid5.6838,5
44800,20061701730249,ASP,2020-06-05,RES,blank,2021/07,6.0484,0,455,0,13293,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5724927,20061701730249,A3,8.0,5,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 5,濕地公園路WETLAND SEASONS PARK|Phase2|Block5,濕地公園路WETLAND SEASONS PARK|Phase2|Block5|8|A3,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank5座,濕地公園路","WETLAND SEASONS PARK(BLOCK 5),WETLAND PARK RD","WETLAND SEASONS PARK(Block 5),WETLAND PARK RD|blank5座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block5|8|A3consid6.0484,8
