,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,flLv,orient,layout,finishes,remark
21030,19011800370241,ASP,2019-01-09,RES,blank,1973/01,8.7,0,658,0,13222,blank,blank,5486881,19011800370241,D,14.0,blank,5,blank,blank,MEI FOO SUN CHUEN,美孚新村,NASSAU ST,蘭秀街,10,blank,KLCK,NKIL5085sAss2,MEI FOO SUN CHUEN||Phase 5|Block ,蘭秀街MEI FOO SUN CHUEN|Phase5|Block,蘭秀街MEI FOO SUN CHUEN|Phase5|Block|14|D,荔枝角,1973,47,blankblank,10 NASSAU ST|蘭秀街,10 NASSAU ST,10 蘭秀街,"美孚新村5期,蘭秀街","MEI FOO SUN CHUEN(PHASE 5),NASSAU ST","MEI FOO SUN CHUEN(Phase 5),NASSAU ST|美孚新村5期,蘭秀街",NASSAU STMEI FOO SUN CHUENblankblank|Phase5|Blockblank|14|Dconsid8.7,14,中層,東北,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
21032,19011800840095,ASP,2019-01-09,RES,blank,1972/02,5.9,0,464,0,12716,blank,blank,5487051,19011800840095,B,10.0,blank,2,blank,blank,MEI FOO SUN CHUEN,美孚新村,GLEE PATH,吉利徑,11,blank,KLCK,NKIL5087sBss1 /,MEI FOO SUN CHUEN||Phase 2|Block ,吉利徑MEI FOO SUN CHUEN|Phase2|Block,吉利徑MEI FOO SUN CHUEN|Phase2|Block|10|B,荔枝角,1972,48,blankblank,11 GLEE PATH|吉利徑,11 GLEE PATH,11 吉利徑,"美孚新村2期,吉利徑","MEI FOO SUN CHUEN(PHASE 2),GLEE PATH","MEI FOO SUN CHUEN(Phase 2),GLEE PATH|美孚新村2期,吉利徑",GLEE PATHMEI FOO SUN CHUENblankblank|Phase2|Blockblank|10|Bconsid5.9,10,低層,東南,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
21033,19012100130321,ASP,2019-01-04,RES,blank,1974/09,12.8,0,1050,0,12190,blank,blank,5487546,19012100130321,B,7.0,blank,4,blank,blank,MEI FOO SUN CHUEN,美孚新村,BROADWAY,百老匯街,69,blank,KLCK,NKIL5087RP,MEI FOO SUN CHUEN||Phase 4|Block ,百老匯街MEI FOO SUN CHUEN|Phase4|Block,百老匯街MEI FOO SUN CHUEN|Phase4|Block|7|B,荔枝角,1974,46,blankblank,69 BROADWAY|百老匯街,69 BROADWAY,69 百老匯街,"美孚新村4期,百老匯街","MEI FOO SUN CHUEN(PHASE 4),BROADWAY","MEI FOO SUN CHUEN(Phase 4),BROADWAY|美孚新村4期,百老匯街",BROADWAYMEI FOO SUN CHUENblankblank|Phase4|Blockblank|7|Bconsid12.8,7,中層,西,四正,基本,單位實用四正 交通方便 配套完善
21034,19012102040028,ASP,2019-01-08,RES,blank,1968/10,8.4388,0,689,0,12248,blank,blank,5487949,19012102040028,A,10.0,blank,1,blank,blank,MEI FOO SUN CHUEN,美孚新村,BROADWAY,百老匯街,3,blank,KLCK,NKIL5087sAss1 /,MEI FOO SUN CHUEN||Phase 1|Block ,百老匯街MEI FOO SUN CHUEN|Phase1|Block,百老匯街MEI FOO SUN CHUEN|Phase1|Block|10|A,荔枝角,1968,52,blankblank,3 BROADWAY|百老匯街,3 BROADWAY,3 百老匯街,"美孚新村1期,百老匯街","MEI FOO SUN CHUEN(PHASE 1),BROADWAY","MEI FOO SUN CHUEN(Phase 1),BROADWAY|美孚新村1期,百老匯街",BROADWAYMEI FOO SUN CHUENblankblank|Phase1|Blockblank|10|Aconsid8.4388,10,中層,東,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
21036,19012400810016,ASP,2019-01-08,RES,blank,1974/06,8.3,0,657,0,12633,blank,blank,5489389,19012400810016,D,15.0,blank,6,blank,blank,MEI FOO SUN CHUEN,美孚新村,NASSAU ST,蘭秀街,19,blank,KLCK,NKIL5085sBss1,MEI FOO SUN CHUEN||Phase 6|Block ,蘭秀街MEI FOO SUN CHUEN|Phase6|Block,蘭秀街MEI FOO SUN CHUEN|Phase6|Block|15|D,荔枝角,1974,46,blankblank,19 NASSAU ST|蘭秀街,19 NASSAU ST,19 蘭秀街,"美孚新村6期,蘭秀街","MEI FOO SUN CHUEN(PHASE 6),NASSAU ST","MEI FOO SUN CHUEN(Phase 6),NASSAU ST|美孚新村6期,蘭秀街",NASSAU STMEI FOO SUN CHUENblankblank|Phase6|Blockblank|15|Dconsid8.3,15,高層,西南,四正,有,業主減價 上車筍盤 歡迎約睇
21037,19012901580303,ASP,2019-01-15,RES,blank,1971/09,9.0,0,734,0,12262,blank,blank,5491475,19012901580303,D,8.0,blank,2,blank,blank,MEI FOO SUN CHUEN,美孚新村,BROADWAY,百老匯街,28,blank,KLCK,NKIL5087sBss1 /,MEI FOO SUN CHUEN||Phase 2|Block ,百老匯街MEI FOO SUN CHUEN|Phase2|Block,百老匯街MEI FOO SUN CHUEN|Phase2|Block|8|D,荔枝角,1971,49,blankblank,28 BROADWAY|百老匯街,28 BROADWAY,28 百老匯街,"美孚新村2期,百老匯街","MEI FOO SUN CHUEN(PHASE 2),BROADWAY","MEI FOO SUN CHUEN(Phase 2),BROADWAY|美孚新村2期,百老匯街",BROADWAYMEI FOO SUN CHUENblankblank|Phase2|Blockblank|8|Dconsid9.0,8,中層,東南,四正,良好,業主減價 上車筍盤 歡迎約睇
21038,19013000220110,ASP,2019-01-08,RES,blank,1973/07,6.36,0,416,0,15288,blank,blank,5491869,19013000220110,K,19.0,blank,5,blank,blank,MEI FOO SUN CHUEN,美孚新村,NASSAU ST,蘭秀街,15,blank,KLCK,NKIL5085sAss1,MEI FOO SUN CHUEN||Phase 5|Block ,蘭秀街MEI FOO SUN CHUEN|Phase5|Block,蘭秀街MEI FOO SUN CHUEN|Phase5|Block|19|K,荔枝角,1973,47,blankblank,15 NASSAU ST|蘭秀街,15 NASSAU ST,15 蘭秀街,"美孚新村5期,蘭秀街","MEI FOO SUN CHUEN(PHASE 5),NASSAU ST","MEI FOO SUN CHUEN(Phase 5),NASSAU ST|美孚新村5期,蘭秀街",NASSAU STMEI FOO SUN CHUENblankblank|Phase5|Blockblank|19|Kconsid6.36,19,高層,東北,呂字型,基本,業主減價 上車筍盤 歡迎約睇
21039,19013100540071,ASP,2019-01-18,RES,blank,2006/12,9.89,716,551,13813,17949,blank,BW:22 SF (GI/NE) / BAL:23 SF (GI/NI) / UP:16 SF (GI/NI) / ,5492719,19013100540071,D,29.0,6,blank,blank,blank,MANHATTAN HILL,曼克頓山,PO LUN ST,寶輪街,1,blank,KLCK,NKML3sA / NKML3sB,MANHATTAN HILL||Phase |Block 6,寶輪街MANHATTAN HILL|Phase|Block6,寶輪街MANHATTAN HILL|Phase|Block6|29|D,荔枝角,2006,14,blankblank,1 PO LUN ST|寶輪街,1 PO LUN ST,1 寶輪街,"曼克頓山6座,寶輪街","MANHATTAN HILL(BLOCK 6),PO LUN ST","MANHATTAN HILL(Block 6),PO LUN ST|曼克頓山6座,寶輪街",PO LUN STMANHATTAN HILLblankblank|Phaseblank|Block6|29|Dconsid9.89,29,高層,西,四正,基本,業主減價 上車筍盤 歡迎約睇
21040,19013100960039,ASP,2019-01-23,RES,blank,1969/04,7.1,0,706,0,10057,blank,blank,5492772,19013100960039,C,20.0,blank,1,blank,blank,MEI FOO SUN CHUEN,美孚新村,BROADWAY,百老匯街,25,blank,KLCK,NKIL5087sAss1 /,MEI FOO SUN CHUEN||Phase 1|Block ,百老匯街MEI FOO SUN CHUEN|Phase1|Block,百老匯街MEI FOO SUN CHUEN|Phase1|Block|20|C,荔枝角,1969,51,blankblank,25 BROADWAY|百老匯街,25 BROADWAY,25 百老匯街,"美孚新村1期,百老匯街","MEI FOO SUN CHUEN(PHASE 1),BROADWAY","MEI FOO SUN CHUEN(Phase 1),BROADWAY|美孚新村1期,百老匯街",BROADWAYMEI FOO SUN CHUENblankblank|Phase1|Blockblank|20|Cconsid7.1,20,中層,東,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
21048,19020801030011,ASP,2019-01-19,RES,blank,1974/07,16.0,0,1098,0,14572,blank,blank,5495311,19020801030011,B,12.0,blank,6,blank,blank,MEI FOO SUN CHUEN,美孚新村,NASSAU ST,蘭秀街,28,blank,KLCK,NKIL5085sBss2,MEI FOO SUN CHUEN||Phase 6|Block ,蘭秀街MEI FOO SUN CHUEN|Phase6|Block,蘭秀街MEI FOO SUN CHUEN|Phase6|Block|12|B,荔枝角,1974,46,blankblank,28 NASSAU ST|蘭秀街,28 NASSAU ST,28 蘭秀街,"美孚新村6期,蘭秀街","MEI FOO SUN CHUEN(PHASE 6),NASSAU ST","MEI FOO SUN CHUEN(Phase 6),NASSAU ST|美孚新村6期,蘭秀街",NASSAU STMEI FOO SUN CHUENblankblank|Phase6|Blockblank|12|Bconsid16.0,12,高層,北,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
