,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy
49306,19011101170103,ASP,2019-01-07,RES,blank,2011/12,21.08,1272,995,16572,21186,blank,BW:23 SF (GI/NE) / BAL:24 SF (GI/NI) / UP:16 SF (GI/NI) / ,5483492,19011101170103,D,35.0,8,blank,blank,blank,IMPERIAL CULLINAN,瓏璽,HOI FAI RD,海輝道,10,blank,KSWK,KIL11146,IMPERIAL CULLINAN||Phase |Block 8,海輝道IMPERIAL CULLINAN|Phase|Block8,海輝道IMPERIAL CULLINAN|Phase|Block8|35|D,荔枝角南/南昌/奧運,2011,9,blankblank,10 HOI FAI RD|海輝道,10 HOI FAI RD,10 海輝道,"瓏璽8座,海輝道","IMPERIAL CULLINAN(BLOCK 8),HOI FAI RD","IMPERIAL CULLINAN(Block 8),HOI FAI RD|瓏璽8座,海輝道",HOI FAI RDIMPERIAL CULLINANblankblank|Phaseblank|Block8|35|Dconsid21.08,35
49798,19041700920103,ASP,2019-03-29,RES,blank,2018/11,2.7871,0,391,0,7128,blank,blank,5528156,19041700920103,15,23.0,A,blank,blank,blank,HOI LOK COURT,凱樂苑,LAI YING ST,荔盈街,3,blank,KSWK,NKIL6600,HOI LOK COURT||Phase |Block A,荔盈街HOI LOK COURT|Phase|BlockA,荔盈街HOI LOK COURT|Phase|BlockA|23|15,荔枝角南/南昌/奧運,2018,2,blankblank,3 LAI YING ST|荔盈街,3 LAI YING ST,3 荔盈街,"凱樂苑A座,荔盈街","HOI LOK COURT(BLOCK A),LAI YING ST","HOI LOK COURT(Block A),LAI YING ST|凱樂苑A座,荔盈街",LAI YING STHOI LOK COURTblankblank|Phaseblank|BlockA|23|15consid2.7871,23
49799,19041700920170,ASP,2019-02-28,RES,blank,2019/08,4.6214,0,631,0,7324,blank,blank,5528160,19041700920170,4,39.0,D,blank,blank,blank,HOI LOK COURT,凱樂苑,LAI YING ST,荔盈街,3,blank,KSWK,NKIL6600,HOI LOK COURT||Phase |Block D,荔盈街HOI LOK COURT|Phase|BlockD,荔盈街HOI LOK COURT|Phase|BlockD|39|4,荔枝角南/南昌/奧運,2019,1,blankblank,3 LAI YING ST|荔盈街,3 LAI YING ST,3 荔盈街,"凱樂苑D座,荔盈街","HOI LOK COURT(BLOCK D),LAI YING ST","HOI LOK COURT(Block D),LAI YING ST|凱樂苑D座,荔盈街",LAI YING STHOI LOK COURTblankblank|Phaseblank|BlockD|39|4consid4.6214,39
49800,19041701720202,ASP,2019-03-01,RES,blank,2019/08,4.4769,0,629,0,7117,blank,blank,5528371,19041701720202,4,40.0,E,blank,blank,blank,HOI LOK COURT,凱樂苑,LAI YING ST,荔盈街,3,blank,KSWK,NKIL6600,HOI LOK COURT||Phase |Block E,荔盈街HOI LOK COURT|Phase|BlockE,荔盈街HOI LOK COURT|Phase|BlockE|40|4,荔枝角南/南昌/奧運,2019,1,blankblank,3 LAI YING ST|荔盈街,3 LAI YING ST,3 荔盈街,"凱樂苑E座,荔盈街","HOI LOK COURT(BLOCK E),LAI YING ST","HOI LOK COURT(Block E),LAI YING ST|凱樂苑E座,荔盈街",LAI YING STHOI LOK COURTblankblank|Phaseblank|BlockE|40|4consid4.4769,40
49801,19041701940016,ASP,2019-03-29,RES,blank,2010/09,26.7,1477,1127,18077,23691,blank,BW:55 SF (GI/NE) / BAL:32 SF (GI/NI) / UP:16 SF (GI/NI) / RM:38 SF (GI/NE) / ,5528421,19041701940016,B,12.0,3,blank,blank,blank,THE HERMITAGE,帝峰皇殿,HOI WANG RD,海泓道,1,blank,KSWK,KIL11167 / KIL11168,THE HERMITAGE||Phase |Block 3,海泓道THE HERMITAGE|Phase|Block3,海泓道THE HERMITAGE|Phase|Block3|12|B,荔枝角南/南昌/奧運,2010,10,blankblank,1 HOI WANG RD|海泓道,1 HOI WANG RD,1 海泓道,"帝峰皇殿3座,海泓道","THE HERMITAGE(BLOCK 3),HOI WANG RD","THE HERMITAGE(Block 3),HOI WANG RD|帝峰皇殿3座,海泓道",HOI WANG RDTHE HERMITAGEblankblank|Phaseblank|Block3|12|Bconsid26.7,12
49802,19041702190023,ASP,2019-03-29,RES,blank,2017/12,31.216,0,1254,0,24893,blank,BAL:42 SF (NI) / UP:16 SF (NI) / ,5528506,19041702190023,C,35.0,5A,blank,blank,blank,CULLINAN WEST II,匯璽II,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST II||Phase |Block 5A,深旺道CULLINAN WEST II|Phase|Block5A,深旺道CULLINAN WEST II|Phase|Block5A|35|C,荔枝角南/南昌/奧運,2017,3,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽II5A座,深旺道","CULLINAN WEST II(BLOCK 5A),SHAM MONG RD","CULLINAN WEST II(Block 5A),SHAM MONG RD|匯璽II5A座,深旺道",SHAM MONG RDCULLINAN WEST IIblankblank|Phaseblank|Block5A|35|Cconsid31.216,35
49803,19041702190039,ASP,2019-03-27,RES,blank,2017/12,31.3248,0,1254,0,24980,blank,BAL:42 SF (NI) / UP:16 SF (NI) / ,5528507,19041702190039,C,36.0,5A,blank,blank,blank,CULLINAN WEST II,匯璽II,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST II||Phase |Block 5A,深旺道CULLINAN WEST II|Phase|Block5A,深旺道CULLINAN WEST II|Phase|Block5A|36|C,荔枝角南/南昌/奧運,2017,3,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽II5A座,深旺道","CULLINAN WEST II(BLOCK 5A),SHAM MONG RD","CULLINAN WEST II(Block 5A),SHAM MONG RD|匯璽II5A座,深旺道",SHAM MONG RDCULLINAN WEST IIblankblank|Phaseblank|Block5A|36|Cconsid31.3248,36
49804,19041702380179,ASP,2019-03-25,RES,blank,2018/11,3.1579,0,479,0,6593,blank,blank,5528664,19041702380179,4,8.0,A,blank,blank,blank,HOI LOK COURT,凱樂苑,LAI YING ST,荔盈街,3,blank,KSWK,NKIL6600,HOI LOK COURT||Phase |Block A,荔盈街HOI LOK COURT|Phase|BlockA,荔盈街HOI LOK COURT|Phase|BlockA|8|4,荔枝角南/南昌/奧運,2018,2,blankblank,3 LAI YING ST|荔盈街,3 LAI YING ST,3 荔盈街,"凱樂苑A座,荔盈街","HOI LOK COURT(BLOCK A),LAI YING ST","HOI LOK COURT(Block A),LAI YING ST|凱樂苑A座,荔盈街",LAI YING STHOI LOK COURTblankblank|Phaseblank|BlockA|8|4consid3.1579,8
49805,19041800030010,ASP,2019-03-19,RES,blank,2018/11,3.3501,0,479,0,6994,blank,blank,5528814,19041800030010,4,27.0,A,blank,blank,blank,HOI LOK COURT,凱樂苑,LAI YING ST,荔盈街,3,blank,KSWK,NKIL6600,HOI LOK COURT||Phase |Block A,荔盈街HOI LOK COURT|Phase|BlockA,荔盈街HOI LOK COURT|Phase|BlockA|27|4,荔枝角南/南昌/奧運,2018,2,blankblank,3 LAI YING ST|荔盈街,3 LAI YING ST,3 荔盈街,"凱樂苑A座,荔盈街","HOI LOK COURT(BLOCK A),LAI YING ST","HOI LOK COURT(Block A),LAI YING ST|凱樂苑A座,荔盈街",LAI YING STHOI LOK COURTblankblank|Phaseblank|BlockA|27|4consid3.3501,27
49806,19041800100145,ASP,2019-03-28,RES,blank,2003/12,10.3,783,588,13155,17517,blank,BW:42 SF (GI/NE) / ,5528830,19041800100145,H,27.0,1,blank,blank,blank,AQUAMARINE,碧海藍天,SHAM SHING RD,深盛路,8,blank,KSWK,NKIL6338,AQUAMARINE||Phase |Block 1,深盛路AQUAMARINE|Phase|Block1,深盛路AQUAMARINE|Phase|Block1|27|H,荔枝角南/南昌/奧運,2003,17,blankblank,8 SHAM SHING RD|深盛路,8 SHAM SHING RD,8 深盛路,"碧海藍天1座,深盛路","AQUAMARINE(BLOCK 1),SHAM SHING RD","AQUAMARINE(Block 1),SHAM SHING RD|碧海藍天1座,深盛路",SHAM SHING RDAQUAMARINEblankblank|Phaseblank|Block1|27|Hconsid10.3,27
49807,19041800190138,ASP,2019-04-08,RES,blank,2019/08,2.5473,0,390,0,6532,blank,blank,5528839,19041800190138,7,9.0,B,blank,blank,blank,HOI LOK COURT,凱樂苑,LAI YING ST,荔盈街,3,blank,KSWK,NKIL6600,HOI LOK COURT||Phase |Block B,荔盈街HOI LOK COURT|Phase|BlockB,荔盈街HOI LOK COURT|Phase|BlockB|9|7,荔枝角南/南昌/奧運,2019,1,blankblank,3 LAI YING ST|荔盈街,3 LAI YING ST,3 荔盈街,"凱樂苑B座,荔盈街","HOI LOK COURT(BLOCK B),LAI YING ST","HOI LOK COURT(Block B),LAI YING ST|凱樂苑B座,荔盈街",LAI YING STHOI LOK COURTblankblank|Phaseblank|BlockB|9|7consid2.5473,9
49808,19041800190279,ASP,2019-04-02,RES,blank,2019/08,2.6693,0,383,0,6969,blank,blank,5528848,19041800190279,8,27.0,B,blank,blank,blank,HOI LOK COURT,凱樂苑,LAI YING ST,荔盈街,3,blank,KSWK,NKIL6600,HOI LOK COURT||Phase |Block B,荔盈街HOI LOK COURT|Phase|BlockB,荔盈街HOI LOK COURT|Phase|BlockB|27|8,荔枝角南/南昌/奧運,2019,1,blankblank,3 LAI YING ST|荔盈街,3 LAI YING ST,3 荔盈街,"凱樂苑B座,荔盈街","HOI LOK COURT(BLOCK B),LAI YING ST","HOI LOK COURT(Block B),LAI YING ST|凱樂苑B座,荔盈街",LAI YING STHOI LOK COURTblankblank|Phaseblank|BlockB|27|8consid2.6693,27
49809,19041800190280,ASP,2019-04-08,RES,blank,2018/11,2.648,0,391,0,6772,blank,blank,5528849,19041800190280,10,20.0,A,blank,blank,blank,HOI LOK COURT,凱樂苑,LAI YING ST,荔盈街,3,blank,KSWK,NKIL6600,HOI LOK COURT||Phase |Block A,荔盈街HOI LOK COURT|Phase|BlockA,荔盈街HOI LOK COURT|Phase|BlockA|20|10,荔枝角南/南昌/奧運,2018,2,blankblank,3 LAI YING ST|荔盈街,3 LAI YING ST,3 荔盈街,"凱樂苑A座,荔盈街","HOI LOK COURT(BLOCK A),LAI YING ST","HOI LOK COURT(Block A),LAI YING ST|凱樂苑A座,荔盈街",LAI YING STHOI LOK COURTblankblank|Phaseblank|BlockA|20|10consid2.648,20
49810,19041800190297,ASP,2019-04-09,RES,blank,2019/08,2.7674,0,391,0,7078,blank,blank,5528850,19041800190297,9,29.0,E,blank,blank,blank,HOI LOK COURT,凱樂苑,LAI YING ST,荔盈街,3,blank,KSWK,NKIL6600,HOI LOK COURT||Phase |Block E,荔盈街HOI LOK COURT|Phase|BlockE,荔盈街HOI LOK COURT|Phase|BlockE|29|9,荔枝角南/南昌/奧運,2019,1,blankblank,3 LAI YING ST|荔盈街,3 LAI YING ST,3 荔盈街,"凱樂苑E座,荔盈街","HOI LOK COURT(BLOCK E),LAI YING ST","HOI LOK COURT(Block E),LAI YING ST|凱樂苑E座,荔盈街",LAI YING STHOI LOK COURTblankblank|Phaseblank|BlockE|29|9consid2.7674,29
49811,19041800190302,ASP,2019-04-08,RES,blank,2019/08,2.6294,0,393,0,6691,blank,blank,5528851,19041800190302,9,18.0,D,blank,blank,blank,HOI LOK COURT,凱樂苑,LAI YING ST,荔盈街,3,blank,KSWK,NKIL6600,HOI LOK COURT||Phase |Block D,荔盈街HOI LOK COURT|Phase|BlockD,荔盈街HOI LOK COURT|Phase|BlockD|18|9,荔枝角南/南昌/奧運,2019,1,blankblank,3 LAI YING ST|荔盈街,3 LAI YING ST,3 荔盈街,"凱樂苑D座,荔盈街","HOI LOK COURT(BLOCK D),LAI YING ST","HOI LOK COURT(Block D),LAI YING ST|凱樂苑D座,荔盈街",LAI YING STHOI LOK COURTblankblank|Phaseblank|BlockD|18|9consid2.6294,18
49812,19041800190316,ASP,2019-03-13,RES,blank,2019/08,3.3109,0,477,0,6941,blank,blank,5528852,19041800190316,2,15.0,B,blank,blank,blank,HOI LOK COURT,凱樂苑,LAI YING ST,荔盈街,3,blank,KSWK,NKIL6600,HOI LOK COURT||Phase |Block B,荔盈街HOI LOK COURT|Phase|BlockB,荔盈街HOI LOK COURT|Phase|BlockB|15|2,荔枝角南/南昌/奧運,2019,1,blankblank,3 LAI YING ST|荔盈街,3 LAI YING ST,3 荔盈街,"凱樂苑B座,荔盈街","HOI LOK COURT(BLOCK B),LAI YING ST","HOI LOK COURT(Block B),LAI YING ST|凱樂苑B座,荔盈街",LAI YING STHOI LOK COURTblankblank|Phaseblank|BlockB|15|2consid3.3109,15
49813,19041800270103,ASP,2019-04-01,RES,blank,2019/08,2.693,0,393,0,6852,blank,blank,5528884,19041800270103,9,27.0,D,blank,blank,blank,HOI LOK COURT,凱樂苑,LAI YING ST,荔盈街,3,blank,KSWK,NKIL6600,HOI LOK COURT||Phase |Block D,荔盈街HOI LOK COURT|Phase|BlockD,荔盈街HOI LOK COURT|Phase|BlockD|27|9,荔枝角南/南昌/奧運,2019,1,blankblank,3 LAI YING ST|荔盈街,3 LAI YING ST,3 荔盈街,"凱樂苑D座,荔盈街","HOI LOK COURT(BLOCK D),LAI YING ST","HOI LOK COURT(Block D),LAI YING ST|凱樂苑D座,荔盈街",LAI YING STHOI LOK COURTblankblank|Phaseblank|BlockD|27|9consid2.693,27
49814,19041800370011,ASP,2019-03-07,RES,blank,2019/08,3.5467,0,482,0,7358,blank,blank,5528913,19041800370011,1,28.0,E,blank,blank,blank,HOI LOK COURT,凱樂苑,LAI YING ST,荔盈街,3,blank,KSWK,NKIL6600,HOI LOK COURT||Phase |Block E,荔盈街HOI LOK COURT|Phase|BlockE,荔盈街HOI LOK COURT|Phase|BlockE|28|1,荔枝角南/南昌/奧運,2019,1,blankblank,3 LAI YING ST|荔盈街,3 LAI YING ST,3 荔盈街,"凱樂苑E座,荔盈街","HOI LOK COURT(BLOCK E),LAI YING ST","HOI LOK COURT(Block E),LAI YING ST|凱樂苑E座,荔盈街",LAI YING STHOI LOK COURTblankblank|Phaseblank|BlockE|28|1consid3.5467,28
49815,19041800470010,ASP,2019-03-22,RES,blank,2018/11,3.4183,0,481,0,7107,blank,blank,5528933,19041800470010,1,33.0,A,blank,blank,blank,HOI LOK COURT,凱樂苑,LAI YING ST,荔盈街,3,blank,KSWK,NKIL6600,HOI LOK COURT||Phase |Block A,荔盈街HOI LOK COURT|Phase|BlockA,荔盈街HOI LOK COURT|Phase|BlockA|33|1,荔枝角南/南昌/奧運,2018,2,blankblank,3 LAI YING ST|荔盈街,3 LAI YING ST,3 荔盈街,"凱樂苑A座,荔盈街","HOI LOK COURT(BLOCK A),LAI YING ST","HOI LOK COURT(Block A),LAI YING ST|凱樂苑A座,荔盈街",LAI YING STHOI LOK COURTblankblank|Phaseblank|BlockA|33|1consid3.4183,33
49816,19041800510031,ASP,2019-04-04,RES,blank,2018/11,2.752,0,391,0,7038,blank,blank,5528939,19041800510031,10,36.0,A,blank,blank,blank,HOI LOK COURT,凱樂苑,LAI YING ST,荔盈街,3,blank,KSWK,NKIL6600,HOI LOK COURT||Phase |Block A,荔盈街HOI LOK COURT|Phase|BlockA,荔盈街HOI LOK COURT|Phase|BlockA|36|10,荔枝角南/南昌/奧運,2018,2,blankblank,3 LAI YING ST|荔盈街,3 LAI YING ST,3 荔盈街,"凱樂苑A座,荔盈街","HOI LOK COURT(BLOCK A),LAI YING ST","HOI LOK COURT(Block A),LAI YING ST|凱樂苑A座,荔盈街",LAI YING STHOI LOK COURTblankblank|Phaseblank|BlockA|36|10consid2.752,36
49817,19041800690362,ASP,2019-04-04,RES,blank,2001/02,8.34,645,483,12930,17267,blank,BW:33 SF (GI/NE) / ,5529015,19041800690362,F,43.0,7,blank,blank,blank,PARK AVENUE,柏景灣,HOI TING RD,海庭道,18,blank,KSWK,KIL11090,PARK AVENUE||Phase |Block 7,海庭道PARK AVENUE|Phase|Block7,海庭道PARK AVENUE|Phase|Block7|43|F,荔枝角南/南昌/奧運,2001,19,blankblank,18 HOI TING RD|海庭道,18 HOI TING RD,18 海庭道,"柏景灣7座,海庭道","PARK AVENUE(BLOCK 7),HOI TING RD","PARK AVENUE(Block 7),HOI TING RD|柏景灣7座,海庭道",HOI TING RDPARK AVENUEblankblank|Phaseblank|Block7|43|Fconsid8.34,43
49818,19041800760071,ASP,2019-04-09,RES,blank,2003/06,8.8,678,506,12979,17391,blank,BW:20 SF (GE/NE) / BAL:22 SF (GI/NI) / PF:13 SF (GE/NE) / ,5529046,19041800760071,E,28.0,3,1,blank,blank,BANYAN GDN,泓景臺,LAI CHI KOK RD,荔枝角道,863,blank,KSWK,NKIL6320,BANYAN GDN||Phase 1|Block 3,荔枝角道BANYAN GDN|Phase1|Block3,荔枝角道BANYAN GDN|Phase1|Block3|28|E,荔枝角南/南昌/奧運,2003,17,blankblank,863 LAI CHI KOK RD|荔枝角道,863 LAI CHI KOK RD,863 荔枝角道,"泓景臺3座,荔枝角道","BANYAN GDN(BLOCK 3),LAI CHI KOK RD","BANYAN GDN(Block 3),LAI CHI KOK RD|泓景臺3座,荔枝角道",LAI CHI KOK RDBANYAN GDNblankblank|Phase1|Block3|28|Econsid8.8,28
49819,19041800790015,ASP,2019-04-08,RES,blank,2019/08,2.5653,0,391,0,6561,blank,blank,5529059,19041800790015,7,8.0,C,blank,blank,blank,HOI LOK COURT,凱樂苑,LAI YING ST,荔盈街,3,blank,KSWK,NKIL6600,HOI LOK COURT||Phase |Block C,荔盈街HOI LOK COURT|Phase|BlockC,荔盈街HOI LOK COURT|Phase|BlockC|8|7,荔枝角南/南昌/奧運,2019,1,blankblank,3 LAI YING ST|荔盈街,3 LAI YING ST,3 荔盈街,"凱樂苑C座,荔盈街","HOI LOK COURT(BLOCK C),LAI YING ST","HOI LOK COURT(Block C),LAI YING ST|凱樂苑C座,荔盈街",LAI YING STHOI LOK COURTblankblank|Phaseblank|BlockC|8|7consid2.5653,8
49822,19041801230024,ASP,2019-04-01,RES,blank,2018/11,2.7676,0,391,0,7078,blank,blank,5529122,19041801230024,14,20.0,A,blank,blank,blank,HOI LOK COURT,凱樂苑,LAI YING ST,荔盈街,3,blank,KSWK,NKIL6600,HOI LOK COURT||Phase |Block A,荔盈街HOI LOK COURT|Phase|BlockA,荔盈街HOI LOK COURT|Phase|BlockA|20|14,荔枝角南/南昌/奧運,2018,2,blankblank,3 LAI YING ST|荔盈街,3 LAI YING ST,3 荔盈街,"凱樂苑A座,荔盈街","HOI LOK COURT(BLOCK A),LAI YING ST","HOI LOK COURT(Block A),LAI YING ST|凱樂苑A座,荔盈街",LAI YING STHOI LOK COURTblankblank|Phaseblank|BlockA|20|14consid2.7676,20
49823,19041801780012,ASP,2019-03-25,RES,blank,2018/11,3.1180000000000003,0,479,0,6509,blank,blank,5529272,19041801780012,4,5.0,A,blank,blank,blank,HOI LOK COURT,凱樂苑,LAI YING ST,荔盈街,3,blank,KSWK,NKIL6600,HOI LOK COURT||Phase |Block A,荔盈街HOI LOK COURT|Phase|BlockA,荔盈街HOI LOK COURT|Phase|BlockA|5|4,荔枝角南/南昌/奧運,2018,2,blankblank,3 LAI YING ST|荔盈街,3 LAI YING ST,3 荔盈街,"凱樂苑A座,荔盈街","HOI LOK COURT(BLOCK A),LAI YING ST","HOI LOK COURT(Block A),LAI YING ST|凱樂苑A座,荔盈街",LAI YING STHOI LOK COURTblankblank|Phaseblank|BlockA|5|4consid3.1180000000000003,5
49824,19041802100084,ASP,2019-04-08,RES,blank,1998/05,7.68,694,592,11066,12973,blank,blank,5529426,19041802100084,B,18.0,18,1,blank,blank,CHARMING GDN,富榮花園,HOI TING RD,海庭道,8,blank,KSWK,KIL11082,CHARMING GDN||Phase 1|Block 18,海庭道CHARMING GDN|Phase1|Block18,海庭道CHARMING GDN|Phase1|Block18|18|B,荔枝角南/南昌/奧運,1998,22,blankblank,8 HOI TING RD|海庭道,8 HOI TING RD,8 海庭道,"富榮花園18座,海庭道","CHARMING GDN(BLOCK 18),HOI TING RD","CHARMING GDN(Block 18),HOI TING RD|富榮花園18座,海庭道",HOI TING RDCHARMING GDNblankblank|Phase1|Block18|18|Bconsid7.68,18
49826,19041802600851,ASP,2019-03-25,RES,blank,2004/09,18.0,1119,862,16086,20882,blank,BW:32 SF (GI/NE) / BAL:22 SF (GI/NI) / PF:18 SF (GE/NE) / ,5529632,19041802600851,A,43.0,7,blank,blank,blank,THE LONG BEACH,浪澄灣,HOI FAI RD,海輝道,8,blank,KSWK,KIL11152,THE LONG BEACH||Phase |Block 7,海輝道THE LONG BEACH|Phase|Block7,海輝道THE LONG BEACH|Phase|Block7|43|A,荔枝角南/南昌/奧運,2004,16,blankblank,8 HOI FAI RD|海輝道,8 HOI FAI RD,8 海輝道,"浪澄灣7座,海輝道","THE LONG BEACH(BLOCK 7),HOI FAI RD","THE LONG BEACH(Block 7),HOI FAI RD|浪澄灣7座,海輝道",HOI FAI RDTHE LONG BEACHblankblank|Phaseblank|Block7|43|Aconsid18.0,43
49827,19041802680200,ASP,2019-04-08,RES,blank,2017/12,40.982,0,1342,0,30538,blank,BAL:41 SF (NI) / UP:16 SF (NI) / ,5529662,19041802680200,A,49.0,2A,blank,blank,blank,CULLINAN WEST,匯璽,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST||Phase |Block 2A,深旺道CULLINAN WEST|Phase|Block2A,深旺道CULLINAN WEST|Phase|Block2A|49|A,荔枝角南/南昌/奧運,2017,3,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽2A座,深旺道","CULLINAN WEST(BLOCK 2A),SHAM MONG RD","CULLINAN WEST(Block 2A),SHAM MONG RD|匯璽2A座,深旺道",SHAM MONG RDCULLINAN WESTblankblank|Phaseblank|Block2A|49|Aconsid40.982,49
49828,19042300200129,ASP,2019-04-02,RES,blank,2018/11,2.7774,0,394,0,7049,blank,blank,5529837,19042300200129,20,28.0,A,blank,blank,blank,HOI LOK COURT,凱樂苑,LAI YING ST,荔盈街,3,blank,KSWK,NKIL6600,HOI LOK COURT||Phase |Block A,荔盈街HOI LOK COURT|Phase|BlockA,荔盈街HOI LOK COURT|Phase|BlockA|28|20,荔枝角南/南昌/奧運,2018,2,blankblank,3 LAI YING ST|荔盈街,3 LAI YING ST,3 荔盈街,"凱樂苑A座,荔盈街","HOI LOK COURT(BLOCK A),LAI YING ST","HOI LOK COURT(Block A),LAI YING ST|凱樂苑A座,荔盈街",LAI YING STHOI LOK COURTblankblank|Phaseblank|BlockA|28|20consid2.7774,28
49829,19042300200138,ASP,2019-02-28,RES,blank,2019/08,4.4776,0,631,0,7096,blank,blank,5529838,19042300200138,1,36.0,D,blank,blank,blank,HOI LOK COURT,凱樂苑,LAI YING ST,荔盈街,3,blank,KSWK,NKIL6600,HOI LOK COURT||Phase |Block D,荔盈街HOI LOK COURT|Phase|BlockD,荔盈街HOI LOK COURT|Phase|BlockD|36|1,荔枝角南/南昌/奧運,2019,1,blankblank,3 LAI YING ST|荔盈街,3 LAI YING ST,3 荔盈街,"凱樂苑D座,荔盈街","HOI LOK COURT(BLOCK D),LAI YING ST","HOI LOK COURT(Block D),LAI YING ST|凱樂苑D座,荔盈街",LAI YING STHOI LOK COURTblankblank|Phaseblank|BlockD|36|1consid4.4776,36
49830,19042300200150,ASP,2019-03-05,RES,blank,2019/08,3.5262,0,477,0,7392,blank,blank,5529840,19042300200150,3,31.0,E,blank,blank,blank,HOI LOK COURT,凱樂苑,LAI YING ST,荔盈街,3,blank,KSWK,NKIL6600,HOI LOK COURT||Phase |Block E,荔盈街HOI LOK COURT|Phase|BlockE,荔盈街HOI LOK COURT|Phase|BlockE|31|3,荔枝角南/南昌/奧運,2019,1,blankblank,3 LAI YING ST|荔盈街,3 LAI YING ST,3 荔盈街,"凱樂苑E座,荔盈街","HOI LOK COURT(BLOCK E),LAI YING ST","HOI LOK COURT(Block E),LAI YING ST|凱樂苑E座,荔盈街",LAI YING STHOI LOK COURTblankblank|Phaseblank|BlockE|31|3consid3.5262,31
49831,19042300200161,ASP,2019-04-02,RES,blank,2019/08,2.7505,0,392,0,7017,blank,blank,5529841,19042300200161,6,39.0,D,blank,blank,blank,HOI LOK COURT,凱樂苑,LAI YING ST,荔盈街,3,blank,KSWK,NKIL6600,HOI LOK COURT||Phase |Block D,荔盈街HOI LOK COURT|Phase|BlockD,荔盈街HOI LOK COURT|Phase|BlockD|39|6,荔枝角南/南昌/奧運,2019,1,blankblank,3 LAI YING ST|荔盈街,3 LAI YING ST,3 荔盈街,"凱樂苑D座,荔盈街","HOI LOK COURT(BLOCK D),LAI YING ST","HOI LOK COURT(Block D),LAI YING ST|凱樂苑D座,荔盈街",LAI YING STHOI LOK COURTblankblank|Phaseblank|BlockD|39|6consid2.7505,39
49832,19042300200191,ASP,2019-04-08,RES,blank,2019/08,2.6609,0,391,0,6805,blank,blank,5529844,19042300200191,2,26.0,C,blank,blank,blank,HOI LOK COURT,凱樂苑,LAI YING ST,荔盈街,3,blank,KSWK,NKIL6600,HOI LOK COURT||Phase |Block C,荔盈街HOI LOK COURT|Phase|BlockC,荔盈街HOI LOK COURT|Phase|BlockC|26|2,荔枝角南/南昌/奧運,2019,1,blankblank,3 LAI YING ST|荔盈街,3 LAI YING ST,3 荔盈街,"凱樂苑C座,荔盈街","HOI LOK COURT(BLOCK C),LAI YING ST","HOI LOK COURT(Block C),LAI YING ST|凱樂苑C座,荔盈街",LAI YING STHOI LOK COURTblankblank|Phaseblank|BlockC|26|2consid2.6609,26
49833,19042300200201,ASP,2019-04-10,RES,blank,2018/11,2.756,0,400,0,6890,blank,blank,5529845,19042300200201,21,28.0,A,blank,blank,blank,HOI LOK COURT,凱樂苑,LAI YING ST,荔盈街,3,blank,KSWK,NKIL6600,HOI LOK COURT||Phase |Block A,荔盈街HOI LOK COURT|Phase|BlockA,荔盈街HOI LOK COURT|Phase|BlockA|28|21,荔枝角南/南昌/奧運,2018,2,blankblank,3 LAI YING ST|荔盈街,3 LAI YING ST,3 荔盈街,"凱樂苑A座,荔盈街","HOI LOK COURT(BLOCK A),LAI YING ST","HOI LOK COURT(Block A),LAI YING ST|凱樂苑A座,荔盈街",LAI YING STHOI LOK COURTblankblank|Phaseblank|BlockA|28|21consid2.756,28
49834,19042300630046,ASP,2019-03-26,RES,blank,1998/05,7.78,694,592,11210,13142,blank,blank,5529983,19042300630046,C,21.0,12,1,blank,blank,CHARMING GDN,富榮花園,HOI TING RD,海庭道,8,blank,KSWK,KIL11082,CHARMING GDN||Phase 1|Block 12,海庭道CHARMING GDN|Phase1|Block12,海庭道CHARMING GDN|Phase1|Block12|21|C,荔枝角南/南昌/奧運,1998,22,blankblank,8 HOI TING RD|海庭道,8 HOI TING RD,8 海庭道,"富榮花園12座,海庭道","CHARMING GDN(BLOCK 12),HOI TING RD","CHARMING GDN(Block 12),HOI TING RD|富榮花園12座,海庭道",HOI TING RDCHARMING GDNblankblank|Phase1|Block12|21|Cconsid7.78,21
