,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy
2934,19010800510167,ASP,2019-01-04,RES,blank,1995/05,4.45,584,483,7620,9213,blank,blank,5481220,19010800510167,J,37,5,2,blank,blank,CHEERFUL GDN,富怡花園,SIU SAI WAN RD,小西灣道,23,blank,HSSW,CWIL148,CHEERFUL GDN||Phase 2|Block 5,小西灣道CHEERFUL GDN|Phase2|Block5,小西灣道CHEERFUL GDN|Phase2|Block5|37|J,1995,25,blankblank,23 SIU SAI WAN RD|小西灣道,23 SIU SAI WAN RD,23 小西灣道,"富怡花園5座,小西灣道","CHEERFUL GDN(BLOCK 5),SIU SAI WAN RD","CHEERFUL GDN(Block 5),SIU SAI WAN RD|富怡花園5座,小西灣道",SIU SAI WAN RDCHEERFUL GDNblankblank|Phase2|Block5|37|Jconsid4.45,37
2935,19022600600090,ASP,2019-02-15,RES,blank,1997/03,5.4,693,592,7792,9122,blank,blank,5503679,19022600600090,H,10,8,1,blank,blank,HARMONY GDN,富欣花園,SIU SAI WAN RD,小西灣道,9,blank,HSSW,CWIL154,HARMONY GDN||Phase 1|Block 8,小西灣道HARMONY GDN|Phase1|Block8,小西灣道HARMONY GDN|Phase1|Block8|10|H,1997,23,blankblank,9 SIU SAI WAN RD|小西灣道,9 SIU SAI WAN RD,9 小西灣道,"富欣花園8座,小西灣道","HARMONY GDN(BLOCK 8),SIU SAI WAN RD","HARMONY GDN(Block 8),SIU SAI WAN RD|富欣花園8座,小西灣道",SIU SAI WAN RDHARMONY GDNblankblank|Phase1|Block8|10|Hconsid5.4,10
2936,19030500540114,ASP,2019-02-28,RES,blank,1995/05,4.545,716,592,6348,7677,blank,blank,5506431,19030500540114,G,16,4,2,blank,blank,CHEERFUL GDN,富怡花園,SIU SAI WAN RD,小西灣道,23,blank,HSSW,CWIL148,CHEERFUL GDN||Phase 2|Block 4,小西灣道CHEERFUL GDN|Phase2|Block4,小西灣道CHEERFUL GDN|Phase2|Block4|16|G,1995,25,blankblank,23 SIU SAI WAN RD|小西灣道,23 SIU SAI WAN RD,23 小西灣道,"富怡花園4座,小西灣道","CHEERFUL GDN(BLOCK 4),SIU SAI WAN RD","CHEERFUL GDN(Block 4),SIU SAI WAN RD|富怡花園4座,小西灣道",SIU SAI WAN RDCHEERFUL GDNblankblank|Phase2|Block4|16|Gconsid4.545,16
2937,19030801330067,ASP,2019-03-01,RES,blank,1997/03,5.3,693,592,7648,8953,blank,blank,5507934,19030801330067,H,30,7,1,blank,blank,HARMONY GDN,富欣花園,SIU SAI WAN RD,小西灣道,9,blank,HSSW,CWIL154,HARMONY GDN||Phase 1|Block 7,小西灣道HARMONY GDN|Phase1|Block7,小西灣道HARMONY GDN|Phase1|Block7|30|H,1997,23,blankblank,9 SIU SAI WAN RD|小西灣道,9 SIU SAI WAN RD,9 小西灣道,"富欣花園7座,小西灣道","HARMONY GDN(BLOCK 7),SIU SAI WAN RD","HARMONY GDN(Block 7),SIU SAI WAN RD|富欣花園7座,小西灣道",SIU SAI WAN RDHARMONY GDNblankblank|Phase1|Block7|30|Hconsid5.3,30
2938,19031401620102,ASP,2019-03-01,RES,blank,1993/08,5.0,596,433,8389,11547,blank,blank,5510254,19031401620102,15,20,B,blank,YIU TSUI HSE,耀翠閣,KAI TSUI COURT,佳翠苑,SIU SAI WAN RD,小西灣道,16,blank,HSSW,CWIL147,KAI TSUI COURT|YIU TSUI HSE耀翠閣|Phase |Block B,小西灣道KAI TSUI COURTYIU TSUI HSE耀翠閣|Phase|BlockB,小西灣道KAI TSUI COURTYIU TSUI HSE耀翠閣|Phase|BlockB|20|15,1993,27,YIU TSUI HSE耀翠閣,16 SIU SAI WAN RD|小西灣道,16 SIU SAI WAN RD,16 小西灣道,"耀翠閣,佳翠苑,小西灣道","YIU TSUI HSE,KAI TSUI COURT,SIU SAI WAN RD","YIU TSUI HSE,KAI TSUI COURT,SIU SAI WAN RD|耀翠閣,佳翠苑,小西灣道",SIU SAI WAN RDKAI TSUI COURTYIU TSUI HSE耀翠閣|Phaseblank|BlockB|20|15consid5.0,20
2941,19032501600456,ASP,2019-03-18,RES,blank,1997/03,4.1,504,431,8135,9513,blank,blank,5515054,19032501600456,A,9,2,2,blank,blank,HARMONY GDN,富欣花園,SIU SAI WAN RD,小西灣道,9,blank,HSSW,CWIL154,HARMONY GDN||Phase 2|Block 2,小西灣道HARMONY GDN|Phase2|Block2,小西灣道HARMONY GDN|Phase2|Block2|9|A,1997,23,blankblank,9 SIU SAI WAN RD|小西灣道,9 SIU SAI WAN RD,9 小西灣道,"富欣花園2座,小西灣道","HARMONY GDN(BLOCK 2),SIU SAI WAN RD","HARMONY GDN(Block 2),SIU SAI WAN RD|富欣花園2座,小西灣道",SIU SAI WAN RDHARMONY GDNblankblank|Phase2|Block2|9|Aconsid4.1,9
2942,19032800930142,ASP,2019-03-21,RES,blank,1993/08,4.65,823,598,5650,7776,blank,blank,5516999,19032800930142,2,20,B,blank,YIU TSUI HSE,耀翠閣,KAI TSUI COURT,佳翠苑,SIU SAI WAN RD,小西灣道,16,blank,HSSW,CWIL147,KAI TSUI COURT|YIU TSUI HSE耀翠閣|Phase |Block B,小西灣道KAI TSUI COURTYIU TSUI HSE耀翠閣|Phase|BlockB,小西灣道KAI TSUI COURTYIU TSUI HSE耀翠閣|Phase|BlockB|20|2,1993,27,YIU TSUI HSE耀翠閣,16 SIU SAI WAN RD|小西灣道,16 SIU SAI WAN RD,16 小西灣道,"耀翠閣,佳翠苑,小西灣道","YIU TSUI HSE,KAI TSUI COURT,SIU SAI WAN RD","YIU TSUI HSE,KAI TSUI COURT,SIU SAI WAN RD|耀翠閣,佳翠苑,小西灣道",SIU SAI WAN RDKAI TSUI COURTYIU TSUI HSE耀翠閣|Phaseblank|BlockB|20|2consid4.65,20
2943,19040100530155,ASP,2019-03-27,RES,blank,1997/03,4.26,504,431,8452,9884,blank,blank,5518507,19040100530155,A,25,6,2,blank,blank,HARMONY GDN,富欣花園,SIU SAI WAN RD,小西灣道,9,blank,HSSW,CWIL154,HARMONY GDN||Phase 2|Block 6,小西灣道HARMONY GDN|Phase2|Block6,小西灣道HARMONY GDN|Phase2|Block6|25|A,1997,23,blankblank,9 SIU SAI WAN RD|小西灣道,9 SIU SAI WAN RD,9 小西灣道,"富欣花園6座,小西灣道","HARMONY GDN(BLOCK 6),SIU SAI WAN RD","HARMONY GDN(Block 6),SIU SAI WAN RD|富欣花園6座,小西灣道",SIU SAI WAN RDHARMONY GDNblankblank|Phase2|Block6|25|Aconsid4.26,25
2944,19040101760021,ASP,2019-03-28,RES,blank,1995/05,4.65,584,483,7962,9627,blank,blank,5518877,19040101760021,J,33,2,1,blank,blank,CHEERFUL GDN,富怡花園,SIU SAI WAN RD,小西灣道,23,blank,HSSW,CWIL148,CHEERFUL GDN||Phase 1|Block 2,小西灣道CHEERFUL GDN|Phase1|Block2,小西灣道CHEERFUL GDN|Phase1|Block2|33|J,1995,25,blankblank,23 SIU SAI WAN RD|小西灣道,23 SIU SAI WAN RD,23 小西灣道,"富怡花園2座,小西灣道","CHEERFUL GDN(BLOCK 2),SIU SAI WAN RD","CHEERFUL GDN(Block 2),SIU SAI WAN RD|富怡花園2座,小西灣道",SIU SAI WAN RDCHEERFUL GDNblankblank|Phase1|Block2|33|Jconsid4.65,33
2945,19040300440071,ASP,2019-03-28,RES,blank,1997/03,5.4,693,592,7792,9122,blank,blank,5519925,19040300440071,H,13,7,1,blank,blank,HARMONY GDN,富欣花園,SIU SAI WAN RD,小西灣道,9,blank,HSSW,CWIL154,HARMONY GDN||Phase 1|Block 7,小西灣道HARMONY GDN|Phase1|Block7,小西灣道HARMONY GDN|Phase1|Block7|13|H,1997,23,blankblank,9 SIU SAI WAN RD|小西灣道,9 SIU SAI WAN RD,9 小西灣道,"富欣花園7座,小西灣道","HARMONY GDN(BLOCK 7),SIU SAI WAN RD","HARMONY GDN(Block 7),SIU SAI WAN RD|富欣花園7座,小西灣道",SIU SAI WAN RDHARMONY GDNblankblank|Phase1|Block7|13|Hconsid5.4,13
