,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address_en,st_address_ch,st_address,ch_address,en_address,final_address,subject_pty_consid,floor_copy,redev_chance,flLv,orient,layout,finishes,remark
72249,20011701680128,ASP,2020-01-13,RES,blank,1989/10,1.28,0,217,0,5899,blank,blank,5664282,20011701680128,14,7.0,5,blank,TSUI WO HSE,翠和樓,TAI WO EST,太和村,TAI PO TAI WO RD,大埔太和路,12,blank,NTP,TPTL176,TAI WO EST|TSUI WO HSE翠和樓|Phase |Block 5,大埔太和路TAI WO ESTTSUI WO HSE翠和樓|Phase|Block5,大埔太和路TAI WO ESTTSUI WO HSE翠和樓|Phase|Block5|7|14,大埔,1989,31,TSUI WO HSE翠和樓,12 TAI PO TAI WO RD,12 大埔太和路,12 TAI PO TAI WO RD|12 大埔太和路,"翠和樓(太和村),大埔太和路","TSUI WO HSE,TAI WO EST,TAI PO TAI WO RD","TSUI WO HSE,TAI WO EST,TAI PO TAI WO RD|翠和樓(太和村),大埔太和路",TAI PO TAI WO RDTAI WO ESTTSUI WO HSE翠和樓|Phaseblank|Block5|7|14consid1.28,7,低,低層,西,沒資料,基本,單位實用四正 交通方便 配套完善
72109,19120201660191,ASP,2019-11-26,RES,blank,1985/12,1.5,0,286,0,5245,blank,blank,5648315,19120201660191,18,31.0,2,blank,SHIN LUN HSE,善鄰樓,FU SHIN EST,富善村,ON PO RD,安埔路,12,blank,NTP,TPTL189,FU SHIN EST|SHIN LUN HSE善鄰樓|Phase |Block 2,安埔路FU SHIN ESTSHIN LUN HSE善鄰樓|Phase|Block2,安埔路FU SHIN ESTSHIN LUN HSE善鄰樓|Phase|Block2|31|18,大埔,1985,35,SHIN LUN HSE善鄰樓,12 ON PO RD,12 安埔路,12 ON PO RD|12 安埔路,"善鄰樓(富善村),安埔路","SHIN LUN HSE,FU SHIN EST,ON PO RD","SHIN LUN HSE,FU SHIN EST,ON PO RD|善鄰樓(富善村),安埔路",ON PO RDFU SHIN ESTSHIN LUN HSE善鄰樓|Phaseblank|Block2|31|18consid1.5,31,低,中層,東北,沒資料,基本,單位實用四正 交通方便 配套完善
72461,20040201260031,ASP,2020-03-25,RES,blank,1985/11,1.72,0,292,0,5890,blank,blank,5691693,20040201260031,9,4.0,1,blank,SHIN KWAN HSE,善群樓,FU SHIN EST,富善村,ON PO RD,安埔路,12,blank,NTP,TPTL189,FU SHIN EST|SHIN KWAN HSE善群樓|Phase |Block 1,安埔路FU SHIN ESTSHIN KWAN HSE善群樓|Phase|Block1,安埔路FU SHIN ESTSHIN KWAN HSE善群樓|Phase|Block1|4|9,大埔,1985,35,SHIN KWAN HSE善群樓,12 ON PO RD,12 安埔路,12 ON PO RD|12 安埔路,"善群樓(富善村),安埔路","SHIN KWAN HSE,FU SHIN EST,ON PO RD","SHIN KWAN HSE,FU SHIN EST,ON PO RD|善群樓(富善村),安埔路",ON PO RDFU SHIN ESTSHIN KWAN HSE善群樓|Phaseblank|Block1|4|9consid1.72,4,低,中層,東北,呂字型,良好,單位實用四正 交通方便 配套完善
71919,19111900260252,ASP,2019-10-31,RES,blank,2014/03,1.75,0,194,0,9021,blank,BW:19 SF (NE) / ,5641240,19111900260252,H,8.0,6,1,blank,blank,MONT VERT,嵐山,FUNG YUEN RD,鳳園路,9,blank,NTP,TPTL183RP,MONT VERT||Phase 1|Block 6,鳳園路MONT VERT|Phase1|Block6,鳳園路MONT VERT|Phase1|Block6|8|H,大埔,2014,6,blankblank,9 FUNG YUEN RD,9 鳳園路,9 FUNG YUEN RD|9 鳳園路,"嵐山6座,鳳園路","MONT VERT(BLOCK 6),FUNG YUEN RD","MONT VERT(Block 6),FUNG YUEN RD|嵐山6座,鳳園路",FUNG YUEN RDMONT VERTblankblank|Phase1|Block6|8|Hconsid1.75,8,近乎零,中層,南,四正,基本,業主減價 上車筍盤 歡迎約睇
72407,20032001990058,ASP,2020-03-13,RES,blank,1977/04,1.8,294,226,6122,7965,blank,blank,5686834,20032001990058,B,3.0,blank,blank,SUI ON BLDG,瑞安樓,blank,blank,SUI ON ST,瑞安街,1,blank,NTP,DD6LOT1860,|SUI ON BLDG瑞安樓|Phase |Block ,瑞安街SUI ON BLDG瑞安樓|Phase|Block,瑞安街SUI ON BLDG瑞安樓|Phase|Block|3|B,大埔,1977,43,SUI ON BLDG瑞安樓,1 SUI ON ST,1 瑞安街,1 SUI ON ST|1 瑞安街,"瑞安樓,瑞安街","SUI ON BLDG,SUI ON ST","SUI ON BLDG,SUI ON ST|瑞安樓,瑞安街",SUI ON STblankSUI ON BLDG瑞安樓|Phaseblank|Blockblank|3|Bconsid1.8,3,低,中層,東南,四正,良好,業主減價 上車筍盤 歡迎約睇
71831,19102101930179,ASP,2019-10-14,RES,blank,1989/11,1.83,0,349,0,5244,blank,blank,5629520,19102101930179,23,13.0,7,blank,ON WO HSE,安和樓,TAI WO EST,太和村,TAI PO TAI WO RD,大埔太和路,12,blank,NTP,TPTL176,TAI WO EST|ON WO HSE安和樓|Phase |Block 7,大埔太和路TAI WO ESTON WO HSE安和樓|Phase|Block7,大埔太和路TAI WO ESTON WO HSE安和樓|Phase|Block7|13|23,大埔,1989,31,ON WO HSE安和樓,12 TAI PO TAI WO RD,12 大埔太和路,12 TAI PO TAI WO RD|12 大埔太和路,"安和樓(太和村),大埔太和路","ON WO HSE,TAI WO EST,TAI PO TAI WO RD","ON WO HSE,TAI WO EST,TAI PO TAI WO RD|安和樓(太和村),大埔太和路",TAI PO TAI WO RDTAI WO ESTON WO HSE安和樓|Phaseblank|Block7|13|23consid1.83,13,低,中層,北,沒資料,基本,單位實用四正 交通方便 配套完善
71023,19041600750175,ASP,2019-03-29,RES,blank,1986/11,1.95,0,381,0,5118,blank,blank,5527121,19041600750175,10,21.0,4,blank,SHIN TSUI HSE,善翠樓,FU SHIN EST,富善村,ON PO RD,安埔路,12,blank,NTP,TPTL189,FU SHIN EST|SHIN TSUI HSE善翠樓|Phase |Block 4,安埔路FU SHIN ESTSHIN TSUI HSE善翠樓|Phase|Block4,安埔路FU SHIN ESTSHIN TSUI HSE善翠樓|Phase|Block4|21|10,大埔,1986,34,SHIN TSUI HSE善翠樓,12 ON PO RD,12 安埔路,12 ON PO RD|12 安埔路,"善翠樓(富善村),安埔路","SHIN TSUI HSE,FU SHIN EST,ON PO RD","SHIN TSUI HSE,FU SHIN EST,ON PO RD|善翠樓(富善村),安埔路",ON PO RDFU SHIN ESTSHIN TSUI HSE善翠樓|Phaseblank|Block4|21|10consid1.95,21,低,低層,東北,四正,良好,單位實用四正 交通方便 配套完善
72332,20022401040247,ASP,2020-02-07,RES,blank,1991/05,1.96,0,381,0,5144,blank,blank,5677916,20022401040247,1,9.0,6,blank,HENG TSUI HSE,亨翠樓,FU HENG EST,富亨村,CHUNG NGA RD,頌雅路,6,blank,NTP,TPTL178,FU HENG EST|HENG TSUI HSE亨翠樓|Phase |Block 6,頌雅路FU HENG ESTHENG TSUI HSE亨翠樓|Phase|Block6,頌雅路FU HENG ESTHENG TSUI HSE亨翠樓|Phase|Block6|9|1,大埔,1991,29,HENG TSUI HSE亨翠樓,6 CHUNG NGA RD,6 頌雅路,6 CHUNG NGA RD|6 頌雅路,"亨翠樓(富亨村),頌雅路","HENG TSUI HSE,FU HENG EST,CHUNG NGA RD","HENG TSUI HSE,FU HENG EST,CHUNG NGA RD|亨翠樓(富亨村),頌雅路",CHUNG NGA RDFU HENG ESTHENG TSUI HSE亨翠樓|Phaseblank|Block6|9|1consid1.96,9,低,中層,西,呂字型,有,業主減價 上車筍盤 歡迎約睇
71128,19050300660071,ASP,2019-04-17,RES,blank,1986/03,1.98,0,381,0,5197,blank,blank,5536157,19050300660071,16,7.0,5,blank,SHIN MEI HSE,善美樓,FU SHIN EST,富善村,ON PO RD,安埔路,12,blank,NTP,TPTL189,FU SHIN EST|SHIN MEI HSE善美樓|Phase |Block 5,安埔路FU SHIN ESTSHIN MEI HSE善美樓|Phase|Block5,安埔路FU SHIN ESTSHIN MEI HSE善美樓|Phase|Block5|7|16,大埔,1986,34,SHIN MEI HSE善美樓,12 ON PO RD,12 安埔路,12 ON PO RD|12 安埔路,"善美樓(富善村),安埔路","SHIN MEI HSE,FU SHIN EST,ON PO RD","SHIN MEI HSE,FU SHIN EST,ON PO RD|善美樓(富善村),安埔路",ON PO RDFU SHIN ESTSHIN MEI HSE善美樓|Phaseblank|Block5|7|16consid1.98,7,低,中層,東,沒資料,基本,單位實用四正 交通方便 配套完善
72696,20051800130030,ASP,2020-05-11,RES,blank,1986/11,1.98,0,381,0,5197,blank,blank,5707591,20051800130030,18,16.0,4,blank,SHIN TSUI HSE,善翠樓,FU SHIN EST,富善村,ON PO RD,安埔路,12,blank,NTP,TPTL189,FU SHIN EST|SHIN TSUI HSE善翠樓|Phase |Block 4,安埔路FU SHIN ESTSHIN TSUI HSE善翠樓|Phase|Block4,安埔路FU SHIN ESTSHIN TSUI HSE善翠樓|Phase|Block4|16|18,大埔,1986,34,SHIN TSUI HSE善翠樓,12 ON PO RD,12 安埔路,12 ON PO RD|12 安埔路,"善翠樓(富善村),安埔路","SHIN TSUI HSE,FU SHIN EST,ON PO RD","SHIN TSUI HSE,FU SHIN EST,ON PO RD|善翠樓(富善村),安埔路",ON PO RDFU SHIN ESTSHIN TSUI HSE善翠樓|Phaseblank|Block4|16|18consid1.98,16,低,低層,東,沒資料,有,單位實用四正 交通方便 配套完善
