,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,flLv,orient,layout,finishes,remark
105467,19011002080014,ASP,2019-01-03,RES,blank,1982/04,6.0,562,450,10676,13333,blank,BW:18 SF (GI/NE) / ,5483078,19011002080014,E,13.0,19,blank,blank,blank,CITY ONE SHATIN,沙田第一城,PAK TAK ST,百得街,4,blank,NST,STTL1sB,CITY ONE SHATIN||Phase |Block 19,百得街CITY ONE SHATIN|Phase|Block19,百得街CITY ONE SHATIN|Phase|Block19|13|E,沙田,1982,38,blankblank,4 PAK TAK ST|百得街,4 PAK TAK ST,4 百得街,"沙田第一城19座,百得街","CITY ONE SHATIN(BLOCK 19),PAK TAK ST","CITY ONE SHATIN(Block 19),PAK TAK ST|沙田第一城19座,百得街",PAK TAK STCITY ONE SHATINblankblank|Phaseblank|Block19|13|Econsid6.0,13,中層,東南,呂字型,基本,單位實用四正 交通方便 配套完善
108270,20021801010010,ASP,2020-02-12,RES,blank,1982/06,7.63,920,678,8293,11254,blank,BW:52 SF (GE/NE) / ,5675880,20021801010010,B,1.0,G,blank,GRENVILLE HTS,嘉蘭閣,BELAIR GDN,富豪花園,TAI CHUNG KIU RD,大涌橋路,52,blank,NST,STTL11,BELAIR GDN|GRENVILLE HTS嘉蘭閣|Phase |Block G,大涌橋路BELAIR GDNGRENVILLE HTS嘉蘭閣|Phase|BlockG,大涌橋路BELAIR GDNGRENVILLE HTS嘉蘭閣|Phase|BlockG|1|B,沙田,1982,38,GRENVILLE HTS嘉蘭閣,52 TAI CHUNG KIU RD|大涌橋路,52 TAI CHUNG KIU RD,52 大涌橋路,"嘉蘭閣,富豪花園,大涌橋路","GRENVILLE HTS,BELAIR GDN,TAI CHUNG KIU RD","GRENVILLE HTS,BELAIR GDN,TAI CHUNG KIU RD|嘉蘭閣,富豪花園,大涌橋路",TAI CHUNG KIU RDBELAIR GDNGRENVILLE HTS嘉蘭閣|Phaseblank|BlockG|1|Bconsid7.63,1,中層,東南,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108271,20021801100080,ASP,2020-02-05,RES,blank,1986/01,5.35,395,285,13544,18772,blank,BW:33 SF (GI/NE) / ,5675899,20021801100080,B,29.0,48,blank,blank,blank,CITY ONE SHATIN,沙田第一城,TAK PO ST,得寶街,6,blank,NST,STTL1sM,CITY ONE SHATIN||Phase |Block 48,得寶街CITY ONE SHATIN|Phase|Block48,得寶街CITY ONE SHATIN|Phase|Block48|29|B,沙田,1986,34,blankblank,6 TAK PO ST|得寶街,6 TAK PO ST,6 得寶街,"沙田第一城48座,得寶街","CITY ONE SHATIN(BLOCK 48),TAK PO ST","CITY ONE SHATIN(Block 48),TAK PO ST|沙田第一城48座,得寶街",TAK PO STCITY ONE SHATINblankblank|Phaseblank|Block48|29|Bconsid5.35,29,中層,西,沒資料,良好,業主減價 上車筍盤 歡迎約睇
108272,20021801100095,ASP,2020-02-11,RES,blank,1984/09,4.85,385,253,12597,19170,blank,BW:44 SF (GI/NE) / ,5675900,20021801100095,2,32.0,D,blank,blank,blank,GARDEN RIVERA,河畔花園,TAI CHUNG KIU RD,大涌橋路,20,30,NST,STTL202,GARDEN RIVERA||Phase |Block D,大涌橋路GARDEN RIVERA|Phase|BlockD,大涌橋路GARDEN RIVERA|Phase|BlockD|32|2,沙田,1984,36,blankblank,20-30 TAI CHUNG KIU RD|大涌橋路,20-30 TAI CHUNG KIU RD,20-30 大涌橋路,"河畔花園D座,大涌橋路","GARDEN RIVERA(BLOCK D),TAI CHUNG KIU RD","GARDEN RIVERA(Block D),TAI CHUNG KIU RD|河畔花園D座,大涌橋路",TAI CHUNG KIU RDGARDEN RIVERAblankblank|Phaseblank|BlockD|32|2consid4.85,32,高層,南,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108273,20021801350113,ASP,2020-02-07,RES,blank,1980/11,4.2,520,457,8077,9190,blank,blank,5675986,20021801350113,12,23.0,G,2,WING MAU HSE,詠茂閣,SUI WO COURT,穗禾苑,SUI WO RD,穗禾路,6,blank,NST,STTL43RP,SUI WO COURT|WING MAU HSE詠茂閣|Phase 2|Block G,穗禾路SUI WO COURTWING MAU HSE詠茂閣|Phase2|BlockG,穗禾路SUI WO COURTWING MAU HSE詠茂閣|Phase2|BlockG|23|12,沙田,1980,40,WING MAU HSE詠茂閣,6 SUI WO RD|穗禾路,6 SUI WO RD,6 穗禾路,"詠茂閣,穗禾苑,穗禾路","WING MAU HSE,SUI WO COURT,SUI WO RD","WING MAU HSE,SUI WO COURT,SUI WO RD|詠茂閣,穗禾苑,穗禾路",SUI WO RDSUI WO COURTWING MAU HSE詠茂閣|Phase2|BlockG|23|12consid4.2,23,低層,南,呂字型,有,單位實用四正 交通方便 配套完善
108274,20021801530018,ASP,2020-01-31,RES,blank,1987/05,6.0,680,480,8824,12500,blank,BW:35 SF (GE/NE) / ,5676019,20021801530018,B,2.0,I,blank,IMPERIAL HTS,帝皇閣,BELAIR GDN,富豪花園,TAI CHUNG KIU RD,大涌橋路,52,blank,NST,STTL11,BELAIR GDN|IMPERIAL HTS帝皇閣|Phase |Block I,大涌橋路BELAIR GDNIMPERIAL HTS帝皇閣|Phase|BlockI,大涌橋路BELAIR GDNIMPERIAL HTS帝皇閣|Phase|BlockI|2|B,沙田,1987,33,IMPERIAL HTS帝皇閣,52 TAI CHUNG KIU RD|大涌橋路,52 TAI CHUNG KIU RD,52 大涌橋路,"帝皇閣,富豪花園,大涌橋路","IMPERIAL HTS,BELAIR GDN,TAI CHUNG KIU RD","IMPERIAL HTS,BELAIR GDN,TAI CHUNG KIU RD|帝皇閣,富豪花園,大涌橋路",TAI CHUNG KIU RDBELAIR GDNIMPERIAL HTS帝皇閣|Phaseblank|BlockI|2|Bconsid6.0,2,高層,北,四正,有,單位實用四正 交通方便 配套完善
108275,20021801680014,ASP,2020-02-05,RES,blank,1985/10,4.42,363,258,12176,17132,blank,BW:24 SF (GI/NE) / ,5676068,20021801680014,9,10.0,B,blank,blank,blank,CHUEN FAI CTR,全輝中心,KONG PUI ST,崗背街,9,11,NST,STTL128,CHUEN FAI CTR||Phase |Block B,崗背街CHUEN FAI CTR|Phase|BlockB,崗背街CHUEN FAI CTR|Phase|BlockB|10|9,沙田,1985,35,blankblank,9-11 KONG PUI ST|崗背街,9-11 KONG PUI ST,9-11 崗背街,"全輝中心B座,崗背街","CHUEN FAI CTR(BLOCK B),KONG PUI ST","CHUEN FAI CTR(Block B),KONG PUI ST|全輝中心B座,崗背街",KONG PUI STCHUEN FAI CTRblankblank|Phaseblank|BlockB|10|9consid4.42,10,低層,南,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108278,20021900640125,ASP,2020-02-14,RES,blank,1980/08,4.26,537,472,7933,9025,blank,blank,5676352,20021900640125,6,3.0,B,1,FUNG YAT HSE,豐逸閣,SUI WO COURT,穗禾苑,SUI WO RD,穗禾路,7,blank,NST,STTL43RP,SUI WO COURT|FUNG YAT HSE豐逸閣|Phase 1|Block B,穗禾路SUI WO COURTFUNG YAT HSE豐逸閣|Phase1|BlockB,穗禾路SUI WO COURTFUNG YAT HSE豐逸閣|Phase1|BlockB|3|6,沙田,1980,40,FUNG YAT HSE豐逸閣,7 SUI WO RD|穗禾路,7 SUI WO RD,7 穗禾路,"豐逸閣,穗禾苑,穗禾路","FUNG YAT HSE,SUI WO COURT,SUI WO RD","FUNG YAT HSE,SUI WO COURT,SUI WO RD|豐逸閣,穗禾苑,穗禾路",SUI WO RDSUI WO COURTFUNG YAT HSE豐逸閣|Phase1|BlockB|3|6consid4.26,3,中層,西北,沒資料,有,單位實用四正 交通方便 配套完善
108281,20021901480343,ASP,2020-02-10,RES,blank,1987/10,4.9,488,300,10041,16333,blank,BW:28 SF (GI/NE) / ,5676510,20021901480343,4,25.0,D,2,GOLDEN COMFORT COURT,金寧閣,GOLDEN LION GDN,金獅花園,KAK TIN ST,隔田街,1,3,NST,STTL243,GOLDEN LION GDN|GOLDEN COMFORT COURT金寧閣|Phase 2|Block D,隔田街GOLDEN LION GDNGOLDEN COMFORT COURT金寧閣|Phase2|BlockD,隔田街GOLDEN LION GDNGOLDEN COMFORT COURT金寧閣|Phase2|BlockD|25|4,沙田,1987,33,GOLDEN COMFORT COURT金寧閣,1-3 KAK TIN ST|隔田街,1-3 KAK TIN ST,1-3 隔田街,"金寧閣,金獅花園,隔田街","GOLDEN COMFORT COURT,GOLDEN LION GDN,KAK TIN ST","GOLDEN COMFORT COURT,GOLDEN LION GDN,KAK TIN ST|金寧閣,金獅花園,隔田街",KAK TIN STGOLDEN LION GDNGOLDEN COMFORT COURT金寧閣|Phase2|BlockD|25|4consid4.9,25,中層,北,四正,良好,業主減價 上車筍盤 歡迎約睇
108282,20021901490144,ASP,2020-02-06,RES,blank,2001/04,5.98,735,516,8136,11589,blank,blank,5676516,20021901490144,4,31.0,O,1,blank,blank,YU CHUI COURT,愉翠苑,NGAU PEI SHA ST,牛皮沙街,6,blank,NST,STTL462,YU CHUI COURT||Phase 1|Block O,牛皮沙街YU CHUI COURT|Phase1|BlockO,牛皮沙街YU CHUI COURT|Phase1|BlockO|31|4,沙田,2001,19,blankblank,6 NGAU PEI SHA ST|牛皮沙街,6 NGAU PEI SHA ST,6 牛皮沙街,"愉翠苑O座,牛皮沙街","YU CHUI COURT(BLOCK O),NGAU PEI SHA ST","YU CHUI COURT(Block O),NGAU PEI SHA ST|愉翠苑O座,牛皮沙街",NGAU PEI SHA STYU CHUI COURTblankblank|Phase1|BlockO|31|4consid5.98,31,中層,西北,沒資料,基本,單位實用四正 交通方便 配套完善
108284,20021901550024,ASP,2020-02-11,RES,blank,2012/09,15.5,0,825,0,18788,blank,BW:31 SF (NE) / BAL:23 SF (NI) / UP:16 SF (NI) / ,5676533,20021901550024,G,45.0,2,blank,blank,blank,THE RIVERPARK,溱岸8號,CHE KUNG MIU RD,車公廟路,8,blank,NST,STTL519,THE RIVERPARK||Phase |Block 2,車公廟路THE RIVERPARK|Phase|Block2,車公廟路THE RIVERPARK|Phase|Block2|45|G,沙田,2012,8,blankblank,8 CHE KUNG MIU RD|車公廟路,8 CHE KUNG MIU RD,8 車公廟路,"溱岸8號2座,車公廟路","THE RIVERPARK(BLOCK 2),CHE KUNG MIU RD","THE RIVERPARK(Block 2),CHE KUNG MIU RD|溱岸8號2座,車公廟路",CHE KUNG MIU RDTHE RIVERPARKblankblank|Phaseblank|Block2|45|Gconsid15.5,45,低層,東,呂字型,良好,單位實用四正 交通方便 配套完善
108285,20021901800028,ASP,2020-01-23,RES,CP,1984/02,14.98,1676,1295,8938,11568,blank,blank,5676591,20021901800028,B,21.0,4,blank,RHINE HTS,萊茵閣,SHATIN 33,碧霞花園,SUI WO RD,穗禾路,16,blank,NST,STTL33,SHATIN 33|RHINE HTS萊茵閣|Phase |Block 4,穗禾路SHATIN 33RHINE HTS萊茵閣|Phase|Block4,穗禾路SHATIN 33RHINE HTS萊茵閣|Phase|Block4|21|B,沙田,1984,36,RHINE HTS萊茵閣,16 SUI WO RD|穗禾路,16 SUI WO RD,16 穗禾路,"萊茵閣,碧霞花園,穗禾路","RHINE HTS,SHATIN 33,SUI WO RD","RHINE HTS,SHATIN 33,SUI WO RD|萊茵閣,碧霞花園,穗禾路",SUI WO RDSHATIN 33RHINE HTS萊茵閣|Phaseblank|Block4|21|Bconsid14.98,21,中層,東,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108287,20021901850537,ASP,2020-01-24,RES,blank,1985/05,5.25,395,285,13291,18421,blank,BW:33 SF (GI/NE) / ,5676628,20021901850537,F,10.0,38,blank,blank,blank,CITY ONE SHATIN,沙田第一城,LOK SHING ST,樂城街,11,blank,NST,STTL1sF,CITY ONE SHATIN||Phase |Block 38,樂城街CITY ONE SHATIN|Phase|Block38,樂城街CITY ONE SHATIN|Phase|Block38|10|F,沙田,1985,35,blankblank,11 LOK SHING ST|樂城街,11 LOK SHING ST,11 樂城街,"沙田第一城38座,樂城街","CITY ONE SHATIN(BLOCK 38),LOK SHING ST","CITY ONE SHATIN(Block 38),LOK SHING ST|沙田第一城38座,樂城街",LOK SHING STCITY ONE SHATINblankblank|Phaseblank|Block38|10|Fconsid5.25,10,低層,北,四正,基本,單位實用四正 交通方便 配套完善
108289,20021901851025,ASP,2020-02-13,RES,blank,2011/12,11.5,912,688,12610,16715,blank,BW:37 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5676648,20021901851025,SC-A,23.0,5,3,blank,盛世,FESTIVAL CITY,名城,MEI TIN RD,美田路,1,blank,NST,STTL529,FESTIVAL CITY|盛世|Phase 3|Block 5,美田路FESTIVAL CITY盛世|Phase3|Block5,美田路FESTIVAL CITY盛世|Phase3|Block5|23|SC-A,沙田,2011,9,blank盛世,1 MEI TIN RD|美田路,1 MEI TIN RD,1 美田路,"名城5座,美田路","FESTIVAL CITY(BLOCK 5),MEI TIN RD","FESTIVAL CITY(Block 5),MEI TIN RD|名城5座,美田路",MEI TIN RDFESTIVAL CITYblank盛世|Phase3|Block5|23|SC-Aconsid11.5,23,中層,北,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108290,20022000030540,ASP,2020-01-21,RES,blank,2020/10,2.7431,0,463,0,5925,blank,blank,5676729,20022000030540,18,1.0,blank,blank,YUK WO COURT,旭禾苑,blank,blank,AU PUI WAN ST,坳背灣街,23,blank,NST,STTL477,|YUK WO COURT旭禾苑|Phase |Block ,坳背灣街YUK WO COURT旭禾苑|Phase|Block,坳背灣街YUK WO COURT旭禾苑|Phase|Block|1|18,沙田,2020,0,YUK WO COURT旭禾苑,23 AU PUI WAN ST|坳背灣街,23 AU PUI WAN ST,23 坳背灣街,"旭禾苑,坳背灣街","YUK WO COURT,AU PUI WAN ST","YUK WO COURT,AU PUI WAN ST|旭禾苑,坳背灣街",AU PUI WAN STblankYUK WO COURT旭禾苑|Phaseblank|Blockblank|1|18consid2.7431,1,高層,西南,呂字型,良好,業主減價 上車筍盤 歡迎約睇
108291,20022000160034,ASP,2020-01-23,RES,blank,1984/08,4.91,486,295,10103,16644,blank,BW:53 SF (GI/NE) / ,5676753,20022000160034,G,12.0,2,1,AVON GDN,雅芳苑,SHATINPARK,花園城,SHA KOK ST,沙角街,8,12,NST,STTL131,SHATINPARK|AVON GDN雅芳苑|Phase 1|Block 2,沙角街SHATINPARKAVON GDN雅芳苑|Phase1|Block2,沙角街SHATINPARKAVON GDN雅芳苑|Phase1|Block2|12|G,沙田,1984,36,AVON GDN雅芳苑,8-12 SHA KOK ST|沙角街,8-12 SHA KOK ST,8-12 沙角街,"雅芳苑,花園城,沙角街","AVON GDN,SHATINPARK,SHA KOK ST","AVON GDN,SHATINPARK,SHA KOK ST|雅芳苑,花園城,沙角街",SHA KOK STSHATINPARKAVON GDN雅芳苑|Phase1|Block2|12|Gconsid4.91,12,低層,東,沒資料,有,單位實用四正 交通方便 配套完善
108292,20022000540031,ASP,2020-02-13,RES,blank,2002/07,7.8,854,650,9133,12000,blank,blank,5676833,20022000540031,5,31.0,A,blank,blank,blank,KA KENG COURT,嘉徑苑,HIN KENG ST,顯徑街,16,blank,NST,STTL493,KA KENG COURT||Phase |Block A,顯徑街KA KENG COURT|Phase|BlockA,顯徑街KA KENG COURT|Phase|BlockA|31|5,沙田,2002,18,blankblank,16 HIN KENG ST|顯徑街,16 HIN KENG ST,16 顯徑街,"嘉徑苑A座,顯徑街","KA KENG COURT(BLOCK A),HIN KENG ST","KA KENG COURT(Block A),HIN KENG ST|嘉徑苑A座,顯徑街",HIN KENG STKA KENG COURTblankblank|Phaseblank|BlockA|31|5consid7.8,31,低層,南,呂字型,基本,業主減價 上車筍盤 歡迎約睇
108296,20022001110150,ASP,2020-02-14,RES,blank,1980/06,4.68,537,472,8715,9915,blank,blank,5676942,20022001110150,9,28.0,A,1,FUNG YUE HSE,豐裕閣,SUI WO COURT,穗禾苑,SUI WO RD,穗禾路,5,blank,NST,STTL43RP,SUI WO COURT|FUNG YUE HSE豐裕閣|Phase 1|Block A,穗禾路SUI WO COURTFUNG YUE HSE豐裕閣|Phase1|BlockA,穗禾路SUI WO COURTFUNG YUE HSE豐裕閣|Phase1|BlockA|28|9,沙田,1980,40,FUNG YUE HSE豐裕閣,5 SUI WO RD|穗禾路,5 SUI WO RD,5 穗禾路,"豐裕閣,穗禾苑,穗禾路","FUNG YUE HSE,SUI WO COURT,SUI WO RD","FUNG YUE HSE,SUI WO COURT,SUI WO RD|豐裕閣,穗禾苑,穗禾路",SUI WO RDSUI WO COURTFUNG YUE HSE豐裕閣|Phase1|BlockA|28|9consid4.68,28,高層,東,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108298,20022100020023,ASP,2020-02-12,RES,blank,2001/04,6.88,944,663,7288,10377,blank,blank,5677186,20022100020023,5,3.0,P,1,blank,blank,YU CHUI COURT,愉翠苑,NGAU PEI SHA ST,牛皮沙街,6,blank,NST,STTL462,YU CHUI COURT||Phase 1|Block P,牛皮沙街YU CHUI COURT|Phase1|BlockP,牛皮沙街YU CHUI COURT|Phase1|BlockP|3|5,沙田,2001,19,blankblank,6 NGAU PEI SHA ST|牛皮沙街,6 NGAU PEI SHA ST,6 牛皮沙街,"愉翠苑P座,牛皮沙街","YU CHUI COURT(BLOCK P),NGAU PEI SHA ST","YU CHUI COURT(Block P),NGAU PEI SHA ST|愉翠苑P座,牛皮沙街",NGAU PEI SHA STYU CHUI COURTblankblank|Phase1|BlockP|3|5consid6.88,3,中層,西,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108300,20022100210166,ASP,2020-02-14,RES,blank,1987/10,4.9,523,336,9369,14583,blank,BW:28 SF (GI/NE) / ,5677251,20022100210166,7,16.0,E,2,GOLDEN FORTUNE COURT,金福閣,GOLDEN LION GDN,金獅花園,KAK TIN ST,隔田街,1,3,NST,STTL243,GOLDEN LION GDN|GOLDEN FORTUNE COURT金福閣|Phase 2|Block E,隔田街GOLDEN LION GDNGOLDEN FORTUNE COURT金福閣|Phase2|BlockE,隔田街GOLDEN LION GDNGOLDEN FORTUNE COURT金福閣|Phase2|BlockE|16|7,沙田,1987,33,GOLDEN FORTUNE COURT金福閣,1-3 KAK TIN ST|隔田街,1-3 KAK TIN ST,1-3 隔田街,"金福閣,金獅花園,隔田街","GOLDEN FORTUNE COURT,GOLDEN LION GDN,KAK TIN ST","GOLDEN FORTUNE COURT,GOLDEN LION GDN,KAK TIN ST|金福閣,金獅花園,隔田街",KAK TIN STGOLDEN LION GDNGOLDEN FORTUNE COURT金福閣|Phase2|BlockE|16|7consid4.9,16,高層,南,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108302,20022101020164,ASP,2020-02-13,RES,blank,1986/06,5.55,483,367,11491,15123,blank,blank,5677393,20022101020164,A,11.0,4,blank,blank,blank,WAI WAH CTR,偉華中心,SHA TIN CTR ST,沙田正街,11,17,NST,STTL159,WAI WAH CTR||Phase |Block 4,沙田正街WAI WAH CTR|Phase|Block4,沙田正街WAI WAH CTR|Phase|Block4|11|A,沙田,1986,34,blankblank,11-17 SHA TIN CTR ST|沙田正街,11-17 SHA TIN CTR ST,11-17 沙田正街,"偉華中心4座,沙田正街","WAI WAH CTR(BLOCK 4),SHA TIN CTR ST","WAI WAH CTR(Block 4),SHA TIN CTR ST|偉華中心4座,沙田正街",SHA TIN CTR STWAI WAH CTRblankblank|Phaseblank|Block4|11|Aconsid5.55,11,高層,西,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108303,20022101500052,ASP,2020-01-23,RES,blank,1985/05,5.35,395,285,13544,18772,blank,BW:33 SF (GI/NE) / ,5677515,20022101500052,B,30.0,45,blank,blank,blank,CITY ONE SHATIN,沙田第一城,TAK PO ST,得寶街,7,blank,NST,STTL1sF,CITY ONE SHATIN||Phase |Block 45,得寶街CITY ONE SHATIN|Phase|Block45,得寶街CITY ONE SHATIN|Phase|Block45|30|B,沙田,1985,35,blankblank,7 TAK PO ST|得寶街,7 TAK PO ST,7 得寶街,"沙田第一城45座,得寶街","CITY ONE SHATIN(BLOCK 45),TAK PO ST","CITY ONE SHATIN(Block 45),TAK PO ST|沙田第一城45座,得寶街",TAK PO STCITY ONE SHATINblankblank|Phaseblank|Block45|30|Bconsid5.35,30,低層,東,呂字型,基本,業主減價 上車筍盤 歡迎約睇
108304,20022101510069,ASP,2020-02-06,RES,blank,2010/11,12.0,902,679,13304,17673,blank,BW:38 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5677518,20022101510069,NC-D,48.0,5,2,blank,盛薈,FESTIVAL CITY,名城,MEI TIN RD,美田路,1,blank,NST,STTL529,FESTIVAL CITY|盛薈|Phase 2|Block 5,美田路FESTIVAL CITY盛薈|Phase2|Block5,美田路FESTIVAL CITY盛薈|Phase2|Block5|48|NC-D,沙田,2010,10,blank盛薈,1 MEI TIN RD|美田路,1 MEI TIN RD,1 美田路,"名城5座,美田路","FESTIVAL CITY(BLOCK 5),MEI TIN RD","FESTIVAL CITY(Block 5),MEI TIN RD|名城5座,美田路",MEI TIN RDFESTIVAL CITYblank盛薈|Phase2|Block5|48|NC-Dconsid12.0,48,低層,西,呂字型,良好,業主減價 上車筍盤 歡迎約睇
108305,20022101510074,ASP,2020-02-06,RES,blank,2010/11,15.1,1273,959,11862,15746,blank,BW:53 SF (GI/NE) / BAL:26 SF (GI/NI) / UP:16 SF (GI/NI) / ,5677519,20022101510074,SC-B,42.0,5,2,blank,盛薈,FESTIVAL CITY,名城,MEI TIN RD,美田路,1,blank,NST,STTL529,FESTIVAL CITY|盛薈|Phase 2|Block 5,美田路FESTIVAL CITY盛薈|Phase2|Block5,美田路FESTIVAL CITY盛薈|Phase2|Block5|42|SC-B,沙田,2010,10,blank盛薈,1 MEI TIN RD|美田路,1 MEI TIN RD,1 美田路,"名城5座,美田路","FESTIVAL CITY(BLOCK 5),MEI TIN RD","FESTIVAL CITY(Block 5),MEI TIN RD|名城5座,美田路",MEI TIN RDFESTIVAL CITYblank盛薈|Phase2|Block5|42|SC-Bconsid15.1,42,中層,東南,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108306,20022101510084,ASP,2020-02-07,RES,blank,1985/08,10.0,1498,1072,6676,9328,blank,BW:72 SF (GE/NE) / ,5677520,20022101510084,A,21.0,L,blank,LINCOLN HTS,林景閣,BELAIR GDN,富豪花園,TAI CHUNG KIU RD,大涌橋路,52,blank,NST,STTL11,BELAIR GDN|LINCOLN HTS林景閣|Phase |Block L,大涌橋路BELAIR GDNLINCOLN HTS林景閣|Phase|BlockL,大涌橋路BELAIR GDNLINCOLN HTS林景閣|Phase|BlockL|21|A,沙田,1985,35,LINCOLN HTS林景閣,52 TAI CHUNG KIU RD|大涌橋路,52 TAI CHUNG KIU RD,52 大涌橋路,"林景閣,富豪花園,大涌橋路","LINCOLN HTS,BELAIR GDN,TAI CHUNG KIU RD","LINCOLN HTS,BELAIR GDN,TAI CHUNG KIU RD|林景閣,富豪花園,大涌橋路",TAI CHUNG KIU RDBELAIR GDNLINCOLN HTS林景閣|Phaseblank|BlockL|21|Aconsid10.0,21,中層,西北,四正,有,業主減價 上車筍盤 歡迎約睇
108307,20022101540098,ASP,2020-02-04,RES,blank,2001/04,7.23,826,650,8753,11123,blank,blank,5677530,20022101540098,2,34.0,K,1,blank,blank,YU CHUI COURT,愉翠苑,NGAU PEI SHA ST,牛皮沙街,6,blank,NST,STTL462,YU CHUI COURT||Phase 1|Block K,牛皮沙街YU CHUI COURT|Phase1|BlockK,牛皮沙街YU CHUI COURT|Phase1|BlockK|34|2,沙田,2001,19,blankblank,6 NGAU PEI SHA ST|牛皮沙街,6 NGAU PEI SHA ST,6 牛皮沙街,"愉翠苑K座,牛皮沙街","YU CHUI COURT(BLOCK K),NGAU PEI SHA ST","YU CHUI COURT(Block K),NGAU PEI SHA ST|愉翠苑K座,牛皮沙街",NGAU PEI SHA STYU CHUI COURTblankblank|Phase1|BlockK|34|2consid7.23,34,高層,南,沒資料,有,業主減價 上車筍盤 歡迎約睇
108308,20022101540254,ASP,2020-01-24,RES,blank,1982/04,7.5379999999999985,562,450,13413,16751,blank,BW:18 SF (GI/NE) / ,5677535,20022101540254,A,29.0,21,blank,blank,blank,CITY ONE SHATIN,沙田第一城,PAK TAK ST,百得街,6,blank,NST,STTL1sB,CITY ONE SHATIN||Phase |Block 21,百得街CITY ONE SHATIN|Phase|Block21,百得街CITY ONE SHATIN|Phase|Block21|29|A,沙田,1982,38,blankblank,6 PAK TAK ST|百得街,6 PAK TAK ST,6 百得街,"沙田第一城21座,百得街","CITY ONE SHATIN(BLOCK 21),PAK TAK ST","CITY ONE SHATIN(Block 21),PAK TAK ST|沙田第一城21座,百得街",PAK TAK STCITY ONE SHATINblankblank|Phaseblank|Block21|29|Aconsid7.5379999999999985,29,高層,北,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108309,20022101550028,ASP,2020-02-05,RES,blank,1988/06,8.22,659,543,12473,15138,blank,BW:26 SF (GI/NE) / ,5677542,20022101550028,C,29.0,3,blank,blank,blank,RAVANA GDN,濱景花園,ON KING ST,安景街,1,3,NST,STTL270,RAVANA GDN||Phase |Block 3,安景街RAVANA GDN|Phase|Block3,安景街RAVANA GDN|Phase|Block3|29|C,沙田,1988,32,blankblank,1-3 ON KING ST|安景街,1-3 ON KING ST,1-3 安景街,"濱景花園3座,安景街","RAVANA GDN(BLOCK 3),ON KING ST","RAVANA GDN(Block 3),ON KING ST|濱景花園3座,安景街",ON KING STRAVANA GDNblankblank|Phaseblank|Block3|29|Cconsid8.22,29,高層,東南,呂字型,基本,單位實用四正 交通方便 配套完善
108311,20022101820027,ASP,2020-02-06,RES,blank,1985/05,5.35,395,285,13544,18772,blank,BW:33 SF (GI/NE) / ,5677617,20022101820027,E,23.0,38,blank,blank,blank,CITY ONE SHATIN,沙田第一城,LOK SHING ST,樂城街,11,blank,NST,STTL1sF,CITY ONE SHATIN||Phase |Block 38,樂城街CITY ONE SHATIN|Phase|Block38,樂城街CITY ONE SHATIN|Phase|Block38|23|E,沙田,1985,35,blankblank,11 LOK SHING ST|樂城街,11 LOK SHING ST,11 樂城街,"沙田第一城38座,樂城街","CITY ONE SHATIN(BLOCK 38),LOK SHING ST","CITY ONE SHATIN(Block 38),LOK SHING ST|沙田第一城38座,樂城街",LOK SHING STCITY ONE SHATINblankblank|Phaseblank|Block38|23|Econsid5.35,23,低層,西南,呂字型,基本,業主減價 上車筍盤 歡迎約睇
