,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address_en,st_address_ch,st_address,ch_address,en_address,final_address,subject_pty_consid,floor_copy,redev_chance,flLv,orient,layout,finishes,remark
36519,20021101580463,ASP,2020-01-29,RES,blank,1989/09,1.55,0,217,0,7143,blank,blank,5672899,20021101580463,29,34.0,1,blank,KING FAT HSE,敬發樓,CHEUNG FAT EST,長發村,TAM KON SHAN RD,擔杆山路,6,blank,NTY,TYTL172,CHEUNG FAT EST|KING FAT HSE敬發樓|Phase |Block 1,擔杆山路CHEUNG FAT ESTKING FAT HSE敬發樓|Phase|Block1,擔杆山路CHEUNG FAT ESTKING FAT HSE敬發樓|Phase|Block1|34|29,青衣,1989,31,KING FAT HSE敬發樓,6 TAM KON SHAN RD,6 擔杆山路,6 TAM KON SHAN RD|6 擔杆山路,"敬發樓(長發村),擔杆山路","KING FAT HSE,CHEUNG FAT EST,TAM KON SHAN RD","KING FAT HSE,CHEUNG FAT EST,TAM KON SHAN RD|敬發樓(長發村),擔杆山路",TAM KON SHAN RDCHEUNG FAT ESTKING FAT HSE敬發樓|Phaseblank|Block1|34|29consid1.55,34,低,中層,西,呂字型,良好,單位實用四正 交通方便 配套完善
35253,19040801900040,ASP,2019-04-03,RES,blank,1989/03,1.65,0,264,0,6250,blank,BW:4 SF (NE) / ,5522235,19040801900040,17,10.0,7,blank,ON PAK HSE,安泊樓,CHEUNG ON EST,長安村,TAM KON SHAN RD,擔杆山路,1,blank,NTY,TYTL160RP,CHEUNG ON EST|ON PAK HSE安泊樓|Phase |Block 7,擔杆山路CHEUNG ON ESTON PAK HSE安泊樓|Phase|Block7,擔杆山路CHEUNG ON ESTON PAK HSE安泊樓|Phase|Block7|10|17,青衣,1989,31,ON PAK HSE安泊樓,1 TAM KON SHAN RD,1 擔杆山路,1 TAM KON SHAN RD|1 擔杆山路,"安泊樓(長安村),擔杆山路","ON PAK HSE,CHEUNG ON EST,TAM KON SHAN RD","ON PAK HSE,CHEUNG ON EST,TAM KON SHAN RD|安泊樓(長安村),擔杆山路",TAM KON SHAN RDCHEUNG ON ESTON PAK HSE安泊樓|Phaseblank|Block7|10|17consid1.65,10,低,低層,東北,四正,基本,單位實用四正 交通方便 配套完善
35256,19040901330054,ASP,2019-04-04,RES,blank,1989/04,2.0,0,355,0,5634,blank,blank,5522684,19040901330054,1,15.0,5,blank,CHUN FAT HSE,俊發樓,CHEUNG FAT EST,長發村,TAM KON SHAN RD,擔杆山路,6,blank,NTY,TYTL172,CHEUNG FAT EST|CHUN FAT HSE俊發樓|Phase |Block 5,擔杆山路CHEUNG FAT ESTCHUN FAT HSE俊發樓|Phase|Block5,擔杆山路CHEUNG FAT ESTCHUN FAT HSE俊發樓|Phase|Block5|15|1,青衣,1989,31,CHUN FAT HSE俊發樓,6 TAM KON SHAN RD,6 擔杆山路,6 TAM KON SHAN RD|6 擔杆山路,"俊發樓(長發村),擔杆山路","CHUN FAT HSE,CHEUNG FAT EST,TAM KON SHAN RD","CHUN FAT HSE,CHEUNG FAT EST,TAM KON SHAN RD|俊發樓(長發村),擔杆山路",TAM KON SHAN RDCHEUNG FAT ESTCHUN FAT HSE俊發樓|Phaseblank|Block5|15|1consid2.0,15,低,高層,南,沒資料,基本,業主減價 上車筍盤 歡迎約睇
35688,19102302100194,ASP,2019-10-14,RES,blank,1988/11,2.0,0,366,0,5464,blank,blank,5630865,19102302100194,8,6.0,5,blank,ON WU HSE,安湖樓,CHEUNG ON EST,長安村,TAM KON SHAN RD,擔杆山路,1,blank,NTY,TYTL160RP,CHEUNG ON EST|ON WU HSE安湖樓|Phase |Block 5,擔杆山路CHEUNG ON ESTON WU HSE安湖樓|Phase|Block5,擔杆山路CHEUNG ON ESTON WU HSE安湖樓|Phase|Block5|6|8,青衣,1988,32,ON WU HSE安湖樓,1 TAM KON SHAN RD,1 擔杆山路,1 TAM KON SHAN RD|1 擔杆山路,"安湖樓(長安村),擔杆山路","ON WU HSE,CHEUNG ON EST,TAM KON SHAN RD","ON WU HSE,CHEUNG ON EST,TAM KON SHAN RD|安湖樓(長安村),擔杆山路",TAM KON SHAN RDCHEUNG ON ESTON WU HSE安湖樓|Phaseblank|Block5|6|8consid2.0,6,低,低層,西,四正,良好,業主減價 上車筍盤 歡迎約睇
35487,19061800700043,ASP,2019-06-06,RES,blank,1989/02,2.0,0,349,0,5731,blank,blank,5566744,19061800700043,10,3.0,4,blank,YIN FAT HSE,賢發樓,CHEUNG FAT EST,長發村,TAM KON SHAN RD,擔杆山路,6,blank,NTY,TYTL172,CHEUNG FAT EST|YIN FAT HSE賢發樓|Phase |Block 4,擔杆山路CHEUNG FAT ESTYIN FAT HSE賢發樓|Phase|Block4,擔杆山路CHEUNG FAT ESTYIN FAT HSE賢發樓|Phase|Block4|3|10,青衣,1989,31,YIN FAT HSE賢發樓,6 TAM KON SHAN RD,6 擔杆山路,6 TAM KON SHAN RD|6 擔杆山路,"賢發樓(長發村),擔杆山路","YIN FAT HSE,CHEUNG FAT EST,TAM KON SHAN RD","YIN FAT HSE,CHEUNG FAT EST,TAM KON SHAN RD|賢發樓(長發村),擔杆山路",TAM KON SHAN RDCHEUNG FAT ESTYIN FAT HSE賢發樓|Phaseblank|Block4|3|10consid2.0,3,低,低層,西,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
36382,19121000440064,ASP,2019-11-29,RES,blank,1988/11,2.0,0,354,0,5650,blank,blank,5651008,19121000440064,20,4.0,5,blank,ON WU HSE,安湖樓,CHEUNG ON EST,長安村,TAM KON SHAN RD,擔杆山路,1,blank,NTY,TYTL160RP,CHEUNG ON EST|ON WU HSE安湖樓|Phase |Block 5,擔杆山路CHEUNG ON ESTON WU HSE安湖樓|Phase|Block5,擔杆山路CHEUNG ON ESTON WU HSE安湖樓|Phase|Block5|4|20,青衣,1988,32,ON WU HSE安湖樓,1 TAM KON SHAN RD,1 擔杆山路,1 TAM KON SHAN RD|1 擔杆山路,"安湖樓(長安村),擔杆山路","ON WU HSE,CHEUNG ON EST,TAM KON SHAN RD","ON WU HSE,CHEUNG ON EST,TAM KON SHAN RD|安湖樓(長安村),擔杆山路",TAM KON SHAN RDCHEUNG ON ESTON WU HSE安湖樓|Phaseblank|Block5|4|20consid2.0,4,低,低層,東南,四正,有,業主減價 上車筍盤 歡迎約睇
37008,20090301710077,ASP,2020-08-28,RES,blank,1987/12,2.0,0,349,0,5731,blank,blank,5766939,20090301710077,15,5.0,4,blank,ON TAO HSE,安濤樓,CHEUNG ON EST,長安村,TAM KON SHAN RD,擔杆山路,1,blank,NTY,TYTL160RP,CHEUNG ON EST|ON TAO HSE安濤樓|Phase |Block 4,擔杆山路CHEUNG ON ESTON TAO HSE安濤樓|Phase|Block4,擔杆山路CHEUNG ON ESTON TAO HSE安濤樓|Phase|Block4|5|15,青衣,1987,33,ON TAO HSE安濤樓,1 TAM KON SHAN RD,1 擔杆山路,1 TAM KON SHAN RD|1 擔杆山路,"安濤樓(長安村),擔杆山路","ON TAO HSE,CHEUNG ON EST,TAM KON SHAN RD","ON TAO HSE,CHEUNG ON EST,TAM KON SHAN RD|安濤樓(長安村),擔杆山路",TAM KON SHAN RDCHEUNG ON ESTON TAO HSE安濤樓|Phaseblank|Block4|5|15consid2.0,5,低,中層,西南,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
35079,19012800880036,ASP,2019-01-22,RES,blank,1989/04,2.1,0,355,0,5915,blank,blank,5490725,19012800880036,20,10.0,5,blank,CHUN FAT HSE,俊發樓,CHEUNG FAT EST,長發村,TAM KON SHAN RD,擔杆山路,6,blank,NTY,TYTL172,CHEUNG FAT EST|CHUN FAT HSE俊發樓|Phase |Block 5,擔杆山路CHEUNG FAT ESTCHUN FAT HSE俊發樓|Phase|Block5,擔杆山路CHEUNG FAT ESTCHUN FAT HSE俊發樓|Phase|Block5|10|20,青衣,1989,31,CHUN FAT HSE俊發樓,6 TAM KON SHAN RD,6 擔杆山路,6 TAM KON SHAN RD|6 擔杆山路,"俊發樓(長發村),擔杆山路","CHUN FAT HSE,CHEUNG FAT EST,TAM KON SHAN RD","CHUN FAT HSE,CHEUNG FAT EST,TAM KON SHAN RD|俊發樓(長發村),擔杆山路",TAM KON SHAN RDCHEUNG FAT ESTCHUN FAT HSE俊發樓|Phaseblank|Block5|10|20consid2.1,10,低,高層,南,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
35197,19032101490260,ASP,2019-03-15,RES,blank,1987/12,2.122,0,349,0,6080,blank,blank,5513447,19032101490260,38,18.0,4,blank,ON TAO HSE,安濤樓,CHEUNG ON EST,長安村,TAM KON SHAN RD,擔杆山路,1,blank,NTY,TYTL160RP,CHEUNG ON EST|ON TAO HSE安濤樓|Phase |Block 4,擔杆山路CHEUNG ON ESTON TAO HSE安濤樓|Phase|Block4,擔杆山路CHEUNG ON ESTON TAO HSE安濤樓|Phase|Block4|18|38,青衣,1987,33,ON TAO HSE安濤樓,1 TAM KON SHAN RD,1 擔杆山路,1 TAM KON SHAN RD|1 擔杆山路,"安濤樓(長安村),擔杆山路","ON TAO HSE,CHEUNG ON EST,TAM KON SHAN RD","ON TAO HSE,CHEUNG ON EST,TAM KON SHAN RD|安濤樓(長安村),擔杆山路",TAM KON SHAN RDCHEUNG ON ESTON TAO HSE安濤樓|Phaseblank|Block4|18|38consid2.122,18,低,低層,東北,四正,良好,單位實用四正 交通方便 配套完善
35392,19052100110038,ASP,2019-05-14,RES,blank,1987/12,2.2,0,349,0,6304,blank,blank,5547266,19052100110038,9,21.0,4,blank,ON TAO HSE,安濤樓,CHEUNG ON EST,長安村,TAM KON SHAN RD,擔杆山路,1,blank,NTY,TYTL160RP,CHEUNG ON EST|ON TAO HSE安濤樓|Phase |Block 4,擔杆山路CHEUNG ON ESTON TAO HSE安濤樓|Phase|Block4,擔杆山路CHEUNG ON ESTON TAO HSE安濤樓|Phase|Block4|21|9,青衣,1987,33,ON TAO HSE安濤樓,1 TAM KON SHAN RD,1 擔杆山路,1 TAM KON SHAN RD|1 擔杆山路,"安濤樓(長安村),擔杆山路","ON TAO HSE,CHEUNG ON EST,TAM KON SHAN RD","ON TAO HSE,CHEUNG ON EST,TAM KON SHAN RD|安濤樓(長安村),擔杆山路",TAM KON SHAN RDCHEUNG ON ESTON TAO HSE安濤樓|Phaseblank|Block4|21|9consid2.2,21,低,中層,西北,呂字型,基本,業主減價 上車筍盤 歡迎約睇
