,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address_en,st_address_ch,st_address,ch_address,en_address,final_address,subject_pty_consid,floor_copy,redev_chance,flLv,orient,layout,finishes,remark
63116,20090901560083,ASP,2020-06-08,RES,blank,2020/10,1.7373,0,280,0,6205,blank,blank,5770426,20090901560083,3,3.0,blank,blank,KAM FAI COURT,錦暉苑,blank,blank,HANG KIN ST,恆健街,8,blank,NMOS,STTL619,|KAM FAI COURT錦暉苑|Phase |Block ,恆健街KAM FAI COURT錦暉苑|Phase|Block,恆健街KAM FAI COURT錦暉苑|Phase|Block|3|3,馬鞍山,2020,0,KAM FAI COURT錦暉苑,8 HANG KIN ST,8 恆健街,8 HANG KIN ST|8 恆健街,"錦暉苑,恆健街","KAM FAI COURT,HANG KIN ST","KAM FAI COURT,HANG KIN ST|錦暉苑,恆健街",HANG KIN STblankKAM FAI COURT錦暉苑|Phaseblank|Blockblank|3|3consid1.7373,3,近乎零,低層,東南,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
62993,20082400550018,ASP,2020-01-08,RES,blank,2020/10,1.7494,0,276,0,6338,blank,blank,5760880,20082400550018,4,4.0,blank,blank,KAM FAI COURT,錦暉苑,blank,blank,HANG KIN ST,恆健街,8,blank,NMOS,STTL619,|KAM FAI COURT錦暉苑|Phase |Block ,恆健街KAM FAI COURT錦暉苑|Phase|Block,恆健街KAM FAI COURT錦暉苑|Phase|Block|4|4,馬鞍山,2020,0,KAM FAI COURT錦暉苑,8 HANG KIN ST,8 恆健街,8 HANG KIN ST|8 恆健街,"錦暉苑,恆健街","KAM FAI COURT,HANG KIN ST","KAM FAI COURT,HANG KIN ST|錦暉苑,恆健街",HANG KIN STblankKAM FAI COURT錦暉苑|Phaseblank|Blockblank|4|4consid1.7494,4,近乎零,中層,北,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
62462,20061201170246,ASP,2020-06-08,RES,blank,2020/10,1.7812,0,283,0,6294,blank,blank,5722792,20061201170246,7,2.0,blank,blank,KAM FAI COURT,錦暉苑,blank,blank,HANG KIN ST,恆健街,8,blank,NMOS,STTL619,|KAM FAI COURT錦暉苑|Phase |Block ,恆健街KAM FAI COURT錦暉苑|Phase|Block,恆健街KAM FAI COURT錦暉苑|Phase|Block|2|7,馬鞍山,2020,0,KAM FAI COURT錦暉苑,8 HANG KIN ST,8 恆健街,8 HANG KIN ST|8 恆健街,"錦暉苑,恆健街","KAM FAI COURT,HANG KIN ST","KAM FAI COURT,HANG KIN ST|錦暉苑,恆健街",HANG KIN STblankKAM FAI COURT錦暉苑|Phaseblank|Blockblank|2|7consid1.7812,2,近乎零,低層,西北,呂字型,有,單位實用四正 交通方便 配套完善
62717,20071300160286,ASP,2020-06-08,RES,blank,2020/10,1.7972,0,283,0,6351,blank,blank,5737355,20071300160286,9,2.0,blank,blank,KAM FAI COURT,錦暉苑,blank,blank,HANG KIN ST,恆健街,8,blank,NMOS,STTL619,|KAM FAI COURT錦暉苑|Phase |Block ,恆健街KAM FAI COURT錦暉苑|Phase|Block,恆健街KAM FAI COURT錦暉苑|Phase|Block|2|9,馬鞍山,2020,0,KAM FAI COURT錦暉苑,8 HANG KIN ST,8 恆健街,8 HANG KIN ST|8 恆健街,"錦暉苑,恆健街","KAM FAI COURT,HANG KIN ST","KAM FAI COURT,HANG KIN ST|錦暉苑,恆健街",HANG KIN STblankKAM FAI COURT錦暉苑|Phaseblank|Blockblank|2|9consid1.7972,2,近乎零,低層,東北,沒資料,良好,業主減價 上車筍盤 歡迎約睇
61157,19111500520077,ASP,2019-11-01,RES,blank,1988/11,1.8,0,351,0,5128,blank,blank,5639924,19111500520077,5,10.0,1,blank,YIU WO HSE,耀和樓,YIU ON EST,耀安村,HANG HONG ST,恆康街,2,blank,NMOS,STTL505,YIU ON EST|YIU WO HSE耀和樓|Phase |Block 1,恆康街YIU ON ESTYIU WO HSE耀和樓|Phase|Block1,恆康街YIU ON ESTYIU WO HSE耀和樓|Phase|Block1|10|5,馬鞍山,1988,32,YIU WO HSE耀和樓,2 HANG HONG ST,2 恆康街,2 HANG HONG ST|2 恆康街,"耀和樓(耀安村),恆康街","YIU WO HSE,YIU ON EST,HANG HONG ST","YIU WO HSE,YIU ON EST,HANG HONG ST|耀和樓(耀安村),恆康街",HANG HONG STYIU ON ESTYIU WO HSE耀和樓|Phaseblank|Block1|10|5consid1.8,10,低,低層,東,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
62740,20071500180301,ASP,2020-06-05,RES,blank,2020/10,1.8163,0,283,0,6418,blank,blank,5739610,20071500180301,8,3.0,blank,blank,KAM FAI COURT,錦暉苑,blank,blank,HANG KIN ST,恆健街,8,blank,NMOS,STTL619,|KAM FAI COURT錦暉苑|Phase |Block ,恆健街KAM FAI COURT錦暉苑|Phase|Block,恆健街KAM FAI COURT錦暉苑|Phase|Block|3|8,馬鞍山,2020,0,KAM FAI COURT錦暉苑,8 HANG KIN ST,8 恆健街,8 HANG KIN ST|8 恆健街,"錦暉苑,恆健街","KAM FAI COURT,HANG KIN ST","KAM FAI COURT,HANG KIN ST|錦暉苑,恆健街",HANG KIN STblankKAM FAI COURT錦暉苑|Phaseblank|Blockblank|3|8consid1.8163,3,近乎零,高層,北,呂字型,有,業主減價 上車筍盤 歡迎約睇
62479,20061501310302,ASP,2020-05-12,RES,blank,2020/10,1.8659,0,276,0,6761,blank,blank,5723530,20061501310302,4,7.0,blank,blank,KAM FAI COURT,錦暉苑,blank,blank,HANG KIN ST,恆健街,8,blank,NMOS,STTL619,|KAM FAI COURT錦暉苑|Phase |Block ,恆健街KAM FAI COURT錦暉苑|Phase|Block,恆健街KAM FAI COURT錦暉苑|Phase|Block|7|4,馬鞍山,2020,0,KAM FAI COURT錦暉苑,8 HANG KIN ST,8 恆健街,8 HANG KIN ST|8 恆健街,"錦暉苑,恆健街","KAM FAI COURT,HANG KIN ST","KAM FAI COURT,HANG KIN ST|錦暉苑,恆健街",HANG KIN STblankKAM FAI COURT錦暉苑|Phaseblank|Blockblank|7|4consid1.8659,7,近乎零,中層,西北,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
62472,20061202420029,ASP,2020-06-05,RES,blank,2020/10,1.869,0,283,0,6604,blank,blank,5722822,20061202420029,9,4.0,blank,blank,KAM FAI COURT,錦暉苑,blank,blank,HANG KIN ST,恆健街,8,blank,NMOS,STTL619,|KAM FAI COURT錦暉苑|Phase |Block ,恆健街KAM FAI COURT錦暉苑|Phase|Block,恆健街KAM FAI COURT錦暉苑|Phase|Block|4|9,馬鞍山,2020,0,KAM FAI COURT錦暉苑,8 HANG KIN ST,8 恆健街,8 HANG KIN ST|8 恆健街,"錦暉苑,恆健街","KAM FAI COURT,HANG KIN ST","KAM FAI COURT,HANG KIN ST|錦暉苑,恆健街",HANG KIN STblankKAM FAI COURT錦暉苑|Phaseblank|Blockblank|4|9consid1.869,4,近乎零,低層,西南,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
62646,20070301620188,ASP,2020-06-05,RES,blank,2020/10,1.8849,0,283,0,6660,blank,blank,5732877,20070301620188,8,5.0,blank,blank,KAM FAI COURT,錦暉苑,blank,blank,HANG KIN ST,恆健街,8,blank,NMOS,STTL619,|KAM FAI COURT錦暉苑|Phase |Block ,恆健街KAM FAI COURT錦暉苑|Phase|Block,恆健街KAM FAI COURT錦暉苑|Phase|Block|5|8,馬鞍山,2020,0,KAM FAI COURT錦暉苑,8 HANG KIN ST,8 恆健街,8 HANG KIN ST|8 恆健街,"錦暉苑,恆健街","KAM FAI COURT,HANG KIN ST","KAM FAI COURT,HANG KIN ST|錦暉苑,恆健街",HANG KIN STblankKAM FAI COURT錦暉苑|Phaseblank|Blockblank|5|8consid1.8849,5,近乎零,高層,東北,呂字型,基本,單位實用四正 交通方便 配套完善
62573,20062400190395,ASP,2020-06-05,RES,blank,2020/10,1.9126,0,276,0,6930,blank,blank,5729357,20062400190395,4,11.0,blank,blank,KAM FAI COURT,錦暉苑,blank,blank,HANG KIN ST,恆健街,8,blank,NMOS,STTL619,|KAM FAI COURT錦暉苑|Phase |Block ,恆健街KAM FAI COURT錦暉苑|Phase|Block,恆健街KAM FAI COURT錦暉苑|Phase|Block|11|4,馬鞍山,2020,0,KAM FAI COURT錦暉苑,8 HANG KIN ST,8 恆健街,8 HANG KIN ST|8 恆健街,"錦暉苑,恆健街","KAM FAI COURT,HANG KIN ST","KAM FAI COURT,HANG KIN ST|錦暉苑,恆健街",HANG KIN STblankKAM FAI COURT錦暉苑|Phaseblank|Blockblank|11|4consid1.9126,11,近乎零,低層,東,四正,良好,單位實用四正 交通方便 配套完善
62750,20071501370060,ASP,2020-06-04,RES,blank,2020/10,1.9248,0,283,0,6801,blank,blank,5739666,20071501370060,8,7.0,blank,blank,KAM FAI COURT,錦暉苑,blank,blank,HANG KIN ST,恆健街,8,blank,NMOS,STTL619,|KAM FAI COURT錦暉苑|Phase |Block ,恆健街KAM FAI COURT錦暉苑|Phase|Block,恆健街KAM FAI COURT錦暉苑|Phase|Block|7|8,馬鞍山,2020,0,KAM FAI COURT錦暉苑,8 HANG KIN ST,8 恆健街,8 HANG KIN ST|8 恆健街,"錦暉苑,恆健街","KAM FAI COURT,HANG KIN ST","KAM FAI COURT,HANG KIN ST|錦暉苑,恆健街",HANG KIN STblankKAM FAI COURT錦暉苑|Phaseblank|Blockblank|7|8consid1.9248,7,近乎零,中層,東,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
62764,20071601880016,ASP,2020-06-03,RES,blank,2020/10,1.9408,0,283,0,6858,blank,blank,5740411,20071601880016,8,9.0,blank,blank,KAM FAI COURT,錦暉苑,blank,blank,HANG KIN ST,恆健街,8,blank,NMOS,STTL619,|KAM FAI COURT錦暉苑|Phase |Block ,恆健街KAM FAI COURT錦暉苑|Phase|Block,恆健街KAM FAI COURT錦暉苑|Phase|Block|9|8,馬鞍山,2020,0,KAM FAI COURT錦暉苑,8 HANG KIN ST,8 恆健街,8 HANG KIN ST|8 恆健街,"錦暉苑,恆健街","KAM FAI COURT,HANG KIN ST","KAM FAI COURT,HANG KIN ST|錦暉苑,恆健街",HANG KIN STblankKAM FAI COURT錦暉苑|Phaseblank|Blockblank|9|8consid1.9408,9,近乎零,低層,東北,呂字型,基本,單位實用四正 交通方便 配套完善
62445,20061100150047,ASP,2020-06-04,RES,blank,2020/10,1.9436,0,276,0,7042,blank,blank,5721797,20061100150047,4,16.0,blank,blank,KAM FAI COURT,錦暉苑,blank,blank,HANG KIN ST,恆健街,8,blank,NMOS,STTL619,|KAM FAI COURT錦暉苑|Phase |Block ,恆健街KAM FAI COURT錦暉苑|Phase|Block,恆健街KAM FAI COURT錦暉苑|Phase|Block|16|4,馬鞍山,2020,0,KAM FAI COURT錦暉苑,8 HANG KIN ST,8 恆健街,8 HANG KIN ST|8 恆健街,"錦暉苑,恆健街","KAM FAI COURT,HANG KIN ST","KAM FAI COURT,HANG KIN ST|錦暉苑,恆健街",HANG KIN STblankKAM FAI COURT錦暉苑|Phaseblank|Blockblank|16|4consid1.9436,16,近乎零,中層,東南,四正,良好,業主減價 上車筍盤 歡迎約睇
62749,20071501370050,ASP,2020-06-04,RES,blank,2020/10,1.9498,0,276,0,7064,blank,blank,5739664,20071501370050,4,17.0,blank,blank,KAM FAI COURT,錦暉苑,blank,blank,HANG KIN ST,恆健街,8,blank,NMOS,STTL619,|KAM FAI COURT錦暉苑|Phase |Block ,恆健街KAM FAI COURT錦暉苑|Phase|Block,恆健街KAM FAI COURT錦暉苑|Phase|Block|17|4,馬鞍山,2020,0,KAM FAI COURT錦暉苑,8 HANG KIN ST,8 恆健街,8 HANG KIN ST|8 恆健街,"錦暉苑,恆健街","KAM FAI COURT,HANG KIN ST","KAM FAI COURT,HANG KIN ST|錦暉苑,恆健街",HANG KIN STblankKAM FAI COURT錦暉苑|Phaseblank|Blockblank|17|4consid1.9498,17,近乎零,高層,西,呂字型,良好,單位實用四正 交通方便 配套完善
62536,20061900360310,ASP,2020-05-27,RES,blank,2020/10,1.9568,0,283,0,6914,blank,blank,5726057,20061900360310,8,11.0,blank,blank,KAM FAI COURT,錦暉苑,blank,blank,HANG KIN ST,恆健街,8,blank,NMOS,STTL619,|KAM FAI COURT錦暉苑|Phase |Block ,恆健街KAM FAI COURT錦暉苑|Phase|Block,恆健街KAM FAI COURT錦暉苑|Phase|Block|11|8,馬鞍山,2020,0,KAM FAI COURT錦暉苑,8 HANG KIN ST,8 恆健街,8 HANG KIN ST|8 恆健街,"錦暉苑,恆健街","KAM FAI COURT,HANG KIN ST","KAM FAI COURT,HANG KIN ST|錦暉苑,恆健街",HANG KIN STblankKAM FAI COURT錦暉苑|Phaseblank|Blockblank|11|8consid1.9568,11,近乎零,低層,西南,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
60981,19100400170268,ASP,2019-09-20,RES,blank,1988/06,1.96,0,376,0,5213,blank,blank,5620364,19100400170268,14,30.0,2,blank,YIU PING HSE,耀平樓,YIU ON EST,耀安村,HANG HONG ST,恆康街,2,blank,NMOS,STTL505,YIU ON EST|YIU PING HSE耀平樓|Phase |Block 2,恆康街YIU ON ESTYIU PING HSE耀平樓|Phase|Block2,恆康街YIU ON ESTYIU PING HSE耀平樓|Phase|Block2|30|14,馬鞍山,1988,32,YIU PING HSE耀平樓,2 HANG HONG ST,2 恆康街,2 HANG HONG ST|2 恆康街,"耀平樓(耀安村),恆康街","YIU PING HSE,YIU ON EST,HANG HONG ST","YIU PING HSE,YIU ON EST,HANG HONG ST|耀平樓(耀安村),恆康街",HANG HONG STYIU ON ESTYIU PING HSE耀平樓|Phaseblank|Block2|30|14consid1.96,30,低,低層,東,呂字型,基本,業主減價 上車筍盤 歡迎約睇
62656,20070600720047,ASP,2020-06-05,RES,blank,2020/10,1.9695,0,280,0,7034,blank,blank,5733963,20070600720047,3,14.0,blank,blank,KAM FAI COURT,錦暉苑,blank,blank,HANG KIN ST,恆健街,8,blank,NMOS,STTL619,|KAM FAI COURT錦暉苑|Phase |Block ,恆健街KAM FAI COURT錦暉苑|Phase|Block,恆健街KAM FAI COURT錦暉苑|Phase|Block|14|3,馬鞍山,2020,0,KAM FAI COURT錦暉苑,8 HANG KIN ST,8 恆健街,8 HANG KIN ST|8 恆健街,"錦暉苑,恆健街","KAM FAI COURT,HANG KIN ST","KAM FAI COURT,HANG KIN ST|錦暉苑,恆健街",HANG KIN STblankKAM FAI COURT錦暉苑|Phaseblank|Blockblank|14|3consid1.9695,14,近乎零,中層,北,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
62423,20061000290046,ASP,2020-06-04,RES,blank,2020/10,1.976,0,283,0,6982,blank,blank,5721082,20061000290046,7,14.0,blank,blank,KAM FAI COURT,錦暉苑,blank,blank,HANG KIN ST,恆健街,8,blank,NMOS,STTL619,|KAM FAI COURT錦暉苑|Phase |Block ,恆健街KAM FAI COURT錦暉苑|Phase|Block,恆健街KAM FAI COURT錦暉苑|Phase|Block|14|7,馬鞍山,2020,0,KAM FAI COURT錦暉苑,8 HANG KIN ST,8 恆健街,8 HANG KIN ST|8 恆健街,"錦暉苑,恆健街","KAM FAI COURT,HANG KIN ST","KAM FAI COURT,HANG KIN ST|錦暉苑,恆健街",HANG KIN STblankKAM FAI COURT錦暉苑|Phaseblank|Blockblank|14|7consid1.976,14,近乎零,中層,東南,呂字型,基本,單位實用四正 交通方便 配套完善
62546,20061901750606,ASP,2020-05-28,RES,blank,2020/10,1.976,0,283,0,6982,blank,blank,5726486,20061901750606,8,14.0,blank,blank,KAM FAI COURT,錦暉苑,blank,blank,HANG KIN ST,恆健街,8,blank,NMOS,STTL619,|KAM FAI COURT錦暉苑|Phase |Block ,恆健街KAM FAI COURT錦暉苑|Phase|Block,恆健街KAM FAI COURT錦暉苑|Phase|Block|14|8,馬鞍山,2020,0,KAM FAI COURT錦暉苑,8 HANG KIN ST,8 恆健街,8 HANG KIN ST|8 恆健街,"錦暉苑,恆健街","KAM FAI COURT,HANG KIN ST","KAM FAI COURT,HANG KIN ST|錦暉苑,恆健街",HANG KIN STblankKAM FAI COURT錦暉苑|Phaseblank|Blockblank|14|8consid1.976,14,近乎零,中層,西,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
62604,20062900140152,ASP,2020-06-04,RES,blank,2020/10,1.9825,0,276,0,7183,blank,blank,5730193,20062900140152,4,23.0,blank,blank,KAM FAI COURT,錦暉苑,blank,blank,HANG KIN ST,恆健街,8,blank,NMOS,STTL619,|KAM FAI COURT錦暉苑|Phase |Block ,恆健街KAM FAI COURT錦暉苑|Phase|Block,恆健街KAM FAI COURT錦暉苑|Phase|Block|23|4,馬鞍山,2020,0,KAM FAI COURT錦暉苑,8 HANG KIN ST,8 恆健街,8 HANG KIN ST|8 恆健街,"錦暉苑,恆健街","KAM FAI COURT,HANG KIN ST","KAM FAI COURT,HANG KIN ST|錦暉苑,恆健街",HANG KIN STblankKAM FAI COURT錦暉苑|Phaseblank|Blockblank|23|4consid1.9825,23,近乎零,低層,東北,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
62456,20061200170267,ASP,2020-05-29,RES,blank,2020/10,1.9856,0,283,0,7016,blank,blank,5722762,20061200170267,9,13.0,blank,blank,KAM FAI COURT,錦暉苑,blank,blank,HANG KIN ST,恆健街,8,blank,NMOS,STTL619,|KAM FAI COURT錦暉苑|Phase |Block ,恆健街KAM FAI COURT錦暉苑|Phase|Block,恆健街KAM FAI COURT錦暉苑|Phase|Block|13|9,馬鞍山,2020,0,KAM FAI COURT錦暉苑,8 HANG KIN ST,8 恆健街,8 HANG KIN ST|8 恆健街,"錦暉苑,恆健街","KAM FAI COURT,HANG KIN ST","KAM FAI COURT,HANG KIN ST|錦暉苑,恆健街",HANG KIN STblankKAM FAI COURT錦暉苑|Phaseblank|Blockblank|13|9consid1.9856,13,近乎零,低層,西南,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
62443,20061100010052,ASP,2020-05-29,RES,blank,2020/10,1.9899,0,294,0,6768,blank,blank,5721794,20061100010052,10,6.0,blank,blank,KAM FAI COURT,錦暉苑,blank,blank,HANG KIN ST,恆健街,8,blank,NMOS,STTL619,|KAM FAI COURT錦暉苑|Phase |Block ,恆健街KAM FAI COURT錦暉苑|Phase|Block,恆健街KAM FAI COURT錦暉苑|Phase|Block|6|10,馬鞍山,2020,0,KAM FAI COURT錦暉苑,8 HANG KIN ST,8 恆健街,8 HANG KIN ST|8 恆健街,"錦暉苑,恆健街","KAM FAI COURT,HANG KIN ST","KAM FAI COURT,HANG KIN ST|錦暉苑,恆健街",HANG KIN STblankKAM FAI COURT錦暉苑|Phaseblank|Blockblank|6|10consid1.9899,6,近乎零,中層,西,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
