,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy
474,6897081,ASP,1997-01-03,RES,blank,1989/09,2.28,478,417,4770,5468,GFA INCL BW:8 SF ,blank,4959577,6897081,A,1,3,blank,blank,blank,BAY VIEW GDN,威豪花園,WING TING RD,永定道,2,blank,KNCW,blank,BAY VIEW GDN||Phase |Block 3,永定道BAY VIEW GDN|Phase|Block3,永定道BAY VIEW GDN|Phase|Block3|1|A,1989,31,blankblank,2 WING TING RD|永定道,2 WING TING RD,2 永定道,"威豪花園3座,永定道","BAY VIEW GDN(BLOCK 3),WING TING RD","BAY VIEW GDN(Block 3),WING TING RD|威豪花園3座,永定道",WING TING RDBAY VIEW GDNblankblank|Phaseblank|Block3|1|Aconsid2.28,1
481,6902024,ASP,1997-01-13,RES,blank,1989/09,4.38,790,684,5544,6404,blank,blank,4960142,6902024,D,30,2,blank,blank,blank,BAY VIEW GDN,威豪花園,WING TING RD,永定道,2,blank,KNCW,blank,BAY VIEW GDN||Phase |Block 2,永定道BAY VIEW GDN|Phase|Block2,永定道BAY VIEW GDN|Phase|Block2|30|D,1989,31,blankblank,2 WING TING RD|永定道,2 WING TING RD,2 永定道,"威豪花園2座,永定道","BAY VIEW GDN(BLOCK 2),WING TING RD","BAY VIEW GDN(Block 2),WING TING RD|威豪花園2座,永定道",WING TING RDBAY VIEW GDNblankblank|Phaseblank|Block2|30|Dconsid4.38,30
492,6907965,ASP,1997-01-13,RES,blank,1989/03,1.596,379,250,4211,6384,GFA INCL BW:17 SF ,blank,4961454,6907965,C,19,blank,blank,HING YIP BLDG,興業大廈,blank,blank,CLEAR WATER BAY RD,清水灣道,19,blank,KNCW,blank,|HING YIP BLDG興業大廈|Phase |Block ,清水灣道HING YIP BLDG興業大廈|Phase|Block,清水灣道HING YIP BLDG興業大廈|Phase|Block|19|C,1989,31,HING YIP BLDG興業大廈,19 CLEAR WATER BAY RD|清水灣道,19 CLEAR WATER BAY RD,19 清水灣道,"興業大廈,清水灣道","HING YIP BLDG,CLEAR WATER BAY RD","HING YIP BLDG,CLEAR WATER BAY RD|清水灣道興業大廈",CLEAR WATER BAY RDblankHING YIP BLDG興業大廈|Phaseblank|Blockblank|19|Cconsid1.596,19
497,6913458,ASP,1997-01-16,RES,blank,1989/03,1.5,380,270,3947,5556,GFA INCL BW:9 SF ,blank,4961825,6913458,D,7,blank,blank,HING YIP BLDG,興業大廈,blank,blank,CLEAR WATER BAY RD,清水灣道,19,blank,KNCW,blank,|HING YIP BLDG興業大廈|Phase |Block ,清水灣道HING YIP BLDG興業大廈|Phase|Block,清水灣道HING YIP BLDG興業大廈|Phase|Block|7|D,1989,31,HING YIP BLDG興業大廈,19 CLEAR WATER BAY RD|清水灣道,19 CLEAR WATER BAY RD,19 清水灣道,"興業大廈,清水灣道","HING YIP BLDG,CLEAR WATER BAY RD","HING YIP BLDG,CLEAR WATER BAY RD|清水灣道興業大廈",CLEAR WATER BAY RDblankHING YIP BLDG興業大廈|Phaseblank|Blockblank|7|Dconsid1.5,7
499,6914394,ASP,1997-01-13,RES,blank,1989/09,2.58,478,417,5397,6187,blank,blank,4961964,6914394,E,13,1,blank,blank,blank,BAY VIEW GDN,威豪花園,WING TING RD,永定道,2,blank,KNCW,blank,BAY VIEW GDN||Phase |Block 1,永定道BAY VIEW GDN|Phase|Block1,永定道BAY VIEW GDN|Phase|Block1|13|E,1989,31,blankblank,2 WING TING RD|永定道,2 WING TING RD,2 永定道,"威豪花園1座,永定道","BAY VIEW GDN(BLOCK 1),WING TING RD","BAY VIEW GDN(Block 1),WING TING RD|威豪花園1座,永定道",WING TING RDBAY VIEW GDNblankblank|Phaseblank|Block1|13|Econsid2.58,13
514,6938306,ASP,1997-01-10,RES,blank,1989/09,3.845,780,682,4929,5638,blank,blank,4973099,6938306,C,7,3,blank,blank,blank,BAY VIEW GDN,威豪花園,WING TING RD,永定道,2,blank,KNCW,blank,BAY VIEW GDN||Phase |Block 3,永定道BAY VIEW GDN|Phase|Block3,永定道BAY VIEW GDN|Phase|Block3|7|C,1989,31,blankblank,2 WING TING RD|永定道,2 WING TING RD,2 永定道,"威豪花園3座,永定道","BAY VIEW GDN(BLOCK 3),WING TING RD","BAY VIEW GDN(Block 3),WING TING RD|威豪花園3座,永定道",WING TING RDBAY VIEW GDNblankblank|Phaseblank|Block3|7|Cconsid3.845,7
515,6938421,ASP,1997-01-22,RES,blank,1994/11,9.42,2028,1616,4645,5829,GFA INCL BW:7 SF+RF:532 SF ,blank,4972203,6938421,A,26,blank,blank,FORTUNE GDN,怡發花園,blank,blank,WING TING RD,永定道,15,blank,KNCW,blank,|FORTUNE GDN怡發花園|Phase |Block ,永定道FORTUNE GDN怡發花園|Phase|Block,永定道FORTUNE GDN怡發花園|Phase|Block|26|A,1994,26,FORTUNE GDN怡發花園,15 WING TING RD|永定道,15 WING TING RD,15 永定道,"怡發花園,永定道","FORTUNE GDN,WING TING RD","FORTUNE GDN,WING TING RD|永定道怡發花園",WING TING RDblankFORTUNE GDN怡發花園|Phaseblank|Blockblank|26|Aconsid9.42,26
519,6940700,ASP,1997-02-03,RES,blank,1989/03,1.425,379,250,3760,5700,GFA INCL BW:17 SF ,blank,4972693,6940700,B,4,blank,blank,HING YIP BLDG,興業大廈,blank,blank,CLEAR WATER BAY RD,清水灣道,19,blank,KNCW,blank,|HING YIP BLDG興業大廈|Phase |Block ,清水灣道HING YIP BLDG興業大廈|Phase|Block,清水灣道HING YIP BLDG興業大廈|Phase|Block|4|B,1989,31,HING YIP BLDG興業大廈,19 CLEAR WATER BAY RD|清水灣道,19 CLEAR WATER BAY RD,19 清水灣道,"興業大廈,清水灣道","HING YIP BLDG,CLEAR WATER BAY RD","HING YIP BLDG,CLEAR WATER BAY RD|清水灣道興業大廈",CLEAR WATER BAY RDblankHING YIP BLDG興業大廈|Phaseblank|Blockblank|4|Bconsid1.425,4
520,6941284,ASP,1997-02-04,RES,blank,1989/09,4.38,790,684,5544,6404,blank,blank,4974400,6941284,G,29,2,blank,blank,blank,BAY VIEW GDN,威豪花園,WING TING RD,永定道,2,blank,KNCW,blank,BAY VIEW GDN||Phase |Block 2,永定道BAY VIEW GDN|Phase|Block2,永定道BAY VIEW GDN|Phase|Block2|29|G,1989,31,blankblank,2 WING TING RD|永定道,2 WING TING RD,2 永定道,"威豪花園2座,永定道","BAY VIEW GDN(BLOCK 2),WING TING RD","BAY VIEW GDN(Block 2),WING TING RD|威豪花園2座,永定道",WING TING RDBAY VIEW GDNblankblank|Phaseblank|Block2|29|Gconsid4.38,29
523,6944770,ASP,1997-01-17,RES,blank,1990/06,3.48,813,658,4280,5289,blank,blank,4975502,6944770,B,31,2,blank,blank,blank,HILLTOP GDNS,海港花園,FUNG SHING ST,豐盛街,33,blank,KNCW,blank,HILLTOP GDNS||Phase |Block 2,豐盛街HILLTOP GDNS|Phase|Block2,豐盛街HILLTOP GDNS|Phase|Block2|31|B,1990,30,blankblank,33 FUNG SHING ST|豐盛街,33 FUNG SHING ST,33 豐盛街,"海港花園2座,豐盛街","HILLTOP GDNS(BLOCK 2),FUNG SHING ST","HILLTOP GDNS(Block 2),FUNG SHING ST|海港花園2座,豐盛街",FUNG SHING STHILLTOP GDNSblankblank|Phaseblank|Block2|31|Bconsid3.48,31
