,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy
15566,19112500450231,ASP,2019-11-01,RES,blank,2017/10,8.6256,0,580,0,14872,blank,BAL:22 SF (NI) / UP:16 SF (NI) / RF:457 SF / ,5644213,19112500450231,A,8.0,3,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 3,康村路PARK MEDITERRANEAN|Phase|Block3,康村路PARK MEDITERRANEAN|Phase|Block3|8|A,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯3座,康村路","PARK MEDITERRANEAN(BLOCK 3),HONG TSUEN RD","PARK MEDITERRANEAN(Block 3),HONG TSUEN RD|逸瓏海匯3座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block3|8|Aconsid8.6256,8
15567,19112600580247,ASP,2019-11-08,RES,blank,2017/10,9.1206,0,704,0,12955,blank,BAL:26 SF (NI) / UP:16 SF (NI) / ,5645013,19112600580247,N,7.0,2,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 2,康村路PARK MEDITERRANEAN|Phase|Block2,康村路PARK MEDITERRANEAN|Phase|Block2|7|N,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯2座,康村路","PARK MEDITERRANEAN(BLOCK 2),HONG TSUEN RD","PARK MEDITERRANEAN(Block 2),HONG TSUEN RD|逸瓏海匯2座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block2|7|Nconsid9.1206,7
15568,19112600860054,ASP,2019-11-01,RES,blank,2017/10,10.4054,0,837,0,12432,blank,BAL:30 SF (NI) / UP:16 SF (NI) / ,5645065,19112600860054,A,1.0,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|1|A,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|1|Aconsid10.4054,1
15569,19112700910048,ASP,2019-11-12,RES,blank,2017/10,8.9169,0,669,0,13329,blank,BAL:25 SF (NI) / UP:16 SF (NI) / ,5645891,19112700910048,F,2.0,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|2|F,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|2|Fconsid8.9169,2
15572,19112801370056,ASP,2019-11-08,RES,blank,2017/10,8.8578,0,669,0,13240,blank,BAL:25 SF (NI) / UP:16 SF (NI) / ,5646791,19112801370056,F,7.0,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|7|F,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|7|Fconsid8.8578,7
15573,19112802140019,ASP,2019-10-28,RES,blank,2017/10,7.8599,0,528,0,14886,blank,BAL:22 SF (NI) / UP:16 SF (NI) / RF:410 SF / ,5647091,19112802140019,P,8.0,3,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 3,康村路PARK MEDITERRANEAN|Phase|Block3,康村路PARK MEDITERRANEAN|Phase|Block3|8|P,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯3座,康村路","PARK MEDITERRANEAN(BLOCK 3),HONG TSUEN RD","PARK MEDITERRANEAN(Block 3),HONG TSUEN RD|逸瓏海匯3座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block3|8|Pconsid7.8599,8
15574,19112901380010,ASP,2019-11-12,RES,blank,2017/10,10.5309,0,669,0,15741,blank,BAL:25 SF (NI) / UP:16 SF (NI) / RF:528 SF / ,5647463,19112901380010,F,8.0,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|8|F,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|8|Fconsid10.5309,8
15576,19120301650061,ASP,2019-11-15,RES,blank,2017/10,8.9191,0,589,0,15143,blank,BAL:22 SF (NI) / UP:16 SF (NI) / RF:525 SF / ,5648802,19120301650061,C,8.0,3,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 3,康村路PARK MEDITERRANEAN|Phase|Block3,康村路PARK MEDITERRANEAN|Phase|Block3|8|C,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯3座,康村路","PARK MEDITERRANEAN(BLOCK 3),HONG TSUEN RD","PARK MEDITERRANEAN(Block 3),HONG TSUEN RD|逸瓏海匯3座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block3|8|Cconsid8.9191,8
15577,19120400590140,ASP,2019-11-15,RES,blank,2017/10,9.0615,0,545,0,16627,blank,BAL:22 SF (NI) / UP:16 SF (NI) / RF:508 SF / ,5649147,19120400590140,E,8.0,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|8|E,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|8|Econsid9.0615,8
15578,19120501580014,ASP,2019-11-08,RES,blank,2017/10,11.0981,0,837,0,13259,blank,BAL:30 SF (NI) / UP:16 SF (NI) / ,5649788,19120501580014,A,6.0,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|6|A,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|6|Aconsid11.0981,6
15579,19121002210105,ASP,2019-11-29,RES,blank,2017/10,12.1904,0,837,0,14564,blank,BAL:30 SF (NI) / UP:16 SF (NI) / ,5651449,19121002210105,A,7.0,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|7|A,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|7|Aconsid12.1904,7
15580,19121201700070,ASP,2019-11-15,RES,blank,2017/10,9.186,0,669,0,13731,blank,BAL:25 SF (NI) / UP:16 SF (NI) / ,5652278,19121201700070,F,5.0,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|5|F,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|5|Fconsid9.186,5
15581,19121300050019,ASP,2019-11-26,RES,blank,2017/10,13.217,0,837,0,15791,blank,BAL:30 SF (NI) / UP:16 SF (NI) / RF:680 SF / ,5652425,19121300050019,A,8.0,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|8|A,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|8|Aconsid13.217,8
15582,19121300200025,ASP,2019-11-29,RES,blank,2017/10,12.1633,0,852,0,14276,blank,BAL:30 SF (NI) / UP:16 SF (NI) / ,5652431,19121300200025,G,3.0,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|3|G,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|3|Gconsid12.1633,3
15583,19121600660016,ASP,2019-12-06,RES,blank,1977/11,4.098,0,449,0,9127,blank,blank,5653369,19121600660016,H,4.0,blank,blank,KAM WAH BLDG,錦華樓,blank,blank,CHAN MAN ST,親民街,18,32,NSK,DD215LOT938,|KAM WAH BLDG錦華樓|Phase |Block ,親民街KAM WAH BLDG錦華樓|Phase|Block,親民街KAM WAH BLDG錦華樓|Phase|Block|4|H,西貢,1977,43,KAM WAH BLDG錦華樓,18-32 CHAN MAN ST|親民街,18-32 CHAN MAN ST,18-32 親民街,"錦華樓,親民街","KAM WAH BLDG,CHAN MAN ST","KAM WAH BLDG,CHAN MAN ST|錦華樓,親民街",CHAN MAN STblankKAM WAH BLDG錦華樓|Phaseblank|Blockblank|4|Hconsid4.098,4
15591,20011500580010,ASP,2019-12-20,RES,blank,2017/10,14.117,0,881,0,16024,blank,BAL:32 SF (NI) / UP:16 SF (NI) / ,5662969,20011500580010,C,7.0,1,blank,blank,blank,THE MEDITERRANEAN,逸瓏園,TAI MONG TSAI RD,大網仔路,8,blank,NSK,DD221LOT1949,THE MEDITERRANEAN||Phase |Block 1,大網仔路THE MEDITERRANEAN|Phase|Block1,大網仔路THE MEDITERRANEAN|Phase|Block1|7|C,西貢,2017,3,blankblank,8 TAI MONG TSAI RD|大網仔路,8 TAI MONG TSAI RD,8 大網仔路,"逸瓏園1座,大網仔路","THE MEDITERRANEAN(BLOCK 1),TAI MONG TSAI RD","THE MEDITERRANEAN(Block 1),TAI MONG TSAI RD|逸瓏園1座,大網仔路",TAI MONG TSAI RDTHE MEDITERRANEANblankblank|Phaseblank|Block1|7|Cconsid14.117,7
15592,20011501450024,ASP,2019-12-19,RES,blank,2017/10,9.9,0,668,0,14820,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5663174,20011501450024,G,2.0,1,blank,blank,blank,THE MEDITERRANEAN,逸瓏園,TAI MONG TSAI RD,大網仔路,8,blank,NSK,DD221LOT1949,THE MEDITERRANEAN||Phase |Block 1,大網仔路THE MEDITERRANEAN|Phase|Block1,大網仔路THE MEDITERRANEAN|Phase|Block1|2|G,西貢,2017,3,blankblank,8 TAI MONG TSAI RD|大網仔路,8 TAI MONG TSAI RD,8 大網仔路,"逸瓏園1座,大網仔路","THE MEDITERRANEAN(BLOCK 1),TAI MONG TSAI RD","THE MEDITERRANEAN(Block 1),TAI MONG TSAI RD|逸瓏園1座,大網仔路",TAI MONG TSAI RDTHE MEDITERRANEANblankblank|Phaseblank|Block1|2|Gconsid9.9,2
15597,20012302030058,ASP,2020-01-07,RES,blank,2016/09,57.065,0,2736,0,20857,blank,BAL:54 SF (NI) / UP:25 SF (NI) / RM:42 SF (NE) / GDN:409 SF / ,5666561,20012302030058,G7,,C,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block C,清水灣道MOUNT PAVILIA|Phase|BlockC,清水灣道MOUNT PAVILIA|Phase|BlockC|LG|G7,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧C座,清水灣道","MOUNT PAVILIA(BLOCK C),CLEAR WATER BAY RD","MOUNT PAVILIA(Block C),CLEAR WATER BAY RD|傲瀧C座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockC|LG|G7consid57.065,LG
15598,20020300240162,ASP,2020-01-10,RES,blank,2017/10,9.12,0,586,0,15563,blank,BAL:22 SF (NI) / UP:16 SF (NI) / RF:478 SF / ,5667662,20020300240162,D,8.0,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|8|D,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|8|Dconsid9.12,8
15599,20020300630368,ASP,2020-01-13,RES,blank,2017/10,7.88,0,538,0,14647,blank,BAL:22 SF (NI) / UP:16 SF (NI) / GDN:122 SF / ,5667836,20020300630368,J,,5,blank,blank,blank,THE MEDITERRANEAN,逸瓏園,TAI MONG TSAI RD,大網仔路,8,blank,NSK,DD221LOT1949,THE MEDITERRANEAN||Phase |Block 5,大網仔路THE MEDITERRANEAN|Phase|Block5,大網仔路THE MEDITERRANEAN|Phase|Block5|G|J,西貢,2017,3,blankblank,8 TAI MONG TSAI RD|大網仔路,8 TAI MONG TSAI RD,8 大網仔路,"逸瓏園5座,大網仔路","THE MEDITERRANEAN(BLOCK 5),TAI MONG TSAI RD","THE MEDITERRANEAN(Block 5),TAI MONG TSAI RD|逸瓏園5座,大網仔路",TAI MONG TSAI RDTHE MEDITERRANEANblankblank|Phaseblank|Block5|G|Jconsid7.88,G
15600,20020301150028,ASP,2019-12-11,RES,blank,1997/06,2.9,572,427,5070,6792,blank,BW:37 SF (GI/NE) / ,5668079,20020301150028,E,1.0,5,blank,blank,blank,LAKESIDE GDN,翠塘花園,CHUI TONG RD,翠塘路,1,blank,NSK,DD215LOT1126,LAKESIDE GDN||Phase |Block 5,翠塘路LAKESIDE GDN|Phase|Block5,翠塘路LAKESIDE GDN|Phase|Block5|1|E,西貢,1997,23,blankblank,1 CHUI TONG RD|翠塘路,1 CHUI TONG RD,1 翠塘路,"翠塘花園5座,翠塘路","LAKESIDE GDN(BLOCK 5),CHUI TONG RD","LAKESIDE GDN(Block 5),CHUI TONG RD|翠塘花園5座,翠塘路",CHUI TONG RDLAKESIDE GDNblankblank|Phaseblank|Block5|1|Econsid2.9,1
15602,20020500250095,ASP,2020-01-23,RES,blank,1997/06,6.7,754,570,8886,11754,blank,BW:42 SF (GI/NE) / ,5669579,20020500250095,A,5.0,9,blank,blank,blank,LAKESIDE GDN,翠塘花園,CHUI TONG RD,翠塘路,1,blank,NSK,DD215LOT1126,LAKESIDE GDN||Phase |Block 9,翠塘路LAKESIDE GDN|Phase|Block9,翠塘路LAKESIDE GDN|Phase|Block9|5|A,西貢,1997,23,blankblank,1 CHUI TONG RD|翠塘路,1 CHUI TONG RD,1 翠塘路,"翠塘花園9座,翠塘路","LAKESIDE GDN(BLOCK 9),CHUI TONG RD","LAKESIDE GDN(Block 9),CHUI TONG RD|翠塘花園9座,翠塘路",CHUI TONG RDLAKESIDE GDNblankblank|Phaseblank|Block9|5|Aconsid6.7,5
15603,20020600720015,ASP,2020-01-21,RES,blank,1987/01,4.85,490,368,9898,13179,blank,blank,5670561,20020600720015,H,5.0,D,blank,blank,blank,SAI KUNG TOWN CTR,西貢苑,FUK MAN RD,福民路,22,40,NSK,DD215LOT986,SAI KUNG TOWN CTR||Phase |Block D,福民路SAI KUNG TOWN CTR|Phase|BlockD,福民路SAI KUNG TOWN CTR|Phase|BlockD|5|H,西貢,1987,33,blankblank,22-40 FUK MAN RD|福民路,22-40 FUK MAN RD,22-40 福民路,"西貢苑D座,福民路","SAI KUNG TOWN CTR(BLOCK D),FUK MAN RD","SAI KUNG TOWN CTR(Block D),FUK MAN RD|西貢苑D座,福民路",FUK MAN RDSAI KUNG TOWN CTRblankblank|Phaseblank|BlockD|5|Hconsid4.85,5
15604,20021400030117,ASP,2020-01-31,RES,blank,1977/11,4.1,0,449,0,9131,blank,blank,5674287,20021400030117,F,4.0,blank,blank,KAM WAH BLDG,錦華樓,blank,blank,CHAN MAN ST,親民街,18,32,NSK,DD215LOT938,|KAM WAH BLDG錦華樓|Phase |Block ,親民街KAM WAH BLDG錦華樓|Phase|Block,親民街KAM WAH BLDG錦華樓|Phase|Block|4|F,西貢,1977,43,KAM WAH BLDG錦華樓,18-32 CHAN MAN ST|親民街,18-32 CHAN MAN ST,18-32 親民街,"錦華樓,親民街","KAM WAH BLDG,CHAN MAN ST","KAM WAH BLDG,CHAN MAN ST|錦華樓,親民街",CHAN MAN STblankKAM WAH BLDG錦華樓|Phaseblank|Blockblank|4|Fconsid4.1,4
15606,20021800090394,ASP,2020-02-10,RES,blank,1997/06,3.46,567,436,6102,7936,blank,BW:27 SF (GI/NE) / ,5675644,20021800090394,H,7.0,7,blank,blank,blank,LAKESIDE GDN,翠塘花園,CHUI TONG RD,翠塘路,1,blank,NSK,DD215LOT1126,LAKESIDE GDN||Phase |Block 7,翠塘路LAKESIDE GDN|Phase|Block7,翠塘路LAKESIDE GDN|Phase|Block7|7|H,西貢,1997,23,blankblank,1 CHUI TONG RD|翠塘路,1 CHUI TONG RD,1 翠塘路,"翠塘花園7座,翠塘路","LAKESIDE GDN(BLOCK 7),CHUI TONG RD","LAKESIDE GDN(Block 7),CHUI TONG RD|翠塘花園7座,翠塘路",CHUI TONG RDLAKESIDE GDNblankblank|Phaseblank|Block7|7|Hconsid3.46,7
15607,20022101410192,ASP,2020-01-24,RES,blank,2016/09,49.361,0,1834,0,26914,blank,BAL:74 SF (NI) / UP:22 SF (NI) / ,5677505,20022101410192,B,6.0,2,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block 2,清水灣道MOUNT PAVILIA|Phase|Block2,清水灣道MOUNT PAVILIA|Phase|Block2|6|B,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧2座,清水灣道","MOUNT PAVILIA(BLOCK 2),CLEAR WATER BAY RD","MOUNT PAVILIA(Block 2),CLEAR WATER BAY RD|傲瀧2座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|Block2|6|Bconsid49.361,6
15612,20022700260014,ASP,2020-01-31,RES,blank,2017/10,17.0,0,986,0,17241,blank,BAL:32 SF (NI) / UP:16 SF (NI) / GDN:825 SF / ,5679069,20022700260014,G,,2,blank,blank,blank,THE MEDITERRANEAN,逸瓏園,TAI MONG TSAI RD,大網仔路,8,blank,NSK,DD221LOT1949,THE MEDITERRANEAN||Phase |Block 2,大網仔路THE MEDITERRANEAN|Phase|Block2,大網仔路THE MEDITERRANEAN|Phase|Block2|G|G,西貢,2017,3,blankblank,8 TAI MONG TSAI RD|大網仔路,8 TAI MONG TSAI RD,8 大網仔路,"逸瓏園2座,大網仔路","THE MEDITERRANEAN(BLOCK 2),TAI MONG TSAI RD","THE MEDITERRANEAN(Block 2),TAI MONG TSAI RD|逸瓏園2座,大網仔路",TAI MONG TSAI RDTHE MEDITERRANEANblankblank|Phaseblank|Block2|G|Gconsid17.0,G
15613,20030201330019,ASP,2020-02-03,RES,blank,1997/06,5.1,580,436,8793,11697,blank,BW:27 SF (GI/NE) / ,5680246,20030201330019,H,7.0,3,blank,blank,blank,LAKESIDE GDN,翠塘花園,CHUI TONG RD,翠塘路,1,blank,NSK,DD215LOT1126,LAKESIDE GDN||Phase |Block 3,翠塘路LAKESIDE GDN|Phase|Block3,翠塘路LAKESIDE GDN|Phase|Block3|7|H,西貢,1997,23,blankblank,1 CHUI TONG RD|翠塘路,1 CHUI TONG RD,1 翠塘路,"翠塘花園3座,翠塘路","LAKESIDE GDN(BLOCK 3),CHUI TONG RD","LAKESIDE GDN(Block 3),CHUI TONG RD|翠塘花園3座,翠塘路",CHUI TONG RDLAKESIDE GDNblankblank|Phaseblank|Block3|7|Hconsid5.1,7
15616,20030501260123,ASP,2020-02-28,RES,blank,2017/10,8.09,0,532,0,15207,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5681464,20030501260123,D,3.0,3,blank,blank,blank,THE MEDITERRANEAN,逸瓏園,TAI MONG TSAI RD,大網仔路,8,blank,NSK,DD221LOT1949,THE MEDITERRANEAN||Phase |Block 3,大網仔路THE MEDITERRANEAN|Phase|Block3,大網仔路THE MEDITERRANEAN|Phase|Block3|3|D,西貢,2017,3,blankblank,8 TAI MONG TSAI RD|大網仔路,8 TAI MONG TSAI RD,8 大網仔路,"逸瓏園3座,大網仔路","THE MEDITERRANEAN(BLOCK 3),TAI MONG TSAI RD","THE MEDITERRANEAN(Block 3),TAI MONG TSAI RD|逸瓏園3座,大網仔路",TAI MONG TSAI RDTHE MEDITERRANEANblankblank|Phaseblank|Block3|3|Dconsid8.09,3
15617,20030900940135,ASP,2020-02-11,RES,blank,1987/01,7.08,801,601,8839,11780,blank,blank,5682383,20030900940135,B,9.0,A,blank,blank,blank,SAI KUNG TOWN CTR,西貢苑,FUK MAN RD,福民路,22,40,NSK,DD215LOT986,SAI KUNG TOWN CTR||Phase |Block A,福民路SAI KUNG TOWN CTR|Phase|BlockA,福民路SAI KUNG TOWN CTR|Phase|BlockA|9|B,西貢,1987,33,blankblank,22-40 FUK MAN RD|福民路,22-40 FUK MAN RD,22-40 福民路,"西貢苑A座,福民路","SAI KUNG TOWN CTR(BLOCK A),FUK MAN RD","SAI KUNG TOWN CTR(Block A),FUK MAN RD|西貢苑A座,福民路",FUK MAN RDSAI KUNG TOWN CTRblankblank|Phaseblank|BlockA|9|Bconsid7.08,9
15621,20031101810136,ASP,2020-03-02,RES,blank,2016/09,86.04,0,3233,0,26613,blank,BAL:65 SF (NI) / RM:42 SF (NE) / GDN:1103 SF / ,5683504,20031101810136,G1,,A,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block A,清水灣道MOUNT PAVILIA|Phase|BlockA,清水灣道MOUNT PAVILIA|Phase|BlockA|LG|G1,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧A座,清水灣道","MOUNT PAVILIA(BLOCK A),CLEAR WATER BAY RD","MOUNT PAVILIA(Block A),CLEAR WATER BAY RD|傲瀧A座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockA|LG|G1consid86.04,LG
15622,20031101810144,ASP,2020-02-28,RES,blank,2016/09,145.037,0,3372,0,43012,blank,BAL:64 SF (NI) / RM:50 SF (NE) / FR:579 SF / RF:844 SF / ,5683505,20031101810144,P1,1.0,A,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block A,清水灣道MOUNT PAVILIA|Phase|BlockA,清水灣道MOUNT PAVILIA|Phase|BlockA|1|P1,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧A座,清水灣道","MOUNT PAVILIA(BLOCK A),CLEAR WATER BAY RD","MOUNT PAVILIA(Block A),CLEAR WATER BAY RD|傲瀧A座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockA|1|P1consid145.037,1
