,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,redev_chance,flLv,orient,layout,finishes,remark
46326,19111301190013,ASP,2019-10-18,RES,blank,1968/04,2.0,0,311,0,6431,F/R,blank,5639249,19111301190013,B,4.0,blank,blank,WAI TAK BLDG,惠德大廈,blank,blank,DES VOEUX RD W,德輔道西,196,200,HSW,IL1262sRss1RP / IL1262sRR,|WAI TAK BLDG惠德大廈|Phase |Block ,德輔道西WAI TAK BLDG惠德大廈|Phase|Block,德輔道西WAI TAK BLDG惠德大廈|Phase|Block|4|B,上環/西營盤,1968,52,WAI TAK BLDG惠德大廈,196-200 DES VOEUX RD W|德輔道西,196-200 DES VOEUX RD W,196-200 德輔道西,"惠德大廈,德輔道西","WAI TAK BLDG,DES VOEUX RD W","WAI TAK BLDG,DES VOEUX RD W|惠德大廈,德輔道西",DES VOEUX RD WblankWAI TAK BLDG惠德大廈|Phaseblank|Blockblank|4|Bconsid2.0,4,中,中層,東南,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
45287,19032801050016,ASP,2019-03-02,RES,blank,1977/11,3.0,285,220,10526,13636,blank,blank,5517025,19032801050016,B,6.0,blank,blank,WING LEE BLDG,永利大廈,blank,blank,KWAI HEUNG ST,桂香街,18,24,HSW,IL4440 / IL4441 /,|WING LEE BLDG永利大廈|Phase |Block ,桂香街WING LEE BLDG永利大廈|Phase|Block,桂香街WING LEE BLDG永利大廈|Phase|Block|6|B,上環/西營盤,1977,43,WING LEE BLDG永利大廈,18-24 KWAI HEUNG ST|桂香街,18-24 KWAI HEUNG ST,18-24 桂香街,"永利大廈,桂香街","WING LEE BLDG,KWAI HEUNG ST","WING LEE BLDG,KWAI HEUNG ST|永利大廈,桂香街",KWAI HEUNG STblankWING LEE BLDG永利大廈|Phaseblank|Blockblank|6|Bconsid3.0,6,低,高層,東南,四正,有,業主減價 上車筍盤 歡迎約睇
46416,19112600490087,ASP,2019-10-28,RES,blank,1972/02,3.1,0,306,0,10131,blank,blank,5644984,19112600490087,B,3.0,blank,blank,blank,blank,blank,blank,QUEEN'S RD W,皇后大道西,407,blank,HSW,IL5296,||Phase |Block ,皇后大道西|Phase|Block,皇后大道西|Phase|Block|3|B,上環/西營盤,1972,48,blankblank,407 QUEEN'S RD W|皇后大道西,407 QUEEN'S RD W,407 皇后大道西,407 皇后大道西,407 QUEEN'S RD W,407 QUEEN'S RD W|皇后大道西,QUEEN'S RD Wblankblankblank|Phaseblank|Blockblank|3|Bconsid3.1,3,中,中層,西,呂字型,有,單位實用四正 交通方便 配套完善
45812,19061900220401,ASP,2019-05-21,RES,blank,1966/12/20,3.18,0,273,0,11648,blank,blank,5567439,19061900220401,K,3.0,blank,blank,TIN HING MANS,天興大廈,blank,blank,DES VOEUX RD W,德輔道西,305,blank,HSW,ML2865 / ML461RP,|TIN HING MANS天興大廈|Phase |Block ,德輔道西TIN HING MANS天興大廈|Phase|Block,德輔道西TIN HING MANS天興大廈|Phase|Block|3|K,上環/西營盤,1966,54,TIN HING MANS天興大廈,305 DES VOEUX RD W|德輔道西,305 DES VOEUX RD W,305 德輔道西,"天興大廈,德輔道西","TIN HING MANS,DES VOEUX RD W","TIN HING MANS,DES VOEUX RD W|天興大廈,德輔道西",DES VOEUX RD WblankTIN HING MANS天興大廈|Phaseblank|Blockblank|3|Kconsid3.18,3,近乎零,高層,北,沒資料,基本,業主減價 上車筍盤 歡迎約睇
46884,20051400430104,ASP,2020-05-05,RES,blank,1985/10,3.25,260,180,12500,18056,blank,blank,5706325,20051400430104,B,11.0,blank,blank,FUNG SING MANS,豐盛大廈,blank,blank,THIRD ST,第三街,133,blank,HSW,IL816sBss4RP /,|FUNG SING MANS豐盛大廈|Phase |Block ,第三街FUNG SING MANS豐盛大廈|Phase|Block,第三街FUNG SING MANS豐盛大廈|Phase|Block|11|B,上環/西營盤,1985,35,FUNG SING MANS豐盛大廈,133 THIRD ST|第三街,133 THIRD ST,133 第三街,"豐盛大廈,第三街","FUNG SING MANS,THIRD ST","FUNG SING MANS,THIRD ST|豐盛大廈,第三街",THIRD STblankFUNG SING MANS豐盛大廈|Phaseblank|Blockblank|11|Bconsid3.25,11,低,中層,西南,四正,基本,單位實用四正 交通方便 配套完善
46798,20040601690066,ASP,2020-03-16,RES,blank,1987/07,3.38,525,415,6438,8145,blank,FR:65 SF / ,5693308,20040601690066,C,5.0,blank,blank,HILLIER BLDG,禧利大廈,blank,blank,QUEEN'S RD C,皇后大道中,275,blank,HSW,IL3127 / IL3128 /,|HILLIER BLDG禧利大廈|Phase |Block ,皇后大道中HILLIER BLDG禧利大廈|Phase|Block,皇后大道中HILLIER BLDG禧利大廈|Phase|Block|5|C,上環/西營盤,1987,33,HILLIER BLDG禧利大廈,275 QUEEN'S RD C|皇后大道中,275 QUEEN'S RD C,275 皇后大道中,"禧利大廈,皇后大道中","HILLIER BLDG,QUEEN'S RD C","HILLIER BLDG,QUEEN'S RD C|禧利大廈,皇后大道中",QUEEN'S RD CblankHILLIER BLDG禧利大廈|Phaseblank|Blockblank|5|Cconsid3.38,5,低,中層,西,呂字型,有,業主減價 上車筍盤 歡迎約睇
46479,19121000130031,ASP,2019-11-17,RES,blank,1986/04,3.4,263,140,12928,24286,blank,blank,5650941,19121000130031,A,7.0,blank,blank,WING WAH BLDG,榮華大廈,blank,blank,THIRD ST,第三街,29,33A,HSW,IL8139 / IL8138 / IL8137,|WING WAH BLDG榮華大廈|Phase |Block ,第三街WING WAH BLDG榮華大廈|Phase|Block,第三街WING WAH BLDG榮華大廈|Phase|Block|7|A,上環/西營盤,1986,34,WING WAH BLDG榮華大廈,29-33A THIRD ST|第三街,29-33A THIRD ST,29-33A 第三街,"榮華大廈,第三街","WING WAH BLDG,THIRD ST","WING WAH BLDG,THIRD ST|榮華大廈,第三街",THIRD STblankWING WAH BLDG榮華大廈|Phaseblank|Blockblank|7|Aconsid3.4,7,低,高層,東南,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
47108,20070300950030,ASP,2020-06-24,RES,blank,1990/03,3.45,372,202,9274,17079,blank,blank,5732723,20070300950030,A,6.0,blank,blank,CHUNG HING COURT,中興閣,blank,blank,PEEL ST,卑利街,67,blank,HSW,IL101sBss1RP / IL101sBRP,|CHUNG HING COURT中興閣|Phase |Block ,卑利街CHUNG HING COURT中興閣|Phase|Block,卑利街CHUNG HING COURT中興閣|Phase|Block|6|A,上環/西營盤,1990,30,CHUNG HING COURT中興閣,67 PEEL ST|卑利街,67 PEEL ST,67 卑利街,"中興閣,卑利街","CHUNG HING COURT,PEEL ST","CHUNG HING COURT,PEEL ST|中興閣,卑利街",PEEL STblankCHUNG HING COURT中興閣|Phaseblank|Blockblank|6|Aconsid3.45,6,低,高層,東北,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
45185,19022700340064,ASP,2019-02-01,RES,blank,1986/01,3.5,310,205,11290,17073,blank,blank,5504219,19022700340064,3,14.0,blank,blank,TAK LEE BLDG,得利大廈,blank,blank,QUEEN'S RD W,皇后大道西,270,280,HSW,IL7109RP / IL7110RP /,|TAK LEE BLDG得利大廈|Phase |Block ,皇后大道西TAK LEE BLDG得利大廈|Phase|Block,皇后大道西TAK LEE BLDG得利大廈|Phase|Block|14|3,上環/西營盤,1986,34,TAK LEE BLDG得利大廈,270-280 QUEEN'S RD W|皇后大道西,270-280 QUEEN'S RD W,270-280 皇后大道西,"得利大廈,皇后大道西","TAK LEE BLDG,QUEEN'S RD W","TAK LEE BLDG,QUEEN'S RD W|得利大廈,皇后大道西",QUEEN'S RD WblankTAK LEE BLDG得利大廈|Phaseblank|Blockblank|14|3consid3.5,14,低,中層,西,沒資料,基本,業主減價 上車筍盤 歡迎約睇
46782,20033101930013,ASP,2020-03-03,RES,blank,1980/06,3.55,0,210,0,16905,blank,blank,5690778,20033101930013,B,4.0,blank,blank,WAH SHIN HSE,華善樓,blank,blank,SHIN HING ST,善慶街,6,10,HSW,IL1896RP / IL1896sBRP /,|WAH SHIN HSE華善樓|Phase |Block ,善慶街WAH SHIN HSE華善樓|Phase|Block,善慶街WAH SHIN HSE華善樓|Phase|Block|4|B,上環/西營盤,1980,40,WAH SHIN HSE華善樓,6-10 SHIN HING ST|善慶街,6-10 SHIN HING ST,6-10 善慶街,"華善樓,善慶街","WAH SHIN HSE,SHIN HING ST","WAH SHIN HSE,SHIN HING ST|華善樓,善慶街",SHIN HING STblankWAH SHIN HSE華善樓|Phaseblank|Blockblank|4|Bconsid3.55,4,低,高層,北,沒資料,良好,業主減價 上車筍盤 歡迎約睇
