,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy
0,11112202420014,ASP,2011-11-12,RES,blank,2012/09,11.75,1242,956,9461,12291,GFA INCL BW:38 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SF ,blank,3610910,11112202420014,B,8.0,20,blank,blank,blank,PROVIDENCE BAY,天賦海灣,FO CHUN RD,科進路,5,blank,NPSK,TPTL186,PROVIDENCE BAY||Phase |Block 20,科進路PROVIDENCE BAY|Phase|Block20,科進路PROVIDENCE BAY|Phase|Block20|8|B,blankblank,5 FO CHUN RD|科進路,5 FO CHUN RD,5 科進路,"天賦海灣20座,科進路","PROVIDENCE BAY(BLOCK 20),FO CHUN RD","PROVIDENCE BAY(Block 20),FO CHUN RD|天賦海灣20座,科進路",FO CHUN RDPROVIDENCE BAYblankblank|Phaseblank|Block20|8|Bconsid11.75,8
3,11112202420043,ASP,2011-11-12,RES,blank,2012/09,14.844,1312,1015,11314,14625,GFA INCL BW:35 SF+F/R:562 SF ,blank,3610913,11112202420043,B,1.0,17,blank,blank,blank,PROVIDENCE BAY,天賦海灣,FO CHUN RD,科進路,5,blank,NPSK,TPTL186,PROVIDENCE BAY||Phase |Block 17,科進路PROVIDENCE BAY|Phase|Block17,科進路PROVIDENCE BAY|Phase|Block17|1|B,blankblank,5 FO CHUN RD|科進路,5 FO CHUN RD,5 科進路,"天賦海灣17座,科進路","PROVIDENCE BAY(BLOCK 17),FO CHUN RD","PROVIDENCE BAY(Block 17),FO CHUN RD|天賦海灣17座,科進路",FO CHUN RDPROVIDENCE BAYblankblank|Phaseblank|Block17|1|Bconsid14.844,1
4,11112202420055,ASP,2011-11-11,RES,blank,2012/09,26.044,2158,1692,12069,15392,GFA INCL BW:35 SF& A/C RM:35 SFAREA INCL BAL:70 SFUTILITY PLATFORM16SF ,blank,3610914,11112202420055,B,6.0,7,blank,blank,blank,PROVIDENCE BAY,天賦海灣,FO CHUN RD,科進路,5,blank,NPSK,TPTL186,PROVIDENCE BAY||Phase |Block 7,科進路PROVIDENCE BAY|Phase|Block7,科進路PROVIDENCE BAY|Phase|Block7|6|B,blankblank,5 FO CHUN RD|科進路,5 FO CHUN RD,5 科進路,"天賦海灣7座,科進路","PROVIDENCE BAY(BLOCK 7),FO CHUN RD","PROVIDENCE BAY(Block 7),FO CHUN RD|天賦海灣7座,科進路",FO CHUN RDPROVIDENCE BAYblankblank|Phaseblank|Block7|6|Bconsid26.044,6
5,11112202420068,ASP,2011-11-11,RES,blank,2012/09,12.038,1242,967,9692,12449,GFA INCL BW:27 SFAREA INCL BAL:34 SFUTILITY PLATFORM16SF ,blank,3610915,11112202420068,A,7.0,18,blank,blank,blank,PROVIDENCE BAY,天賦海灣,FO CHUN RD,科進路,5,blank,NPSK,TPTL186,PROVIDENCE BAY||Phase |Block 18,科進路PROVIDENCE BAY|Phase|Block18,科進路PROVIDENCE BAY|Phase|Block18|7|A,blankblank,5 FO CHUN RD|科進路,5 FO CHUN RD,5 科進路,"天賦海灣18座,科進路","PROVIDENCE BAY(BLOCK 18),FO CHUN RD","PROVIDENCE BAY(Block 18),FO CHUN RD|天賦海灣18座,科進路",FO CHUN RDPROVIDENCE BAYblankblank|Phaseblank|Block18|7|Aconsid12.038,7
6,11112202420076,ASP,2011-11-11,RES,blank,2012/09,11.808,1371,1062,8613,11119,GFA INCL BW:35 SFAREA INCL BAL:31 SFUTILITY PLATFORM16SF ,blank,3610374,11112202420076,B,2.0,17,blank,blank,blank,PROVIDENCE BAY,天賦海灣,FO CHUN RD,科進路,5,blank,NPSK,TPTL186,PROVIDENCE BAY||Phase |Block 17,科進路PROVIDENCE BAY|Phase|Block17,科進路PROVIDENCE BAY|Phase|Block17|2|B,blankblank,5 FO CHUN RD|科進路,5 FO CHUN RD,5 科進路,"天賦海灣17座,科進路","PROVIDENCE BAY(BLOCK 17),FO CHUN RD","PROVIDENCE BAY(Block 17),FO CHUN RD|天賦海灣17座,科進路",FO CHUN RDPROVIDENCE BAYblankblank|Phaseblank|Block17|2|Bconsid11.808,2
7,11112202420085,ASP,2011-11-12,RES,blank,2012/09,27.296,2178,1708,12533,15981,GFA INCL BW:35 SF& A/C RM:33 SFAREA INCL BAL:70 SFUTILITY PLATFORM16SF ,blank,3610375,11112202420085,B,6.0,6,blank,blank,blank,PROVIDENCE BAY,天賦海灣,FO CHUN RD,科進路,5,blank,NPSK,TPTL186,PROVIDENCE BAY||Phase |Block 6,科進路PROVIDENCE BAY|Phase|Block6,科進路PROVIDENCE BAY|Phase|Block6|6|B,blankblank,5 FO CHUN RD|科進路,5 FO CHUN RD,5 科進路,"天賦海灣6座,科進路","PROVIDENCE BAY(BLOCK 6),FO CHUN RD","PROVIDENCE BAY(Block 6),FO CHUN RD|天賦海灣6座,科進路",FO CHUN RDPROVIDENCE BAYblankblank|Phaseblank|Block6|6|Bconsid27.296,6
8,11112202420098,ASP,2011-11-12,RES,blank,2012/09,11.332,1265,974,8958,11634,GFA INCL BW:38 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SF ,blank,3610376,11112202420098,B,5.0,18,blank,blank,blank,PROVIDENCE BAY,天賦海灣,FO CHUN RD,科進路,5,blank,NPSK,TPTL186,PROVIDENCE BAY||Phase |Block 18,科進路PROVIDENCE BAY|Phase|Block18,科進路PROVIDENCE BAY|Phase|Block18|5|B,blankblank,5 FO CHUN RD|科進路,5 FO CHUN RD,5 科進路,"天賦海灣18座,科進路","PROVIDENCE BAY(BLOCK 18),FO CHUN RD","PROVIDENCE BAY(Block 18),FO CHUN RD|天賦海灣18座,科進路",FO CHUN RDPROVIDENCE BAYblankblank|Phaseblank|Block18|5|Bconsid11.332,5
9,11112202420107,ASP,2011-11-11,RES,blank,2012/09,11.869000000000002,1265,974,9383,12186,GFA INCL BW:38 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SF ,blank,3610377,11112202420107,B,3.0,18,blank,blank,blank,PROVIDENCE BAY,天賦海灣,FO CHUN RD,科進路,5,blank,NPSK,TPTL186,PROVIDENCE BAY||Phase |Block 18,科進路PROVIDENCE BAY|Phase|Block18,科進路PROVIDENCE BAY|Phase|Block18|3|B,blankblank,5 FO CHUN RD|科進路,5 FO CHUN RD,5 科進路,"天賦海灣18座,科進路","PROVIDENCE BAY(BLOCK 18),FO CHUN RD","PROVIDENCE BAY(Block 18),FO CHUN RD|天賦海灣18座,科進路",FO CHUN RDPROVIDENCE BAYblankblank|Phaseblank|Block18|3|Bconsid11.869000000000002,3
10,11112202420112,ASP,2011-11-11,RES,blank,2012/09,13.265,1371,1062,9675,12491,GFA INCL BW:35 SFAREA INCL BAL:31 SFUTILITY PLATFORM16SF ,blank,3610378,11112202420112,B,8.0,17,blank,blank,blank,PROVIDENCE BAY,天賦海灣,FO CHUN RD,科進路,5,blank,NPSK,TPTL186,PROVIDENCE BAY||Phase |Block 17,科進路PROVIDENCE BAY|Phase|Block17,科進路PROVIDENCE BAY|Phase|Block17|8|B,blankblank,5 FO CHUN RD|科進路,5 FO CHUN RD,5 科進路,"天賦海灣17座,科進路","PROVIDENCE BAY(BLOCK 17),FO CHUN RD","PROVIDENCE BAY(Block 17),FO CHUN RD|天賦海灣17座,科進路",FO CHUN RDPROVIDENCE BAYblankblank|Phaseblank|Block17|8|Bconsid13.265,8
11,11112202420128,ASP,2011-11-11,RES,blank,2012/09,27.197,2178,1708,12487,15923,GFA INCL BW:35 SF& A/C RM:40 SFAREA INCL BAL:70 SFUTILITY PLATFORM16SF ,blank,3610379,11112202420128,A,6.0,6,blank,blank,blank,PROVIDENCE BAY,天賦海灣,FO CHUN RD,科進路,5,blank,NPSK,TPTL186,PROVIDENCE BAY||Phase |Block 6,科進路PROVIDENCE BAY|Phase|Block6,科進路PROVIDENCE BAY|Phase|Block6|6|A,blankblank,5 FO CHUN RD|科進路,5 FO CHUN RD,5 科進路,"天賦海灣6座,科進路","PROVIDENCE BAY(BLOCK 6),FO CHUN RD","PROVIDENCE BAY(Block 6),FO CHUN RD|天賦海灣6座,科進路",FO CHUN RDPROVIDENCE BAYblankblank|Phaseblank|Block6|6|Aconsid27.197,6
12,11112202420139,ASP,2011-11-12,RES,blank,2012/09,18.542,1790,1392,10359,13320,GFA INCL BW:40 SFAREA INCL BAL:41 SFUTILITY PLATFORM16SF ,blank,3610380,11112202420139,B,8.0,11,blank,blank,blank,PROVIDENCE BAY,天賦海灣,FO CHUN RD,科進路,5,blank,NPSK,TPTL186,PROVIDENCE BAY||Phase |Block 11,科進路PROVIDENCE BAY|Phase|Block11,科進路PROVIDENCE BAY|Phase|Block11|8|B,blankblank,5 FO CHUN RD|科進路,5 FO CHUN RD,5 科進路,"天賦海灣11座,科進路","PROVIDENCE BAY(BLOCK 11),FO CHUN RD","PROVIDENCE BAY(Block 11),FO CHUN RD|天賦海灣11座,科進路",FO CHUN RDPROVIDENCE BAYblankblank|Phaseblank|Block11|8|Bconsid18.542,8
