,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy
60480,19011601360180,ASP,2019-01-07,RES,blank,1993/04,5.72,438,334,13059,17126,blank,blank,5485568,19011601360180,C,25.0,blank,blank,VICTOR COURT,威德閣,blank,blank,WANG ON RD,宏安道,18,blank,HNP,IL7275 / IL7274 /,|VICTOR COURT威德閣|Phase |Block ,宏安道VICTOR COURT威德閣|Phase|Block,宏安道VICTOR COURT威德閣|Phase|Block|25|C,北角,1993,27,VICTOR COURT威德閣,18 WANG ON RD|宏安道,18 WANG ON RD,18 宏安道,"威德閣,宏安道","VICTOR COURT,WANG ON RD","VICTOR COURT,WANG ON RD|威德閣,宏安道",WANG ON RDblankVICTOR COURT威德閣|Phaseblank|Blockblank|25|Cconsid5.72,25
60482,19011700200017,ASP,2019-01-02,RES,blank,1982/04,3.9,314,228,12420,17105,blank,blank,5486017,19011700200017,1,17.0,C,blank,blank,blank,FU LEE LOY MANS,富利來大廈,KING WAH RD,京華道,9,27,HNP,IL7263 / IL7262 /,FU LEE LOY MANS||Phase |Block C,京華道FU LEE LOY MANS|Phase|BlockC,京華道FU LEE LOY MANS|Phase|BlockC|17|1,北角,1982,38,blankblank,9-27 KING WAH RD|京華道,9-27 KING WAH RD,9-27 京華道,"富利來大廈C座,京華道","FU LEE LOY MANS(BLOCK C),KING WAH RD","FU LEE LOY MANS(Block C),KING WAH RD|富利來大廈C座,京華道",KING WAH RDFU LEE LOY MANSblankblank|Phaseblank|BlockC|17|1consid3.9,17
60483,19011700990054,ASP,2019-01-11,RES,blank,1994/01,5.58,570,342,9789,16316,blank,blank,5486221,19011700990054,blank,18.0,blank,blank,BO SHING COURT,寶城閣,blank,blank,TSAT TSZ MUI RD,七姊妹道,18,blank,HNP,IL7591,|BO SHING COURT寶城閣|Phase |Block ,七姊妹道BO SHING COURT寶城閣|Phase|Block,七姊妹道BO SHING COURT寶城閣|Phase|Block|18|,北角,1994,26,BO SHING COURT寶城閣,18 TSAT TSZ MUI RD|七姊妹道,18 TSAT TSZ MUI RD,18 七姊妹道,"寶城閣,七姊妹道","BO SHING COURT,TSAT TSZ MUI RD","BO SHING COURT,TSAT TSZ MUI RD|寶城閣,七姊妹道",TSAT TSZ MUI RDblankBO SHING COURT寶城閣|Phaseblank|Blockblank|18|blankconsid5.58,18
60484,19011701460011,ASP,2019-01-03,RES,CP,1976/10,12.98,795,701,16327,18516,blank,blank,5486310,19011701460011,5,10.0,C,blank,blank,blank,VIKING VILLAS,威景臺,TIN HAU TEMPLE RD,天后廟道,70,blank,HNP,IL8223,VIKING VILLAS||Phase |Block C,天后廟道VIKING VILLAS|Phase|BlockC,天后廟道VIKING VILLAS|Phase|BlockC|10|5,北角,1976,44,blankblank,70 TIN HAU TEMPLE RD|天后廟道,70 TIN HAU TEMPLE RD,70 天后廟道,"威景臺C座,天后廟道","VIKING VILLAS(BLOCK C),TIN HAU TEMPLE RD","VIKING VILLAS(Block C),TIN HAU TEMPLE RD|威景臺C座,天后廟道",TIN HAU TEMPLE RDVIKING VILLASblankblank|Phaseblank|BlockC|10|5consid12.98,10
60488,19011800490149,ASP,2019-01-10,RES,blank,2019/06,72.117,0,1417,0,50894,blank,BAL:50 SF (NI) / UP:16 SF (NI) / ,5486963,19011800490149,A,32.0,7,blank,blank,blank,HARBOUR GLORY,維港頌,CITY GARDEN RD,城市花園道,32,blank,HNP,IL8920,HARBOUR GLORY||Phase |Block 7,城市花園道HARBOUR GLORY|Phase|Block7,城市花園道HARBOUR GLORY|Phase|Block7|32|A,北角,2019,1,blankblank,32 CITY GARDEN RD|城市花園道,32 CITY GARDEN RD,32 城市花園道,"維港頌7座,城市花園道","HARBOUR GLORY(BLOCK 7),CITY GARDEN RD","HARBOUR GLORY(Block 7),CITY GARDEN RD|維港頌7座,城市花園道",CITY GARDEN RDHARBOUR GLORYblankblank|Phaseblank|Block7|32|Aconsid72.117,32
60491,19011802050154,ASP,2019-01-11,RES,blank,1966/04,3.8,0,300,0,12667,blank,blank,5487302,19011802050154,F,2.0,blank,blank,SHING KUNG MANS,成功樓,blank,blank,ELECTRIC RD,電氣道,80,86,HNP,IL1039 / IL1040 /IL1041/,|SHING KUNG MANS成功樓|Phase |Block ,電氣道SHING KUNG MANS成功樓|Phase|Block,電氣道SHING KUNG MANS成功樓|Phase|Block|2|F,北角,1966,54,SHING KUNG MANS成功樓,80-86 ELECTRIC RD|電氣道,80-86 ELECTRIC RD,80-86 電氣道,"成功樓,電氣道","SHING KUNG MANS,ELECTRIC RD","SHING KUNG MANS,ELECTRIC RD|成功樓,電氣道",ELECTRIC RDblankSHING KUNG MANS成功樓|Phaseblank|Blockblank|2|Fconsid3.8,2
60493,19012101380032,ASP,2019-01-07,RES,CP,1971/03,21.0,0,1135,0,18502,blank,blank,5487782,19012101380032,A,4.0,A,blank,blank,blank,TEMPO COURT,天寶大廈,BRAEMAR HILL RD,寶馬山道,4,blank,HNP,IL7931,TEMPO COURT||Phase |Block A,寶馬山道TEMPO COURT|Phase|BlockA,寶馬山道TEMPO COURT|Phase|BlockA|4|A,北角,1971,49,blankblank,4 BRAEMAR HILL RD|寶馬山道,4 BRAEMAR HILL RD,4 寶馬山道,"天寶大廈A座,寶馬山道","TEMPO COURT(BLOCK A),BRAEMAR HILL RD","TEMPO COURT(Block A),BRAEMAR HILL RD|天寶大廈A座,寶馬山道",BRAEMAR HILL RDTEMPO COURTblankblank|Phaseblank|BlockA|4|Aconsid21.0,4
60498,19012200210017,ASP,2019-01-04,RES,blank,1983/08,5.95,466,365,12768,16301,blank,FR:33 SF / RF:212 SF / ,5488070,19012200210017,D,24.0,blank,blank,WAH HONG MANS,華康大廈,blank,blank,FORT ST,堡壘街,6,8,HNP,IL2366sDss2RP&EXT /,|WAH HONG MANS華康大廈|Phase |Block ,堡壘街WAH HONG MANS華康大廈|Phase|Block,堡壘街WAH HONG MANS華康大廈|Phase|Block|24|D,北角,1983,37,WAH HONG MANS華康大廈,6-8 FORT ST|堡壘街,6-8 FORT ST,6-8 堡壘街,"華康大廈,堡壘街","WAH HONG MANS,FORT ST","WAH HONG MANS,FORT ST|華康大廈,堡壘街",FORT STblankWAH HONG MANS華康大廈|Phaseblank|Blockblank|24|Dconsid5.95,24
60504,19012201550072,ASP,2019-01-07,RES,blank,1996/10,12.8,975,781,13128,16389,blank,BW:24 SF (GI/NE) / ,5488397,19012201550072,H,7.0,3,blank,blank,blank,ISLAND PLACE,港運城,TANNER RD,丹拿道,61,blank,HNP,IL8849,ISLAND PLACE||Phase |Block 3,丹拿道ISLAND PLACE|Phase|Block3,丹拿道ISLAND PLACE|Phase|Block3|7|H,北角,1996,24,blankblank,61 TANNER RD|丹拿道,61 TANNER RD,61 丹拿道,"港運城3座,丹拿道","ISLAND PLACE(BLOCK 3),TANNER RD","ISLAND PLACE(Block 3),TANNER RD|港運城3座,丹拿道",TANNER RDISLAND PLACEblankblank|Phaseblank|Block3|7|Hconsid12.8,7
60505,19012201810138,ASP,2019-01-10,RES,blank,1996/01,5.35,486,333,11008,16066,blank,blank,5488430,19012201810138,B,16.0,blank,blank,MELODY COURT,愛琴軒,blank,blank,KAM HONG ST,琴行街,2C,2D,HNP,IL7601 / IL6463,|MELODY COURT愛琴軒|Phase |Block ,琴行街MELODY COURT愛琴軒|Phase|Block,琴行街MELODY COURT愛琴軒|Phase|Block|16|B,北角,1996,24,MELODY COURT愛琴軒,2C-2D KAM HONG ST|琴行街,2C-2D KAM HONG ST,2C-2D 琴行街,"愛琴軒,琴行街","MELODY COURT,KAM HONG ST","MELODY COURT,KAM HONG ST|愛琴軒,琴行街",KAM HONG STblankMELODY COURT愛琴軒|Phaseblank|Blockblank|16|Bconsid5.35,16
