,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy
747,6897426,ASP,1997-01-03,RES,blank,1975/06,4.08,760,670,5368,6090,blank,blank,4959598,6897426,D,8.0,2,blank,blank,blank,MERRY COURT,真能閣,FESSENDEN RD,范信達道,4,6,KKL,blank,MERRY COURT||Phase |Block 2,范信達道MERRY COURT|Phase|Block2,范信達道MERRY COURT|Phase|Block2|8|D,1975,45,blankblank,4-6 FESSENDEN RD|范信達道,4-6 FESSENDEN RD,4-6 范信達道,"真能閣2座,范信達道","MERRY COURT(BLOCK 2),FESSENDEN RD","MERRY COURT(Block 2),FESSENDEN RD|真能閣2座,范信達道",FESSENDEN RDMERRY COURTblankblank|Phaseblank|Block2|8|Dconsid4.08,8
753,6899503,ASP,1997-01-08,RES,blank,1980/12,8.88,1742,1535,5098,5785,CPS 150 ON G/F ,blank,4959752,6899503,B,2.0,6,blank,blank,blank,BEVERLY VILLAS,碧華花園,LA SALLE RD,喇沙利道,16,blank,KKL,blank,BEVERLY VILLAS||Phase |Block 6,喇沙利道BEVERLY VILLAS|Phase|Block6,喇沙利道BEVERLY VILLAS|Phase|Block6|2|B,1980,40,blankblank,16 LA SALLE RD|喇沙利道,16 LA SALLE RD,16 喇沙利道,"碧華花園6座,喇沙利道","BEVERLY VILLAS(BLOCK 6),LA SALLE RD","BEVERLY VILLAS(Block 6),LA SALLE RD|碧華花園6座,喇沙利道",LA SALLE RDBEVERLY VILLASblankblank|Phaseblank|Block6|2|Bconsid8.88,2
758,6902298,ASP,1997-01-06,RES,blank,1975/06,3.98,760,670,5237,5940,blank,blank,4960166,6902298,B,3.0,2,blank,blank,blank,MERRY COURT,真能閣,FESSENDEN RD,范信達道,4,6,KKL,blank,MERRY COURT||Phase |Block 2,范信達道MERRY COURT|Phase|Block2,范信達道MERRY COURT|Phase|Block2|3|B,1975,45,blankblank,4-6 FESSENDEN RD|范信達道,4-6 FESSENDEN RD,4-6 范信達道,"真能閣2座,范信達道","MERRY COURT(BLOCK 2),FESSENDEN RD","MERRY COURT(Block 2),FESSENDEN RD|真能閣2座,范信達道",FESSENDEN RDMERRY COURTblankblank|Phaseblank|Block2|3|Bconsid3.98,3
760,6904722,ASP,1997-01-02,RES,blank,1978/08,4.03,600,540,6717,7463,+RFCPS 40 ON G/F ,blank,4960540,6904722,F,6.0,B,blank,CLIFFORD MANS,嘉翠園,blank,blank,BROADCAST DR,廣播道,38,40,KKL,NKIL5714,|CLIFFORD MANS嘉翠園|Phase |Block B,廣播道CLIFFORD MANS嘉翠園|Phase|BlockB,廣播道CLIFFORD MANS嘉翠園|Phase|BlockB|6|F,1978,42,CLIFFORD MANS嘉翠園,38-40 BROADCAST DR|廣播道,38-40 BROADCAST DR,38-40 廣播道,"嘉翠園,廣播道","CLIFFORD MANS,BROADCAST DR","CLIFFORD MANS,BROADCAST DR|廣播道嘉翠園",BROADCAST DRblankCLIFFORD MANS嘉翠園|Phaseblank|BlockB|6|Fconsid4.03,6
764,6912806,ASP,1997-01-03,RES,blank,1976/06,3.98,680,600,5853,6633,CPS 40 ON G/F ,blank,4961706,6912806,4,6.0,B,blank,blank,blank,HAPPY GDN,雅樂園,BROADCAST DR,廣播道,85,blank,KKL,blank,HAPPY GDN||Phase |Block B,廣播道HAPPY GDN|Phase|BlockB,廣播道HAPPY GDN|Phase|BlockB|6|4,1976,44,blankblank,85 BROADCAST DR|廣播道,85 BROADCAST DR,85 廣播道,"雅樂園B座,廣播道","HAPPY GDN(BLOCK B),BROADCAST DR","HAPPY GDN(Block B),BROADCAST DR|雅樂園B座,廣播道",BROADCAST DRHAPPY GDNblankblank|Phaseblank|BlockB|6|4consid3.98,6
766,6914784,ASP,1997-01-07,RES,blank,1987/01,8.68,1140,1010,7614,8594,CPS 57 ON LG/F ,blank,4962266,6914784,B,1.0,D3,blank,blank,blank,TANG COURT,怡德花園,NGA TSIN WAI RD,衙前圍道,168,blank,KKL,NKIL5914,TANG COURT||Phase |Block D3,衙前圍道TANG COURT|Phase|BlockD3,衙前圍道TANG COURT|Phase|BlockD3|1|B,1987,33,blankblank,168 NGA TSIN WAI RD|衙前圍道,168 NGA TSIN WAI RD,168 衙前圍道,"怡德花園D3座,衙前圍道","TANG COURT(BLOCK D3),NGA TSIN WAI RD","TANG COURT(Block D3),NGA TSIN WAI RD|怡德花園D3座,衙前圍道",NGA TSIN WAI RDTANG COURTblankblank|Phaseblank|BlockD3|1|Bconsid8.68,1
769,6917760,ASP,1997-01-14,RES,blank,1969/10,5.6,880,790,6364,7089,CPS 133 ON UG/F ,blank,4964047,6917760,C2,9.0,2,blank,blank,blank,CHERMAIN HTS,霞明閣,EASTBOURNE RD,義本道,9,blank,KKL,blank,CHERMAIN HTS||Phase |Block 2,義本道CHERMAIN HTS|Phase|Block2,義本道CHERMAIN HTS|Phase|Block2|9|C2,1969,51,blankblank,9 EASTBOURNE RD|義本道,9 EASTBOURNE RD,9 義本道,"霞明閣2座,義本道","CHERMAIN HTS(BLOCK 2),EASTBOURNE RD","CHERMAIN HTS(Block 2),EASTBOURNE RD|霞明閣2座,義本道",EASTBOURNE RDCHERMAIN HTSblankblank|Phaseblank|Block2|9|C2consid5.6,9
773,6919520,ASP,1997-01-10,RES,blank,1976/06,6.07,1100,1010,5518,6010,CPS 17 ON G/F ,blank,4964730,6919520,B,5.0,blank,blank,JUMBO COURT,珍寶閣,blank,blank,BROADCAST DR,廣播道,45,blank,KKL,blank,|JUMBO COURT珍寶閣|Phase |Block ,廣播道JUMBO COURT珍寶閣|Phase|Block,廣播道JUMBO COURT珍寶閣|Phase|Block|5|B,1976,44,JUMBO COURT珍寶閣,45 BROADCAST DR|廣播道,45 BROADCAST DR,45 廣播道,"珍寶閣,廣播道","JUMBO COURT,BROADCAST DR","JUMBO COURT,BROADCAST DR|廣播道珍寶閣",BROADCAST DRblankJUMBO COURT珍寶閣|Phaseblank|Blockblank|5|Bconsid6.07,5
788,6928699,ASP,1997-01-10,RES,blank,1977/06,2.98,530,440,5623,6773,blank,blank,4967761,6928699,3,5.0,C,blank,blank,blank,FABER GDN,百美花園,MARCONI RD,馬可尼道,6,blank,KKL,blank,FABER GDN||Phase |Block C,馬可尼道FABER GDN|Phase|BlockC,馬可尼道FABER GDN|Phase|BlockC|5|3,1977,43,blankblank,6 MARCONI RD|馬可尼道,6 MARCONI RD,6 馬可尼道,"百美花園C座,馬可尼道","FABER GDN(BLOCK C),MARCONI RD","FABER GDN(Block C),MARCONI RD|百美花園C座,馬可尼道",MARCONI RDFABER GDNblankblank|Phaseblank|BlockC|5|3consid2.98,5
791,6929477,ASP,1997-01-29,RES,blank,1976/02,2.8,500,410,5600,6829,CPS 18 ON G/F ,blank,4967920,6929477,B,7.0,blank,blank,KWONG FAI COURT,光輝園,blank,blank,FESSENDEN RD,范信達道,1,blank,KKL,blank,|KWONG FAI COURT光輝園|Phase |Block ,范信達道KWONG FAI COURT光輝園|Phase|Block,范信達道KWONG FAI COURT光輝園|Phase|Block|7|B,1976,44,KWONG FAI COURT光輝園,1 FESSENDEN RD|范信達道,1 FESSENDEN RD,1 范信達道,"光輝園,范信達道","KWONG FAI COURT,FESSENDEN RD","KWONG FAI COURT,FESSENDEN RD|范信達道光輝園",FESSENDEN RDblankKWONG FAI COURT光輝園|Phaseblank|Blockblank|7|Bconsid2.8,7
