,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層A,7.0,低層,A,6055568,10229,592
18.0/F中層A,18.0,中層,A,6394192,10801,592
28.0/F高層A,28.0,高層,A,6693152,11306,592
7.0/F低層B,7.0,低層,B,6044748,10228,591
18.0/F中層B,18.0,中層,B,6382800,10800,591
28.0/F高層B,28.0,高層,B,6681255,11305,591
7.0/F低層C,7.0,低層,C,5982752,10106,592
18.0/F中層C,18.0,中層,C,6344464,10717,592
28.0/F高層C,28.0,高層,C,6642832,11221,592
7.0/F低層D,7.0,低層,D,5961758,10226,583
18.0/F中層D,18.0,中層,D,6295234,10798,583
28.0/F高層D,28.0,高層,D,6589649,11303,583
7.0/F低層E,7.0,低層,E,4705658,10918,431
18.0/F中層E,18.0,中層,E,5007358,11618,431
28.0/F高層E,28.0,高層,E,5232340,12140,431
7.0/F低層F,7.0,低層,F,5024888,10382,484
18.0/F中層F,18.0,中層,F,5344328,11042,484
28.0/F高層F,28.0,高層,F,5581972,11533,484
7.0/F低層G,7.0,低層,G,6055568,10229,592
18.0/F中層G,18.0,中層,G,6394192,10801,592
28.0/F高層G,28.0,高層,G,6693152,11306,592
7.0/F低層H,7.0,低層,H,6055568,10229,592
18.0/F中層H,18.0,中層,H,6394192,10801,592
28.0/F高層H,28.0,高層,H,6693152,11306,592
7.0/F低層J,7.0,低層,J,5094740,10570,482
18.0/F中層J,18.0,中層,J,5382494,11167,482
28.0/F高層J,28.0,高層,J,5649040,11720,482
7.0/F低層K,7.0,低層,K,4819011,11181,431
18.0/F中層K,18.0,中層,K,5049165,11715,431
28.0/F高層K,28.0,高層,K,5271561,12231,431
