,1,10,11,12,13,14,15,16,17,18,3,4,5,6,7,8,9
7.0,10381,10159,10185,8870,10381,10027,10526,10875,10089,10434,10440,10616,10203,10603,10381,10533,10245
18.0,11227,11973,10444,9988,11231,10421,10792,11494,10407,11239,10483,11236,9723,11191,11223,10640,10563
30.0,10124,11831,11716,10392,10492,10554,11067,12171,11057,10988,11843,11615,10336,11751,10492,10771,11605
